Time (msec),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),** Lambda Multiplicative Adaptation - Bank 2 (%),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Additive Adaptation - Bank 1 (ms),* Battery voltage (V),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Electric fan (%),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Intake Air Temperature (°C),* Oil Temperature (°C),* Vehicle Speed (km/h)
264965,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,41.91,0,1623,1.220,48.0,107.2,38
265125,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,42.49,0,1601,1.216,48.0,107.2,38
265285,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,42.13,0,1582,1.284,48.0,107.2,38
265444,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,42.61,0,1564,1.268,48.0,107.2,38
265606,0.00,0.00,0.00,0.00,0.00,0.00,13.5,100.5,42.23,0,1545,1.268,48.0,107.2,38
265804,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,43.74,0,1524,1.280,48.0,107.2,35
265965,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,43.25,0,1509,1.284,48.0,107.2,35
266165,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,44.84,0,1486,1.268,48.0,107.2,35
266365,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,45.52,0,1464,1.256,48.0,107.2,35
266566,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,47.25,0,1440,1.312,48.0,107.2,35
266765,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,47.97,0,1418,1.312,48.0,107.2,35
266965,0.00,0.00,0.00,0.00,0.00,0.00,13.6,99.8,48.80,0,1394,1.328,48.0,107.2,32
267165,0.00,0.00,0.00,0.00,0.00,0.00,13.5,99.8,49.65,0,1370,1.344,48.0,107.2,32
267365,0.00,0.00,0.00,0.00,0.00,0.00,13.6,99.8,51.47,0,1349,1.388,48.8,107.2,32
267525,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,56.41,0,1329,1.428,48.8,107.2,32
267725,2.51,0.64,0.00,0.00,0.00,0.00,13.6,100.5,78.23,0,1331,1.832,48.8,107.2,32
267884,3.02,1.15,0.00,0.00,0.00,0.00,13.6,99.8,87.18,0,1306,2.124,48.8,107.2,31
268045,3.53,1.67,0.00,0.00,0.00,0.00,13.6,99.8,94.63,0,1306,2.448,48.8,107.2,31
268204,4.05,2.18,0.00,0.00,0.00,0.00,13.6,99.8,105.40,0,1291,2.684,48.8,107.2,31
268365,4.56,2.69,0.00,0.00,0.00,0.00,13.6,99.8,116.16,0,1279,2.976,48.8,107.2,31
268525,5.07,3.21,0.00,0.00,0.00,0.00,13.6,99.8,124.60,0,1226,3.268,48.8,107.2,31
268725,5.71,3.85,0.00,0.00,0.00,0.00,13.6,99.8,125.42,0,1251,3.572,48.8,107.2,31
268925,6.35,4.49,0.00,0.00,0.00,0.00,13.6,99.8,125.64,0,1249,3.708,48.8,107.2,28
269125,6.99,5.13,0.00,0.00,0.00,0.00,13.6,99.8,127.67,0,1240,3.832,48.8,107.2,28
269324,7.06,5.77,0.00,0.00,0.00,0.00,13.6,99.8,129.79,0,1241,3.892,48.8,107.2,28
269526,7.06,6.41,0.00,0.00,0.00,0.00,13.6,99.8,126.55,0,1240,3.896,48.8,107.2,28
269725,7.06,7.05,0.00,0.00,0.00,0.00,13.6,99.8,131.59,0,1224,3.944,48.8,107.2,28
269925,7.06,7.69,0.00,0.00,0.00,0.00,13.6,99.8,129.53,0,1265,3.964,48.8,107.2,27
270085,7.06,8.27,0.00,0.00,0.00,0.00,13.5,99.8,131.06,0,1282,4.008,48.8,107.2,27
270246,4.48,8.69,0.00,0.00,0.00,0.00,13.5,99.8,136.51,0,1241,3.964,48.8,107.2,27
270445,6.06,8.69,0.00,0.00,0.00,0.00,13.6,99.8,134.20,0,1252,4.064,49.5,107.2,27
270645,6.74,8.69,0.00,0.00,0.00,0.00,13.6,99.8,134.20,0,1252,4.104,49.5,107.2,27
270844,7.38,8.69,0.00,0.00,0.00,0.00,13.6,99.8,136.32,0,1253,4.152,49.5,107.2,28
271005,7.90,8.69,0.00,0.00,0.00,0.00,13.6,99.8,133.88,0,1255,4.168,49.5,107.2,28
271165,8.41,6.48,0.00,0.00,0.00,0.00,13.6,99.8,136.63,0,1250,4.204,49.5,107.2,28
271366,8.64,5.84,0.00,0.00,0.00,0.00,13.6,99.8,133.09,0,1252,4.192,49.5,107.2,28
271566,8.64,5.20,0.00,0.00,0.00,0.00,13.6,99.8,133.88,0,1255,4.800,49.5,107.2,28
271765,8.64,7.30,0.00,0.00,0.00,0.00,13.6,99.8,282.53,0,1273,6.880,49.5,107.2,28
271965,8.64,7.36,0.00,0.00,0.00,0.00,13.6,99.8,274.24,0,1271,8.356,49.5,107.2,28
272125,8.64,7.36,0.00,0.00,0.00,0.00,13.6,99.8,450.25,0,1317,12.124,49.5,107.2,28
272285,5.35,7.36,0.00,0.00,0.00,0.00,13.6,99.8,332.30,0,1308,11.796,49.5,107.2,28
272446,3.96,5.20,0.00,0.00,0.00,0.00,13.5,99.8,240.00,0,1325,9.868,49.5,107.2,28
272645,2.27,3.51,0.00,0.00,0.00,0.00,13.6,99.8,199.99,0,1347,7.816,49.5,107.2,28
272806,1.03,2.27,0.00,0.00,0.00,0.00,13.6,99.8,75.27,0,1365,5.644,49.5,107.2,29
273006,-0.22,1.02,0.00,0.00,0.00,0.00,13.6,99.8,45.28,0,1380,3.944,49.5,107.2,29
273205,-1.08,0.15,0.00,0.00,0.00,0.00,13.6,99.8,47.66,0,1369,2.984,49.5,107.2,29
273405,-1.82,-0.58,0.00,0.00,0.00,0.00,13.6,99.8,47.21,0,1353,2.448,49.5,107.2,29
273604,-2.47,-1.24,0.00,0.00,0.00,0.00,13.6,99.8,50.22,0,1327,2.016,49.5,107.2,29
273805,-3.12,-1.88,0.00,0.00,0.00,0.00,13.6,99.8,51.24,0,1328,1.728,49.5,107.2,31
274005,-1.28,-0.04,0.00,0.00,0.00,0.00,13.6,99.8,52.02,0,1308,1.600,49.5,107.2,31
274206,-0.66,0.57,0.00,0.00,0.00,0.00,13.5,99.8,54.08,0,1284,1.616,49.5,107.2,31
274405,-0.11,1.12,0.00,0.00,0.00,0.00,13.6,99.8,57.34,0,1259,1.592,49.5,107.2,31
274565,0.33,1.56,0.00,0.00,0.00,0.00,13.6,99.8,69.27,0,1263,1.724,49.5,107.2,31
274765,0.88,2.11,0.00,0.00,0.00,0.00,13.6,99.8,86.58,0,1235,2.108,49.5,107.2,31
274926,1.31,2.55,0.00,0.00,0.00,0.00,13.5,99.8,94.23,0,1223,2.396,49.5,107.2,28
275085,1.75,2.99,0.00,0.00,0.00,0.00,13.6,99.8,96.12,0,1228,2.584,49.5,107.2,28
275246,2.19,3.43,0.00,0.00,0.00,0.00,13.5,99.8,100.61,0,1187,2.728,49.5,107.2,28
275446,2.74,3.98,0.00,0.00,0.00,0.00,13.6,99.8,103.11,0,1185,2.868,49.5,107.2,28
275645,3.25,4.61,0.00,0.00,0.00,0.00,13.6,99.8,104.11,0,1187,2.980,49.5,107.2,28
275807,3.25,5.06,0.00,0.00,0.00,0.00,13.5,99.8,105.27,0,1174,3.044,49.5,107.2,27
276005,3.25,5.06,0.00,0.00,0.00,0.00,13.6,99.8,106.90,0,1169,3.100,49.5,107.2,27
276205,3.25,5.06,0.00,0.00,0.00,0.00,13.6,99.8,105.99,0,1166,3.132,49.5,107.2,27
276405,1.11,5.06,0.00,0.00,0.00,0.00,13.6,99.8,104.23,0,1159,3.072,49.5,107.2,27
276605,0.47,2.83,0.00,0.00,0.00,0.00,13.6,99.8,100.99,0,1155,3.020,49.5,107.2,27
276805,2.14,2.19,0.00,0.00,0.00,0.00,13.6,99.8,102.98,0,1146,3.056,50.2,107.2,25
277005,2.79,1.55,0.00,0.00,0.00,0.00,13.6,99.8,101.01,0,1141,3.052,50.2,107.2,25
277206,3.43,3.48,0.00,0.00,0.00,0.00,13.6,99.8,101.71,0,1133,3.060,50.2,107.2,25
277406,4.07,4.12,0.00,0.00,0.00,0.00,13.5,99.8,100.95,0,1128,3.068,50.2,107.2,25
277606,4.71,4.76,0.00,0.00,0.00,0.00,13.6,99.8,102.90,0,1120,3.100,50.2,107.2,25
277805,5.31,5.36,0.00,0.00,0.00,0.00,13.6,99.8,103.92,0,1109,3.132,50.2,107.2,25
278006,5.86,5.91,0.00,0.00,0.00,0.00,13.6,99.8,103.05,0,1105,3.144,50.2,107.2,25
278207,6.41,6.46,0.00,0.00,0.00,0.00,13.5,99.8,104.66,0,1088,3.168,50.2,107.2,25
278405,6.96,7.01,0.00,0.00,0.00,0.00,13.6,99.8,103.98,0,1055,3.224,50.2,107.2,25
278606,7.51,7.56,0.00,0.00,0.00,0.00,13.6,99.8,105.40,0,1054,3.264,50.2,107.2,25
278805,8.05,8.11,0.00,0.00,0.00,0.00,13.6,99.8,102.75,0,1054,3.260,50.2,107.2,24
278966,8.14,8.55,0.00,0.00,0.00,0.00,13.6,99.8,104.04,0,1041,3.260,50.2,107.2,24
279166,8.14,9.10,0.00,0.00,0.00,0.00,13.6,99.8,102.71,0,1041,3.264,50.2,107.2,24
279366,8.14,9.64,0.00,0.00,0.00,0.00,13.6,99.8,104.34,0,1038,3.276,50.2,107.2,24
279565,8.14,10.19,0.00,0.00,0.00,0.00,13.6,100.5,108.92,0,1020,3.816,50.2,107.2,24
279766,8.14,10.74,0.00,0.00,0.00,0.00,13.6,100.5,214.59,0,1003,5.124,50.2,107.2,24
279965,5.28,11.55,0.00,0.00,0.00,0.00,13.6,100.5,432.47,0,1050,8.708,50.2,107.2,23
280166,4.03,12.74,0.00,0.00,0.00,0.00,13.5,100.5,343.62,0,1075,10.292,50.2,107.2,23
280327,2.94,12.74,0.00,0.00,0.00,0.00,13.6,100.5,310.03,0,1075,10.084,51.0,107.2,23
280525,1.57,12.74,0.00,0.00,0.00,0.00,13.6,100.5,293.67,0,1097,9.828,51.0,107.2,23
280726,0.11,10.63,0.00,0.00,0.00,0.00,13.6,100.5,280.94,0,1127,9.344,51.0,107.2,23
280924,-1.27,9.25,0.00,0.00,0.00,0.00,13.6,100.5,252.92,0,1142,8.224,51.0,107.2,24
281085,0.45,8.15,0.00,0.00,0.00,0.00,13.6,100.5,202.98,0,1163,7.628,51.0,107.2,24
281245,1.55,7.05,0.00,0.00,0.00,0.00,13.6,100.5,200.22,0,1179,7.024,51.0,107.2,24
281445,2.83,5.77,0.00,0.00,0.00,0.00,13.6,100.5,203.36,0,1195,7.052,51.0,107.2,24
281606,3.91,8.75,0.00,0.00,0.00,0.00,13.5,100.5,527.21,0,1238,11.088,51.0,107.2,24
281806,5.39,7.75,0.00,0.00,0.00,0.00,13.6,100.5,337.68,0,1246,11.388,51.0,107.2,26
282005,5.39,6.10,0.00,0.00,0.00,0.00,13.6,100.5,300.90,0,1283,10.808,51.0,107.2,26
282166,5.39,4.74,0.00,0.00,0.00,0.00,13.5,100.5,297.04,0,1309,10.280,51.0,107.2,26
282366,5.39,3.01,0.00,0.00,0.00,0.00,13.5,100.5,299.41,0,1345,9.984,51.0,107.2,26
282568,2.97,5.82,0.00,0.00,0.00,0.00,13.5,100.5,278.14,0,1378,9.476,51.0,107.2,26
282765,5.62,7.56,0.00,0.00,0.00,0.00,13.6,100.5,266.29,0,1408,9.140,51.0,107.2,26
282924,7.00,8.87,0.00,0.00,0.00,0.00,13.5,100.5,201.16,0,1429,7.788,51.0,107.2,30
283084,8.04,6.55,0.00,0.00,0.00,0.00,13.6,100.5,49.03,0,1416,4.952,51.0,107.2,30
283245,8.04,5.60,0.00,0.00,0.00,0.00,13.6,100.5,42.85,0,1458,3.964,51.0,107.2,30
283405,8.04,4.88,0.00,0.00,0.00,0.00,13.6,100.5,43.12,0,1449,3.196,51.0,107.2,30
283565,8.04,4.27,0.00,0.00,0.00,0.00,13.6,100.5,44.08,0,1449,2.720,51.0,107.2,30
283766,8.04,3.57,0.00,0.00,0.00,0.00,13.6,100.5,45.18,0,1414,2.164,51.0,107.2,30
283925,8.04,3.06,0.00,0.00,0.00,0.00,13.6,100.5,44.56,0,1433,1.828,50.2,107.2,32
284085,8.04,2.55,0.00,0.00,0.00,0.00,13.6,100.5,44.56,0,1433,1.868,50.2,107.2,32
284244,8.04,2.04,0.00,0.00,0.00,0.00,13.6,100.5,45.20,0,1413,1.716,50.2,107.2,32
284407,5.59,1.52,0.00,0.00,0.00,0.00,13.6,100.5,46.91,0,1391,1.572,50.2,107.2,32
284605,4.95,0.88,0.00,0.00,0.00,0.00,13.5,100.5,47.32,0,1379,1.572,50.2,107.2,32
284766,4.44,0.63,0.00,0.00,0.00,0.00,13.6,100.5,47.36,0,1378,1.516,50.2,107.2,32
284965,3.80,2.84,0.00,0.00,0.00,0.00,13.6,100.5,47.97,0,1360,1.460,50.2,107.2,31
285126,3.28,3.36,0.00,0.00,0.00,0.00,13.6,100.5,49.54,0,1345,1.444,50.2,107.2,31
285327,5.18,4.00,0.00,0.00,0.00,0.00,13.6,100.5,50.11,0,1330,1.480,50.2,107.2,31
285527,5.82,4.64,0.00,0.00,0.00,0.00,13.5,101.2,51.75,0,1315,1.528,50.2,107.2,31
285726,6.46,5.28,0.00,0.00,0.00,0.00,13.6,101.2,52.13,0,1305,1.520,50.2,107.2,31
285927,7.09,5.90,0.00,0.00,0.00,0.00,13.6,101.2,52.49,0,1296,1.540,50.2,107.2,29
286124,7.64,6.46,0.00,0.00,0.00,0.00,13.6,101.2,53.19,0,1279,1.532,50.2,107.2,29
286287,8.08,6.90,0.00,0.00,0.00,0.00,13.6,101.2,53.74,0,1266,1.560,50.2,107.2,29
286487,8.63,7.45,0.00,0.00,0.00,0.00,13.6,101.2,54.56,0,1247,1.640,50.2,107.2,29
286685,9.18,8.00,0.00,0.00,0.00,0.00,13.6,101.2,54.86,0,1240,1.704,50.2,107.2,29
286846,9.62,8.44,0.00,0.00,0.00,0.00,13.6,101.2,54.61,0,1246,1.692,50.2,107.2,28
287046,9.70,8.99,0.00,0.00,0.00,0.00,13.6,101.2,56.11,0,1237,1.732,50.2,107.2,28
287245,9.70,7.45,0.00,0.00,0.00,0.00,13.6,101.2,56.45,0,1230,1.744,50.2,107.2,28
287446,9.70,6.91,0.00,0.00,0.00,0.00,13.6,101.2,57.04,0,1217,1.744,51.0,107.2,28
287645,9.70,6.36,0.00,0.00,0.00,0.00,13.6,101.2,57.51,0,1207,1.812,51.0,107.2,28
287846,7.54,5.81,0.00,0.00,0.00,0.00,13.6,101.2,58.10,0,1195,1.788,51.0,107.2,27
288046,6.99,5.26,0.00,0.00,0.00,0.00,13.6,101.2,63.49,0,1181,1.836,51.0,107.2,27
288246,6.44,4.82,0.00,0.00,0.00,0.00,13.5,101.2,70.97,0,1174,1.996,51.0,107.2,27
288447,5.89,6.80,0.00,0.00,0.00,0.00,13.5,101.2,85.90,0,1180,2.280,51.0,107.2,27
288644,5.34,7.34,0.00,0.00,0.00,0.00,13.6,101.2,94.27,0,1134,2.544,51.0,107.2,27
288806,4.96,7.72,0.00,0.00,0.00,0.00,13.5,101.2,109.59,0,1115,2.800,51.0,107.2,26
289006,4.37,6.02,0.00,0.00,0.00,0.00,13.6,101.2,151.19,0,1194,3.628,51.0,107.2,26
289208,5.74,5.29,0.00,0.00,0.00,0.00,13.4,101.2,247.20,0,1174,6.016,51.0,107.2,26
289407,6.86,7.16,0.00,0.00,0.00,0.00,13.5,101.2,296.07,0,1182,8.152,51.0,107.2,26
289606,7.26,5.53,0.00,0.00,0.00,0.00,13.6,101.2,283.29,0,1201,9.056,51.0,107.2,26
289807,7.26,4.07,0.00,0.00,0.00,0.00,13.6,101.2,270.49,0,1227,9.028,51.0,107.2,26
290008,7.26,2.58,0.00,0.00,0.00,0.00,13.6,101.2,264.41,0,1250,8.964,51.0,107.2,26
290206,4.95,1.00,0.00,0.00,0.00,0.00,13.6,101.2,278.97,0,1339,8.868,51.0,107.2,26
290406,3.30,-0.65,0.00,0.00,0.00,0.00,13.5,101.2,278.35,0,1342,8.788,51.8,107.2,26
290605,1.65,0.01,0.00,0.00,0.00,0.00,13.6,101.2,275.70,0,1365,8.712,51.8,107.2,26
290807,1.94,1.68,0.00,0.00,0.00,0.00,13.6,101.2,337.51,0,1403,9.476,51.8,107.2,29
291005,3.77,3.51,0.00,0.00,0.00,0.00,13.6,101.2,315.48,0,1435,10.072,51.8,107.2,29
291165,5.23,4.98,0.00,0.00,0.00,0.00,13.6,101.2,301.34,0,1470,10.088,51.8,107.2,29
291325,6.27,5.53,0.00,0.00,0.00,0.00,13.5,101.2,288.78,0,1510,9.836,51.8,107.2,29
291525,3.33,1.85,0.00,0.00,0.00,0.00,13.6,101.2,282.23,0,1545,9.148,51.8,107.2,29
291726,4.90,4.19,0.00,0.00,0.00,0.00,13.5,101.2,274.05,0,1586,9.084,51.8,107.2,29
291925,6.82,6.11,0.00,0.00,0.00,0.00,13.5,101.2,261.76,0,1618,8.944,51.8,107.2,33
292128,8.07,7.85,0.00,0.00,0.00,0.00,13.6,101.2,250.57,0,1646,8.608,51.8,107.2,33
292326,5.50,5.18,0.00,0.00,0.00,0.00,13.6,101.2,234.34,0,1677,7.920,51.0,107.2,33
292527,3.63,3.31,0.00,0.00,0.00,0.00,13.6,101.2,230.63,0,1710,7.512,51.0,107.2,33
292725,4.50,6.10,0.00,0.00,0.00,0.00,13.6,101.2,222.41,0,1742,7.308,51.0,107.2,33
292926,6.31,7.92,0.00,0.00,0.00,0.00,13.6,101.2,183.21,0,1766,6.760,51.0,107.2,37
293126,6.84,5.49,0.00,0.00,0.00,0.00,13.6,101.2,160.43,0,1783,6.004,51.0,107.2,37
293285,3.51,4.24,0.00,0.00,0.00,0.00,13.6,101.2,141.78,0,1812,5.148,51.0,107.2,37
293445,2.41,3.14,0.00,0.00,0.00,0.00,13.6,102.0,120.95,0,1814,4.420,51.0,107.2,37
293605,4.60,2.16,0.00,0.00,0.00,0.00,13.5,102.0,115.27,0,1831,3.948,51.0,107.2,37
293765,5.48,4.36,0.00,0.00,0.00,0.00,13.6,102.0,90.06,0,1835,3.608,51.0,107.2,37
293925,6.10,5.19,0.00,0.00,0.00,0.00,13.6,102.0,72.36,0,1842,3.128,51.0,107.2,40
294086,3.22,2.81,0.00,0.00,0.00,0.00,13.6,102.0,49.67,0,1845,2.568,51.0,107.2,40
294245,2.48,2.07,0.00,0.00,0.00,0.00,13.6,102.0,46.83,0,1838,2.196,51.0,107.2,40
294405,1.75,1.34,0.00,0.00,0.00,0.00,13.6,102.0,45.33,0,1838,1.932,51.0,107.2,40
294565,1.02,0.61,0.00,0.00,0.00,0.00,13.6,102.0,61.05,0,1842,1.872,51.0,107.2,40
294725,0.28,-0.12,0.00,0.00,0.00,0.00,13.6,102.0,150.07,0,1860,3.104,51.0,107.2,40
294887,-0.69,-1.09,0.00,0.00,0.00,0.00,13.6,102.0,259.28,0,1912,5.940,50.2,107.2,41
295086,-2.58,-2.99,0.00,0.00,0.00,0.00,13.6,102.0,249.49,0,1898,7.220,50.2,107.2,41
295247,-4.26,-4.67,0.00,0.00,0.00,0.00,13.6,102.0,230.23,0,1906,6.924,50.2,107.2,41
295446,-6.38,-6.79,0.00,0.00,0.00,0.00,13.6,102.0,107.75,0,1920,5.084,51.0,107.2,41
295645,-2.82,-3.37,0.00,0.00,0.00,0.00,13.6,102.0,53.42,0,1923,3.284,51.0,107.2,41
295806,-5.25,-5.86,0.00,0.00,0.00,0.00,13.6,102.0,49.58,0,1932,2.488,51.0,107.2,43
295965,-4.00,-6.69,0.00,0.00,0.00,0.00,13.6,102.0,49.46,0,1909,2.132,51.0,107.2,43
296126,-3.21,-4.22,0.00,0.00,0.00,0.00,13.6,102.0,47.66,0,1952,1.920,51.0,107.2,43
296325,-5.38,-3.33,0.00,0.00,0.00,0.00,13.6,102.0,54.82,0,1925,1.732,51.0,107.2,43
296525,-6.29,-6.11,0.00,0.00,0.00,0.00,13.6,102.0,70.94,0,1918,1.808,51.0,107.2,43
296726,-4.67,-4.12,0.00,0.00,0.00,0.00,13.6,102.0,71.18,0,1912,1.904,51.0,107.2,43
296926,-3.75,-3.21,0.00,0.00,0.00,0.00,13.6,102.0,71.90,0,1912,1.960,51.0,107.2,43
297087,-3.02,-2.47,0.00,0.00,0.00,0.00,13.6,102.0,72.00,0,1909,1.992,51.0,107.2,43
297286,-2.11,-1.56,0.00,0.00,0.00,0.00,13.6,102.0,71.39,0,1906,2.016,51.0,107.2,43
297446,-1.37,-0.82,0.00,0.00,0.00,0.00,13.6,102.0,72.70,0,1910,2.036,51.0,107.2,43
297605,-0.64,-0.09,0.00,0.00,0.00,0.00,13.6,102.0,71.90,0,1912,2.056,51.0,107.2,43
297766,0.09,0.64,0.00,0.00,0.00,0.00,13.6,102.0,71.81,0,1895,2.076,51.0,107.2,43
297965,1.01,1.56,0.00,0.00,0.00,0.00,13.5,102.0,72.62,0,1893,2.092,51.0,107.2,43
298165,1.92,2.47,0.00,0.00,0.00,0.00,13.6,102.0,70.41,0,1893,2.092,51.0,107.2,43
298325,2.66,3.20,0.00,0.00,0.00,0.00,13.5,102.0,69.67,0,1893,2.096,51.0,107.2,43
298486,3.39,3.94,0.00,0.00,0.00,0.00,13.6,102.0,70.50,0,1891,2.104,51.0,107.2,43
298687,4.30,4.85,0.00,0.00,0.00,0.00,13.6,102.0,70.05,0,1883,2.096,51.0,107.2,43
298886,1.93,5.77,0.00,0.00,0.00,0.00,13.6,102.0,70.50,0,1891,2.044,51.0,107.2,42
299085,1.02,6.50,0.00,0.00,0.00,0.00,13.6,102.0,69.76,0,1891,2.028,51.0,107.2,42
299288,2.73,3.49,0.00,0.00,0.00,0.00,13.6,102.0,69.42,0,1880,2.044,51.0,107.2,42
299487,3.65,2.57,0.00,0.00,0.00,0.00,13.6,102.0,69.65,0,1894,2.060,51.0,107.2,42
299686,4.56,4.70,0.00,0.00,0.00,0.00,13.6,102.0,69.50,0,1878,2.084,51.0,107.2,42
299886,2.97,5.62,0.00,0.00,0.00,0.00,13.6,102.8,69.46,0,1879,2.060,51.0,107.2,42
300086,2.06,6.53,0.00,0.00,0.00,0.00,13.6,102.8,68.87,0,1875,2.024,51.0,107.2,42
300286,1.14,4.21,0.00,0.00,0.00,0.00,13.6,102.8,69.25,0,1885,2.004,51.0,107.2,42
300485,1.06,3.26,0.00,0.00,0.00,0.00,13.6,102.8,297.68,0,1908,5.020,51.0,107.2,42
300685,-0.78,1.42,0.00,0.00,0.00,0.00,13.6,102.8,287.93,0,1881,8.060,51.0,107.2,42
300845,-2.54,-0.34,0.00,0.00,0.00,0.00,13.6,102.8,210.63,0,1912,6.900,51.8,107.2,42
301047,-4.57,-2.36,0.00,0.00,0.00,0.00,13.6,102.8,159.39,0,1934,5.592,51.8,107.2,42
301246,-0.90,-0.86,0.00,0.00,0.00,0.00,13.6,102.8,147.19,0,1953,5.052,51.8,107.2,42
301406,0.41,0.45,0.00,0.00,0.00,0.00,13.6,102.8,130.81,0,1964,4.572,51.8,107.2,42
301605,1.91,1.37,0.00,0.00,0.00,0.00,13.6,102.8,112.96,0,1979,4.104,51.8,107.2,42
301765,2.46,-1.50,0.00,0.00,0.00,0.00,13.6,102.8,104.98,0,1984,3.708,51.8,107.2,42
301965,-0.79,-0.19,0.00,0.00,0.00,0.00,13.6,102.8,98.58,0,1986,3.208,51.8,107.2,44
302165,1.18,1.00,0.00,0.00,0.00,0.00,13.6,102.8,95.74,0,1987,3.084,51.8,107.2,44
302326,2.13,1.95,0.00,0.00,0.00,0.00,13.6,102.8,92.16,0,1989,2.944,51.8,107.2,44
302526,3.27,3.09,0.00,0.00,0.00,0.00,13.6,102.8,86.43,0,1992,2.788,51.8,107.2,44
302687,4.15,3.97,0.00,0.00,0.00,0.00,13.6,102.8,84.04,0,1999,2.748,51.8,107.2,44
302887,1.48,4.90,0.00,0.00,0.00,0.00,13.6,102.8,82.70,0,1998,2.596,51.8,107.2,44
303087,0.38,2.34,0.00,0.00,0.00,0.00,13.6,102.8,82.62,0,2000,2.504,51.8,107.2,44
303286,-0.71,1.24,0.00,0.00,0.00,0.00,13.6,102.8,81.12,0,2003,2.432,51.8,107.2,44
303486,-1.81,0.15,0.00,0.00,0.00,0.00,13.6,102.8,82.17,0,1994,2.364,51.8,107.2,44
303686,1.08,3.26,0.00,0.00,0.00,0.00,13.6,102.8,81.52,0,1993,2.420,51.8,107.2,44
303885,2.18,4.36,0.00,0.00,0.00,0.00,13.6,102.8,81.22,0,1983,2.412,51.8,107.2,44
304086,3.28,5.46,0.00,0.00,0.00,0.00,13.6,102.8,80.92,0,1973,2.428,51.8,107.2,44
304286,0.61,6.39,0.00,0.00,0.00,0.00,13.6,102.8,83.89,0,1986,2.656,51.8,107.2,44
304486,-0.67,3.57,0.00,0.00,0.00,0.00,13.5,102.8,299.67,0,2025,6.364,51.8,107.2,44
304686,-2.89,1.34,0.00,0.00,0.00,0.00,13.6,102.8,268.86,0,2035,7.976,51.8,107.2,44
304886,-5.31,-1.07,0.00,0.00,0.00,0.00,13.6,102.8,227.28,0,2059,7.056,51.8,107.2,44
305086,-3.33,-3.33,0.00,0.00,0.00,0.00,13.6,102.8,215.50,0,2062,6.504,51.8,107.2,44
305286,-1.08,0.28,0.00,0.00,0.00,0.00,13.6,102.8,187.47,0,2074,6.052,51.8,107.2,44
305445,0.62,1.99,0.00,0.00,0.00,0.00,13.6,102.8,168.65,0,2083,5.760,51.8,107.2,44
305645,2.47,3.47,0.00,0.00,0.00,0.00,13.6,102.8,135.87,0,2095,5.032,51.8,107.2,44
305806,2.47,0.85,0.00,0.00,0.00,0.00,13.6,102.8,125.64,0,2111,4.364,51.8,107.2,46
305965,-0.69,-0.35,0.00,0.00,0.00,0.00,13.6,102.8,50.37,0,2095,2.860,51.8,107.2,46
306126,-1.70,-1.36,0.00,0.00,0.00,0.00,13.6,102.8,51.13,0,2118,2.304,51.8,107.2,46
306325,0.74,0.72,0.00,0.00,0.00,0.00,13.6,102.8,52.76,0,2079,2.012,51.8,107.2,46
306486,-1.08,1.41,0.00,0.00,0.00,0.00,13.6,102.8,51.41,0,2107,1.844,51.8,107.2,46
306687,-2.13,-1.12,0.00,0.00,0.00,0.00,13.6,102.8,51.41,0,2080,1.720,51.8,107.2,46
306886,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,52.30,0,2044,1.608,51.0,107.2,47
307045,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,50.92,0,2045,1.572,51.0,107.2,47
307206,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,51.36,0,2027,1.556,51.0,107.2,47
307366,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,51.24,0,2005,1.532,51.0,107.2,47
307526,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,51.60,0,1991,1.524,51.0,107.2,47
307685,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,51.45,0,1970,1.504,51.0,107.2,47
307846,0.00,0.00,0.00,0.00,0.00,0.00,13.5,102.8,50.50,0,1952,1.492,51.8,107.2,45
308045,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,48.23,0,1929,1.452,51.8,107.2,45
308206,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,49.31,0,1915,1.428,51.8,107.2,45
308365,0.00,0.00,0.00,0.00,0.00,0.00,13.6,102.8,48.36,0,1895,1.420,51.8,107.2,45
