Time (msec),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),** Lambda Multiplicative Adaptation - Bank 2 (%),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Additive Adaptation - Bank 1 (ms),* Battery voltage (V),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Electric fan (%),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Intake Air Temperature (°C),* Oil Temperature (°C),* Vehicle Speed (km/h)
90002,4.07,6.02,0.00,0.00,0.00,0.00,13.4,99.0,57.21,0,1189,1.388,55.5,103.3,44
90202,4.07,7.73,0.00,0.00,0.00,0.00,13.2,99.0,67.94,0,1022,1.812,55.5,103.3,44
90400,4.07,8.16,0.00,0.00,0.00,0.00,12.9,99.0,75.54,0,919,1.852,55.5,103.3,44
90562,4.07,8.46,0.00,0.00,0.00,0.00,12.9,99.0,81.86,0,865,1.988,55.5,103.3,44
90761,4.22,8.83,0.00,0.00,0.00,0.00,13.0,99.0,77.30,0,952,2.280,55.5,103.3,44
90963,4.72,9.32,0.00,0.00,0.00,0.00,13.6,99.0,63.38,0,1227,2.120,55.5,103.3,43
91162,5.16,9.50,0.00,0.00,0.00,0.00,13.6,99.0,54.75,0,1648,2.096,55.5,103.3,43
91363,5.16,9.50,0.00,0.00,0.00,0.00,13.5,99.0,64.29,0,1879,1.968,55.5,103.3,43
91561,5.16,9.50,0.00,0.00,0.00,0.00,13.6,99.0,68.99,0,1811,2.008,55.5,103.3,43
91763,5.16,9.50,0.00,0.00,0.00,0.00,13.5,99.0,85.27,0,1824,2.172,55.5,103.3,43
91963,5.16,10.00,0.00,0.00,0.00,0.00,13.5,99.0,90.42,0,1812,2.480,55.5,103.3,41
92162,5.94,10.91,0.00,0.00,0.00,0.00,13.5,99.0,94.68,0,1804,2.704,55.5,103.3,41
92323,6.67,11.55,0.00,0.00,0.00,0.00,13.5,99.0,95.14,0,1795,2.804,56.2,103.3,41
92522,7.36,11.55,0.00,0.00,0.00,0.00,13.5,99.0,94.80,0,1787,2.912,56.2,103.3,41
92721,7.36,11.55,0.00,0.00,0.00,0.00,13.2,99.0,91.94,0,1782,2.916,56.2,103.3,41
92881,7.36,11.55,0.00,0.00,0.00,0.00,13.3,99.0,74.06,0,1781,2.748,56.2,103.3,40
93041,7.36,9.04,0.00,0.00,0.00,0.00,13.6,99.0,47.13,0,1768,2.408,56.2,103.3,40
93202,5.13,8.38,0.00,0.00,0.00,0.00,13.4,99.0,44.03,0,1734,2.048,56.2,103.3,40
93362,4.47,7.72,0.00,0.00,0.00,0.00,13.3,99.0,43.31,0,1763,1.852,56.2,103.3,40
93522,3.81,7.06,0.00,0.00,0.00,0.00,13.4,99.0,43.97,0,1737,1.708,56.2,103.3,40
93722,2.98,6.24,0.00,0.00,0.00,0.00,13.5,99.0,42.70,0,1723,1.520,56.2,103.3,40
93922,2.57,5.83,0.00,0.00,0.00,0.00,13.4,99.0,43.19,0,1704,1.344,56.2,103.3,39
94081,2.57,5.83,0.00,0.00,0.00,0.00,13.3,99.0,42.80,0,1687,1.308,56.2,103.3,39
94281,2.57,5.83,0.00,0.00,0.00,0.00,13.6,99.0,43.29,0,1668,1.288,56.2,103.3,39
94441,2.57,5.83,0.00,0.00,0.00,0.00,13.6,99.0,42.04,0,1651,1.276,56.2,103.3,39
94601,2.57,5.83,0.00,0.00,0.00,0.00,13.3,99.0,42.53,0,1632,1.256,56.2,103.3,39
94761,2.57,5.83,0.00,0.00,0.00,0.00,13.3,99.0,41.24,0,1616,1.252,56.2,103.3,39
94921,2.57,5.83,0.00,0.00,0.00,0.00,13.5,99.0,41.72,0,1597,1.308,56.2,103.3,37
95081,2.57,5.83,0.00,0.00,0.00,0.00,13.5,99.0,42.17,0,1580,1.300,56.2,103.3,37
95242,2.57,5.83,0.00,0.00,0.00,0.00,13.3,99.0,43.08,0,1547,1.300,56.2,103.3,37
95442,2.57,5.83,0.00,0.00,0.00,0.00,13.3,99.0,43.91,0,1486,1.172,56.2,103.3,37
95642,2.57,5.83,0.00,0.00,0.00,0.00,13.5,99.0,50.33,0,1324,0.820,56.2,103.3,37
95803,2.57,5.83,0.00,0.00,0.00,0.00,13.2,99.0,63.34,0,1096,1.656,56.2,103.3,33
96001,4.60,7.83,0.00,0.00,0.00,0.00,12.8,99.0,110.53,0,892,2.296,56.2,103.3,33
96162,4.89,8.12,0.00,0.00,0.00,0.00,12.8,99.0,106.82,0,858,2.804,56.2,103.3,33
96362,5.26,8.49,0.00,0.00,0.00,0.00,12.8,99.0,95.38,0,859,2.784,56.2,103.3,33
96562,5.62,8.85,0.00,0.00,0.00,0.00,12.8,99.0,86.18,0,854,2.668,56.2,103.3,33
96722,5.73,9.00,0.00,0.00,0.00,0.00,12.9,99.0,78.34,0,904,2.664,56.2,103.3,33
96882,5.73,9.00,0.00,0.00,0.00,0.00,13.3,99.0,68.08,0,1040,2.456,56.2,103.3,27
97042,5.73,9.00,0.00,0.00,0.00,0.00,13.5,99.0,45.64,0,1156,1.908,56.2,103.3,27
97243,5.73,9.00,0.00,0.00,0.00,0.00,13.5,99.0,42.68,0,1269,1.560,56.2,103.3,27
97442,5.73,9.00,0.00,0.00,0.00,0.00,13.6,99.0,44.75,0,1365,1.776,56.2,103.3,27
97642,5.89,9.26,0.00,0.00,0.00,0.00,13.5,99.0,76.07,0,1369,1.980,56.2,103.3,27
97801,6.08,9.77,0.00,0.00,0.00,0.00,13.1,99.0,126.33,0,1374,3.280,56.2,103.3,20
97962,6.08,10.35,0.00,0.00,0.00,0.00,13.1,99.0,218.13,0,1426,4.824,56.2,103.3,20
98122,6.08,10.57,0.00,0.00,0.00,0.00,13.3,99.0,260.68,0,1369,6.616,56.2,103.3,20
98323,6.08,10.57,0.00,0.00,0.00,0.00,13.4,99.0,264.56,0,1433,8.032,56.2,103.3,20
98522,6.08,10.57,0.00,0.00,0.00,0.00,13.5,99.0,247.48,0,1487,8.280,56.2,103.3,20
98682,3.02,7.25,0.00,0.00,0.00,0.00,13.6,99.0,248.71,0,1502,7.920,56.2,103.3,20
98881,1.28,5.51,0.00,0.00,0.00,0.00,13.5,99.0,238.39,0,1567,7.624,57.0,103.3,20
99041,-0.11,4.12,0.00,0.00,0.00,0.00,13.3,99.0,237.48,0,1608,7.460,57.0,103.3,20
99202,-1.57,2.66,0.00,0.00,0.00,0.00,13.3,99.0,248.37,0,1627,7.316,57.0,103.3,20
99363,1.73,1.19,0.00,0.00,0.00,0.00,13.4,99.0,249.77,0,1679,7.656,57.0,103.3,20
99561,3.64,4.93,0.00,0.00,0.00,0.00,13.5,99.0,250.87,0,1727,7.792,57.0,103.3,20
99722,5.19,6.49,0.00,0.00,0.00,0.00,13.3,99.0,248.05,0,1797,7.908,57.0,103.3,20
99881,6.82,8.11,0.00,0.00,0.00,0.00,13.3,99.0,245.06,0,1836,8.028,57.0,103.3,23
100081,7.65,8.84,0.00,0.00,0.00,0.00,13.6,99.0,207.68,0,1899,7.548,57.0,103.3,23
100243,7.65,8.84,0.00,0.00,0.00,0.00,13.4,99.0,186.15,0,1947,6.856,57.0,103.3,23
100443,7.65,8.84,0.00,0.00,0.00,0.00,13.3,99.0,149.07,0,1984,6.000,57.0,103.3,23
100642,7.65,8.84,0.00,0.00,0.00,0.00,13.5,99.0,140.70,0,2033,5.296,57.0,103.3,23
100841,5.14,5.86,0.00,0.00,0.00,0.00,13.6,99.0,101.75,0,2047,4.380,57.0,103.3,28
101002,4.05,4.77,0.00,0.00,0.00,0.00,13.3,99.0,87.49,0,2063,3.688,57.0,103.3,28
101202,2.79,3.51,0.00,0.00,0.00,0.00,13.4,99.0,66.28,0,2053,2.872,57.0,103.3,28
101401,1.69,2.41,0.00,0.00,0.00,0.00,13.6,99.8,63.87,0,2065,2.428,57.0,103.3,28
101562,0.86,1.59,0.00,0.00,0.00,0.00,13.4,99.8,62.38,0,2048,2.156,57.0,103.3,28
101723,0.06,0.78,0.00,0.00,0.00,0.00,13.4,99.8,61.85,0,2020,1.960,57.0,103.3,28
101921,-0.95,-0.23,0.00,0.00,0.00,0.00,13.6,99.8,60.67,0,2037,1.848,56.2,103.3,31
102082,-1.75,-0.93,0.00,0.00,0.00,0.00,13.5,99.8,63.74,0,2004,1.808,56.2,103.3,31
102242,-0.04,1.85,0.00,0.00,0.00,0.00,13.4,99.8,71.30,0,2006,1.880,56.2,103.3,31
102403,0.77,2.65,0.00,0.00,0.00,0.00,13.3,99.8,83.15,0,1987,2.092,56.2,103.3,31
102602,1.78,3.66,0.00,0.00,0.00,0.00,13.6,99.8,88.53,0,1992,2.388,56.2,103.3,31
102762,2.65,4.53,0.00,0.00,0.00,0.00,13.6,99.8,94.21,0,1975,2.572,56.2,103.3,31
102921,3.51,5.39,0.00,0.00,0.00,0.00,13.4,99.8,94.27,0,1944,2.720,56.2,103.3,30
103082,4.39,6.27,0.00,0.00,0.00,0.00,13.4,99.8,97.77,0,1960,2.816,56.2,103.3,30
103283,5.43,7.31,0.00,0.00,0.00,0.00,13.5,99.8,99.08,0,1934,2.984,57.0,103.3,30
103482,6.20,5.05,0.00,0.00,0.00,0.00,13.4,99.8,104.47,0,1914,3.124,57.0,103.3,30
103681,3.60,3.95,0.00,0.00,0.00,0.00,13.3,99.8,104.30,0,1917,3.092,57.0,103.3,30
103882,2.50,2.85,0.00,0.00,0.00,0.00,13.6,99.8,112.01,0,1909,3.148,57.0,103.3,29
104082,4.38,2.24,0.00,0.00,0.00,0.00,13.5,99.8,124.92,0,1901,3.572,57.0,103.3,29
104281,5.54,5.25,0.00,0.00,0.00,0.00,13.4,99.8,133.96,0,1897,3.872,57.0,103.3,29
104443,6.52,6.22,0.00,0.00,0.00,0.00,13.6,99.8,138.14,0,1920,4.124,57.0,103.3,29
104642,7.22,7.50,0.00,0.00,0.00,0.00,13.5,99.8,145.00,0,1896,4.412,57.0,103.3,29
104842,3.84,5.08,0.00,0.00,0.00,0.00,13.3,99.8,152.04,0,1918,4.444,57.0,103.3,29
105042,5.63,3.62,0.00,0.00,0.00,0.00,13.5,99.8,160.11,0,1934,4.820,57.0,103.3,29
105201,6.85,6.10,0.00,0.00,0.00,0.00,13.6,99.8,162.10,0,1953,5.052,57.0,103.3,29
105361,8.12,7.38,0.00,0.00,0.00,0.00,13.5,99.8,166.07,0,1965,5.212,57.0,103.3,29
105521,8.37,5.85,0.00,0.00,0.00,0.00,13.4,99.8,165.88,0,1984,5.304,57.0,103.3,29
105682,5.29,4.46,0.00,0.00,0.00,0.00,13.5,99.8,168.02,0,2000,5.192,57.0,103.3,29
105882,3.55,4.81,0.00,0.00,0.00,0.00,13.6,99.8,167.15,0,2027,5.140,57.8,103.3,30
106082,6.68,6.55,0.00,0.00,0.00,0.00,13.4,99.8,167.97,0,2042,5.300,57.8,103.3,30
106282,7.95,7.91,0.00,0.00,0.00,0.00,13.5,99.8,161.98,0,2066,5.296,57.8,103.3,30
106482,5.28,4.23,0.00,0.00,0.00,0.00,13.6,99.8,156.72,0,2091,5.060,57.8,103.3,30
106682,3.57,2.52,0.00,0.00,0.00,0.00,13.4,99.8,144.85,0,2109,4.644,57.8,103.3,30
106883,4.51,4.89,0.00,0.00,0.00,0.00,13.4,99.8,129.26,0,2127,4.296,57.8,103.3,31
107082,5.97,6.35,0.00,0.00,0.00,0.00,13.4,99.8,123.05,0,2144,4.044,57.8,103.3,31
107243,7.07,7.44,0.00,0.00,0.00,0.00,13.6,99.8,120.55,0,2154,3.896,57.8,103.3,31
107441,7.55,8.20,0.00,0.00,0.00,0.00,13.6,99.8,109.64,0,2153,3.756,57.8,103.3,31
107643,4.23,5.02,0.00,0.00,0.00,0.00,13.4,99.8,100.89,0,2161,3.216,57.8,103.3,31
107842,6.08,6.86,0.00,0.00,0.00,0.00,13.4,99.8,94.32,0,2164,3.048,57.8,103.3,33
108042,7.28,8.06,0.00,0.00,0.00,0.00,13.6,99.8,89.42,0,2174,2.912,57.8,103.3,33
108242,7.63,9.25,0.00,0.00,0.00,0.00,13.4,99.8,79.87,0,2173,2.716,57.8,103.3,33
108403,4.63,9.37,0.00,0.00,0.00,0.00,13.4,99.8,71.45,0,2157,2.424,57.8,103.3,33
108602,3.53,6.48,0.00,0.00,0.00,0.00,13.6,99.8,65.56,0,2160,2.172,57.8,103.3,33
108801,2.44,5.38,0.00,0.00,0.00,0.00,13.6,99.8,59.08,0,2139,1.952,57.8,103.3,33
108962,1.56,4.50,0.00,0.00,0.00,0.00,13.4,99.8,53.97,0,2135,1.812,57.8,103.3,33
109122,0.68,3.62,0.00,0.00,0.00,0.00,13.4,99.8,51.85,0,2142,1.704,57.8,103.3,33
109283,-0.20,2.74,0.00,0.00,0.00,0.00,13.6,99.8,53.17,0,2115,1.648,57.8,103.3,33
109482,-1.30,1.65,0.00,0.00,0.00,0.00,13.6,99.8,53.02,0,2095,1.596,57.8,103.3,33
109642,0.08,3.84,0.00,0.00,0.00,0.00,13.3,99.8,52.89,0,2074,1.612,57.8,103.3,33
109842,0.79,4.54,0.00,0.00,0.00,0.00,13.6,99.8,52.93,0,2046,1.536,57.8,103.3,31
110043,0.79,4.54,0.00,0.00,0.00,0.00,13.6,99.8,52.34,0,2016,1.536,57.8,103.3,31
110243,0.94,4.75,0.00,0.00,0.00,0.00,13.4,99.8,54.20,0,1998,1.612,57.8,103.3,31
110442,1.95,5.75,0.00,0.00,0.00,0.00,13.4,99.8,59.90,0,1970,1.684,57.8,103.3,31
110641,2.95,6.76,0.00,0.00,0.00,0.00,13.6,99.8,67.43,0,1977,1.800,57.8,103.3,31
110802,3.76,7.57,0.00,0.00,0.00,0.00,13.4,99.8,76.86,0,1969,2.000,57.8,103.3,28
111001,4.77,8.57,0.00,0.00,0.00,0.00,13.3,99.8,90.67,0,1960,2.312,57.8,103.3,28
111162,5.61,9.42,0.00,0.00,0.00,0.00,13.6,99.8,102.31,0,1968,2.708,57.8,103.3,28
111322,6.49,10.30,0.00,0.00,0.00,0.00,13.5,99.8,108.73,0,1954,3.056,57.8,103.3,28
111521,7.67,11.48,0.00,0.00,0.00,0.00,13.3,99.8,132.65,0,1968,3.708,57.8,103.3,28
111681,8.70,11.79,0.00,0.00,0.00,0.00,13.3,99.8,142.84,0,1993,4.216,57.8,103.3,28
111841,8.70,11.79,0.00,0.00,0.00,0.00,13.6,99.8,155.98,0,2012,4.636,58.5,103.3,28
112002,8.70,11.79,0.00,0.00,0.00,0.00,13.6,99.8,158.01,0,2030,4.900,58.5,103.3,28
112202,8.70,11.79,0.00,0.00,0.00,0.00,13.4,99.8,136.97,0,2068,4.756,58.5,103.3,28
112401,8.70,11.79,0.00,0.00,0.00,0.00,13.5,99.8,72.13,0,2079,3.548,58.5,103.3,28
112563,6.04,8.75,0.00,0.00,0.00,0.00,13.6,99.8,70.10,0,2100,2.852,58.5,103.3,28
112763,4.84,7.55,0.00,0.00,0.00,0.00,13.6,99.8,59.86,0,2111,2.472,58.5,103.3,28
112961,3.72,6.43,0.00,0.00,0.00,0.00,13.6,99.8,57.09,0,2092,2.120,58.5,103.3,30
113122,2.90,5.60,0.00,0.00,0.00,0.00,13.6,99.8,55.12,0,2066,1.944,58.5,103.3,30
113321,1.82,4.53,0.00,0.00,0.00,0.00,13.6,99.8,53.74,0,2093,1.816,58.5,103.3,30
113522,0.80,3.51,0.00,0.00,0.00,0.00,13.6,99.8,53.27,0,2059,1.748,58.5,103.3,30
113682,-0.01,2.70,0.00,0.00,0.00,0.00,13.6,99.8,52.04,0,2054,1.684,58.5,103.3,30
113882,-1.01,1.69,0.00,0.00,0.00,0.00,13.6,99.8,52.06,0,2027,1.644,58.5,103.3,31
114083,-1.52,1.19,0.00,0.00,0.00,0.00,13.6,99.8,53.10,0,1987,1.520,58.5,103.3,31
114282,-1.52,1.19,0.00,0.00,0.00,0.00,13.6,99.8,53.36,0,1952,1.504,58.5,104.1,31
114483,1.20,3.86,0.00,0.00,0.00,0.00,13.6,99.8,55.28,0,1934,1.664,58.5,104.1,31
114682,2.12,4.78,0.00,0.00,0.00,0.00,13.6,99.8,80.44,0,1899,1.844,58.5,104.1,31
114882,3.03,5.69,0.00,0.00,0.00,0.00,13.6,99.8,80.56,0,1913,2.144,58.5,103.3,29
115082,3.95,6.61,0.00,0.00,0.00,0.00,13.6,99.8,81.94,0,1915,2.336,58.5,103.3,29
115282,4.87,7.52,0.00,0.00,0.00,0.00,13.6,99.8,83.13,0,1871,2.436,58.5,104.1,29
115482,5.85,8.51,0.00,0.00,0.00,0.00,13.6,99.8,83.32,0,1883,2.484,58.5,104.1,29
115682,6.86,9.26,0.00,0.00,0.00,0.00,13.5,99.8,81.65,0,1888,2.524,58.5,104.1,29
115881,7.06,9.26,0.00,0.00,0.00,0.00,13.5,99.8,82.68,0,1881,2.524,58.5,104.1,28
116042,7.06,9.26,0.00,0.00,0.00,0.00,13.6,99.8,81.33,0,1878,2.532,58.5,104.1,28
116202,7.06,9.26,0.00,0.00,0.00,0.00,13.6,99.8,80.99,0,1886,2.524,58.5,104.1,28
116364,7.06,9.26,0.00,0.00,0.00,0.00,13.6,99.8,83.15,0,1887,2.520,58.5,104.1,28
116563,7.06,9.26,0.00,0.00,0.00,0.00,13.6,99.8,81.62,0,1871,2.532,58.5,104.1,28
116762,4.55,6.53,0.00,0.00,0.00,0.00,13.6,99.8,82.94,0,1875,2.476,58.5,104.1,28
116963,3.61,5.58,0.00,0.00,0.00,0.00,13.6,99.8,100.82,0,1873,2.668,58.5,104.1,28
117161,6.50,8.28,0.00,0.00,0.00,0.00,13.6,99.8,103.26,0,1869,3.036,58.5,104.1,28
117322,7.34,9.11,0.00,0.00,0.00,0.00,13.5,99.8,101.92,0,1880,3.136,58.5,104.1,28
117522,7.84,9.55,0.00,0.00,0.00,0.00,13.5,99.8,101.65,0,1885,3.200,58.5,104.1,28
117722,7.84,9.55,0.00,0.00,0.00,0.00,13.6,99.8,101.44,0,1889,3.204,58.5,104.1,28
117882,7.84,9.55,0.00,0.00,0.00,0.00,13.6,99.8,102.07,0,1891,3.204,58.5,104.1,28
118082,7.84,9.55,0.00,0.00,0.00,0.00,13.6,99.8,115.72,0,1908,3.404,58.5,104.1,28
118241,7.84,9.55,0.00,0.00,0.00,0.00,13.6,99.8,141.46,0,1914,3.948,58.5,104.1,28
118401,7.26,6.40,0.00,0.00,0.00,0.00,13.6,99.8,144.81,0,1937,4.312,58.5,104.1,28
118562,8.12,5.32,0.00,0.00,0.00,0.00,13.6,99.8,219.63,0,1941,5.892,58.5,104.1,28
118762,8.12,3.28,0.00,0.00,0.00,0.00,13.6,99.8,317.26,0,2031,8.936,58.5,104.1,28
118962,8.12,0.79,0.00,0.00,0.00,0.00,13.5,99.8,277.99,0,2083,9.276,59.2,104.1,28
119121,8.12,0.91,0.00,0.00,0.00,0.00,13.6,99.8,268.16,0,2118,8.856,59.2,104.1,28
119281,8.12,3.00,0.00,0.00,0.00,0.00,13.5,99.8,256.17,0,2190,8.680,59.2,104.1,28
119442,4.47,5.04,0.00,0.00,0.00,0.00,13.6,99.8,182.15,0,2226,6.980,59.2,104.1,28
119642,5.08,7.34,0.00,0.00,0.00,0.00,13.6,99.8,127.63,0,2274,5.440,59.2,104.1,28
119843,5.92,7.45,0.00,0.00,0.00,0.00,13.6,99.8,128.09,0,2320,4.640,58.5,104.1,32
120042,5.92,7.45,0.00,0.00,0.00,0.00,13.5,99.8,128.01,0,2343,4.280,58.5,104.1,32
120202,5.92,7.45,0.00,0.00,0.00,0.00,13.6,99.8,126.08,0,2368,4.116,58.5,104.1,32
120361,5.92,7.45,0.00,0.00,0.00,0.00,13.6,99.8,125.87,0,2383,4.008,58.5,104.1,32
120523,5.92,5.03,0.00,0.00,0.00,0.00,13.6,99.8,125.44,0,2391,3.940,58.5,104.1,32
120723,2.61,3.40,0.00,0.00,0.00,0.00,13.5,99.8,114.96,0,2428,3.704,58.5,104.1,32
120923,3.14,4.38,0.00,0.00,0.00,0.00,13.6,99.8,106.46,0,2426,3.388,58.5,104.1,35
121082,4.37,5.61,0.00,0.00,0.00,0.00,13.6,99.8,103.64,0,2465,3.236,58.5,104.1,35
121241,5.62,6.85,0.00,0.00,0.00,0.00,13.6,99.8,103.45,0,2443,3.232,58.5,104.1,35
121402,6.86,8.10,0.00,0.00,0.00,0.00,13.6,99.8,103.89,0,2459,3.292,58.5,104.1,35
121563,7.17,8.49,0.00,0.00,0.00,0.00,13.6,99.8,104.28,0,2450,3.268,58.5,104.1,35
121723,7.17,8.49,0.00,0.00,0.00,0.00,13.6,99.8,102.16,0,2460,3.260,58.5,104.1,35
121922,7.17,8.49,0.00,0.00,0.00,0.00,13.6,99.8,102.35,0,2469,3.204,58.5,104.1,36
122082,7.17,8.49,0.00,0.00,0.00,0.00,13.6,99.8,87.07,0,2472,3.104,58.5,104.1,36
122242,7.17,8.49,0.00,0.00,0.00,0.00,13.6,99.8,83.70,0,2472,2.788,58.5,104.1,36
122443,4.04,5.55,0.00,0.00,0.00,0.00,13.6,99.8,82.70,0,2485,2.572,58.5,104.1,36
122641,2.66,4.18,0.00,0.00,0.00,0.00,13.5,99.8,81.54,0,2486,2.488,58.5,104.1,36
122801,1.56,3.08,0.00,0.00,0.00,0.00,13.5,99.8,81.41,0,2490,2.432,58.5,104.1,36
122963,0.47,5.60,0.00,0.00,0.00,0.00,13.6,99.8,80.99,0,2486,2.400,58.5,104.1,36
123163,2.16,6.97,0.00,0.00,0.00,0.00,13.6,99.8,87.26,0,2498,2.468,58.5,104.1,36
123362,3.57,7.32,0.00,0.00,0.00,0.00,13.6,99.8,104.59,0,2496,2.956,58.5,104.1,36
123563,5.12,7.32,0.00,0.00,0.00,0.00,13.6,99.8,107.28,0,2498,3.232,58.5,104.1,36
123763,5.51,7.32,0.00,0.00,0.00,0.00,13.6,99.8,107.24,0,2512,3.272,58.5,104.1,36
123962,5.51,7.32,0.00,0.00,0.00,0.00,13.6,99.8,131.46,0,2535,3.652,58.5,104.1,37
124123,5.51,5.07,0.00,0.00,0.00,0.00,13.6,99.8,176.70,0,2562,5.088,58.5,104.1,37
124322,5.51,2.80,0.00,0.00,0.00,0.00,13.6,99.8,170.47,0,2574,5.228,58.5,104.1,37
124484,3.18,0.97,0.00,0.00,0.00,0.00,13.6,99.8,167.55,0,2594,5.144,58.5,104.1,37
124683,0.89,1.60,0.00,0.00,0.00,0.00,13.6,99.8,164.20,0,2630,4.960,58.5,104.1,37
124882,3.59,3.90,0.00,0.00,0.00,0.00,13.6,99.8,165.73,0,2656,5.032,58.5,104.1,38
125082,5.94,6.26,0.00,0.00,0.00,0.00,13.6,99.8,134.47,0,2695,4.712,58.5,104.1,38
125242,7.23,7.34,0.00,0.00,0.00,0.00,13.6,99.8,63.85,0,2718,3.220,58.5,104.1,38
125442,0.00,0.00,0.00,0.00,0.00,0.00,13.6,99.8,65.52,0,2564,2.136,58.5,104.1,38
125603,0.00,0.00,0.00,0.00,0.00,0.00,13.6,99.8,61.73,0,2339,1.920,58.5,104.1,38
125802,0.00,0.00,0.00,0.00,0.00,0.00,13.6,99.8,56.45,0,2066,1.772,58.5,104.1,39
126003,2.04,0.00,0.00,0.00,0.00,0.00,13.6,99.8,59.46,0,1845,1.776,58.5,104.1,39
126203,2.88,0.41,0.00,0.00,0.00,0.00,13.6,99.8,75.18,0,1736,1.892,58.5,104.1,39
126403,3.71,1.24,0.00,0.00,0.00,0.00,13.5,99.8,87.71,0,1773,2.228,58.5,104.1,39
126602,4.55,2.08,0.00,0.00,0.00,0.00,13.6,99.8,100.31,0,1744,2.696,58.5,104.1,39
126803,5.47,3.00,0.00,0.00,0.00,0.00,13.6,99.8,59.71,0,1744,2.720,58.5,104.1,39
127003,5.95,3.60,0.00,0.00,0.00,0.00,13.6,99.8,43.46,0,1725,1.968,58.5,104.1,39
127164,5.95,3.60,0.00,0.00,0.00,0.00,13.6,99.8,42.32,0,1739,1.848,58.5,104.1,39
127361,5.95,3.60,0.00,0.00,0.00,0.00,13.5,99.8,42.13,0,1714,1.668,58.5,104.1,39
127523,5.95,3.60,0.00,0.00,0.00,0.00,13.5,99.8,42.63,0,1693,1.580,58.5,104.1,39
127722,0.00,0.00,0.00,0.00,0.00,0.00,13.6,99.8,42.00,0,1653,1.344,58.5,104.1,39
127883,0.00,0.00,0.00,0.00,0.00,0.00,13.5,100.5,41.45,0,1608,1.288,58.5,104.1,38
128082,0.00,0.00,0.00,0.00,0.00,0.00,13.6,100.5,42.19,0,1547,1.308,58.5,104.1,38
128281,0.00,0.00,0.00,0.00,0.00,0.00,13.5,100.5,43.88,0,1487,1.096,58.5,104.1,38
128443,0.00,0.00,0.00,0.00,0.00,0.00,13.5,100.5,45.37,0,1438,1.156,58.5,104.1,38
128643,0.00,0.00,0.00,0.00,0.00,0.00,13.5,100.5,47.57,0,1372,1.124,58.5,104.1,38
128842,0.00,0.00,0.00,0.00,0.00,0.00,13.4,100.5,63.00,0,1102,1.904,58.5,104.1,33
129042,0.02,0.00,0.00,0.00,0.00,0.00,12.8,100.5,103.73,0,897,1.972,58.5,104.1,33
129201,0.31,0.29,0.00,0.00,0.00,0.00,12.7,100.5,103.15,0,875,2.616,58.5,104.1,33
129364,0.60,0.59,0.00,0.00,0.00,0.00,12.8,100.5,94.15,0,885,2.660,58.5,104.1,33
129562,0.97,0.95,0.00,0.00,0.00,0.00,12.8,100.5,83.59,0,897,2.532,58.5,104.1,33
129722,1.23,1.25,0.00,0.00,0.00,0.00,12.9,100.5,77.05,0,901,2.444,58.5,104.1,33
129923,1.23,1.34,0.00,0.00,0.00,0.00,12.9,100.5,77.66,0,894,2.272,58.5,104.1,27
130122,1.23,1.34,0.00,0.00,0.00,0.00,12.9,100.5,80.31,0,830,2.220,58.5,104.1,27
130282,1.23,1.34,0.00,0.00,0.00,0.00,12.8,100.5,84.63,0,804,2.292,58.5,104.1,27
130483,1.23,1.34,0.00,0.00,0.00,0.00,12.9,100.5,89.76,0,758,2.348,58.5,104.1,27
130682,1.23,1.34,0.00,0.00,0.00,0.00,12.7,100.5,93.85,0,725,2.448,58.5,104.1,27
130842,1.23,1.34,0.00,0.00,0.00,0.00,12.7,100.5,96.97,0,716,2.552,58.5,104.1,23
131042,1.47,1.49,0.00,0.00,0.00,0.00,12.8,100.5,97.09,0,715,2.652,58.5,104.1,23
131243,1.75,1.76,0.00,0.00,0.00,0.00,12.9,100.5,95.63,0,726,2.712,58.5,104.1,23
131442,2.03,2.05,0.00,0.00,0.00,0.00,13.2,100.5,136.99,0,740,3.536,58.5,104.1,23
131602,2.35,2.36,0.00,0.00,0.00,0.00,13.6,100.5,264.03,0,831,5.488,58.5,104.1,23
131763,2.94,2.95,0.00,0.00,0.00,0.00,13.6,100.5,276.28,0,1151,7.032,58.5,104.1,23
131961,3.75,4.46,0.00,0.00,0.00,0.00,13.5,100.5,291.53,0,1591,8.636,58.5,104.1,19
132122,3.75,4.65,0.00,0.00,0.00,0.00,13.6,100.5,296.02,0,1609,9.172,58.5,104.1,19
132282,3.75,4.65,0.00,0.00,0.00,0.00,13.6,100.5,308.21,0,1595,9.544,58.5,104.1,19
132442,3.75,4.65,0.00,0.00,0.00,0.00,13.6,100.5,306.64,0,1576,9.808,58.5,104.1,19
132602,3.75,4.65,0.00,0.00,0.00,0.00,13.5,100.5,309.46,0,1602,9.964,58.5,104.1,19
132762,0.97,4.65,0.00,0.00,0.00,0.00,13.6,100.5,301.75,0,1689,9.704,58.5,104.1,19
132922,3.35,1.00,0.00,0.00,0.00,0.00,13.5,100.5,300.39,0,1729,9.844,58.5,104.1,22
133084,5.15,4.51,0.00,0.00,0.00,0.00,13.6,100.5,293.97,0,1814,9.788,58.5,104.1,22
