Time (msec),* Battery voltage (V),* Coolant Temperature (°C),* Electric fan (%),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Mass Airflow (kg/h),* Oil Temperature (°C),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
312447,13.6,105.8,0,49.10,2093,3.264,14.25,51.8,11.59,11.05,18.50,107.2,45,0.00,0.00,-0.00,0.00
312608,13.6,105.8,0,52.83,2076,2.648,10.12,51.8,11.59,11.05,19.75,107.2,45,0.00,0.00,-0.00,0.00
312808,13.6,105.8,0,52.57,2086,2.220,4.88,51.8,9.15,8.25,19.75,107.2,46,0.00,0.00,-0.00,0.00
313008,13.5,105.8,0,52.76,2079,2.000,-0.38,51.8,8.07,7.17,19.75,107.2,46,0.00,0.00,-0.00,0.00
313208,13.6,105.8,0,51.15,2063,1.652,-3.00,51.8,0.00,0.00,19.00,107.2,46,0.00,0.00,-0.00,0.00
313408,13.6,105.8,0,51.36,2054,1.596,-3.00,51.8,0.00,0.00,19.00,107.2,46,0.00,0.00,-0.00,0.00
313568,13.6,105.8,0,51.62,2044,1.580,-3.00,51.8,0.00,0.00,19.00,107.2,46,0.00,0.00,-0.00,0.00
313728,13.6,105.8,0,50.67,2055,1.548,-3.00,51.8,0.00,0.00,18.75,107.2,46,0.00,0.00,-0.00,0.00
313888,13.6,105.8,0,51.98,2030,1.540,-3.00,51.8,0.00,0.00,19.00,107.2,46,0.00,0.00,-0.00,0.00
314047,13.6,105.8,0,51.68,1988,1.516,-3.38,51.8,0.00,0.00,18.50,107.2,46,0.00,0.00,-0.00,0.00
314248,13.6,105.8,0,51.17,1981,1.492,-3.38,51.8,0.00,0.00,18.25,107.2,46,0.00,0.00,-0.00,0.00
314448,13.5,105.8,0,50.43,1955,1.484,-3.38,51.8,0.00,0.00,17.75,107.2,46,0.00,0.00,-0.00,0.00
314648,13.6,105.8,0,49.46,1937,1.464,-3.38,51.8,0.00,0.00,17.25,107.2,46,0.00,0.00,-0.00,0.00
314808,13.6,105.8,0,49.78,1925,1.444,-3.75,51.8,0.00,0.00,17.25,108.8,44,0.00,0.00,-0.00,0.00
315008,13.6,105.8,0,49.01,1926,1.444,-3.75,51.8,0.00,0.00,17.00,108.8,44,0.00,0.00,-0.00,0.00
315168,13.6,105.8,0,49.84,1922,1.436,-3.75,51.8,0.00,0.00,17.25,108.8,44,0.00,0.00,-0.00,0.00
315367,13.6,105.8,0,47.17,1913,1.412,-3.75,51.8,0.00,0.00,16.25,107.2,44,0.00,0.00,-0.00,0.00
315570,13.6,105.8,0,48.19,1902,1.404,-3.75,51.8,0.00,0.00,16.50,107.2,44,0.00,0.00,-0.00,0.00
315767,13.6,105.8,0,48.40,1893,1.400,-3.75,51.8,0.00,0.00,16.50,107.2,43,0.00,0.00,-0.00,0.00
315928,13.6,105.8,0,49.20,1891,1.404,-3.75,51.8,0.00,0.00,16.75,107.2,43,0.00,0.00,-0.00,0.00
316128,13.6,105.8,0,47.32,1878,1.384,-3.75,51.8,0.00,0.00,16.00,107.2,43,0.00,0.00,-0.00,0.00
316287,13.6,105.8,0,46.68,1874,1.372,-3.75,51.8,0.00,0.00,15.75,107.2,43,0.00,0.00,-0.00,0.00
316448,13.6,105.8,0,47.80,1859,1.372,-3.75,51.8,0.00,0.00,16.00,107.2,43,0.00,0.00,-0.00,0.00
316608,13.6,105.8,0,46.45,1853,1.360,-4.12,51.8,0.00,0.00,15.50,107.2,43,0.00,0.00,-0.00,0.00
316768,13.6,105.8,0,45.77,1850,1.344,-4.12,51.8,0.00,0.00,15.25,108.8,42,0.00,0.00,-0.00,0.00
316928,13.6,105.8,0,46.68,1844,1.348,-4.12,51.8,0.00,0.00,15.50,108.8,42,0.00,0.00,-0.00,0.00
317088,13.6,105.8,0,46.83,1838,1.344,-4.12,51.8,0.00,0.00,15.50,108.8,42,0.00,0.00,-0.00,0.00
317248,13.6,105.8,0,47.17,1825,1.352,-4.12,51.8,0.00,0.00,15.50,107.2,42,0.00,0.00,-0.00,0.00
317407,13.6,105.8,0,45.88,1816,1.340,-4.12,51.8,0.00,0.00,15.00,107.2,42,0.00,0.00,-0.00,0.00
317569,13.5,105.8,0,46.07,1808,1.336,-4.12,51.8,0.00,0.00,15.00,107.2,42,0.00,0.00,-0.00,0.00
317768,13.5,105.8,0,46.60,1788,1.320,-4.12,52.5,0.00,0.00,15.00,108.8,41,0.00,0.00,-0.00,0.00
317929,13.5,105.8,0,45.94,1753,1.304,-4.50,52.5,0.00,0.00,14.50,108.8,41,0.00,0.00,-0.00,0.00
318129,13.5,105.8,0,44.03,1703,1.284,-4.88,52.5,0.00,0.00,13.50,108.8,41,0.00,0.00,-0.00,0.00
318288,13.5,105.8,0,43.25,1669,1.272,-4.88,52.5,0.00,0.00,13.00,107.2,41,0.00,0.00,-0.00,0.00
318487,13.5,105.8,0,47.08,1445,0.716,-7.12,52.5,0.00,0.00,12.25,107.2,41,0.00,0.00,-0.00,0.00
318648,13.4,105.8,0,57.53,1231,0.952,-10.12,52.5,0.00,0.00,12.75,107.2,41,0.00,0.00,-0.00,0.00
318809,13.0,105.8,0,71.83,1005,2.660,-12.75,52.5,0.00,0.00,13.00,108.8,37,0.00,0.00,-0.00,0.00
319009,12.7,105.8,0,106.82,884,2.368,4.88,52.5,1.83,1.81,17.00,108.8,37,0.00,0.00,-0.00,0.00
319208,12.8,105.8,0,98.07,892,2.744,4.88,52.5,2.20,2.18,15.75,108.8,37,0.00,0.00,-0.00,0.00
319369,12.9,105.8,0,86.69,929,2.668,4.88,52.5,2.49,2.47,14.50,107.2,37,0.00,0.00,-0.00,0.00
319568,13.4,105.8,0,65.65,1121,2.368,7.88,52.5,2.93,2.92,13.25,107.2,37,0.00,0.00,-0.00,0.00
319769,13.6,105.8,0,57.23,1310,2.076,7.88,52.5,3.02,2.97,13.50,108.8,31,0.00,0.00,-0.00,0.00
319968,13.6,105.8,0,60.77,1508,2.180,12.75,52.5,3.02,2.97,16.50,108.8,31,0.00,0.00,-0.00,0.00
320129,13.6,105.8,0,75.58,1727,2.148,18.00,52.5,3.02,2.97,23.50,108.8,31,0.00,0.00,-0.00,0.00
320327,13.6,105.8,0,95.19,1984,2.468,24.38,52.5,3.02,2.97,34.00,107.2,31,0.00,0.00,-0.00,0.00
320487,13.6,105.8,0,120.66,1853,2.992,25.50,52.5,3.02,2.97,40.25,107.2,31,0.00,0.00,-0.00,0.00
320648,13.6,105.8,0,136.42,1934,3.564,25.88,52.5,3.02,2.97,47.50,107.2,31,0.00,0.00,-0.00,0.00
320808,13.6,105.8,0,182.00,1877,4.832,25.12,53.2,3.42,3.44,61.50,107.2,28,0.00,0.00,-0.00,0.00
320968,13.6,105.8,0,182.87,1944,5.340,25.12,53.2,4.56,4.67,64.00,107.2,28,0.00,0.00,-0.00,0.00
321168,13.6,105.8,0,182.15,1944,5.588,24.38,53.2,4.56,4.91,63.75,107.2,28,0.00,0.00,-0.00,0.00
321368,13.6,105.8,0,166.83,1956,5.640,24.38,53.2,4.56,4.91,58.75,108.8,28,0.00,0.00,-0.00,0.00
321528,13.6,105.8,0,153.99,1984,5.156,25.12,53.2,4.56,4.91,55.00,108.8,28,0.00,0.00,-0.00,0.00
321689,13.6,105.8,0,154.28,1998,4.948,25.12,53.2,4.56,4.91,55.50,108.8,28,0.00,0.00,-0.00,0.00
321887,13.6,105.8,0,151.08,2022,4.720,25.50,54.0,1.70,1.96,55.00,107.2,28,0.00,0.00,-0.00,0.00
322048,13.6,105.8,0,128.39,2044,4.604,25.50,54.0,3.93,3.26,47.25,107.2,28,0.00,0.00,-0.00,0.00
322208,13.6,105.8,0,58.91,2027,3.520,22.12,54.0,5.11,4.45,21.50,107.2,28,0.00,0.00,-0.00,0.00
322408,13.6,105.8,0,51.43,2025,2.384,16.12,54.0,5.11,4.51,18.75,108.8,28,0.00,0.00,-0.00,0.00
322567,13.6,105.8,0,53.04,2016,2.264,11.62,54.0,5.11,4.51,19.25,108.8,28,0.00,0.00,-0.00,0.00
322729,13.6,105.8,0,50.52,2034,2.040,6.75,53.2,5.11,4.51,18.50,108.8,30,0.00,0.00,-0.00,0.00
322928,13.7,105.8,0,55.60,2023,1.936,8.25,53.2,5.11,4.51,20.25,108.8,30,0.00,0.00,-0.00,0.00
323088,13.6,105.8,0,66.18,2035,1.956,21.38,53.2,5.11,4.51,24.25,108.8,30,0.00,0.00,-0.00,0.00
323247,13.6,105.8,0,77.07,2018,2.060,22.12,53.2,5.11,4.51,28.00,108.8,30,0.00,0.00,-0.00,0.00
323408,13.6,105.8,0,82.09,2030,2.180,22.88,53.2,2.23,2.03,30.00,108.8,30,0.00,0.00,-0.00,0.00
323570,13.6,105.8,0,84.36,2041,2.360,23.62,53.2,3.75,4.66,31.00,108.8,30,0.00,0.00,-0.00,0.00
323768,13.3,105.8,0,88.49,2040,2.524,24.00,53.2,4.80,5.71,32.50,108.8,30,0.00,0.00,-0.00,0.00
323928,13.3,105.8,0,100.74,2040,3.008,24.75,53.2,5.68,6.59,37.00,108.8,30,0.00,0.00,-0.00,0.00
324090,13.6,105.8,0,145.64,2050,3.808,26.25,53.2,6.19,7.51,53.75,108.8,30,0.00,0.00,-0.00,0.00
324289,13.6,105.8,0,216.07,2108,5.984,21.38,54.0,6.19,7.76,82.00,108.8,30,0.00,0.00,-0.00,0.00
324489,13.6,105.8,0,235.04,2121,6.896,19.88,54.0,6.19,7.76,89.75,108.8,30,0.00,0.00,-0.00,0.00
324689,13.6,105.8,0,245.40,2173,7.800,19.88,54.0,6.19,7.76,96.00,108.8,30,0.00,0.00,-0.00,0.00
324888,13.6,105.8,0,244.72,2213,7.632,19.88,54.0,3.53,7.76,97.50,108.8,31,0.00,0.00,-0.00,0.00
325049,13.6,105.8,0,249.85,2251,7.692,20.25,54.0,3.50,4.49,101.25,108.8,31,0.00,0.00,-0.00,0.00
325208,13.6,105.8,0,249.34,2300,7.860,20.25,54.0,5.36,4.61,103.25,108.8,31,0.00,0.00,0.20,0.00
325369,13.6,105.8,0,252.75,2335,8.056,20.25,54.0,7.44,6.70,106.25,108.8,31,0.00,0.00,0.20,0.00
325569,13.6,105.8,0,269.73,2394,8.808,20.25,54.0,8.52,7.78,116.25,108.8,31,0.00,0.00,0.20,0.00
325768,13.6,105.8,0,273.08,2441,8.932,20.25,54.0,8.52,7.78,120.00,108.8,34,0.00,0.00,0.20,0.00
325967,13.6,105.8,0,280.98,2570,9.120,20.25,54.0,8.52,7.78,130.00,108.8,34,0.00,0.00,0.20,0.00
326129,13.6,105.8,0,286.70,2538,9.180,20.25,54.0,8.52,7.78,131.00,108.8,34,0.00,0.00,0.20,0.00
326331,13.6,105.8,0,282.48,2635,8.820,20.62,53.2,4.10,6.72,134.00,108.8,34,0.00,0.00,0.20,0.00
326528,13.6,105.8,0,277.31,2689,8.724,20.62,53.2,5.26,7.81,134.25,108.8,34,0.00,0.00,0.20,0.00
326688,13.6,105.8,0,272.23,2729,8.876,21.00,53.2,7.82,7.81,133.75,108.8,34,0.00,0.00,0.20,0.00
326887,13.6,105.8,0,269.03,2808,9.020,21.75,52.5,9.93,7.81,136.00,108.8,38,0.00,0.00,0.20,0.00
327048,13.6,105.8,0,267.04,2855,8.544,22.50,52.5,6.02,5.44,137.25,108.8,38,0.00,0.00,0.20,0.00
327208,13.6,105.8,0,265.81,2910,8.504,22.88,52.5,7.37,7.20,139.25,108.8,38,0.00,0.00,0.20,0.00
327368,13.6,105.8,0,264.58,2955,8.696,22.88,51.8,10.15,9.46,140.75,108.8,38,0.00,0.00,0.20,0.31
327529,13.6,105.8,0,258.39,3015,8.380,23.25,51.8,7.63,9.46,140.25,108.8,38,0.00,0.00,0.20,0.31
327730,13.6,105.8,0,258.35,3080,7.996,23.62,51.0,4.11,9.46,143.25,108.8,43,0.00,0.00,0.20,0.31
327928,13.6,105.8,0,120.06,3111,6.228,25.88,51.0,8.59,7.28,67.25,108.8,43,0.00,0.00,0.20,0.31
328129,13.6,105.8,0,71.62,3121,2.380,3.38,51.0,0.00,0.00,40.25,108.8,43,0.00,0.00,0.20,0.31
328330,13.6,105.8,0,68.83,2845,2.004,2.62,50.2,0.00,0.00,35.25,108.8,43,0.00,0.00,0.20,0.31
328532,13.6,105.8,0,65.27,2574,2.132,-0.38,50.2,0.00,0.00,30.25,108.8,43,0.00,0.00,0.20,0.31
328729,13.6,105.8,0,146.89,2543,3.420,16.88,49.5,2.72,2.79,67.25,108.8,46,0.00,0.00,0.20,0.31
328930,13.6,105.8,0,229.68,2370,6.128,21.75,49.5,2.94,3.42,98.00,108.8,46,0.00,0.00,0.20,0.31
329129,13.6,105.8,0,277.19,2034,7.288,19.12,49.5,2.94,3.42,101.50,108.8,46,0.00,0.00,0.20,0.31
329327,13.6,105.8,0,252.73,2088,7.668,19.50,49.5,2.94,3.42,95.00,108.8,46,0.00,0.00,0.20,0.31
329488,13.6,105.8,0,245.97,2134,7.624,19.88,49.5,2.94,3.42,94.50,108.8,46,0.00,0.00,0.20,0.31
329689,13.6,105.8,0,195.60,2151,7.000,21.00,49.5,4.95,4.83,75.75,108.8,46,0.00,0.00,0.20,0.31
329887,13.6,105.8,0,159.14,2164,6.144,23.62,49.5,7.05,6.72,62.00,108.8,47,0.00,0.00,0.20,0.31
330049,13.6,105.8,0,154.86,2188,5.620,25.12,49.5,7.05,6.72,61.00,108.8,47,0.00,0.00,0.20,0.31
330250,13.6,105.8,0,144.66,2179,5.036,25.88,49.5,7.05,6.72,56.75,108.8,47,0.00,0.00,0.20,0.31
330450,13.6,105.8,0,143.99,2218,4.748,25.88,49.5,7.05,6.72,57.50,108.8,47,0.00,0.00,0.20,0.31
330649,13.6,105.8,0,169.31,2231,4.924,25.88,49.5,7.05,6.72,68.00,108.8,47,0.00,0.00,0.20,0.31
330851,13.6,105.8,0,176.22,2238,5.244,25.50,49.5,3.81,5.57,71.00,108.8,48,0.00,0.00,0.20,0.31
331050,13.6,105.8,0,179.92,2246,5.572,25.12,49.5,6.30,7.55,72.75,108.8,48,0.00,0.00,0.20,0.31
331250,13.7,105.8,0,173.89,2252,5.564,25.50,49.5,6.30,7.65,70.50,108.8,48,0.00,0.00,0.20,0.31
331448,13.6,105.0,0,148.97,2256,5.112,25.88,49.5,6.30,7.65,60.50,108.8,48,0.00,0.00,0.20,0.31
331609,13.6,105.0,0,126.02,2259,4.488,26.25,49.5,6.30,7.65,51.25,108.8,48,0.00,0.00,0.20,0.31
331808,13.6,105.0,0,110.51,2262,3.912,26.62,49.5,6.30,7.65,45.00,108.8,51,0.00,0.00,0.20,0.31
331967,13.6,105.0,0,106.67,2252,3.468,26.25,49.5,3.19,4.69,43.25,108.8,51,0.00,0.00,0.20,0.31
332128,13.6,105.0,0,104.02,2256,3.352,26.25,49.5,6.08,6.76,42.25,108.8,51,0.00,0.00,0.20,0.31
332288,13.6,105.0,0,99.61,2258,3.288,26.25,49.5,7.18,7.86,40.50,108.8,51,0.00,0.00,0.20,0.31
332449,13.6,105.0,0,96.05,2255,3.192,26.25,49.5,8.28,8.95,39.00,108.8,51,0.00,0.00,0.20,0.31
332647,13.6,105.0,0,94.30,2253,3.116,25.88,49.5,8.63,9.50,38.25,108.8,51,0.00,0.00,0.20,0.31
332809,13.6,105.0,0,81.50,2249,2.944,25.12,49.5,8.63,9.50,33.00,108.8,50,0.00,0.00,0.20,0.31
333008,13.6,105.8,0,54.88,2226,2.460,19.50,49.5,8.63,9.50,22.00,108.8,50,0.00,0.00,0.20,0.31
333208,13.6,105.8,0,54.08,2208,2.144,13.88,49.5,8.63,9.50,21.50,108.8,50,0.00,0.00,0.20,0.31
333409,13.6,105.8,0,53.50,2206,1.868,7.88,49.5,6.34,9.50,21.25,108.8,50,0.00,0.00,0.20,0.31
333607,13.6,105.8,0,53.84,2192,1.760,2.25,49.5,5.24,6.56,21.25,108.8,50,0.00,0.00,0.20,0.31
333769,13.6,105.8,0,53.91,2189,1.728,-2.25,49.5,4.36,5.68,21.25,108.8,50,0.00,0.00,0.20,0.31
333929,13.6,105.8,0,54.12,2155,1.564,-2.25,49.5,0.00,0.00,21.00,108.8,50,0.00,0.00,0.20,0.31
334129,13.6,105.8,0,53.99,2134,1.560,-2.62,49.5,0.00,0.00,20.75,108.8,50,0.00,0.00,0.20,0.31
334328,13.6,105.8,0,52.87,2127,1.548,-2.62,49.5,0.00,0.00,20.25,108.8,50,0.00,0.00,0.20,0.31
334530,13.6,105.8,0,52.93,2098,1.544,-2.62,49.5,0.00,0.00,20.00,108.8,50,0.00,0.00,0.20,0.31
334729,13.6,105.8,0,53.27,2085,1.532,-2.62,50.2,0.00,0.00,20.00,108.8,47,0.00,0.00,0.20,0.31
334930,13.6,105.8,0,52.70,2055,1.524,-3.00,50.2,0.00,0.00,19.50,108.8,47,0.00,0.00,0.20,0.31
335131,13.6,105.8,0,52.70,2029,1.520,-3.00,50.2,0.00,0.00,19.25,108.8,47,0.00,0.00,0.20,0.31
335329,13.4,105.8,0,52.34,2016,1.520,-3.00,50.2,0.00,0.00,19.00,108.8,47,0.00,0.00,0.20,0.31
335528,13.2,105.8,0,50.77,1996,1.512,-3.38,50.2,0.00,0.00,18.25,108.8,47,0.00,0.00,0.20,0.31
335689,13.4,105.8,0,52.47,1985,1.512,-3.38,50.2,0.00,0.00,18.75,108.8,47,0.00,0.00,0.20,0.31
335887,13.6,105.8,0,50.98,1961,1.504,-3.38,50.2,0.00,0.00,18.00,108.8,45,0.00,0.00,0.20,0.31
336049,13.5,105.8,0,50.77,1942,1.480,-3.38,50.2,0.00,0.00,17.75,108.8,45,0.00,0.00,0.20,0.31
336249,13.6,105.8,0,49.90,1920,1.468,-3.75,51.0,0.00,0.00,17.25,108.8,45,0.00,0.00,0.20,0.31
336449,13.7,105.8,0,48.74,1909,1.440,-3.75,51.0,0.00,0.00,16.75,108.8,45,0.00,0.00,0.20,0.31
336648,13.5,105.8,0,48.19,1873,1.424,-3.75,51.0,0.00,0.00,16.25,108.8,45,0.00,0.00,0.20,0.31
336808,13.4,105.8,0,47.64,1865,1.424,-3.75,51.0,0.00,0.00,16.00,108.8,43,0.00,0.00,0.20,0.31
336967,13.7,105.8,0,47.93,1854,1.388,-4.12,51.0,0.00,0.00,16.00,108.8,43,0.00,0.00,0.20,0.31
337127,13.6,105.8,0,47.04,1830,1.376,-4.12,51.0,0.00,0.00,15.50,108.8,43,0.00,0.00,0.20,0.31
337330,13.5,105.8,0,45.92,1814,1.352,-4.12,51.0,0.00,0.00,15.00,108.8,43,0.00,0.00,0.20,0.31
337528,13.5,105.8,0,45.79,1789,1.328,-4.12,51.0,0.00,0.00,14.75,108.8,43,0.00,0.00,0.20,0.31
337690,13.6,105.8,0,45.47,1771,1.316,-4.50,51.0,0.00,0.00,14.50,108.8,43,0.00,0.00,0.20,0.31
337890,13.5,105.8,0,44.50,1747,1.300,-4.50,51.0,0.00,0.00,14.00,108.8,40,0.00,0.00,0.20,0.31
338089,13.5,105.8,0,44.84,1734,1.296,-4.50,51.0,0.00,0.00,14.00,108.8,40,0.00,0.00,0.20,0.31
338288,13.6,105.8,0,43.76,1713,1.280,-4.50,51.0,0.00,0.00,13.50,108.8,40,0.00,0.00,0.20,0.31
338449,13.6,105.8,0,43.65,1686,1.268,-4.88,51.0,0.00,0.00,13.25,108.8,40,0.00,0.00,0.20,0.31
338608,13.3,105.8,0,44.24,1632,1.252,-5.25,51.0,0.00,0.00,13.00,108.8,40,0.00,0.00,0.20,0.31
338768,13.2,105.8,0,47.97,1418,0.648,-7.50,51.0,0.00,0.00,12.25,108.8,38,0.00,0.00,0.20,0.31
338929,13.1,105.8,0,58.76,1205,0.992,-10.50,51.0,0.00,0.00,12.75,108.8,38,0.00,0.00,0.20,0.31
339089,12.9,105.8,0,73.83,978,2.684,-12.38,51.0,0.00,0.00,13.00,108.8,38,0.00,0.00,0.20,0.31
339249,12.7,105.8,0,106.92,896,2.340,4.88,51.0,1.76,1.78,17.25,108.8,38,0.00,0.00,0.20,0.31
339449,12.7,105.8,0,100.76,882,2.772,4.88,51.0,2.12,2.14,16.00,108.8,38,0.00,0.00,0.20,0.31
339610,12.8,105.8,0,90.63,904,2.712,4.88,51.0,2.42,2.44,14.75,108.8,38,0.00,0.00,0.20,0.31
339810,13.0,105.8,0,63.76,1154,2.404,7.50,51.0,2.86,2.88,13.25,108.8,34,0.00,0.00,0.20,0.31
340010,13.5,105.8,0,47.66,1457,2.208,6.38,51.0,3.24,3.36,12.50,108.8,34,0.00,0.00,0.20,0.31
340209,13.5,105.8,0,40.30,1722,1.924,5.25,51.0,3.24,3.36,12.50,108.8,34,0.00,0.00,0.20,0.31
340410,13.6,105.8,0,46.60,1907,1.776,4.88,51.0,3.24,3.36,16.00,108.8,34,0.00,0.00,0.20,0.31
340610,13.3,105.8,0,51.51,1725,1.620,-1.88,51.0,3.24,3.36,16.00,108.8,34,0.00,0.00,0.20,0.31
340809,13.4,105.8,0,46.70,1724,1.444,-4.50,51.0,0.00,0.00,14.50,108.8,28,0.00,0.00,0.20,0.31
340968,13.6,105.8,0,43.50,1628,1.384,-5.25,51.0,0.00,0.00,12.75,108.8,28,0.00,0.00,0.20,0.31
341128,13.4,105.8,0,43.14,1609,1.304,-5.25,51.0,0.00,0.00,12.50,108.8,28,0.00,0.00,0.20,0.31
341288,13.2,105.8,0,44.54,1527,1.336,-6.38,51.8,0.00,0.00,12.25,108.8,28,0.00,0.00,0.20,0.31
341450,13.3,105.8,0,46.02,1478,1.168,-6.75,51.8,0.00,0.00,12.25,108.8,28,0.00,0.00,0.20,0.31
341648,13.6,105.8,0,48.69,1397,1.220,-7.88,51.8,0.00,0.00,12.25,108.8,28,0.00,0.00,0.20,0.31
341808,13.3,105.8,0,52.83,1314,1.224,-9.00,51.8,0.00,0.00,12.50,108.8,23,0.00,0.00,0.20,0.31
341968,13.3,105.8,0,54.80,1292,1.356,-9.38,51.8,0.00,0.00,12.75,108.8,23,0.00,0.00,0.20,0.31
342129,13.5,105.8,0,58.27,1239,1.740,-10.12,51.8,0.00,0.00,13.00,108.8,23,0.00,0.00,0.20,0.31
342330,13.6,105.8,0,61.11,1204,1.752,-10.50,51.8,0.00,0.00,13.25,108.8,23,0.00,0.00,0.20,0.31
342531,13.3,105.8,0,64.04,1149,1.796,-12.00,51.8,0.00,0.00,13.25,108.8,23,0.00,0.00,0.20,0.31
342729,13.2,105.8,0,69.61,1117,1.912,-11.25,51.8,0.00,0.00,14.00,108.8,17,0.00,0.00,0.20,0.31
342929,13.5,105.8,0,82.64,1109,2.104,-0.38,51.8,0.49,0.51,16.50,108.8,17,0.00,0.00,0.20,0.31
343129,13.4,105.8,0,82.79,1107,2.296,10.50,51.8,0.94,0.97,16.50,108.8,17,0.00,0.00,0.20,0.31
343330,13.5,105.8,0,92.32,1098,2.484,12.38,51.8,1.40,1.43,18.25,108.8,17,0.00,0.00,0.20,0.31
343530,13.6,105.8,0,93.41,1115,2.640,13.12,51.8,1.86,1.89,18.75,108.8,17,0.00,0.00,0.20,0.31
343730,13.5,105.8,0,92.24,1129,2.672,13.50,51.8,2.41,2.44,18.75,108.8,14,0.00,0.00,0.20,0.31
343930,13.5,105.8,0,92.49,1156,2.692,14.25,51.8,2.96,2.99,19.25,108.8,14,0.00,0.00,0.20,0.31
344131,13.6,105.8,0,90.46,1182,2.728,15.00,51.8,3.51,3.53,19.25,108.8,14,0.00,0.00,0.20,0.31
344328,13.4,105.8,0,91.20,1218,2.732,15.75,51.8,4.06,4.08,20.00,108.8,14,0.00,0.00,0.20,0.31
344529,13.3,105.8,0,92.88,1241,2.748,16.12,51.8,4.61,4.63,20.75,108.8,14,0.00,0.00,0.20,0.31
344730,13.6,105.8,0,101.69,1270,2.836,16.88,51.8,5.16,5.19,23.25,108.8,17,0.00,0.00,0.20,0.31
344930,13.6,105.8,0,110.36,1296,3.084,17.62,51.8,5.81,5.84,25.75,108.8,17,0.00,0.00,0.20,0.31
345129,13.6,105.8,0,114.83,1306,3.316,17.62,51.8,6.54,6.57,27.00,108.8,17,0.00,0.00,0.20,0.31
345290,13.6,105.8,0,119.98,1331,3.476,18.00,51.8,7.13,7.16,28.75,108.8,17,0.00,0.00,0.20,0.31
345489,13.6,105.8,0,118.71,1357,3.616,18.38,51.8,7.86,7.89,29.00,108.8,17,0.00,0.00,0.20,0.31
345649,13.6,105.8,0,117.96,1389,3.704,19.12,51.8,8.45,8.47,29.50,108.8,17,0.00,0.00,0.20,0.31
345849,13.6,105.8,0,116.84,1426,3.744,19.50,51.8,9.24,9.27,30.00,108.8,20,0.00,0.00,0.20,0.31
346010,13.6,105.8,0,117.39,1443,3.772,20.25,51.8,9.36,9.64,30.50,108.8,20,0.00,0.00,0.20,0.31
346209,13.6,105.8,0,122.88,1469,3.840,20.25,51.8,9.36,9.64,32.50,108.8,20,0.00,0.00,0.20,0.31
346370,13.6,105.8,0,127.27,1473,3.912,20.25,52.5,9.36,9.64,33.75,108.8,20,0.00,0.00,0.20,0.31
346570,13.6,105.8,0,123.79,1503,3.932,20.62,52.5,9.36,9.64,33.50,108.8,20,0.00,0.00,0.20,0.31
346770,13.6,105.8,0,122.54,1507,3.948,20.62,52.5,9.36,9.64,33.25,108.8,22,0.00,0.00,0.20,0.31
346972,13.7,105.8,0,122.44,1531,3.840,21.00,52.5,6.53,7.05,33.75,108.8,22,0.00,0.00,0.20,0.31
347169,13.6,105.8,0,116.40,1551,3.740,21.38,52.5,5.68,6.20,32.50,108.8,22,0.00,0.00,0.20,0.31
347370,13.6,105.8,0,106.12,1557,3.528,21.38,52.5,4.76,7.97,29.75,108.8,22,0.00,0.00,0.20,0.31
347570,13.6,105.8,0,100.53,1561,3.288,21.75,52.5,3.91,8.66,28.25,108.8,22,0.00,0.00,0.20,0.31
347770,13.6,105.8,0,42.32,1575,2.400,16.88,52.5,5.62,8.66,12.00,108.8,23,0.00,0.00,0.20,0.31
347969,13.6,105.8,0,43.46,1565,2.016,10.50,52.5,5.91,8.66,12.25,108.8,23,0.00,0.00,0.20,0.31
348169,13.6,105.8,0,45.22,1474,1.796,3.75,52.5,5.91,8.66,12.00,108.8,23,0.00,0.00,0.20,0.31
348368,13.6,105.8,0,53.48,1298,1.468,1.88,52.5,5.91,6.62,12.50,108.8,23,0.00,0.00,0.20,0.31
348529,13.3,105.8,0,64.12,1126,1.972,1.12,52.5,5.91,8.37,13.00,108.8,23,0.00,0.00,0.20,0.31
348688,13.0,105.8,0,69.76,1015,2.072,2.62,52.5,5.91,8.74,12.75,108.8,23,0.00,0.00,0.20,0.31
348849,12.8,105.8,0,75.84,952,1.952,4.88,52.5,5.91,9.11,13.00,108.8,23,0.00,0.00,0.20,0.31
349010,12.8,105.8,0,80.76,894,2.020,4.88,52.5,6.06,9.30,13.00,108.8,23,0.00,0.00,0.20,0.31
349209,12.7,105.8,0,86.98,830,2.220,4.88,52.5,6.06,9.30,13.00,108.8,23,0.00,0.00,0.20,0.31
349409,12.7,105.0,0,92.09,784,2.420,4.88,52.5,6.06,9.30,13.00,108.8,23,0.00,0.00,0.20,0.31
349608,12.7,105.0,0,94.02,768,2.588,4.88,52.5,6.06,9.30,13.00,108.8,23,0.00,0.00,0.20,0.31
349770,12.7,105.0,0,93.17,775,2.672,4.88,52.5,6.06,9.30,13.00,108.8,23,0.00,0.00,0.20,0.31
