Time (msec),* Battery voltage (V),* Coolant Temperature (°C),* Electric fan (%),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Mass Airflow (kg/h),* Oil Temperature (°C),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
276527,13.5,105.0,0,282.12,1836,9.164,16.12,51.8,0.97,0.66,93.25,108.8,38,0.00,0.00,-0.00,0.00
276727,13.6,105.0,0,285.87,1841,9.332,16.12,51.8,4.53,4.22,94.75,108.8,39,0.00,0.00,-0.00,0.00
276887,13.6,105.0,0,253.31,1842,9.212,16.50,51.8,6.35,6.04,84.00,108.8,39,0.00,0.00,-0.00,0.00
277087,13.5,105.0,0,211.24,1867,7.900,19.50,51.8,8.38,8.07,71.00,108.8,39,0.00,0.00,-0.00,0.00
277248,13.6,105.0,0,216.14,1876,7.392,19.88,51.8,8.38,8.07,73.00,108.8,39,0.00,0.00,-0.00,0.00
277446,13.6,105.0,0,146.40,1897,5.956,22.12,51.8,8.38,8.07,50.00,108.8,39,0.00,0.00,-0.00,0.00
277608,13.6,105.0,0,66.43,1881,4.392,16.12,51.8,8.38,8.07,22.50,108.8,39,0.00,0.00,-0.00,0.00
277806,13.6,105.0,0,50.50,1870,2.888,10.12,51.0,8.38,8.07,17.00,108.8,42,0.00,0.00,-0.00,0.00
278007,13.5,105.0,0,48.06,1878,2.268,4.50,51.0,5.75,5.15,16.25,108.8,42,0.00,0.00,-0.00,0.00
278206,13.6,105.0,0,46.17,1864,1.988,-1.12,51.0,4.83,4.23,15.50,108.8,42,0.00,0.00,-0.00,0.00
278367,13.6,105.0,0,47.08,1828,1.636,-4.12,51.0,0.00,-0.05,15.50,108.8,42,0.00,0.00,-0.00,0.00
278527,13.6,105.0,0,46.30,1829,1.556,-4.12,51.0,0.00,0.00,15.25,108.8,42,0.00,0.00,-0.00,0.00
278727,13.6,105.0,0,45.33,1807,1.480,-4.12,51.0,0.00,0.00,14.75,108.8,42,0.00,0.00,-0.00,0.00
278927,13.6,105.0,0,45.09,1786,1.416,-4.12,51.0,0.00,0.00,14.50,108.8,42,0.00,0.00,-0.00,0.00
279127,13.6,105.0,0,44.97,1760,1.384,-4.50,51.0,0.00,0.00,14.25,108.8,42,0.00,0.00,-0.00,0.00
279286,13.6,105.0,0,43.80,1743,1.344,-4.50,51.0,0.00,0.00,13.75,108.8,42,0.00,0.00,-0.00,0.00
279447,13.6,105.0,0,43.63,1718,1.316,-4.50,51.0,0.00,0.00,13.50,108.8,42,0.00,0.00,-0.00,0.00
279607,13.6,105.0,0,43.40,1696,1.300,-4.88,51.0,0.00,0.00,13.25,108.8,42,0.00,0.00,-0.00,0.00
279767,13.5,105.0,0,45.13,1692,1.356,-8.25,51.0,0.00,0.00,13.75,108.8,39,0.00,0.00,-0.00,0.00
279927,13.6,105.0,0,62.04,1656,1.596,2.25,51.0,2.23,2.28,18.50,108.8,39,0.00,0.00,-0.00,0.00
280128,13.6,105.0,0,83.59,1628,1.916,15.75,51.0,3.00,3.04,24.50,108.8,39,0.00,0.00,-0.00,0.00
280326,13.6,105.0,0,89.06,1637,2.276,21.00,51.0,3.73,3.77,26.25,107.2,39,0.00,0.00,-0.00,0.00
280487,13.6,105.0,0,90.23,1616,2.496,21.00,51.0,4.32,4.36,26.25,107.2,39,0.00,0.00,-0.00,0.00
280648,13.6,105.0,0,92.62,1604,2.640,21.38,51.0,4.91,4.95,26.75,107.2,39,0.00,0.00,-0.00,0.00
280846,13.6,105.0,0,92.28,1595,2.736,21.38,51.0,5.74,5.78,26.50,107.2,36,0.00,0.00,-0.00,0.00
281007,13.6,105.0,0,92.39,1593,2.780,21.38,51.0,6.40,6.44,26.50,107.2,36,0.00,0.00,-0.00,0.00
281167,13.6,105.0,0,92.58,1590,2.816,21.38,51.0,7.05,7.10,26.50,107.2,36,0.00,0.00,-0.00,0.00
281327,13.6,105.0,0,92.28,1580,2.832,21.38,51.0,7.34,7.76,26.25,108.8,36,0.00,0.00,-0.00,0.00
281527,13.5,105.0,0,126.80,1577,3.156,22.88,51.0,7.34,8.58,36.00,108.8,36,0.00,0.00,-0.00,0.00
281687,13.6,105.0,0,180.28,1579,4.392,20.62,51.0,7.34,9.27,51.25,108.8,36,0.00,0.00,-0.00,0.00
281847,13.6,105.0,0,273.69,1578,6.528,16.12,51.8,7.34,10.18,77.75,108.8,35,0.00,0.00,-0.00,0.00
282009,13.6,105.0,0,267.88,1607,7.992,11.25,51.8,7.34,10.53,77.50,108.8,35,0.00,0.00,-0.00,0.00
282206,13.6,105.0,0,248.96,1612,8.080,16.50,51.8,4.42,10.53,72.25,108.8,35,0.00,0.00,-0.00,0.00
282367,13.6,105.0,0,242.99,1623,7.828,15.38,51.8,3.01,10.53,71.00,107.2,35,0.00,0.00,-0.00,0.00
282527,13.6,105.0,0,215.44,1592,7.212,15.75,51.8,1.57,8.21,61.75,107.2,35,0.00,0.00,-0.00,0.00
282727,13.6,105.0,0,180.37,1609,6.276,9.38,52.5,-0.06,6.58,52.25,108.8,35,0.00,0.00,-0.00,0.00
282889,13.6,105.0,0,188.61,1627,6.204,19.50,52.5,2.97,5.33,55.25,108.8,35,0.00,0.00,-0.00,0.00
283088,13.6,105.0,0,185.54,1639,6.000,20.25,52.5,4.49,7.52,54.75,108.8,35,0.00,0.00,-0.00,0.00
283287,13.6,105.0,0,179.90,1644,5.824,21.00,52.5,5.95,8.99,53.25,107.2,35,0.00,0.00,-0.00,0.00
283447,13.6,105.0,0,182.49,1636,5.824,21.00,52.5,7.06,10.09,53.75,107.2,35,0.00,0.00,-0.00,0.00
283607,13.6,105.0,0,191.15,1678,5.988,21.75,52.5,8.17,11.20,57.75,107.2,35,0.00,0.00,-0.00,0.00
283767,13.6,105.0,0,219.53,1689,6.368,21.00,52.5,9.39,12.43,66.75,108.8,36,0.00,0.00,-0.00,0.00
283928,13.6,105.0,0,216.24,1676,6.876,19.88,52.5,10.67,13.46,65.25,108.8,36,0.00,0.00,-0.00,0.00
284128,13.6,105.0,0,215.16,1691,7.116,19.88,52.5,11.83,13.46,65.50,108.8,36,0.00,0.00,-0.00,0.00
284286,13.6,105.0,0,213.45,1711,7.176,20.25,52.5,11.83,13.46,65.75,107.2,36,0.00,0.00,-0.00,0.00
284447,13.6,105.0,0,209.42,1724,7.152,20.25,52.5,11.83,13.46,65.00,107.2,36,0.00,0.00,-0.00,0.00
284648,13.6,105.0,0,208.06,1742,7.084,21.38,52.5,11.83,13.46,65.25,107.2,36,0.00,0.00,-0.00,0.00
284847,13.6,105.0,0,206.96,1758,7.016,21.75,52.5,11.83,9.68,65.50,107.2,38,0.00,0.00,-0.00,0.00
285047,13.5,105.0,0,188.12,1779,6.448,21.75,52.5,8.31,7.94,60.25,107.2,38,0.00,0.00,-0.00,0.00
285207,13.6,105.0,0,30.51,1774,4.288,18.00,52.5,7.04,6.68,9.75,107.2,38,0.00,0.00,-0.00,0.00
285368,13.6,105.0,0,42.19,1777,3.264,13.12,53.2,6.10,5.73,13.50,107.2,38,0.00,0.00,-0.00,0.00
285567,13.6,105.0,0,44.88,1763,2.316,7.50,53.2,5.16,4.79,14.25,107.2,38,0.00,0.00,-0.00,0.00
285727,13.6,105.0,0,42.93,1746,2.040,2.62,52.5,4.48,4.11,13.50,108.8,39,0.00,0.00,-0.00,0.00
285889,13.6,105.0,0,44.18,1760,1.840,-1.88,52.5,3.82,3.45,14.00,108.8,39,0.00,0.00,-0.00,0.00
286087,13.6,105.0,0,43.61,1751,1.536,-4.50,52.5,0.00,0.00,13.75,108.8,39,0.00,0.00,-0.00,0.00
286248,13.6,105.0,0,44.63,1742,1.476,-4.50,52.5,0.00,0.00,14.00,107.2,39,0.00,0.00,-0.00,0.00
286449,13.6,105.0,0,43.71,1715,1.400,-4.50,52.5,0.00,0.00,13.50,107.2,39,0.00,0.00,-0.00,0.00
286646,13.6,105.0,0,43.25,1701,1.368,-4.88,52.5,0.00,0.00,13.25,107.2,39,0.00,0.00,-0.00,0.00
286808,13.6,105.0,0,42.95,1681,1.328,-4.88,52.5,0.00,0.00,13.00,107.2,39,0.00,0.00,-0.00,0.00
286967,13.6,105.0,0,42.66,1660,1.284,-4.88,52.5,0.00,0.00,12.75,107.2,39,0.00,0.00,-0.00,0.00
287128,13.6,105.0,0,42.10,1649,1.256,-4.88,52.5,0.00,0.00,12.50,107.2,39,0.00,0.00,-0.00,0.00
287327,13.6,105.0,0,42.53,1632,1.232,-5.25,52.5,0.00,0.00,12.50,107.2,39,0.00,0.00,-0.00,0.00
287488,13.6,105.0,0,42.02,1619,1.232,-5.25,52.5,0.00,0.00,12.25,107.2,39,0.00,0.00,-0.00,0.00
287648,13.6,105.0,0,42.42,1604,1.224,-5.25,52.5,0.00,0.00,12.25,107.2,39,0.00,0.00,-0.00,0.00
287808,13.5,105.0,0,42.74,1592,1.272,-5.25,52.5,0.00,0.00,12.25,107.2,36,0.00,0.00,-0.00,0.00
287969,13.6,105.0,0,42.95,1584,1.296,-5.25,52.5,0.00,0.00,12.25,107.2,36,0.00,0.00,-0.00,0.00
288167,13.6,105.0,0,43.42,1567,1.292,-5.62,52.5,0.00,0.00,12.25,107.2,36,0.00,0.00,-0.00,0.00
288326,13.6,105.0,0,43.61,1560,1.304,-5.62,52.5,0.00,0.00,12.25,107.2,36,0.00,0.00,-0.00,0.00
288487,13.5,105.0,0,43.02,1549,1.304,-6.00,52.5,0.00,0.00,12.00,107.2,36,0.00,0.00,-0.00,0.00
288648,13.6,105.0,0,44.54,1527,1.308,-6.38,52.5,0.00,0.00,12.25,107.2,36,0.00,0.00,-0.00,0.00
288846,13.6,105.0,0,44.94,1514,1.332,-6.38,52.5,0.00,0.00,12.25,107.2,35,0.00,0.00,-0.00,0.00
289008,13.6,105.0,0,45.39,1499,1.072,-6.75,52.5,0.00,0.00,12.25,107.2,35,0.00,0.00,-0.00,0.00
289209,13.6,105.0,0,44.90,1484,1.312,-6.75,52.5,0.00,0.00,12.00,107.2,35,0.00,0.00,-0.00,0.00
289407,13.6,105.8,0,46.38,1467,1.296,-7.12,52.5,0.00,0.00,12.25,107.2,35,0.00,0.00,-0.00,0.00
289608,13.6,105.8,0,46.70,1457,1.328,-7.12,52.5,0.00,0.00,12.25,107.2,35,0.00,0.00,-0.00,0.00
289808,13.6,105.8,0,47.40,1435,1.332,-7.50,52.5,0.00,0.00,12.25,107.2,33,0.00,0.00,-0.00,0.00
290007,13.6,105.8,0,49.52,1430,1.464,-12.00,52.5,0.00,0.00,12.75,107.2,33,0.00,0.00,-0.00,0.00
290167,13.6,105.8,0,70.71,1453,1.692,0.00,52.5,2.06,2.09,18.50,107.2,33,0.00,0.00,-0.00,0.00
290327,13.6,105.8,0,172.72,1407,4.340,11.25,52.5,2.57,2.60,43.75,107.2,33,0.00,0.00,-0.00,0.00
290526,13.6,105.8,0,539.67,1459,11.712,1.12,52.5,3.62,3.75,141.75,107.2,33,0.00,0.00,-0.00,0.00
290688,13.5,105.8,0,344.06,1449,11.692,7.88,52.5,3.62,3.75,89.75,107.2,33,0.00,0.00,-0.00,0.00
290847,13.6,105.8,0,334.63,1469,11.392,11.25,53.2,3.62,3.75,88.50,107.2,31,0.00,0.00,-0.00,0.00
291007,13.5,105.8,0,330.71,1520,11.044,12.00,53.2,3.62,1.04,90.50,107.2,31,0.00,0.00,-0.00,0.00
291209,13.6,105.8,0,333.68,1569,10.628,11.62,53.2,-0.29,1.16,94.25,107.2,31,0.00,0.00,-0.00,0.00
291408,13.5,105.8,0,336.90,1591,10.988,11.25,53.2,3.48,3.25,96.50,107.2,31,0.00,0.00,-0.00,0.00
291567,13.6,105.8,0,331.45,1701,11.172,12.00,53.2,5.25,5.02,101.50,107.2,31,0.00,0.00,-0.00,0.00
291727,13.6,105.8,0,336.90,1690,11.276,11.62,52.5,7.07,6.84,102.50,107.2,35,0.00,0.00,-0.00,0.00
291888,13.6,105.8,0,343.91,1704,11.572,12.38,52.5,8.45,8.10,105.50,107.2,35,0.00,0.00,-0.00,0.00
292089,13.6,105.8,0,356.78,1771,11.852,12.38,52.5,8.45,8.10,113.75,107.2,35,0.00,0.00,-0.00,0.00
292287,13.6,105.8,0,363.98,1816,12.228,13.12,51.8,8.45,8.10,119.00,107.2,35,0.00,0.00,-0.00,0.00
292488,13.6,105.8,0,341.77,1869,11.972,13.12,51.8,8.45,8.10,115.00,107.2,35,0.00,0.00,-0.00,0.00
292688,13.6,105.8,0,338.45,1912,11.156,14.62,51.8,5.22,4.24,116.50,107.2,35,0.00,0.00,-0.00,0.00
292887,13.5,105.8,0,313.38,1963,10.368,15.38,51.0,2.58,5.82,110.75,107.2,40,0.00,0.00,-0.00,0.00
293048,13.6,105.8,0,34.37,1939,5.556,14.25,51.0,2.23,6.97,12.00,107.2,40,0.00,0.00,-0.00,0.00
293207,13.6,105.8,0,59.18,1994,4.520,9.75,51.0,2.23,6.97,21.25,107.2,40,0.00,0.00,-0.00,0.00
293367,13.6,105.8,0,55.37,1981,3.136,5.62,50.2,2.23,6.97,19.75,107.2,40,0.00,0.00,-0.00,0.00
293527,13.6,105.8,0,52.32,1990,2.496,1.88,50.2,2.23,6.97,18.75,107.2,40,0.00,0.00,-0.00,0.00
293688,13.6,105.8,0,50.50,1952,2.188,-2.25,50.2,2.23,6.97,17.75,107.2,40,0.00,0.00,-0.00,0.00
293888,13.6,105.8,0,66.49,1984,2.080,10.50,49.5,2.23,6.97,23.75,107.2,44,0.00,0.00,-0.00,0.00
294087,13.6,105.8,0,65.33,1998,2.000,22.50,49.5,-0.19,6.97,23.50,107.2,44,0.00,0.00,-0.00,0.00
294247,13.6,105.8,0,79.99,1996,2.032,22.50,49.5,-1.00,6.97,28.75,107.2,44,0.00,0.00,-0.00,0.00
294407,13.6,105.8,0,83.11,1988,2.172,23.25,49.5,-1.81,4.09,29.75,107.2,44,0.00,0.00,-0.00,0.00
294568,13.6,105.8,0,83.93,1985,2.344,23.62,49.5,0.72,5.71,30.00,107.2,44,0.00,0.00,-0.00,0.00
294768,13.6,105.8,0,83.85,1987,2.436,24.00,49.5,1.79,6.79,30.00,107.2,44,0.00,0.00,-0.00,0.00
294966,13.6,105.8,0,84.21,1995,2.492,24.00,49.5,2.89,7.89,30.25,107.2,44,0.00,0.00,-0.00,0.00
295129,13.6,105.8,0,84.08,1998,2.528,24.00,49.5,3.77,8.76,30.25,107.2,44,0.00,0.00,-0.00,0.00
295328,13.6,105.8,0,84.87,1996,2.560,24.00,49.5,4.87,8.87,30.50,107.2,44,0.00,0.00,-0.00,0.00
295487,13.6,105.8,0,83.87,2003,2.588,24.00,49.5,5.75,8.87,30.25,107.2,44,0.00,0.00,-0.00,0.00
295647,13.6,105.8,0,83.32,2000,2.600,24.00,49.5,6.30,8.87,30.00,107.2,44,0.00,0.00,-0.00,0.00
295807,13.6,105.8,0,84.78,1998,2.604,24.00,49.5,6.30,8.87,30.50,107.2,44,0.00,0.00,-0.00,0.00
295967,13.6,105.8,0,83.68,2008,2.596,24.00,49.5,6.30,8.87,30.25,107.2,44,0.00,0.00,-0.00,0.00
296127,13.6,105.8,0,83.72,2007,2.596,24.00,49.5,6.30,8.87,30.25,107.2,44,0.00,0.00,-0.00,0.00
296288,13.6,105.8,0,84.32,2009,2.596,24.00,49.5,6.30,5.93,30.50,107.2,44,0.00,0.00,-0.00,0.00
296448,13.6,105.8,0,82.90,2010,2.592,24.00,49.5,6.30,5.05,30.00,107.2,44,0.00,0.00,-0.00,0.00
296648,13.6,105.8,0,83.26,2018,2.520,24.00,49.5,3.46,7.51,30.25,107.2,44,0.00,0.00,-0.00,0.00
296849,13.6,105.8,0,83.38,2015,2.484,24.00,50.2,2.36,8.60,30.25,107.2,44,0.00,0.00,-0.00,0.00
297047,13.6,105.8,0,83.43,2014,2.556,24.00,50.2,5.26,9.65,30.25,107.2,44,0.00,0.00,-0.00,0.00
297209,13.6,105.8,0,83.59,2010,2.580,24.00,50.2,6.14,9.65,30.25,107.2,44,0.00,0.00,-0.00,0.00
297408,13.5,105.8,0,84.84,2013,2.608,24.00,50.2,7.18,6.65,30.75,107.2,44,0.00,0.00,-0.00,0.00
297607,13.6,105.8,0,84.63,2018,2.616,24.00,50.2,7.18,5.55,30.75,107.2,44,0.00,0.00,-0.00,0.00
297768,13.6,105.8,0,84.72,2016,2.624,24.00,50.2,7.18,7.67,30.75,107.2,45,0.00,0.00,-0.00,0.00
297968,13.6,105.8,0,85.20,2021,2.624,24.00,50.2,7.18,8.77,31.00,107.2,45,0.00,0.00,-0.00,0.00
298128,13.6,105.8,0,85.04,2025,2.624,24.00,50.2,7.18,9.65,31.00,107.2,45,0.00,0.00,-0.00,0.00
298288,13.6,105.8,0,84.59,2019,2.632,24.00,51.0,7.18,9.82,30.75,107.2,45,0.00,0.00,-0.00,0.00
298487,13.6,105.8,0,84.59,2019,2.564,24.00,51.0,4.18,6.71,30.75,107.2,45,0.00,0.00,-0.00,0.00
298647,13.6,105.8,0,84.02,2016,2.532,24.00,51.0,3.30,5.83,30.50,107.2,45,0.00,0.00,-0.00,0.00
298807,13.6,105.8,0,83.13,2021,2.500,24.00,51.0,2.42,7.29,30.25,107.2,45,0.00,0.00,-0.00,0.00
298967,13.6,105.8,0,83.09,2022,2.552,24.00,51.0,5.10,8.17,30.25,107.2,45,0.00,0.00,-0.00,0.00
299128,13.6,105.8,0,82.45,2021,2.560,24.00,51.0,5.98,9.05,30.00,107.2,45,0.00,0.00,-0.00,0.00
299287,13.6,105.8,0,82.28,2025,2.564,24.00,51.0,6.47,9.33,30.00,107.2,45,0.00,0.00,-0.00,0.00
299447,13.6,105.8,0,82.20,2027,2.552,24.00,51.0,6.47,6.55,30.00,107.2,45,0.00,0.00,-0.00,0.00
299609,13.6,105.8,0,82.37,2023,2.552,24.00,51.0,6.47,5.67,30.00,107.2,45,0.00,0.00,-0.00,0.00
299808,13.6,105.8,0,82.11,2029,2.544,24.00,51.0,6.47,6.91,30.00,107.2,45,0.00,0.00,-0.00,0.00
299969,13.6,105.8,0,81.39,2030,2.540,24.00,51.0,6.47,7.79,29.75,107.2,45,0.00,0.00,-0.00,0.00
300169,13.6,105.8,0,81.48,2028,2.476,24.00,51.0,4.24,8.89,29.75,107.2,45,0.00,0.00,-0.00,0.00
300368,13.6,105.8,0,80.67,2031,2.444,24.00,51.0,3.14,9.17,29.50,107.2,45,0.00,0.00,-0.00,0.00
300527,13.6,105.8,0,82.09,2030,2.492,24.00,51.0,4.83,6.33,30.00,107.2,45,0.00,0.00,-0.00,0.00
300687,13.6,105.8,0,81.88,2035,2.500,24.00,51.0,5.71,5.45,30.00,107.2,45,0.00,0.00,-0.00,0.00
300888,13.6,105.8,0,80.71,2030,2.540,24.00,51.0,6.81,7.91,29.50,107.2,46,0.00,0.00,-0.00,0.00
301088,13.6,105.8,0,81.39,2030,2.520,23.62,51.0,6.92,9.01,29.75,107.2,46,0.00,0.00,-0.00,0.00
301287,13.6,105.8,0,82.11,2029,2.528,24.00,51.8,6.92,10.05,30.00,107.2,46,0.00,0.00,-0.00,0.00
301448,13.6,105.8,0,81.24,2034,2.524,24.00,51.8,6.92,10.05,29.75,107.2,46,0.00,0.00,-0.00,0.00
301646,13.6,105.8,0,80.54,2034,2.528,24.00,51.8,6.92,7.05,29.50,107.2,46,0.00,0.00,-0.00,0.00
301807,13.6,105.8,0,94.89,2034,3.680,24.00,51.8,6.92,6.17,34.75,107.2,45,0.00,0.00,-0.00,0.00
301969,13.5,105.8,0,346.52,2140,8.340,-1.88,51.8,3.72,4.93,133.50,107.2,45,0.00,0.00,-0.00,0.00
302169,13.5,105.8,0,296.15,2096,9.296,17.62,51.8,1.17,2.39,111.75,107.2,45,0.00,0.00,-0.00,0.00
302367,13.6,105.8,0,261.44,2114,8.324,18.38,51.8,-1.44,-0.22,99.50,107.2,45,0.00,0.00,-0.00,0.00
302527,13.6,105.8,0,246.25,2126,7.836,19.50,51.8,0.46,0.20,94.25,107.2,45,0.00,0.00,-0.00,0.00
302688,13.5,105.8,0,235.95,2154,7.564,19.50,51.8,2.42,2.16,91.50,107.2,45,0.00,0.00,-0.00,0.00
302888,13.5,105.8,0,205.18,2186,7.068,21.00,51.8,4.80,4.54,80.75,107.2,47,0.00,0.00,-0.00,0.00
303047,13.6,105.8,0,219.99,2203,7.008,21.38,51.8,6.69,6.44,87.25,107.2,47,0.00,0.00,-0.00,0.00
303207,13.6,105.8,0,215.18,2220,7.080,21.75,51.8,8.60,8.34,86.00,107.2,47,0.00,0.00,-0.00,0.00
303407,13.5,105.8,0,209.04,2252,6.928,22.50,51.8,9.78,9.52,84.75,107.2,47,0.00,0.00,-0.00,0.00
303569,13.6,105.8,0,97.33,2254,5.212,22.12,51.8,7.12,5.95,39.50,107.2,47,0.00,0.00,-0.00,0.00
303768,13.6,105.8,0,60.37,2254,3.072,16.50,51.8,5.39,4.21,24.50,107.2,50,0.00,0.00,-0.00,0.00
303967,13.6,105.8,0,54.35,2248,2.364,11.62,51.8,4.07,2.89,22.00,107.2,50,0.00,0.00,-0.00,0.00
304128,13.6,105.8,0,54.23,2228,2.080,7.12,51.8,3.16,1.99,21.75,107.2,50,0.00,0.00,-0.00,0.00
304288,13.6,105.8,0,52.74,2238,1.920,2.62,51.0,2.28,1.11,21.25,107.2,50,0.00,0.00,-0.00,0.00
304487,13.6,105.8,0,54.14,2231,1.804,-1.88,51.0,1.18,0.01,21.75,107.2,50,0.00,0.00,-0.00,0.00
304647,13.6,105.8,0,54.23,2202,1.728,-7.50,51.0,0.00,0.00,21.50,107.2,50,0.00,0.00,-0.00,0.00
304808,13.6,105.8,0,72.96,2246,1.876,6.75,51.0,2.19,2.25,29.50,107.2,50,0.00,0.00,-0.00,0.00
304968,13.6,105.8,0,134.96,2243,3.484,21.00,51.0,2.74,3.15,54.50,107.2,50,0.00,0.00,-0.00,0.00
305128,13.6,105.8,0,198.83,2179,5.204,9.75,51.0,2.74,3.94,78.00,107.2,50,0.00,0.00,-0.00,0.00
305288,13.6,105.8,0,219.97,2241,6.124,12.75,51.0,2.74,3.94,88.75,107.2,50,0.00,0.00,-0.00,0.00
305447,13.6,105.8,0,336.41,2262,8.856,17.25,51.0,2.74,3.94,137.00,107.2,50,0.00,0.00,-0.00,0.00
305647,13.6,105.8,0,297.95,2279,9.664,18.38,51.0,2.74,3.94,122.25,107.2,50,0.00,0.00,-0.00,0.00
305807,13.5,105.8,0,266.85,2295,8.580,19.50,51.8,-0.57,3.94,110.25,107.2,50,0.00,0.00,-0.00,0.00
305970,13.6,105.8,0,203.00,2319,7.648,20.62,51.8,2.10,0.65,84.75,107.2,50,0.00,0.00,-0.00,0.00
306168,13.6,105.8,0,42.97,2326,4.144,17.62,51.8,4.48,2.70,18.00,107.2,50,0.00,0.00,-0.00,0.00
306367,13.6,105.8,0,54.18,2332,2.752,12.38,51.8,4.67,0.75,22.75,107.2,50,0.00,0.00,-0.00,0.00
306529,13.6,105.8,0,54.97,2324,2.300,8.62,51.8,1.62,3.08,23.00,107.2,50,0.00,0.00,-0.00,0.00
306727,13.6,105.8,0,55.28,2285,1.984,3.38,51.0,0.42,3.87,22.75,107.2,52,0.00,0.00,-0.00,0.00
306888,13.5,105.8,0,54.99,2298,1.832,-0.38,51.0,-0.54,1.04,22.75,107.2,52,0.00,0.00,-0.00,0.00
307048,13.6,105.8,0,54.14,2282,1.680,-1.88,51.0,0.00,0.00,22.25,107.2,52,0.00,0.00,-0.00,0.00
307248,13.6,105.8,0,53.53,2257,1.616,-1.88,51.0,0.00,0.00,21.75,107.2,52,0.00,0.00,-0.00,0.00
307409,13.6,105.8,0,53.82,2244,1.604,-1.88,51.0,0.00,0.00,21.75,107.2,52,0.00,0.00,-0.00,0.00
307609,13.6,105.8,0,53.67,2225,1.584,-1.88,51.0,0.00,0.00,21.50,107.2,52,0.00,0.00,-0.00,0.00
307807,13.5,105.8,0,53.74,2196,1.572,-2.25,51.0,0.00,0.00,21.25,107.2,50,0.00,0.00,-0.00,0.00
307967,13.6,105.8,0,54.12,2181,1.560,-2.25,51.0,0.00,0.00,21.25,107.2,50,0.00,0.00,-0.00,0.00
308127,13.6,105.8,0,53.38,2159,1.548,-2.25,51.0,0.00,0.00,20.75,107.2,50,0.00,0.00,-0.00,0.00
308287,13.6,105.8,0,53.27,2137,1.548,-2.62,51.0,0.00,0.00,20.50,107.2,50,0.00,0.00,-0.00,0.00
308447,13.6,105.8,0,52.95,2124,1.536,-2.62,51.0,0.00,0.00,20.25,107.2,50,0.00,0.00,-0.00,0.00
308609,13.6,105.8,0,52.76,2105,1.536,-2.62,51.0,0.00,0.00,20.00,107.2,50,0.00,0.00,-0.00,0.00
308808,13.6,105.8,0,52.70,2081,1.528,-2.62,51.0,0.00,0.00,19.75,107.2,48,0.00,0.00,-0.00,0.00
309007,13.6,105.8,0,53.31,2031,1.520,-3.00,51.0,0.00,0.00,19.50,107.2,48,0.00,0.00,-0.00,0.00
309167,13.6,105.8,0,52.85,2049,1.516,-3.00,51.0,0.00,0.00,19.50,107.2,48,0.00,0.00,-0.00,0.00
309328,13.6,105.8,0,52.11,2025,1.512,-3.00,51.0,0.00,0.00,19.00,107.2,48,0.00,0.00,-0.00,0.00
309488,13.6,105.8,0,52.21,1994,1.508,-3.38,51.0,0.00,0.00,18.75,107.2,48,0.00,0.00,-0.00,0.00
309647,13.6,105.8,0,67.21,1983,1.804,1.12,51.0,2.07,2.12,24.00,107.2,48,0.00,0.00,-0.00,0.00
309809,13.5,105.8,0,99.93,1959,2.136,13.88,51.0,2.88,2.93,35.25,107.2,46,0.00,0.00,-0.00,0.00
310009,13.6,105.8,0,99.08,2004,2.692,24.75,51.0,3.93,3.98,35.75,107.2,46,0.00,0.00,-0.00,0.00
310207,13.6,105.8,0,101.01,1952,2.996,25.12,51.0,4.99,5.04,35.50,107.2,46,0.00,0.00,-0.00,0.00
310368,13.6,105.8,0,103.87,1925,3.108,25.12,51.8,5.89,5.94,36.00,107.2,46,0.00,0.00,-0.00,0.00
310529,13.6,105.8,0,259.92,1934,5.528,23.25,51.8,6.80,6.85,90.50,107.2,46,0.00,0.00,-0.00,0.00
310729,13.5,105.8,0,313.17,1920,9.132,4.12,51.8,6.80,6.91,108.25,107.2,43,0.00,0.00,-0.00,0.00
310929,13.6,105.8,0,263.96,1936,8.852,18.00,51.8,6.80,6.91,92.00,107.2,43,0.00,0.00,-0.00,0.00
311128,13.6,105.8,0,222.73,1964,7.796,20.25,51.8,6.80,6.91,78.75,107.2,43,0.00,0.00,-0.00,0.00
311288,13.5,105.8,0,213.85,2000,7.060,19.88,51.8,4.43,4.77,77.00,107.2,43,0.00,0.00,-0.00,0.00
311489,13.6,105.8,0,217.28,2026,7.000,20.25,51.8,6.91,6.59,79.25,107.2,43,0.00,0.00,-0.00,0.00
311688,13.6,105.8,0,211.86,2045,7.068,21.00,51.8,9.11,8.79,78.00,107.2,43,0.00,0.00,-0.00,0.00
311887,13.5,105.8,0,209.04,2066,7.036,21.38,51.8,11.26,10.94,77.75,107.2,45,0.00,0.00,-0.00,0.00
312049,13.5,105.8,0,203.91,2077,6.888,21.38,51.8,11.59,11.05,76.25,107.2,45,0.00,0.00,-0.00,0.00
312249,13.6,105.8,0,58.04,2081,5.056,19.88,51.8,11.59,11.05,21.75,107.2,45,0.00,0.00,-0.00,0.00
