Time (msec),* Battery voltage (V),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Electric fan (%),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
1110778,13.5,103.5,154.96,0,2724,4.600,20.62,42.0,-1.31,2.41,106.4,62.2,101,0.10,0.12,2.45,2.75
1110978,13.5,103.5,153.84,0,2726,4.724,22.12,42.0,2.66,4.64,106.4,62.2,101,0.10,0.12,2.45,2.75
1111140,13.6,103.5,130.40,0,2726,4.400,25.12,42.0,3.98,5.19,106.4,62.2,101,0.10,0.12,2.45,2.75
1111339,13.5,103.5,123.64,0,2729,3.828,30.00,42.0,-0.08,1.74,106.4,62.2,101,0.10,0.12,2.45,2.75
1111538,13.4,103.5,123.73,0,2727,3.720,30.00,42.0,0.41,-0.18,106.4,61.5,101,0.10,0.12,2.45,2.75
1111699,13.5,103.5,124.66,0,2729,3.740,30.00,42.0,1.92,1.25,106.4,61.5,101,0.10,0.12,2.45,2.75
1111899,13.6,103.5,122.20,0,2727,3.792,30.00,42.0,3.66,3.08,106.4,61.5,101,0.10,0.12,2.45,2.75
1112099,13.5,103.5,120.68,0,2727,3.632,30.00,42.0,0.06,3.90,106.4,61.5,101,0.10,0.12,2.45,2.75
1112299,13.6,103.5,119.07,0,2729,3.516,30.00,42.0,-1.77,1.03,106.4,61.5,101,0.10,0.12,2.45,2.75
1112500,13.5,103.5,115.51,0,2729,3.540,30.00,42.0,1.71,-0.80,106.4,61.5,102,0.10,0.12,2.45,2.75
1112699,13.4,103.5,104.78,0,2730,3.324,30.00,42.0,1.02,-0.38,106.4,61.5,102,0.10,0.12,2.45,2.75
1112898,13.5,103.5,98.81,0,2726,3.028,30.00,42.0,-0.65,1.30,106.4,61.5,102,0.10,0.12,2.45,2.75
1113098,13.5,103.5,88.60,0,2727,2.752,29.62,42.0,-2.27,1.46,106.4,61.5,102,0.10,0.12,2.45,2.75
1113298,13.5,103.5,83.68,0,2721,2.500,29.25,42.0,-3.77,-1.59,106.4,61.5,102,0.10,0.12,2.45,2.75
1113498,13.5,103.5,83.81,0,2717,2.480,28.88,42.0,-0.49,-3.06,106.4,61.5,102,0.10,0.12,2.45,2.75
1113659,13.5,103.5,82.66,0,2721,2.488,28.88,42.0,0.68,-0.51,106.4,61.5,102,0.10,0.12,2.45,2.75
1113819,13.5,103.5,82.15,0,2721,2.436,28.88,42.0,-0.84,0.66,106.4,61.5,102,0.10,0.12,2.45,2.75
1114019,13.5,103.5,82.26,0,2718,2.384,28.88,42.0,-2.30,1.69,106.4,61.5,102,0.10,0.12,2.45,2.75
1114180,13.5,103.5,80.33,0,2714,2.384,28.50,42.0,-1.22,1.69,106.4,61.5,102,0.10,0.12,2.45,2.75
1114379,13.6,103.5,81.43,0,2711,2.400,28.50,42.8,0.23,-1.42,106.4,61.5,101,0.10,0.12,2.45,2.75
1114539,13.5,103.5,80.95,0,2710,2.432,28.50,42.8,1.38,-2.57,106.4,61.5,101,0.10,0.12,2.45,2.75
1114738,13.5,103.5,81.56,0,2707,2.348,28.12,42.8,-2.11,-0.32,106.4,61.5,101,0.10,0.12,2.45,2.75
1114939,13.4,103.5,78.40,0,2710,2.292,28.50,42.8,-3.49,1.06,106.4,61.5,101,0.10,0.12,2.45,2.75
1115138,13.5,103.5,75.97,0,2705,2.268,28.12,42.8,-0.66,1.06,106.4,61.5,101,0.10,0.12,2.45,2.75
1115298,13.5,103.5,75.46,0,2705,2.156,27.75,42.8,-3.73,-1.46,106.4,61.5,101,0.10,0.12,2.45,2.75
1115458,13.5,103.5,74.50,0,2702,2.196,27.75,42.8,-2.00,-2.56,106.4,61.5,101,0.10,0.12,2.45,2.75
1115618,13.6,103.5,77.09,0,2702,2.220,27.75,42.8,-0.90,-1.25,106.4,62.2,101,0.10,0.12,2.45,2.75
1115778,13.6,103.5,74.59,0,2699,2.236,27.75,42.8,0.20,-0.15,106.4,62.2,101,0.10,0.12,2.45,2.75
1115940,13.5,103.5,76.64,0,2699,2.188,27.75,42.8,-2.05,0.95,105.6,62.2,101,0.10,0.12,2.45,2.75
1116140,13.5,103.5,75.20,0,2696,2.152,27.75,42.8,-3.42,1.16,105.6,62.2,101,0.10,0.12,2.45,2.75
1116339,13.5,103.5,75.20,0,2696,2.208,27.75,42.8,-0.87,-1.36,105.6,62.2,101,0.10,0.12,2.45,2.75
1116539,13.5,103.5,75.73,0,2695,2.240,27.75,42.8,0.50,-2.74,106.4,62.2,101,0.10,0.12,2.45,2.75
1116739,13.5,103.5,76.96,0,2688,2.184,27.75,42.8,-2.22,-0.46,106.4,62.2,101,0.10,0.12,2.45,2.75
1116939,13.5,103.5,76.26,0,2695,2.152,27.75,42.8,-3.60,0.91,106.4,62.2,101,0.10,0.12,2.45,2.75
1117139,13.5,103.5,75.99,0,2686,2.220,27.75,42.8,-0.63,1.12,106.4,62.2,101,0.10,0.12,2.45,2.75
1117340,13.5,103.5,74.99,0,2685,2.200,27.75,42.8,-1.85,-1.33,106.4,62.2,101,0.10,0.12,2.45,2.75
1117539,13.5,103.5,76.07,0,2683,2.164,27.75,42.8,-3.22,-2.70,106.4,62.2,100,0.10,0.12,2.45,2.75
1117698,13.5,103.5,76.03,0,2685,2.216,27.75,42.8,-1.22,-1.39,106.4,62.2,100,0.10,0.12,2.45,2.75
1117859,13.5,103.5,75.99,0,2686,2.232,27.75,42.8,-0.12,-0.29,106.4,62.2,100,0.10,0.12,2.45,2.75
1118059,13.5,103.5,76.16,0,2680,2.168,27.75,42.8,-2.71,1.08,106.4,62.2,100,0.10,0.12,2.45,2.75
1118258,13.6,103.5,74.61,0,2680,2.132,27.75,42.8,-4.08,1.15,106.4,62.2,100,0.10,0.12,2.45,2.75
1118419,13.5,103.5,75.69,0,2678,2.188,27.75,42.8,-1.39,-1.09,106.4,62.2,100,0.10,0.12,2.45,2.75
1118578,13.5,103.5,75.69,0,2678,2.212,27.75,42.8,-0.29,-2.19,106.4,62.2,100,0.10,0.12,2.45,2.75
1118738,13.5,103.5,76.22,0,2678,2.240,27.75,42.8,0.80,-1.01,106.4,62.2,100,0.10,0.12,2.45,2.75
1118899,13.5,103.5,75.27,0,2675,2.168,27.75,42.8,-2.13,0.08,106.4,62.2,100,0.10,0.12,2.45,2.75
1119100,13.5,103.5,74.29,0,2673,2.144,27.75,42.8,-3.50,1.46,106.4,62.2,100,0.10,0.12,2.45,2.75
1119299,13.5,103.5,75.52,0,2666,2.216,27.75,42.8,-0.26,1.46,106.4,62.2,100,0.10,0.12,2.45,2.75
1119500,13.5,103.5,75.54,0,2665,2.308,27.75,42.8,1.04,-1.06,106.4,62.2,100,0.10,0.12,2.45,2.75
1119699,13.5,103.5,140.53,0,2668,3.312,29.62,42.8,-2.21,-2.48,106.4,62.2,100,0.10,0.12,2.45,2.75
1119898,13.5,103.5,141.87,0,2672,4.036,29.62,43.5,-0.28,-0.73,106.4,62.2,100,0.10,0.12,2.45,2.75
1120059,13.5,103.5,141.04,0,2668,4.036,29.62,43.5,-2.13,0.87,106.4,62.2,100,0.10,0.12,2.45,2.75
1120219,13.5,103.5,142.04,0,2669,4.012,29.62,43.5,-3.74,1.07,106.4,62.2,100,0.10,0.12,2.45,2.75
1120418,13.5,103.5,140.93,0,2670,4.176,29.62,43.5,-0.01,-2.12,106.4,62.2,100,0.10,0.12,2.45,2.75
1120579,13.5,103.5,359.68,0,2691,7.100,21.00,43.5,1.74,0.82,106.4,62.2,100,0.10,0.12,2.45,2.75
1120738,13.4,103.5,356.18,0,2698,10.944,3.75,43.5,4.26,3.34,106.4,62.2,100,0.10,0.12,2.45,2.75
1120900,13.5,103.5,329.29,0,2682,10.856,2.62,44.2,5.78,5.21,106.4,62.2,100,0.10,0.12,2.45,2.75
1121100,13.6,103.5,312.47,0,2702,10.176,3.38,44.2,1.73,1.67,106.4,62.2,100,0.10,0.12,2.45,2.75
1121299,13.5,103.5,321.73,0,2702,9.912,3.38,44.2,0.73,0.33,106.4,62.2,100,0.10,0.12,2.45,2.75
1121458,13.4,103.5,318.49,0,2712,10.144,4.12,42.8,3.44,3.04,106.4,62.2,100,0.10,0.12,2.45,2.75
1121619,13.5,103.5,320.41,0,2726,10.408,4.50,42.8,6.15,5.75,106.4,62.2,100,0.10,0.12,2.45,2.75
1121779,13.5,103.5,318.19,0,2732,10.440,4.50,42.8,6.83,6.94,106.4,62.2,100,0.10,0.12,2.45,2.75
1121939,13.5,103.5,314.80,0,2735,9.964,4.50,42.8,2.60,3.39,106.4,62.2,100,0.10,0.12,2.45,2.75
1122141,13.5,103.5,316.68,0,2745,9.824,4.50,42.8,0.89,-0.00,106.4,62.2,100,0.10,0.12,2.45,2.75
1122340,13.6,103.5,326.71,0,2750,10.576,4.50,42.8,4.31,2.72,106.4,62.2,100,0.10,0.12,2.45,2.75
1122538,13.5,103.5,387.10,0,2773,12.872,1.88,42.0,7.68,6.28,106.4,62.2,102,0.10,0.12,2.45,2.75
1122700,13.4,103.5,385.81,0,2768,12.840,1.12,42.0,5.76,6.82,106.4,62.2,102,0.10,0.12,2.45,2.75
1122899,13.5,103.5,390.81,0,2768,12.432,1.12,41.2,2.01,1.90,106.4,62.2,102,0.10,0.12,2.45,2.75
1123059,13.5,103.5,387.01,0,2788,12.084,1.50,41.2,-0.99,-1.10,106.4,62.2,102,0.10,0.12,2.45,2.75
1123218,13.5,103.5,387.52,0,2788,12.128,1.50,41.2,-0.19,-0.67,106.4,62.2,102,0.10,0.12,2.45,2.75
1123378,13.6,103.5,385.81,0,2804,12.484,1.50,40.5,2.81,2.33,106.4,62.2,104,0.10,0.12,2.45,2.75
1123578,13.5,103.5,378.28,0,2812,12.660,1.50,40.5,4.88,4.58,106.4,62.2,104,0.10,0.12,2.45,2.75
1123741,13.4,103.5,384.15,0,2816,12.220,1.50,40.5,1.65,1.35,106.4,62.2,104,0.10,0.12,2.45,2.75
1123939,13.5,103.5,373.64,0,2832,11.748,1.88,39.8,-2.12,-0.86,106.4,62.2,104,0.10,0.12,2.45,2.75
1124099,13.5,103.5,362.54,0,2823,11.796,1.88,39.8,1.29,2.15,106.4,62.2,104,0.10,0.12,2.45,2.75
1124300,13.5,103.5,322.43,0,2834,11.036,3.00,39.8,3.72,4.21,106.4,62.2,104,0.10,0.12,2.45,2.75
1124499,13.5,103.5,282.23,0,2839,9.412,5.25,39.0,-0.04,0.13,106.4,62.2,106,0.10,0.12,2.45,2.75
1124658,13.5,103.5,249.24,0,2847,8.224,7.50,39.0,-2.81,-2.65,106.4,62.2,106,0.10,0.12,2.45,2.75
1124859,13.5,103.5,262.42,0,2847,7.960,8.25,39.0,-1.10,-2.63,106.4,62.2,106,0.10,0.12,2.45,2.75
1125059,13.5,103.5,128.09,0,2840,5.632,14.25,39.0,1.48,0.10,106.4,62.2,106,0.10,0.12,2.45,2.75
1125259,13.5,103.5,115.23,0,2832,4.084,22.12,39.0,-1.87,-2.39,106.4,62.2,106,0.10,0.12,2.45,2.75
1125418,13.6,103.5,117.03,0,2824,3.648,29.25,39.0,-3.59,-4.10,106.4,62.2,106,0.10,0.12,2.45,2.75
1125578,13.5,103.5,115.38,0,2828,3.508,30.75,39.0,-2.58,-3.10,106.4,62.2,106,0.10,0.12,2.45,2.75
1125739,13.6,103.5,117.52,0,2824,3.512,30.75,39.0,-1.04,-1.56,106.4,62.2,106,0.10,0.12,2.45,2.75
1125939,13.5,103.5,115.93,0,2815,3.516,30.38,38.2,0.88,0.36,106.4,62.2,106,0.10,0.12,2.45,2.75
1126100,13.6,103.5,114.45,0,2815,3.548,30.38,38.2,2.41,1.90,106.4,62.2,106,0.10,0.12,2.45,2.75
1126299,13.7,103.5,115.99,0,2813,3.568,30.38,38.2,2.98,3.39,106.4,62.2,106,0.10,0.12,2.45,2.75
1126500,13.6,103.5,116.46,0,2802,3.460,30.38,39.0,-0.17,3.39,106.4,62.2,105,0.10,0.12,2.45,2.75
1126699,13.6,103.5,116.67,0,2797,3.400,30.38,39.0,-2.00,0.43,106.4,62.2,105,0.10,0.12,2.45,2.75
1126899,13.6,103.5,119.05,0,2788,3.508,30.38,39.0,0.97,-1.40,106.4,62.2,105,0.10,0.12,2.45,2.75
1127061,13.5,103.5,117.24,0,2783,3.536,30.38,39.0,2.26,0.47,106.4,61.5,105,0.10,0.12,2.45,2.75
1127259,13.5,103.5,117.37,0,2780,3.548,30.38,39.0,2.26,2.30,106.4,61.5,105,0.10,0.12,2.45,2.75
1127419,13.6,103.5,119.81,0,2770,3.448,30.38,39.0,-1.26,3.22,106.4,61.5,104,0.10,0.12,2.45,2.75
1127620,13.6,103.5,168.06,0,2768,4.424,27.38,39.0,1.08,3.22,106.4,61.5,104,0.10,0.12,2.45,2.75
1127820,13.6,103.5,165.22,0,2765,4.968,21.00,39.0,3.42,4.76,106.4,61.5,104,0.10,0.12,2.45,2.75
1128019,13.6,103.5,166.21,0,2757,5.144,19.50,39.0,5.15,5.62,106.4,61.5,104,0.10,0.12,2.45,2.75
1128219,13.5,103.5,166.26,0,2748,4.980,19.50,39.0,2.09,2.56,106.4,61.5,104,0.10,0.12,2.45,2.75
1128419,13.5,103.5,165.75,0,2748,4.988,18.75,39.8,1.86,0.11,106.4,61.5,103,0.10,0.12,2.45,2.75
1128620,13.5,103.5,165.30,0,2747,5.108,19.12,39.8,4.26,4.01,106.4,61.5,103,0.10,0.12,2.45,2.75
1128819,13.6,103.5,163.12,0,2741,5.220,19.12,39.8,6.64,6.39,106.4,61.5,103,0.10,0.12,2.45,2.75
1129019,13.6,103.5,168.19,0,2733,5.144,19.12,39.8,4.57,6.39,106.4,61.5,103,0.10,0.12,2.45,2.75
1129181,13.6,103.5,164.18,0,2732,5.056,19.12,39.8,2.66,3.01,106.4,61.5,103,0.10,0.12,2.45,2.75
1129380,13.7,103.5,167.72,0,2724,4.944,19.12,39.8,0.28,0.63,106.4,61.5,102,0.10,0.12,2.45,2.75
1129579,13.6,103.5,166.74,0,2715,5.000,19.12,39.8,1.78,4.04,106.4,61.5,102,0.10,0.12,2.45,2.75
1129740,13.5,103.5,168.33,0,2714,5.112,19.12,39.8,3.69,5.94,106.4,61.5,102,0.10,0.12,2.45,2.75
1129939,13.5,103.5,166.47,0,2711,5.224,19.12,39.8,5.71,6.66,106.4,61.5,102,0.10,0.12,2.45,2.75
1130100,13.6,103.5,168.78,0,2707,5.116,19.12,39.8,3.52,3.99,106.4,61.5,102,0.10,0.12,2.45,2.75
1130301,13.6,103.5,168.25,0,2699,5.016,19.12,39.8,1.14,1.61,106.4,61.5,102,0.10,0.12,2.45,2.75
1130500,13.5,103.5,169.01,0,2695,5.132,19.12,40.5,3.12,2.64,106.4,61.5,101,0.10,0.12,2.45,2.75
1130701,13.5,103.5,168.86,0,2689,5.248,19.12,40.5,5.50,5.02,106.4,61.5,101,0.10,0.12,2.45,2.75
1130899,13.6,103.5,167.36,0,2680,5.312,18.75,40.5,6.93,6.57,106.4,61.5,101,0.10,0.12,2.45,2.75
1131099,13.6,103.5,164.50,0,2676,5.148,18.75,40.5,3.87,4.10,106.4,61.5,101,0.10,0.12,2.45,2.75
1131260,13.5,103.5,170.71,0,2668,5.060,18.75,40.5,1.97,2.20,106.4,61.5,101,0.10,0.12,2.45,2.75
1131460,13.5,103.5,165.81,0,2663,5.136,17.62,40.5,2.99,2.99,106.4,61.5,100,0.10,0.12,2.45,2.75
1131660,13.5,104.2,168.67,0,2659,5.276,17.62,40.5,5.37,5.37,106.4,61.5,100,0.10,0.12,2.45,2.75
1131859,13.6,104.2,169.39,0,2648,5.348,17.62,40.5,6.68,6.80,106.4,61.5,100,0.10,0.12,2.45,2.75
1132060,13.6,103.5,388.56,0,2659,8.008,13.12,40.5,3.70,4.05,106.4,62.2,100,0.10,0.12,2.45,2.75
1132260,13.5,103.5,332.15,0,2659,11.036,0.00,40.5,6.21,6.56,106.4,62.2,100,0.10,0.12,2.45,2.75
1132461,13.5,103.5,305.86,0,2656,10.464,3.38,41.2,6.71,5.50,106.4,62.2,99,0.10,0.12,2.45,2.75
1132659,13.5,103.5,313.32,0,2646,9.844,3.75,41.2,2.21,2.23,106.4,62.2,99,0.10,0.12,2.45,2.75
1132820,13.5,103.5,310.98,0,2648,9.560,3.75,41.2,-0.35,-0.33,106.4,62.2,99,0.10,0.12,2.45,2.75
1133019,13.6,104.2,300.56,0,2652,9.704,3.75,40.5,2.67,2.37,106.4,61.5,99,0.10,0.12,2.45,2.75
