Time (msec),* Battery voltage (V),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Electric fan (%),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
41800,13.5,35.2,165.92,0,996,5.164,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
41961,13.5,35.2,168.02,0,1000,5.132,-10.12,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
42120,13.5,35.2,169.54,0,991,5.112,-9.38,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
42281,13.5,35.2,167.80,0,993,5.144,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
42481,13.5,35.2,169.03,0,994,5.136,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
42681,13.5,35.2,167.46,0,995,5.124,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
42880,13.5,35.2,167.63,0,994,5.128,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
43040,13.5,35.2,165.58,0,998,5.116,-10.12,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
43201,13.5,35.2,168.69,0,996,5.108,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
43361,13.5,35.2,170.41,0,986,5.112,-9.00,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
43520,13.5,35.2,167.30,0,996,5.128,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
43681,13.5,35.2,167.63,0,994,5.120,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
43880,13.5,35.2,166.41,0,993,5.128,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
44042,13.5,35.2,165.07,0,1001,5.108,-10.12,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
44241,13.5,35.2,167.85,0,1001,5.104,-10.12,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
44441,13.4,35.2,169.54,0,991,5.088,-9.38,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
44600,13.5,35.2,168.19,0,999,5.116,-10.12,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
44761,13.5,35.2,168.35,0,998,5.112,-10.12,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
44921,13.5,35.2,167.70,0,1002,5.108,-10.12,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
45122,13.5,36.0,170.75,0,984,5.100,-8.62,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
45321,13.5,36.0,166.91,0,990,5.100,-9.38,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
45480,13.5,36.0,166.07,0,995,5.120,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
45641,13.5,36.0,165.68,0,989,5.084,-9.38,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
45842,13.5,36.0,165.18,0,992,5.108,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
46041,13.5,36.0,163.52,0,1002,5.056,-10.50,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
46241,13.5,36.0,164.52,0,996,5.040,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
46441,13.5,36.0,164.84,0,994,5.032,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
46602,13.5,36.0,166.68,0,983,5.008,-8.62,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
46801,13.5,36.0,163.44,0,994,5.024,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
47000,13.5,36.0,166.02,0,987,5.040,-9.38,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
47161,13.5,36.0,165.18,0,992,5.068,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
47360,13.5,36.0,162.95,0,997,5.052,-10.12,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
47521,13.5,36.0,160.92,0,1001,5.032,-10.50,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
47722,13.5,36.0,163.95,0,991,4.992,-9.38,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
47921,13.5,36.0,164.01,0,999,5.028,-10.12,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
48120,13.5,36.8,164.84,0,994,5.032,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
48321,13.5,36.8,165.11,0,984,5.008,-9.00,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
48480,13.5,36.8,163.29,0,995,5.036,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
48641,13.5,36.8,162.87,0,989,5.000,-9.38,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
48841,13.5,36.8,164.43,0,988,5.000,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
49042,13.5,36.8,163.44,0,994,5.008,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
49241,13.5,36.8,164.26,0,989,4.988,-9.38,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
49401,13.5,36.8,161.72,0,996,5.004,-10.12,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
49562,13.5,36.8,163.44,0,994,4.992,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
49760,13.5,36.8,163.37,0,986,4.960,-9.38,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
49920,13.5,36.8,162.46,0,1000,4.988,-10.50,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
50120,13.5,36.8,162.38,0,992,4.940,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
50280,13.5,36.8,162.21,0,993,4.968,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
50441,13.5,36.8,160.49,0,995,4.960,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
50640,13.4,36.8,160.98,0,992,4.948,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
50801,13.5,36.8,162.38,0,992,4.980,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
50961,13.5,36.8,164.54,0,979,4.972,-8.25,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
51161,13.5,36.8,163.86,0,983,4.980,-9.00,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
51362,13.5,36.8,161.30,0,990,4.976,-9.38,32.2,0.00,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
51561,13.5,37.5,163.21,0,987,4.972,-9.38,32.2,0.00,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
51721,13.5,37.5,162.55,0,991,4.964,-9.75,32.2,0.00,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
51882,13.5,37.5,162.55,0,991,4.972,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
52081,13.5,37.5,162.29,0,984,4.976,-9.75,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
52240,13.5,37.5,163.69,0,984,4.976,-9.38,32.2,0.00,0.00,30.0,30.8,0,0.10,0.12,2.45,2.75
52400,13.5,37.5,162.29,0,984,4.960,-9.38,32.2,0.00,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
52560,13.5,37.5,161.79,0,987,4.956,-9.75,32.2,0.00,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
52721,13.5,37.5,162.29,0,984,4.952,-9.38,32.2,0.00,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
52881,13.5,37.5,161.15,0,991,4.952,-9.75,32.2,0.00,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
53041,13.5,37.5,161.87,0,978,4.936,-8.62,32.2,0.00,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
53242,13.5,37.5,162.44,0,983,4.940,-9.38,32.2,0.00,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
53441,13.5,37.5,160.39,0,987,5.232,-9.75,32.2,0.26,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
53641,13.5,37.5,160.01,0,998,5.268,-10.12,32.2,0.99,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
53840,13.5,37.5,158.42,0,1008,5.256,-11.62,32.2,1.72,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
54000,13.5,37.5,154.60,0,1015,5.248,-12.00,32.2,2.31,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
54200,13.5,37.5,156.28,0,1013,5.236,-11.62,32.2,3.04,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
54401,13.5,37.5,157.80,0,1012,5.268,-11.62,32.2,3.77,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
54561,13.5,38.2,157.80,0,1012,5.264,-11.62,32.2,4.36,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
54761,13.5,38.2,154.75,0,1014,5.276,-12.00,32.2,4.72,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
54920,13.5,38.2,156.57,0,1011,5.156,-11.62,32.2,2.41,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
55080,13.5,38.2,154.90,0,1013,5.116,-12.00,32.2,1.89,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
55241,13.5,38.2,155.20,0,1011,5.084,-12.00,32.2,1.33,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
55441,13.5,38.2,156.91,0,1000,5.064,-11.62,32.2,0.69,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
55601,13.5,38.2,156.45,0,1003,5.140,-12.00,32.2,2.28,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
55801,13.5,38.2,157.70,0,995,5.168,-11.62,32.2,2.92,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
55961,13.5,38.2,158.18,0,992,5.204,-11.25,32.2,3.44,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
56119,13.5,38.2,154.92,0,995,5.212,-11.62,32.2,3.95,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
56280,13.5,38.2,156.15,0,996,5.224,-12.00,32.2,4.47,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
56440,13.5,38.2,153.82,0,993,5.220,-11.62,32.2,4.63,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
56600,13.5,38.2,153.03,0,989,5.052,-11.62,32.2,2.10,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
56761,13.5,38.2,153.82,0,984,5.016,-11.62,32.2,1.59,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
56961,13.5,38.2,155.07,0,985,4.972,-11.62,32.2,0.95,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
57162,13.5,38.2,153.97,0,974,4.964,-11.62,32.2,0.31,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
57361,13.5,38.2,153.97,0,965,5.040,-10.88,32.2,1.95,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
57520,13.5,39.0,154.92,0,968,5.048,-11.62,32.2,2.09,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
57680,13.5,39.0,150.62,0,968,5.024,-12.00,32.2,2.24,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
57840,13.5,39.0,150.43,0,960,5.004,-11.25,32.2,2.39,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
58001,13.5,39.0,147.38,0,961,4.948,-11.25,32.2,2.53,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
58160,13.5,39.0,144.64,0,960,4.904,-11.25,32.2,2.64,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
58320,13.5,39.0,145.41,0,955,4.744,-10.88,32.2,1.22,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
58481,13.5,39.0,143.54,0,948,4.716,-10.12,32.2,1.07,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
58641,13.5,39.0,144.92,0,939,4.772,-10.12,32.2,2.43,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
58841,13.5,39.0,144.92,0,939,4.768,-10.12,32.2,2.62,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
59000,13.5,39.0,145.38,0,936,4.760,-10.12,32.2,2.76,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
59161,13.5,39.0,142.88,0,933,4.752,-9.75,32.2,2.91,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
59321,13.5,39.0,144.11,0,925,4.744,-8.62,32.2,3.06,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
59481,13.5,39.0,140.36,0,930,4.732,-9.75,32.2,3.20,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
59641,13.5,39.0,138.86,0,920,4.680,-7.88,32.2,3.35,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
59841,13.5,39.0,133.45,0,926,4.552,-8.62,32.2,3.53,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
60001,13.5,39.0,134.62,0,918,4.516,-7.88,32.2,3.68,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
60200,13.5,39.0,132.46,0,912,4.464,-7.88,32.2,3.86,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
60361,13.5,39.0,129.70,0,910,4.432,-7.50,32.2,4.01,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
60562,13.5,39.0,127.20,0,906,4.356,-6.75,32.2,4.19,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
60762,13.5,39.0,127.92,0,901,4.340,-6.38,32.2,4.37,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
60962,13.5,39.8,126.65,0,899,4.288,-6.38,32.2,4.41,0.00,30.8,30.8,0,0.10,0.12,2.45,2.75
61162,13.5,39.8,125.68,0,895,4.144,-5.62,32.2,2.92,0.46,30.8,30.8,0,0.10,0.12,2.45,2.75
61360,13.5,39.8,120.95,0,884,4.056,-4.12,32.2,2.74,0.92,30.8,30.8,0,0.10,0.12,2.45,2.75
61520,13.5,39.8,118.07,0,882,4.028,-4.50,32.2,4.21,1.28,30.8,30.8,0,0.10,0.12,2.45,2.75
61680,13.5,39.8,120.61,0,875,3.972,-3.00,32.2,4.36,1.65,30.8,30.8,0,0.10,0.12,2.45,2.75
61840,13.5,39.8,118.39,0,868,3.956,-2.62,32.2,4.50,2.01,30.8,30.8,0,0.10,0.12,2.45,2.75
62001,13.5,39.8,120.53,0,864,3.948,-2.62,32.2,4.65,2.38,30.8,30.8,0,0.10,0.12,2.45,2.75
62161,13.5,39.8,121.25,0,859,3.912,-1.88,32.2,4.80,2.75,30.8,30.8,0,0.10,0.12,2.45,2.75
62322,13.5,39.8,118.83,0,853,3.904,-1.12,32.2,4.94,3.11,30.8,30.8,0,0.10,0.12,2.45,2.75
62521,13.5,39.8,114.77,0,859,3.852,-1.50,32.2,5.12,3.57,30.8,30.8,0,0.10,0.12,2.45,2.75
62680,13.5,39.8,115.72,0,852,3.828,-1.50,32.2,5.27,3.94,30.8,30.8,0,0.10,0.12,2.45,2.75
62841,13.5,39.8,112.33,0,853,3.796,-1.50,32.2,5.42,4.30,30.8,30.8,0,0.10,0.12,2.45,2.75
63041,13.5,39.8,115.02,0,833,3.780,-0.38,32.2,5.60,4.76,30.8,30.8,0,0.10,0.12,2.45,2.75
63243,13.5,39.8,109.11,0,840,3.748,-0.38,32.2,5.78,5.22,30.8,30.8,0,0.10,0.12,2.45,2.75
63441,13.5,39.8,110.42,0,830,3.688,0.00,32.2,5.97,5.68,30.8,30.8,0,0.10,0.12,2.45,2.75
63601,13.5,39.8,107.58,0,826,3.640,0.75,32.2,6.11,6.04,30.8,30.8,0,0.10,0.12,2.45,2.75
63762,13.5,39.8,109.57,0,811,3.616,1.88,32.2,6.26,6.41,30.8,30.8,0,0.10,0.12,2.45,2.75
63960,13.5,39.8,109.98,0,808,3.648,1.88,32.2,6.44,6.87,30.8,30.8,0,0.10,0.12,2.45,2.75
64121,13.5,39.8,109.98,0,808,3.644,1.50,32.2,6.59,7.23,30.8,30.8,0,0.10,0.12,2.45,2.75
64281,13.5,39.8,111.50,0,797,3.640,2.62,32.2,6.74,7.60,30.8,30.8,0,0.10,0.12,2.45,2.75
64441,13.5,39.8,112.96,0,799,3.680,2.62,32.2,6.88,7.97,30.8,30.8,0,0.10,0.12,2.45,2.75
64601,13.5,40.5,111.08,0,800,3.712,2.25,32.2,7.03,8.33,30.8,30.8,0,0.10,0.12,2.45,2.75
64761,13.5,40.5,110.40,0,805,3.704,2.25,32.2,7.18,8.70,30.8,30.8,0,0.10,0.12,2.45,2.75
64960,13.5,40.5,108.41,0,807,3.680,1.88,32.2,7.36,9.16,30.8,30.8,0,0.10,0.12,2.45,2.75
65122,13.5,40.5,108.13,0,809,3.652,1.88,32.2,7.51,9.52,30.8,30.8,0,0.10,0.12,2.45,2.75
65320,13.5,40.5,104.45,0,811,3.588,1.88,32.2,7.69,9.98,30.8,30.8,0,0.10,0.12,2.45,2.75
65482,13.4,40.5,104.57,0,810,3.548,2.25,32.2,7.83,10.35,30.8,30.8,0,0.10,0.12,2.45,2.75
65682,13.5,40.5,104.28,0,799,3.488,3.00,32.2,8.02,10.80,30.8,30.8,0,0.10,0.12,2.45,2.75
65880,13.5,40.5,105.87,0,787,3.516,3.38,32.2,8.20,11.25,30.8,30.8,0,0.10,0.12,2.45,2.75
66081,13.5,40.5,107.09,0,778,3.544,3.75,32.2,8.38,11.62,30.8,30.8,0,0.10,0.12,2.45,2.75
66280,13.5,40.5,106.95,0,779,3.576,3.75,32.2,8.57,11.99,30.8,30.8,0,0.10,0.12,2.45,2.75
66481,13.5,40.5,106.82,0,780,3.588,3.75,32.2,8.75,12.36,30.8,30.8,0,0.10,0.12,2.45,2.75
66641,13.5,40.5,106.82,0,780,3.584,4.12,32.2,8.90,12.65,30.8,30.8,0,0.10,0.12,2.45,2.75
66802,13.5,40.5,105.04,0,780,3.576,4.12,32.2,9.04,12.94,30.8,30.8,0,0.10,0.12,2.45,2.75
67001,13.5,40.5,105.04,0,780,3.560,4.12,32.2,9.23,13.31,30.8,30.8,0,0.10,0.12,2.45,2.75
67161,13.4,40.5,104.49,0,784,3.532,3.75,32.2,9.37,13.63,30.8,30.8,0,0.10,0.12,2.45,2.75
67360,13.5,40.5,105.17,0,779,3.536,3.75,32.2,9.56,14.03,30.8,30.8,0,0.10,0.12,2.45,2.75
67520,13.5,40.5,104.19,0,773,3.544,4.50,32.2,9.70,14.32,30.8,30.8,0,0.10,0.12,2.45,2.75
67681,13.5,40.5,103.79,0,776,3.516,4.12,32.2,9.85,14.61,30.8,30.8,0,0.10,0.12,2.45,2.75
67841,13.5,40.5,104.19,0,773,3.516,4.12,32.2,10.00,14.91,30.8,30.8,0,0.10,0.12,2.45,2.75
68000,13.5,41.2,103.92,0,775,3.524,4.50,32.2,10.14,15.20,30.8,30.8,0,0.10,0.12,2.45,2.75
68201,13.5,41.2,101.73,0,778,3.520,4.12,32.2,10.32,15.56,30.8,30.8,0,0.10,0.12,2.45,2.75
68401,13.5,41.2,100.59,0,773,3.488,4.12,32.2,10.51,15.93,30.8,30.8,0,0.10,0.12,2.45,2.75
68560,13.4,41.2,101.25,0,768,3.468,4.50,32.2,10.65,16.19,30.8,30.8,0,0.10,0.12,2.45,2.75
68720,13.5,41.2,101.52,0,766,3.432,5.25,32.2,10.80,16.19,30.8,30.8,0,0.10,0.12,2.45,2.75
68880,13.5,41.2,100.36,0,761,3.432,5.25,32.2,10.95,14.20,30.8,30.8,0,0.10,0.12,2.45,2.75
69041,13.5,41.2,99.85,0,751,3.436,5.25,32.2,11.09,13.90,30.8,30.8,0,0.10,0.12,2.45,2.75
69202,13.5,41.2,102.24,0,747,3.444,5.62,32.2,11.24,13.61,30.8,30.8,0,0.10,0.12,2.45,2.75
69401,13.4,41.2,101.46,0,739,3.480,6.38,32.2,11.42,13.25,30.8,30.8,0,0.10,0.12,2.45,2.75
69601,13.5,41.2,101.61,0,738,3.456,6.38,32.2,11.61,15.24,30.8,30.8,0,0.10,0.12,2.45,2.75
69800,13.5,41.2,102.01,0,735,3.444,6.38,32.2,11.79,15.61,30.8,30.8,0,0.10,0.12,2.45,2.75
69960,13.5,41.2,104.34,0,732,3.488,6.38,32.2,11.94,15.90,30.8,30.8,0,0.10,0.12,2.45,2.75
70122,13.5,41.2,102.01,0,735,3.488,6.00,32.2,12.08,16.19,30.8,30.8,0,0.10,0.12,2.45,2.75
70322,13.5,41.2,103.77,0,736,3.544,6.00,32.2,12.27,16.56,30.8,30.8,0,0.10,0.12,2.45,2.75
70522,13.4,41.2,103.62,0,737,3.548,5.62,32.2,12.45,16.93,30.8,30.8,0,0.10,0.12,2.45,2.75
70722,13.5,41.2,103.07,0,741,3.552,5.62,32.2,12.63,17.29,30.8,30.8,0,0.10,0.12,2.45,2.75
70921,13.4,41.2,102.79,0,743,3.560,5.62,32.2,12.82,17.66,30.8,30.8,0,0.10,0.12,2.45,2.75
71080,13.4,41.2,102.37,0,746,3.552,5.25,32.2,12.96,17.95,30.8,30.8,0,0.10,0.12,2.45,2.75
71240,13.4,41.2,104.23,0,746,3.560,4.88,32.2,13.11,18.24,30.8,30.8,0,0.10,0.12,2.45,2.75
71400,13.4,41.2,102.24,0,747,3.564,4.50,32.2,13.25,16.27,30.8,30.8,0,0.10,0.12,2.45,2.75
71562,13.5,41.2,104.11,0,747,3.576,4.12,32.2,13.40,15.98,30.8,30.8,0,0.10,0.12,2.45,2.75
71762,13.5,41.2,104.93,0,741,3.600,4.50,32.2,13.58,15.62,30.8,30.8,0,0.10,0.12,2.45,2.75
71961,13.5,42.0,105.65,0,736,3.624,5.25,32.2,13.77,15.25,30.8,30.8,0,0.10,0.12,2.45,2.75
72121,13.5,42.0,105.23,0,739,3.632,4.88,32.2,13.91,16.69,30.8,30.8,0,0.10,0.12,2.45,2.75
72321,13.5,42.0,105.08,0,740,3.640,4.88,32.2,14.10,16.89,30.8,30.8,0,0.10,0.12,2.45,2.75
72521,13.5,42.0,104.38,0,745,3.644,4.12,32.2,14.28,17.07,30.8,30.8,0,0.10,0.12,2.45,2.75
72681,13.5,42.0,104.93,0,741,3.648,4.50,32.2,14.43,17.22,30.8,30.8,0,0.10,0.12,2.45,2.75
72841,13.5,42.0,104.38,0,745,3.652,4.12,32.2,14.57,17.36,30.8,30.8,0,0.10,0.12,2.45,2.75
73001,13.5,42.0,104.11,0,747,3.656,3.75,32.2,14.72,17.51,30.8,30.8,0,0.10,0.12,2.45,2.75
73200,13.5,42.0,103.96,0,748,3.660,3.75,32.2,14.90,17.69,30.8,30.8,0,0.10,0.12,2.45,2.75
73361,13.5,42.0,104.11,0,747,3.664,3.75,32.2,15.05,17.84,30.8,30.8,0,0.10,0.12,2.45,2.75
73521,13.5,42.0,104.66,0,743,3.668,4.50,32.2,15.20,16.56,30.8,30.8,0,0.10,0.12,2.45,2.75
73721,13.5,42.0,103.96,0,748,3.672,3.75,32.2,15.38,16.38,30.8,30.8,0,0.10,0.12,2.45,2.75
73921,13.5,42.0,105.95,0,747,3.676,3.75,32.2,15.56,16.20,30.8,30.8,0,0.10,0.12,2.45,2.75
74120,13.4,42.0,105.95,0,747,3.704,3.75,32.2,15.74,16.01,30.8,30.8,0,0.10,0.12,2.45,2.75
74280,13.5,42.0,105.53,0,750,3.708,3.38,32.2,15.89,15.87,30.8,30.8,0,0.10,0.12,2.45,2.75
74440,13.5,42.0,105.40,0,751,3.716,3.38,32.2,16.04,17.12,30.8,30.8,0,0.10,0.12,2.45,2.75
74601,13.5,42.0,105.53,0,750,3.724,3.38,32.2,16.18,17.26,30.8,30.8,0,0.10,0.12,2.45,2.75
74800,13.5,42.0,105.25,0,752,3.732,3.00,32.2,16.37,17.44,30.8,30.8,0,0.10,0.12,2.45,2.75
74961,13.5,42.0,107.09,0,752,3.744,3.00,32.2,16.51,17.59,30.8,30.8,0,0.10,0.12,2.45,2.75
75122,13.5,42.0,106.95,0,753,3.768,3.00,32.2,16.66,17.74,30.8,30.8,0,0.10,0.12,2.45,2.75
75321,13.5,42.0,104.83,0,755,3.760,2.62,32.2,16.83,17.92,30.8,30.8,0,0.10,0.12,2.45,2.75
75481,13.5,42.0,106.39,0,757,3.768,2.62,32.2,16.83,18.02,30.8,30.8,0,0.10,0.12,2.45,2.75
75640,13.5,42.0,106.52,0,756,3.720,2.62,32.2,15.38,18.02,30.8,30.8,0,0.10,0.12,2.45,2.75
75801,13.5,42.0,106.82,0,754,3.720,2.62,32.2,15.24,16.53,30.8,30.8,0,0.10,0.12,2.45,2.75
75962,13.5,42.0,106.82,0,754,3.720,2.62,32.2,15.09,16.39,30.8,30.8,0,0.10,0.12,2.45,2.75
76161,13.5,42.0,107.39,0,750,3.720,3.38,32.2,14.91,16.20,30.8,30.8,0,0.10,0.12,2.45,2.75
76360,13.5,42.0,106.95,0,753,3.724,3.00,32.2,14.72,16.02,30.8,30.8,0,0.10,0.12,2.45,2.75
76521,13.5,42.0,106.52,0,756,3.720,2.62,32.2,14.58,15.87,30.8,30.8,0,0.10,0.12,2.45,2.75
76720,13.5,42.0,106.95,0,753,3.708,3.00,32.2,14.39,15.69,30.8,30.8,0,0.10,0.12,2.45,2.75
76880,13.5,42.0,106.67,0,755,3.708,2.62,32.2,14.25,15.55,30.8,30.8,0,0.10,0.12,2.45,2.75
77041,13.5,42.8,106.82,0,754,3.732,2.62,32.2,15.75,15.40,30.8,30.8,0,0.10,0.12,2.45,2.75
77202,13.5,42.8,106.52,0,756,3.740,2.62,32.2,15.90,15.25,30.8,30.8,0,0.10,0.12,2.45,2.75
77400,13.5,42.8,106.67,0,755,3.748,2.62,32.2,16.08,15.07,31.6,30.8,0,0.10,0.12,2.45,2.75
77560,13.5,42.8,107.24,0,751,3.752,3.00,32.2,16.23,16.39,31.6,30.8,0,0.10,0.12,2.45,2.75
77761,13.5,42.8,107.52,0,749,3.760,3.38,32.2,16.41,16.58,31.6,30.8,0,0.10,0.12,2.45,2.75
77961,13.5,42.8,106.95,0,753,3.776,2.62,32.2,16.60,16.76,31.6,30.8,0,0.10,0.12,2.45,2.75
78161,13.5,42.8,106.52,0,756,3.780,2.62,32.2,16.72,16.94,31.6,30.8,0,0.10,0.12,2.45,2.75
78321,13.5,42.8,106.39,0,757,3.776,2.25,32.2,16.72,17.09,31.6,30.8,0,0.10,0.12,2.45,2.75
78481,13.5,42.8,105.97,0,760,3.728,2.25,32.2,15.23,17.23,31.6,31.5,0,0.10,0.12,2.45,2.75
