Time (msec),* Engine Load (mg/stroke),* Fuel Injector Pulse Width (ms),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Oil Temperature (°C),* Engine Speed (RPM)
96682,144.24,3.472,2.92,3.13,104.1,1935
96800,146.70,3.500,2.92,3.13,104.1,1931
96879,150.79,3.704,2.92,3.13,104.1,1934
96959,175.73,3.604,0.27,3.13,104.1,1936
97041,182.38,3.828,-0.34,3.13,104.1,1934
97161,180.48,4.100,1.41,0.02,104.1,1939
97281,181.37,4.236,2.45,1.59,104.1,1937
97359,179.67,4.308,3.15,2.28,104.1,1940
97439,180.90,4.336,3.58,2.63,104.1,1942
97520,180.37,4.340,3.58,2.63,104.1,1940
97601,179.20,4.336,3.58,2.63,104.1,1945
97720,179.92,4.328,3.58,2.63,104.1,1945
97801,177.40,4.328,3.58,2.63,104.1,1949
97921,175.71,4.308,3.58,2.63,104.1,1952
98040,180.60,4.312,3.58,2.63,104.1,1953
98120,178.44,4.336,3.58,2.63,104.1,1961
98201,176.60,4.328,3.58,-0.02,104.1,1958
98281,172.06,4.192,0.85,-0.71,104.1,1961
98399,165.15,4.056,-0.19,0.68,104.1,1959
98480,159.50,3.920,-0.85,1.33,104.1,1959
98560,152.72,3.880,0.74,1.99,104.1,1964
98640,149.90,3.784,1.38,2.63,104.1,1964
98722,147.93,3.720,2.00,2.63,104.1,1962
98840,143.90,3.648,2.92,2.63,104.1,1959
98960,143.18,3.576,3.80,2.63,104.1,1959
99079,142.25,3.520,4.02,2.63,104.1,1962
99159,143.46,3.508,4.02,2.63,104.1,1965
99240,143.75,3.500,4.02,2.63,104.1,1961
99320,140.98,3.484,4.02,2.63,104.1,1960
99402,139.58,3.468,4.02,2.63,104.1,1960
99520,140.28,3.436,4.02,-0.30,104.1,1960
99600,139.79,3.440,4.02,-0.87,104.1,1957
99680,140.43,3.424,4.02,0.66,104.1,1958
99760,139.15,3.424,4.02,1.17,104.1,1956
99841,139.71,3.344,1.34,1.71,104.1,1958
99961,138.65,3.296,0.57,2.48,104.1,1953
100080,137.71,3.256,-0.20,2.80,104.1,1946
100161,138.71,3.244,-0.72,2.80,104.1,1952
100241,138.43,3.228,-1.23,2.80,104.1,1946
100361,136.93,3.280,1.35,2.80,104.1,1947
100480,135.72,3.296,2.12,2.80,104.1,1944
100560,138.01,3.288,2.12,2.80,104.1,1942
100640,137.35,3.300,2.12,2.80,104.1,1941
100720,136.72,3.284,2.12,2.80,104.1,1940
100801,138.86,3.288,2.12,0.52,104.1,1940
100920,184.86,3.892,2.12,-0.25,104.1,1938
101001,243.11,4.592,2.12,-0.87,104.1,1942
101080,239.15,4.968,2.12,-1.59,104.1,1951
101159,231.20,5.188,2.12,-2.37,104.1,1946
101241,213.64,5.096,2.12,-3.18,104.1,1937
101361,204.00,4.852,-1.03,-4.39,104.1,1940
101481,195.10,4.640,-2.21,-2.74,104.1,1936
101560,185.24,4.600,-0.92,-1.97,104.1,1949
101641,185.39,4.524,-0.16,-1.21,104.1,1940
101760,179.92,4.420,0.94,-0.11,105.6,1945
101841,183.53,4.472,1.67,0.62,105.6,1937
101960,173.67,4.404,2.76,1.71,105.6,1943
102040,170.35,4.344,3.45,2.40,105.6,1940
102120,170.54,4.292,4.15,3.10,105.6,1938
102201,169.01,4.264,4.84,3.79,105.6,1939
102320,164.24,4.208,5.27,4.63,105.6,1936
102401,159.65,4.120,5.27,4.63,105.6,1931
102521,158.20,4.024,5.27,4.63,105.6,1931
102600,157.40,3.988,5.27,4.63,105.6,1932
102679,154.37,3.928,5.27,4.63,105.6,1934
102760,151.97,3.872,5.27,4.63,104.1,1928
102840,153.25,3.860,5.27,4.63,104.1,1921
102920,150.60,3.816,5.27,4.63,104.1,1918
103001,149.22,3.792,5.27,4.63,104.1,1917
103081,153.08,3.680,2.91,2.34,104.1,1914
103200,152.50,3.636,2.03,1.46,104.1,1912
103280,150.49,3.604,1.44,0.88,104.1,1910
103360,147.89,3.564,0.87,0.30,104.1,1906
103440,151.36,3.540,0.32,-0.25,104.1,1899
103521,150.53,3.536,-0.23,1.41,104.1,1891
103601,152.17,3.616,2.11,1.96,104.1,1889
103721,153.39,3.652,2.94,2.79,104.1,1883
103839,149.11,3.676,3.58,3.35,105.6,1881
103920,151.74,3.676,3.58,3.35,105.6,1876
104000,148.44,3.652,3.58,3.35,105.6,1871
104081,148.90,3.648,3.58,3.35,105.6,1865
104160,145.85,3.612,3.58,3.35,105.6,1866
104240,147.23,3.604,3.58,3.35,105.6,1858
104319,145.98,3.600,3.58,3.35,105.6,1855
104399,148.63,3.588,3.58,3.35,105.6,1850
104480,158.54,3.644,3.58,3.35,105.6,1848
104560,166.02,3.696,1.33,0.97,105.6,1840
104640,167.23,3.768,0.78,0.42,105.6,1835
104721,173.86,3.840,0.23,-0.13,105.6,1829
104840,192.41,4.128,1.75,1.98,105.6,1826
104921,212.71,4.424,2.37,2.60,105.6,1828
105041,221.63,4.880,3.37,3.60,105.6,1817
105120,217.45,5.056,4.07,4.29,105.6,1820
105201,216.39,5.192,4.80,5.03,105.6,1816
105320,214.63,5.248,4.80,5.12,105.6,1818
105400,203.32,5.084,2.35,5.12,105.6,1810
105480,190.92,4.868,1.62,5.12,105.6,1811
105560,180.28,4.724,0.92,5.12,105.6,1810
105641,177.51,4.512,0.25,5.12,105.6,1807
105760,172.53,4.304,-0.74,5.12,105.6,1803
105840,175.98,4.332,1.68,5.12,105.6,1799
105921,175.52,4.308,2.30,5.12,105.6,1796
106040,174.73,4.296,3.24,2.01,105.6,1788
106120,170.66,4.292,3.86,1.39,105.6,1790
106201,172.61,4.296,4.48,2.88,105.6,1786
106320,171.05,4.296,5.34,3.82,105.6,1786
106399,171.05,4.188,2.89,4.39,105.6,1778
106480,177.76,4.376,2.34,4.94,105.6,1781
106562,239.66,4.772,1.75,5.53,105.6,1773
106681,326.83,6.600,0.70,5.84,105.6,1793
106800,322.79,7.176,-0.59,5.84,105.6,1794
106880,314.86,7.216,-1.50,5.84,105.6,1795
106960,304.56,7.148,-2.42,5.84,105.6,1801
107040,303.31,7.048,-3.33,5.84,105.6,1813
107120,295.81,7.160,-1.17,5.84,105.6,1812
107201,298.97,7.188,-0.25,5.84,105.6,1830
107280,294.20,7.212,0.67,3.69,105.6,1822
107360,293.59,7.248,1.58,2.78,105.6,1840
107440,295.30,7.264,2.50,1.86,105.6,1834
107521,284.18,7.248,3.43,0.93,105.6,1852
107599,287.91,7.292,4.38,2.16,105.6,1857
107680,290.90,7.328,5.33,3.12,105.6,1857
107761,289.71,7.308,6.16,4.07,105.6,1855
107881,289.46,7.164,4.01,5.50,105.6,1871
107962,286.62,7.104,3.06,6.45,105.6,1875
108080,289.50,7.000,1.63,7.64,105.6,1890
108161,300.24,7.256,3.07,7.64,105.6,1901
108242,304.22,7.424,4.02,4.92,105.6,1908
108361,309.16,7.672,5.46,3.48,105.6,1909
108480,306.83,7.828,6.94,5.64,105.6,1928
108560,307.38,7.888,7.69,6.63,105.6,1929
108641,304.31,7.720,5.56,7.62,105.6,1944
108760,302.74,7.600,4.08,5.74,105.6,1954
108841,304.90,7.476,3.09,4.76,105.6,1963
108959,257.73,6.948,1.58,3.24,105.6,1972
109041,216.84,6.424,3.96,2.27,105.6,1966
109120,192.68,6.008,4.32,1.32,105.6,1982
109203,191.47,5.308,1.99,0.41,105.6,1980
109320,182.32,4.852,0.69,1.56,105.6,1988
109402,174.88,4.792,2.12,2.39,105.6,1985
109520,161.07,4.504,3.31,3.57,105.6,1983
109601,162.00,4.356,4.07,4.33,105.6,1980
109721,159.90,4.200,4.34,4.60,105.6,1980
109840,158.50,3.988,1.69,1.52,105.6,1980
109919,160.45,3.908,1.00,0.83,105.6,1982
110002,160.45,3.872,0.30,0.13,105.6,1982
110120,160.85,3.856,1.35,1.52,105.6,1977
110200,160.70,3.876,2.01,2.19,105.6,1970
110280,157.65,3.888,2.67,2.85,105.6,1973
110360,161.43,3.904,3.33,3.51,105.6,1970
110441,160.18,3.892,3.33,3.67,105.6,1968
110560,163.16,3.784,0.42,0.68,105.6,1966
110640,160.32,3.772,-0.20,0.06,105.6,1966
110721,160.32,3.744,-0.82,-0.56,105.6,1966
110841,156.81,3.692,-1.76,-1.49,105.6,1957
110960,143.84,3.644,0.46,0.57,105.6,1950
111039,142.38,3.580,1.05,1.16,105.6,1941
111121,137.06,3.484,1.63,1.45,105.6,1935
111200,131.91,3.408,1.78,-1.24,105.6,1937
111280,131.84,3.244,-0.89,-1.77,105.6,1938
111360,129.89,3.160,-1.40,-2.28,105.6,1935
111442,129.24,3.080,-1.92,-2.79,105.6,1934
111561,128.67,3.108,0.15,-0.15,105.6,1921
111641,128.07,3.080,0.66,0.36,105.6,1919
111761,126.82,3.092,1.43,1.13,105.6,1916
111841,126.38,3.068,1.91,1.60,105.6,1912
111962,127.22,3.068,2.50,2.32,105.6,1910
112081,125.23,2.976,-0.13,0.11,105.6,1896
112161,123.83,2.944,-0.60,-0.37,105.6,1895
112280,124.36,2.888,-1.32,-1.08,105.6,1887
112361,121.74,2.908,-1.79,-1.56,105.6,1882
112480,121.59,2.916,-0.21,-2.21,105.6,1873
112562,122.46,2.904,0.23,0.15,105.6,1871
112681,121.82,2.920,0.89,0.81,105.6,1858
112759,123.58,2.916,1.27,1.25,105.6,1854
112840,118.92,2.836,-1.14,1.69,105.6,1845
112920,116.71,2.792,-1.58,-0.83,105.6,1844
113000,114.83,2.740,-2.02,-1.27,105.6,1838
113081,112.69,2.696,-2.46,-1.71,105.6,1836
113200,114.83,2.652,-3.12,-2.37,105.6,1826
113280,119.91,2.636,-3.55,-2.81,105.6,1818
113360,121.08,2.712,-1.58,-3.19,105.6,1812
113440,121.21,2.760,-1.18,-1.06,105.6,1810
113521,120.66,2.784,-0.74,-0.62,105.6,1807
113602,121.36,2.800,-0.30,-0.18,105.6,1808
113720,121.72,2.820,0.34,0.46,105.6,1791
113801,121.80,2.764,-1.74,0.89,105.6,1790
113881,120.27,2.768,-2.14,-1.36,105.6,1778
114000,121.23,2.764,-2.74,-1.96,105.6,1764
114081,122.67,2.772,-3.15,-2.36,105.6,1766
114161,125.15,2.824,-1.26,-2.77,105.6,1753
114240,123.50,2.848,-0.86,-0.73,105.6,1754
114321,123.14,2.864,-0.46,-0.33,105.6,1748
114401,122.82,2.888,-0.05,0.07,105.6,1741
114481,125.44,2.908,0.35,0.48,105.6,1738
114560,127.99,2.940,0.75,0.88,105.6,1736
114640,126.08,2.888,-1.65,1.28,105.6,1740
114719,128.05,3.328,-2.05,1.69,105.6,1735
114800,190.05,3.472,-2.47,2.10,105.6,1739
114880,258.01,4.568,-2.96,-0.58,105.6,1733
114960,254.30,4.856,-3.57,-1.20,105.6,1742
115040,247.46,5.176,-4.26,-1.88,105.6,1734
115120,239.53,5.204,-4.99,-2.61,105.6,1745
115200,234.87,5.200,-5.72,-3.34,105.6,1750
115281,233.28,5.160,-6.45,-4.08,105.6,1756
115360,232.22,5.116,-7.18,-4.81,105.6,1764
115441,232.88,5.200,-5.13,-3.48,105.6,1759
115521,228.58,5.240,-4.40,-2.75,105.6,1774
115601,226.99,5.244,-3.66,-2.02,105.6,1768
115681,225.59,5.260,-2.93,-1.29,105.6,1779
115760,227.54,5.292,-2.20,-0.55,105.6,1776
115842,225.86,5.312,-1.47,0.18,105.6,1783
115962,224.95,5.368,-0.34,1.31,105.6,1784
116080,224.34,5.408,0.82,2.46,105.6,1795
116161,225.38,5.424,1.59,3.23,105.6,1793
116281,222.90,5.488,2.74,4.38,105.6,1788
116361,223.32,5.520,3.51,5.15,105.6,1797
116440,230.93,5.580,4.28,5.92,105.6,1804
116522,266.55,6.064,5.05,6.69,105.6,1813
116640,351.33,7.748,6.30,7.84,105.6,1830
116721,338.68,8.128,6.53,7.84,105.6,1841
116840,322.26,8.196,6.53,4.76,105.6,1840
116920,321.56,7.984,3.67,3.78,105.6,1844
117001,315.50,7.888,2.70,2.81,105.6,1853
117120,317.00,7.704,1.22,1.32,105.6,1853
117201,309.82,7.776,2.39,2.50,105.6,1869
117320,299.37,7.660,3.83,3.94,105.6,1874
117400,291.11,7.592,4.78,4.89,105.6,1889
117481,290.47,7.468,5.02,5.84,105.6,1898
117601,282.55,7.276,5.02,3.60,105.6,1902
117681,286.17,7.036,2.31,2.65,105.6,1907
117801,280.20,6.840,0.86,1.21,105.6,1923
117880,270.19,6.812,3.05,3.87,105.6,1917
117962,272.95,6.788,4.00,4.82,105.6,1918
118081,266.21,6.796,5.43,6.25,105.6,1930
118201,264.77,6.764,6.86,7.68,105.6,1930
118281,263.92,6.832,7.21,8.27,105.6,1931
118360,260.68,6.748,7.21,8.27,105.6,1939
118441,259.11,6.700,7.21,5.43,105.6,1940
118521,262.69,6.504,4.68,4.51,105.6,1940
118641,257.71,6.396,3.31,3.14,105.6,1956
118722,249.96,6.256,2.39,2.23,105.6,1950
118841,252.80,6.208,3.00,4.89,105.6,1950
118921,253.20,6.244,3.91,5.80,105.6,1947
119000,251.72,6.288,4.83,6.72,105.6,1953
119081,247.12,6.260,5.74,7.52,105.6,1950
119161,240.36,6.212,6.65,7.52,105.6,1947
119280,242.12,6.144,6.76,4.42,105.6,1950
119361,240.68,6.144,6.76,3.55,105.6,1956
119441,239.62,6.100,6.76,2.67,105.6,1953
119522,238.20,5.948,3.99,1.79,105.6,1953
119641,242.12,5.804,2.68,4.01,105.6,1950
119722,235.36,5.736,1.80,4.89,105.6,1953
119841,239.83,5.780,2.70,6.21,105.6,1934
119960,232.16,5.796,4.02,6.32,105.6,1950
120040,218.47,5.692,4.90,3.56,105.6,1926
120121,221.90,5.684,5.53,2.72,105.6,1940
120201,196.03,5.352,5.53,1.87,105.6,1941
120281,168.97,5.020,5.53,1.06,105.6,1923
120359,133.18,4.656,5.53,0.28,105.6,1929
120440,103.68,3.772,3.23,2.87,105.6,1915
120520,48.12,3.188,2.58,3.05,105.6,1904
120602,45.41,2.644,2.04,0.77,105.6,1896
120720,46.36,2.068,1.35,0.09,105.6,1887
120800,43.55,1.904,0.93,-0.34,105.6,1881
120881,44.05,1.768,0.53,-0.73,105.6,1859
121000,43.95,1.588,-0.02,-1.28,105.6,1832
121080,42.57,1.500,-0.38,-1.65,105.6,1826
121161,42.34,1.456,-0.75,-2.02,105.6,1836
121240,43.88,1.380,-1.11,-2.37,105.6,1803
121321,44.94,1.488,-1.44,-2.70,105.6,1792
121441,99.57,2.520,-1.93,-3.20,105.6,1785
121520,324.23,4.092,-2.27,-3.54,105.6,1786
121601,396.13,5.640,-2.84,-4.10,105.6,1879
121682,403.22,7.004,-3.64,-4.90,105.6,1722
121761,338.40,7.520,-4.47,-5.74,105.6,1781
121881,331.11,7.444,-5.83,-7.10,105.6,1753
122001,297.95,7.220,-7.23,-8.49,105.6,1813
122080,315.31,7.068,-8.12,-9.39,105.6,1744
122162,298.78,7.156,-6.40,-7.23,105.6,1794
122280,300.73,7.076,-5.05,-5.88,105.6,1764
122361,294.65,7.064,-4.15,-4.97,105.6,1805
122440,297.30,7.036,-3.23,-4.06,105.6,1789
122520,299.39,7.108,-2.32,-3.14,105.6,1795
122600,300.56,7.096,-1.40,-2.23,105.6,1788
122681,291.79,7.172,-0.48,-1.31,105.6,1799
122762,293.40,7.176,0.43,-0.40,105.6,1808
122881,296.15,7.248,1.80,0.98,105.6,1810
123002,300.60,7.380,3.18,2.35,105.6,1797
123120,293.52,7.452,4.55,3.72,105.6,1812
123202,292.23,7.492,5.47,4.64,105.6,1820
123321,297.19,7.588,6.84,6.01,105.6,1813
123441,292.91,7.612,7.30,7.39,105.6,1830
123560,291.55,7.416,5.03,8.19,105.6,1829
123640,293.95,7.340,4.12,6.04,105.6,1833
123721,291.19,7.212,3.20,5.12,105.6,1836
123802,289.92,7.132,2.26,4.18,105.6,1844
123920,286.89,7.228,4.20,4.73,105.6,1849
124001,287.04,7.296,5.16,5.68,105.6,1848
124120,280.73,7.284,6.55,7.07,105.6,1860
124201,281.74,7.248,7.00,7.65,105.6,1868
124321,304.39,7.624,7.00,5.38,105.6,1875
124441,348.64,7.956,3.81,3.96,105.6,1884
124521,340.78,8.152,4.70,6.08,105.6,1899
124641,338.96,8.544,6.22,7.60,105.6,1905
124761,336.67,8.664,7.36,8.74,105.6,1918
124880,336.77,8.492,4.76,6.28,105.6,1938
124961,337.47,8.428,3.70,5.22,105.6,1934
125081,340.25,8.348,2.11,3.62,105.6,1955
125160,348.60,8.440,1.05,2.56,105.6,1956
125241,361.29,8.648,2.78,4.43,105.6,1968
125320,363.30,8.760,3.19,5.53,105.6,1980
125401,362.65,9.088,4.29,6.62,105.6,1995
125482,375.70,9.388,5.26,7.74,105.6,1996
125601,378.67,9.500,2.23,5.84,105.6,2017
125680,392.35,9.492,1.10,4.71,105.6,2021
125761,389.07,9.424,-0.08,3.53,105.6,2038
125841,396.27,9.428,-1.25,2.36,105.6,2036
125921,404.94,9.976,1.18,4.49,105.6,2061
126041,409.03,10.276,3.05,6.36,105.6,2071
126161,416.21,10.228,1.77,7.32,105.6,2092
126280,413.65,10.136,-0.15,4.13,105.6,2115
126360,410.20,9.944,-1.44,2.83,105.6,2126
126441,409.26,9.932,-0.69,1.52,105.6,2141
126560,411.57,10.252,1.28,1.92,105.6,2156
126641,416.21,10.416,2.60,3.24,105.6,2172
126760,415.03,10.404,1.70,5.22,105.6,2195
126840,417.80,10.268,0.38,6.54,105.6,2207
126920,417.49,11.288,0.00,5.88,105.6,2222
127001,416.53,11.312,0.00,5.22,105.6,2237
127082,419.43,11.368,0.00,4.56,105.6,2248
127201,415.45,11.220,0.00,3.57,105.6,2273
127280,417.57,11.148,0.00,2.91,105.6,2298
127362,418.71,11.180,0.00,2.25,105.6,2305
127481,416.85,10.028,0.00,1.27,105.6,2332
127560,404.52,9.712,0.00,0.61,105.6,2331
127640,374.87,9.156,-0.68,-1.72,105.6,2356
127721,297.15,8.520,1.00,-0.65,105.6,2346
127800,256.95,7.220,2.24,0.58,105.6,2378
127881,232.03,6.624,2.84,1.77,105.6,2370
127961,212.07,5.784,0.62,2.91,105.6,2377
128040,188.29,5.200,-0.45,3.98,105.6,2382
128120,153.78,4.608,1.74,4.98,105.6,2375
128201,89.00,3.960,2.68,5.46,105.6,2387
128280,65.12,3.208,3.55,5.46,105.6,2367
128361,61.39,2.616,0.92,2.74,105.6,2375
128481,56.51,2.072,-0.01,1.81,105.6,2359
128600,54.92,1.856,-0.83,0.99,105.6,2351
128680,55.20,1.724,-1.34,0.48,105.6,2339
128761,55.35,1.628,-1.82,-0.00,105.6,2333
128881,54.92,1.528,-2.53,-0.71,105.6,2300
128961,54.50,1.504,-3.01,-1.19,105.6,2318
129041,59.67,1.484,-3.48,-1.67,105.6,2327
129121,73.21,1.620,-3.96,-2.14,105.6,2314
129201,98.75,1.760,-4.44,-2.62,105.6,2306
129321,145.30,2.720,-5.19,-3.37,105.6,2284
129401,168.95,3.112,-5.76,-3.95,105.6,2285
129482,176.49,3.368,-6.44,-4.62,105.6,2266
129600,185.07,3.788,-7.57,-5.76,105.6,2281
129682,219.32,4.308,-8.39,-6.57,105.6,2273
129800,289.86,5.240,-9.74,-7.92,105.6,2266
129880,296.17,5.676,-10.74,-8.93,105.6,2288
129960,290.15,5.912,-9.12,-7.85,105.6,2259
130041,276.38,6.056,-8.02,-6.75,105.6,2281
130161,274.33,6.068,-6.37,-5.10,105.6,2278
130281,268.29,6.060,-4.72,-3.46,105.6,2293
130360,266.93,6.076,-3.62,-2.36,105.6,2289
130440,262.69,6.128,-2.52,-1.26,105.6,2310
130520,259.43,6.064,-1.45,-0.19,105.6,2291
130602,252.10,6.072,-0.39,0.88,105.6,2319
130720,246.46,6.052,1.20,2.47,105.6,2310
130801,228.45,5.812,2.25,3.51,105.6,2322
130922,220.08,5.596,3.77,4.66,105.6,2322
131041,208.21,5.356,4.88,1.35,105.6,2321
131122,202.98,5.188,4.88,0.39,105.6,2326
131242,191.20,4.820,1.48,-1.03,105.6,2324
131362,178.86,4.460,0.12,1.00,105.6,2329
131481,186.22,4.316,-1.20,2.32,105.6,2334
131560,183.67,4.372,-0.04,3.20,105.6,2336
131640,182.89,4.348,0.84,3.97,105.6,2331
131720,175.37,4.300,1.70,3.97,105.6,2328
131800,173.65,4.252,2.54,1.37,105.6,2327
131881,169.39,4.160,2.54,0.53,105.6,2328
131960,157.55,4.040,2.54,-0.29,105.6,2327
132040,146.04,3.732,-0.34,-1.09,105.6,2320
132121,134.60,3.504,-1.09,-1.85,105.6,2311
132241,128.54,3.168,-2.15,-2.91,105.6,2312
132359,125.57,2.996,-3.14,-1.02,105.6,2311
132440,124.05,2.988,-1.26,-0.37,105.6,2306
132521,125.02,2.952,-0.64,0.25,105.6,2299
132601,124.70,2.940,-0.01,0.88,105.6,2294
132720,121.93,2.928,0.91,1.80,105.6,2289
132801,123.52,2.936,1.35,2.38,105.6,2282
132920,122.39,2.940,1.35,2.38,105.6,2269
133001,120.72,2.916,1.35,-0.09,105.6,2266
133080,121.04,2.828,-1.20,-0.67,105.6,2260
133160,119.98,2.796,-1.78,-1.26,105.6,2257
133240,121.69,2.756,-2.37,-1.84,105.6,2248
133321,120.10,2.736,-2.95,-2.43,105.6,2243
133440,120.25,2.792,-1.61,-0.50,105.6,2240
133521,118.77,2.788,-1.03,0.08,105.6,2233
133600,120.23,2.812,-0.44,0.67,105.6,2229
133682,119.36,2.812,-0.44,1.04,105.6,2222
133801,121.78,2.820,-0.44,1.04,105.6,2212
133880,120.80,2.812,-0.44,-1.47,105.6,2207
133960,122.29,2.732,-3.09,-2.05,105.6,2203
134040,119.62,2.716,-3.68,-2.64,105.6,2194
134121,120.00,2.700,-4.26,-3.22,105.6,2187
134201,118.94,2.736,-2.61,-1.29,105.6,2183
134320,112.41,2.616,-1.78,-0.47,105.6,2174
134401,91.54,2.532,-1.23,0.08,105.6,2169
134521,72.41,2.260,-0.46,0.85,105.6,2148
134600,68.10,2.116,-0.40,0.91,105.6,2141
134680,66.03,2.040,-0.40,0.91,105.6,2145
134761,66.56,1.940,-0.40,0.91,105.6,2128
134881,63.40,1.808,-0.40,-1.83,105.6,2124
135000,54.27,1.664,-2.85,-2.49,105.6,2098
135081,52.70,1.580,-3.28,-2.91,105.6,2081
135162,53.23,1.524,-3.68,-3.32,105.6,2061
135280,51.07,1.416,-4.28,-3.92,105.6,2066
135360,50.58,1.352,-4.69,-4.32,105.6,2059
135440,52.53,1.320,-5.09,-4.73,105.6,2035
135520,51.07,1.296,-5.49,-5.13,105.6,2039
135602,51.58,1.276,-5.89,-5.53,105.6,2019
135720,52.47,1.260,-6.50,-6.13,105.6,2011
135801,54.33,1.256,-6.90,-6.54,105.6,1993
135921,54.33,1.248,-7.51,-7.14,105.6,1968
136040,54.71,1.252,-8.11,-7.75,105.6,1954
136120,56.53,1.248,-8.51,-8.15,105.6,1940
136200,55.43,1.252,-8.89,-8.52,105.6,1929
136281,55.79,1.244,-9.25,-8.89,105.6,1916
136401,57.76,1.256,-9.80,-9.44,105.6,1899
136480,59.67,1.260,-10.17,-7.54,105.6,1885
136560,62.87,1.364,-10.54,-7.18,105.6,1877
136641,75.86,1.588,-10.90,-6.81,105.6,1867
136720,101.58,1.576,-11.27,-6.44,105.6,1859
136800,124.34,1.772,-11.63,-6.08,105.6,1865
136880,142.10,2.396,-9.68,-5.68,105.6,1847
136961,165.03,2.884,-9.26,-5.27,105.6,1826
137080,187.09,3.416,-8.55,-4.56,105.6,1826
137161,205.35,3.944,-8.01,-4.02,105.6,1819
137241,232.71,4.520,-7.40,-3.41,105.6,1826
137321,273.31,5.124,-6.72,-2.73,105.6,1819
137441,305.71,5.936,-5.75,-2.45,105.6,1826
137521,319.65,6.460,-5.75,-5.09,105.6,1829
137601,304.31,6.496,-8.05,-5.97,105.6,1839
137681,315.67,6.624,-8.96,-6.89,105.6,1830
137760,298.21,6.688,-6.79,-5.18,105.6,1844
137841,290.28,6.680,-5.86,-4.25,105.6,1837
137922,289.43,6.704,-4.93,-3.31,105.6,1852
138040,286.70,6.756,-3.50,-1.89,105.6,1860
138121,285.20,6.756,-2.55,-0.93,105.6,1860
138200,284.39,6.788,-1.60,0.02,105.6,1875
138282,286.64,6.840,-0.65,0.97,105.6,1870
138401,285.66,6.944,0.78,2.40,105.6,1891
138481,287.15,6.968,1.73,3.35,105.6,1886
138561,283.27,7.040,2.68,4.30,105.6,1907
138641,286.95,7.072,3.61,5.23,105.6,1897
138720,283.97,7.136,4.54,6.16,105.6,1917
138801,287.82,7.200,5.50,7.11,105.6,1925
138881,283.48,7.228,6.45,8.07,105.6,1935
138961,282.61,7.244,7.40,8.30,105.6,1936
139040,271.72,7.152,7.52,8.30,105.6,1942
139121,261.21,6.968,7.52,5.55,105.6,1951
139201,257.84,6.648,4.77,4.60,105.6,1955
139280,247.05,6.356,3.85,3.68,105.6,1956
139362,205.75,5.940,2.93,2.76,105.6,1964
139481,199.78,5.556,1.61,1.44,105.6,1967
139562,184.63,5.180,0.74,0.57,105.6,1963
139682,197.07,4.908,-0.50,-0.67,105.6,1973
139801,199.78,4.880,0.94,1.17,105.6,1967
139921,200.69,4.852,2.14,2.37,105.6,1972
140001,203.21,4.880,2.93,3.17,105.6,1968
140082,200.58,4.908,3.71,3.95,105.6,1973
140201,201.60,4.944,4.90,5.14,105.6,1963
140282,195.97,4.980,5.68,5.82,105.6,1970
140401,200.69,4.952,5.78,5.82,105.6,1965
140481,200.20,4.956,5.78,5.82,105.6,1963
140561,200.29,4.952,5.78,3.55,105.6,1962
140639,199.08,4.856,3.51,2.78,105.6,1960
140721,199.19,4.820,2.74,2.01,105.6,1959
140801,201.81,4.796,1.97,1.24,105.6,1961
140881,207.09,4.804,1.20,0.47,105.6,1958
141001,204.67,4.780,0.05,1.76,105.6,1954
141121,211.50,4.896,1.92,2.92,105.6,1950
141201,206.62,4.972,2.70,3.70,105.6,1949
141281,207.05,5.020,3.51,4.50,105.6,1945
141362,205.10,5.040,4.31,4.71,105.6,1950
141482,203.66,5.044,4.72,4.71,105.6,1950
141601,200.20,4.980,4.72,2.34,105.6,1949
141721,196.96,4.924,4.72,1.18,105.6,1953
141801,195.12,4.760,2.16,0.41,105.6,1950
141880,187.28,4.660,1.39,1.90,105.6,1950
141960,187.57,4.568,0.64,2.65,105.6,1947
142042,187.04,4.504,-0.10,3.38,105.6,1945
142162,183.91,4.540,2.88,4.48,105.6,1948
142280,181.87,4.536,3.98,5.30,105.6,1947
142360,182.40,4.532,4.71,5.30,105.6,1949
142440,182.57,4.536,5.34,5.30,105.6,1947
142522,179.01,4.512,5.34,5.30,105.6,1947
142641,176.43,4.448,5.34,2.31,105.6,1944
142720,177.23,4.436,5.34,1.62,105.6,1943
142801,175.73,4.392,5.34,0.92,105.6,1944
142881,173.93,4.260,2.52,0.22,105.6,1940
142961,177.87,4.240,1.82,-0.47,105.6,1944
143041,176.09,4.196,1.13,0.92,105.6,1940
143121,173.23,4.164,0.43,1.62,105.6,1940
143202,173.93,4.104,-0.26,2.31,105.6,1940
143320,164.88,4.088,1.97,3.32,105.6,1937
143400,159.86,4.024,2.63,3.32,105.6,1937
143481,158.12,3.976,2.71,3.32,105.6,1932
143560,155.89,3.920,2.71,3.32,105.6,1933
143641,152.46,3.664,2.71,1.03,105.6,1931
143762,57.13,3.340,2.71,0.12,105.6,1920
143880,45.88,2.120,0.00,0.00,105.6,1937
143960,49.10,1.764,0.00,0.00,105.6,1866
144040,46.96,1.564,0.00,0.00,105.6,1774
144120,43.99,1.540,0.00,0.00,105.6,1673
144201,43.88,1.564,0.00,0.00,105.6,1582
144281,43.10,1.288,0.00,0.00,105.6,1482
144400,46.22,0.948,0.00,0.00,105.6,1322
