Time (msec),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Ignition Angle (° CRK),* Lambda Integrator - Bank 2 (%),* Lambda Integrator - Bank 1 (%)
0,83.87,745,2.272,9.38,0.88,4.82
119,82.87,754,2.272,8.25,1.04,4.99
198,83.19,751,2.272,8.62,1.15,5.10
278,83.76,746,2.276,9.38,1.26,5.21
359,84.21,742,2.276,9.38,1.37,5.32
440,83.64,747,2.280,9.00,1.48,5.43
559,83.76,746,2.284,9.00,1.65,5.59
640,83.64,747,2.284,9.00,1.76,5.70
760,83.87,745,2.292,9.38,1.92,5.86
878,82.77,755,2.292,8.25,2.09,6.03
959,82.77,755,2.280,8.25,2.20,6.14
1078,82.87,754,2.284,8.62,2.36,6.30
1159,82.98,753,2.284,8.62,2.47,6.41
1238,82.77,755,2.292,8.25,2.58,6.52
1318,83.19,751,2.292,9.00,2.69,6.63
1398,82.77,755,2.296,8.25,2.80,6.74
1479,82.98,753,2.296,8.62,2.91,6.85
1558,82.98,753,2.304,8.62,3.02,6.96
1638,82.87,754,2.304,8.25,3.13,7.07
1719,82.87,754,2.304,8.62,3.24,7.18
1799,82.77,755,2.308,8.25,3.35,7.29
1880,82.77,755,2.308,8.25,3.46,7.40
2000,82.77,755,2.312,8.25,3.63,7.57
2118,82.77,755,2.320,8.25,3.79,7.73
2199,83.09,752,2.316,8.62,3.90,7.84
2278,82.98,753,2.324,8.62,4.01,7.95
2359,82.98,753,2.320,8.62,4.12,8.06
2439,82.98,753,2.324,8.62,4.23,8.17
2559,83.09,752,2.328,8.62,4.40,8.34
2680,83.19,751,2.332,8.62,4.56,8.35
2798,83.19,751,2.296,8.62,4.72,6.60
2918,82.64,756,2.296,8.25,4.89,6.44
2999,80.71,757,2.276,8.25,5.00,6.33
3118,80.82,756,2.256,8.25,5.16,6.16
3198,80.92,755,2.248,8.25,5.27,6.05
3278,81.24,752,2.240,8.62,5.38,5.94
3359,82.11,744,2.240,9.38,5.49,5.83
3480,81.56,749,2.236,9.00,5.66,5.67
3599,81.69,748,2.236,9.00,5.82,5.50
3719,81.45,750,2.232,9.00,5.99,5.34
3805,81.45,750,2.228,9.00,6.10,5.23
3920,81.45,750,2.228,9.00,6.26,5.08
4038,81.03,754,2.260,8.25,6.43,6.80
4120,81.45,750,2.260,9.00,6.54,6.91
4240,81.45,750,2.264,9.00,6.70,7.08
4359,81.45,750,2.268,8.62,6.87,7.24
4440,81.69,748,2.268,9.00,6.98,7.35
4559,79.50,751,2.256,8.62,7.14,7.52
4643,79.61,750,2.248,8.62,7.25,7.63
4760,79.61,750,2.232,9.00,7.42,7.79
4880,79.29,753,2.228,8.62,7.58,7.96
5000,79.50,751,2.236,8.62,7.75,8.12
5118,79.82,748,2.240,9.00,7.91,8.29
5199,79.61,750,2.240,8.62,8.02,8.40
5320,79.72,749,2.244,9.00,8.19,8.56
5440,79.93,747,2.248,9.00,8.35,8.73
5560,79.82,748,2.248,9.00,8.52,8.89
5680,80.25,744,2.252,9.38,8.68,9.06
5799,80.35,743,2.256,9.38,8.84,9.22
5879,80.69,740,2.260,9.75,8.95,9.33
5958,80.46,742,2.264,9.38,9.06,9.44
6038,80.25,744,2.260,9.38,9.17,9.55
6159,79.61,750,2.264,8.62,9.34,9.71
6239,79.82,748,2.268,9.00,9.45,9.82
6360,79.29,753,2.236,8.25,9.61,8.04
6479,79.19,754,2.228,8.25,9.78,7.88
6560,79.82,748,2.224,9.00,9.89,7.77
6678,80.25,744,2.224,9.38,10.05,7.60
6758,79.93,747,2.220,9.00,10.16,7.49
6838,79.93,747,2.220,9.00,10.27,7.38
6918,80.14,745,2.216,9.38,10.38,7.27
6998,80.46,742,2.216,9.38,10.49,7.16
7079,80.03,746,2.212,9.00,10.60,7.05
7159,80.59,741,2.212,9.38,10.71,6.95
7240,80.14,745,2.208,9.00,10.82,6.84
7318,80.25,744,2.208,9.38,10.93,6.73
7399,80.35,743,2.204,9.38,11.04,6.62
7479,80.59,741,2.204,9.38,11.04,6.55
7558,78.28,745,2.228,9.00,11.04,8.20
7638,80.03,746,2.228,9.00,9.32,8.28
7719,79.72,749,2.232,9.00,9.21,8.35
7799,80.25,744,2.228,9.38,9.10,8.42
7879,77.96,748,2.224,9.00,8.99,8.50
7958,78.70,741,2.224,9.38,8.88,8.57
8039,78.17,746,2.220,9.00,8.77,8.64
8120,78.28,745,2.216,9.38,8.66,8.72
8239,78.49,743,2.220,9.38,8.49,8.82
8319,78.81,740,2.220,9.75,8.38,8.90
8400,78.06,747,2.220,9.00,8.27,8.97
8518,78.38,744,2.224,9.38,8.11,9.08
8598,77.85,749,2.220,9.00,8.00,9.15
8678,78.17,746,2.220,9.00,7.89,9.23
8759,78.49,743,2.224,9.38,7.78,9.30
8839,78.49,743,2.228,9.38,7.67,9.37
8959,78.91,739,2.224,9.75,7.50,9.48
9080,78.28,745,2.228,9.00,9.13,9.59
9199,78.70,741,2.228,9.38,9.30,9.70
9279,79.46,734,2.204,10.50,9.41,9.78
9398,79.02,738,2.240,9.75,9.57,9.89
9480,79.34,735,2.188,10.12,9.68,8.53
9599,79.46,734,2.220,9.75,9.85,8.42
9718,78.81,740,2.220,9.75,10.01,8.31
9799,78.70,741,2.220,9.38,10.12,8.23
9919,78.91,739,2.216,9.75,10.29,8.12
10039,78.38,744,2.212,9.38,10.45,8.01
10119,78.28,745,2.212,9.00,10.56,7.94
10239,78.49,743,2.204,9.38,10.72,7.83
10319,78.38,744,2.204,9.38,10.83,7.76
10398,78.38,744,2.204,9.38,10.94,7.69
10479,78.81,740,2.200,9.75,11.05,7.61
10559,78.91,739,2.204,9.75,11.16,7.54
10639,78.49,743,2.204,9.38,11.27,7.47
10719,78.81,740,2.196,9.75,9.60,7.39
10799,78.91,739,2.204,9.75,9.49,7.32
10919,79.02,738,2.200,9.75,9.33,7.21
10999,78.49,743,2.196,9.38,9.22,7.14
11078,78.91,739,2.196,9.75,9.11,8.46
11160,78.70,741,2.224,9.38,9.00,8.53
11280,78.49,743,2.228,9.38,8.83,8.64
11398,78.38,744,2.220,9.38,8.67,8.75
11479,77.77,750,2.212,8.62,8.56,8.82
11558,78.38,744,2.216,9.38,8.45,8.90
11640,77.96,748,2.216,9.00,8.34,8.97
11719,78.38,744,2.216,9.38,8.23,9.04
11839,78.06,747,2.220,9.00,8.07,9.15
11960,77.96,748,2.220,9.00,7.90,9.26
12080,78.17,746,2.224,9.00,7.74,9.37
12200,79.12,737,2.228,9.75,7.57,9.48
12319,78.70,741,2.232,9.38,7.41,9.59
12399,78.49,743,2.232,9.38,7.30,9.67
12479,79.02,738,2.228,9.75,7.19,9.74
12558,79.23,736,2.240,10.12,7.17,9.79
12639,79.23,736,2.240,10.12,8.85,9.79
12720,79.89,730,2.216,10.88,8.92,9.79
12839,79.89,730,2.208,10.88,9.03,8.33
12920,79.46,734,2.212,10.50,9.10,8.25
12999,79.57,733,2.212,10.50,9.18,8.18
13079,78.81,740,2.236,9.75,9.25,8.11
13159,78.91,739,2.228,9.75,9.32,8.03
13240,78.49,743,2.216,9.38,9.40,7.96
13360,79.23,736,2.216,10.12,9.51,7.85
13479,79.46,734,2.188,10.50,9.62,7.74
13558,78.91,739,2.220,9.75,9.69,7.67
13639,79.57,733,2.192,10.50,9.76,7.59
13718,78.91,739,2.220,9.75,9.84,7.52
13799,79.34,735,2.184,10.12,9.91,7.45
13880,78.70,741,2.212,9.38,9.98,7.37
13999,79.02,738,2.208,9.75,10.09,7.26
14079,78.28,745,2.196,9.00,10.16,7.19
14159,78.59,742,2.200,9.38,10.24,7.12
14240,78.38,744,2.196,9.38,10.31,7.04
14358,78.06,747,2.188,9.00,10.42,6.93
14440,78.59,742,2.184,9.38,10.49,6.86
14558,78.49,743,2.180,9.38,10.60,6.75
14638,78.70,741,2.204,9.38,9.17,8.13
14718,78.38,744,2.208,9.38,9.10,8.20
14799,78.81,740,2.208,9.75,9.02,8.28
14881,78.38,744,2.208,9.00,8.95,8.35
14999,78.49,743,2.212,9.38,8.84,8.46
15080,78.81,740,2.212,9.38,8.77,8.53
15160,79.12,737,2.224,9.75,8.70,8.61
15239,79.34,735,2.224,9.75,8.62,8.68
15319,79.02,738,2.232,9.75,8.55,8.75
15400,78.81,740,2.236,9.38,8.48,8.82
15479,78.70,741,2.236,9.38,8.40,8.90
15558,78.91,739,2.232,9.75,8.33,8.97
15640,79.02,738,2.240,9.75,8.26,9.04
15758,79.89,730,2.220,10.88,8.15,9.05
15839,79.67,732,2.232,10.50,8.07,9.05
15919,79.78,731,2.200,10.50,8.00,7.63
15999,79.23,736,2.200,10.12,7.93,7.56
16080,79.57,733,2.204,10.50,7.85,7.48
16199,79.78,731,2.200,10.50,9.30,7.37
16279,79.78,731,2.204,10.50,9.38,7.30
16359,78.19,728,2.200,11.25,9.45,7.23
16438,79.78,731,2.200,10.50,9.52,7.15
16520,78.91,739,2.224,9.75,9.60,7.08
16639,78.38,744,2.204,9.00,9.71,6.97
16718,78.59,742,2.224,9.38,9.78,8.35
16798,78.06,747,2.216,9.00,9.85,8.42
16879,77.77,750,2.208,8.62,9.93,8.50
16959,78.06,747,2.204,9.00,10.00,8.57
17040,78.06,747,2.204,9.00,10.07,8.64
17159,78.38,744,2.208,9.00,10.18,8.75
17239,79.02,738,2.212,9.75,10.22,8.82
17320,78.49,743,2.212,9.38,10.22,8.90
17439,79.23,736,2.224,9.75,8.82,9.01
17518,79.67,732,2.200,10.50,8.75,9.08
17599,79.78,731,2.220,10.50,8.68,9.15
17679,80.23,727,2.220,11.25,8.60,9.23
17759,80.33,726,2.240,11.25,8.53,9.30
17839,80.54,724,2.248,11.62,8.46,9.37
17919,80.54,724,2.264,11.62,8.38,9.45
17999,80.54,724,2.264,11.62,8.31,9.52
18079,80.99,720,2.272,12.38,8.24,9.53
18159,80.88,721,2.272,12.00,8.16,9.53
18279,80.78,722,2.256,12.00,8.05,8.11
18359,81.56,715,2.264,12.75,7.98,8.03
18479,80.99,720,2.260,12.38,7.87,7.92
18598,81.12,719,2.264,12.38,9.27,7.81
18678,81.45,716,2.264,12.75,9.34,7.74
18760,81.56,715,2.264,12.75,9.41,7.67
18880,82.13,710,2.284,13.12,9.52,7.56
18999,81.69,714,2.280,13.12,9.63,7.45
19119,81.45,716,2.272,12.75,9.74,7.34
19199,81.69,714,2.280,13.12,9.82,7.26
19280,81.69,714,2.280,13.12,9.89,7.19
19399,81.90,712,2.308,13.12,10.00,8.50
19479,83.15,718,2.312,12.38,10.07,8.57
19598,83.38,716,2.328,12.75,10.18,8.68
19679,83.15,718,2.324,12.38,10.26,8.75
19759,82.70,722,2.324,12.00,10.33,8.82
19880,82.70,722,2.328,12.00,10.44,8.93
19999,82.01,728,2.324,11.25,10.55,9.04
20119,81.79,730,2.332,10.88,10.66,9.15
20200,81.56,732,2.328,10.50,10.73,9.23
20318,81.90,729,2.332,10.88,10.84,9.34
20399,82.01,728,2.332,11.25,10.92,9.41
20479,81.56,732,2.332,10.50,10.99,9.48
20559,81.90,729,2.336,10.88,11.06,9.56
20638,81.56,732,2.336,10.50,11.14,9.63
20720,81.69,731,2.336,10.50,11.21,9.70
20839,81.79,730,2.332,10.88,11.32,9.81
20960,81.24,735,2.328,10.12,11.43,9.92
21080,82.79,738,2.360,9.75,11.54,10.03
21199,84.55,739,2.364,9.75,11.65,10.14
21278,83.76,746,2.360,9.00,11.72,10.22
21359,83.53,748,2.360,9.00,11.79,10.29
21440,83.43,749,2.360,8.62,11.87,10.36
21559,83.87,745,2.360,9.00,11.98,10.47
21640,85.73,745,2.312,9.00,12.06,10.56
21758,96.39,749,2.396,9.38,12.22,10.72
21839,102.24,747,2.452,9.38,12.33,10.83
21919,102.86,756,2.792,9.38,12.44,10.94
22040,105.55,763,2.820,9.38,12.61,11.10
22158,110.87,789,3.008,9.75,12.83,11.33
22239,111.57,809,3.112,9.75,13.02,11.51
22320,112.50,827,3.044,9.75,13.20,11.70
22439,115.44,842,3.120,9.75,13.45,11.97
22520,115.85,851,3.140,9.75,13.45,12.02
22599,118.01,859,3.128,9.75,13.45,12.02
22678,116.78,868,3.312,9.75,11.41,10.04
22760,119.15,874,3.324,9.75,11.22,9.86
22840,119.11,886,3.312,10.12,11.04,9.67
22960,119.34,896,3.356,10.12,10.77,9.40
23080,119.28,908,3.356,10.50,10.49,9.12
23198,119.62,917,3.312,10.50,10.22,8.85
23279,120.61,921,3.300,10.50,10.03,8.67
23358,118.35,927,3.264,10.88,9.85,8.48
23439,120.93,930,3.288,10.88,9.67,8.30
23520,120.55,933,3.280,10.88,9.48,8.12
23599,121.40,938,3.256,10.88,9.30,7.93
23680,119.53,941,3.240,11.25,9.12,7.75
23800,120.61,944,3.212,11.25,8.84,7.48
23920,119.41,942,3.184,11.25,8.57,7.20
24039,120.04,937,3.168,10.88,8.29,6.93
24119,120.55,933,3.152,10.88,8.11,6.74
24199,120.93,930,3.144,10.88,7.93,6.56
24320,122.12,921,3.108,10.50,7.65,6.29
24439,124.43,904,3.132,10.12,7.38,6.01
24560,127.67,881,3.136,10.12,7.10,5.74
24679,133.65,852,3.192,10.12,6.83,5.46
24761,135.23,842,3.232,10.12,6.65,5.28
24880,140.21,822,3.288,9.75,6.37,5.00
25000,142.99,806,3.376,9.75,6.10,4.73
25119,146.72,795,3.432,9.75,5.82,4.45
25199,144.79,796,3.492,9.75,5.64,4.27
25280,146.53,796,3.532,9.75,5.46,4.09
25360,143.52,803,3.584,9.75,5.26,3.90
25440,142.29,810,3.588,9.75,5.04,3.68
25558,138.35,833,3.612,9.75,4.71,5.20
25639,135.59,850,3.648,10.12,4.49,5.42
25719,136.61,864,3.656,10.12,4.27,5.64
25839,130.76,892,3.612,10.12,6.06,5.95
25919,129.98,908,3.580,10.12,6.28,6.17
25999,126.50,922,3.520,10.50,6.50,6.22
26078,125.83,938,3.420,10.88,6.72,4.07
26158,124.77,946,3.372,11.25,6.91,3.88
26240,126.50,955,3.332,11.25,7.12,3.67
26319,125.44,963,3.312,11.62,7.34,3.45
26400,129.51,965,3.284,11.62,7.56,3.23
26518,130.53,968,3.268,11.62,7.89,2.90
26640,132.65,963,3.264,11.62,8.22,2.57
26760,136.85,964,3.344,11.62,8.55,4.51
26880,133.43,999,3.400,12.38,8.88,4.84
27000,132.44,1038,3.384,13.50,9.21,5.17
27120,134.90,1050,3.392,13.50,9.54,5.50
27240,136.40,1069,3.412,14.25,9.87,5.83
27359,137.35,1112,3.456,15.00,10.22,6.18
27479,142.80,1128,3.488,15.38,8.37,6.57
27598,145.66,1144,3.584,15.75,7.97,6.97
27679,146.78,1173,3.636,16.12,7.68,7.26
27759,146.85,1201,3.656,16.88,9.43,7.55
27839,147.80,1212,3.708,17.25,9.72,7.85
27960,150.15,1230,3.792,17.25,10.18,8.31
28080,150.24,1257,3.832,17.62,10.68,8.80
28199,146.06,1293,3.876,18.00,11.21,9.29
28319,147.50,1318,3.808,18.38,9.12,7.02
28399,144.90,1332,3.768,18.75,8.76,6.65
28518,145.79,1362,3.740,19.12,8.21,6.10
28599,145.49,1384,3.724,19.12,7.84,5.74
28679,146.02,1398,3.696,19.50,7.47,5.37
28799,145.70,1420,3.668,19.88,6.89,4.79
28920,144.60,1450,3.648,20.25,6.29,4.19
29040,144.20,1483,3.604,20.62,5.69,3.59
29159,146.47,1498,3.576,21.00,5.08,2.98
29280,150.64,1521,3.584,21.38,4.48,2.38
29400,148.05,1557,3.604,21.75,3.86,1.76
29519,149.71,1586,3.604,22.50,3.20,1.10
29599,151.89,1600,3.592,22.50,2.76,0.66
29719,154.20,1621,3.584,22.88,2.10,-0.00
29840,153.54,1646,3.728,23.25,1.40,2.53
29920,153.10,1678,3.768,24.00,3.62,3.01
30039,155.73,1712,3.820,24.75,4.36,3.74
30159,151.53,1732,3.844,25.12,5.12,4.51
30239,155.34,1743,3.848,25.50,5.64,4.77
30320,157.87,1768,3.792,25.50,5.64,2.46
30440,155.41,1805,3.776,25.50,2.67,1.67
30560,155.98,1834,3.748,25.88,1.85,0.85
30639,159.98,1840,3.756,25.88,1.30,0.30
30719,161.30,1851,3.760,25.88,0.73,1.84
30799,154.86,1874,3.856,25.88,0.14,2.42
30879,154.86,1901,3.860,25.88,-0.44,3.01
30960,149.58,1931,3.728,26.25,2.07,3.60
31079,115.13,1930,3.476,26.25,2.95,4.48
31159,99.55,1925,3.052,26.25,3.42,4.89
31279,86.60,1940,2.616,26.62,3.42,4.89
31359,83.06,1956,2.476,26.25,1.21,2.52
31439,85.31,1953,2.376,26.25,0.77,2.08
31519,83.79,1939,2.276,26.25,0.33,1.64
31639,85.08,1926,2.240,25.50,-0.30,1.00
31719,84.89,1930,2.184,25.50,-0.70,0.60
31798,85.52,1932,2.160,25.50,-1.10,0.20
31879,86.84,1919,2.140,25.12,-1.51,-0.20
31960,86.92,1901,2.116,24.75,-1.91,-0.61
32079,88.17,1890,2.104,24.75,0.28,-1.21
32159,88.85,1891,2.140,24.75,0.68,0.88
32240,88.62,1896,2.140,24.75,1.08,1.28
32359,89.25,1898,2.156,24.75,1.69,1.88
32439,90.46,1888,2.164,24.75,2.09,2.28
32519,91.14,1874,2.176,24.38,2.49,2.69
32600,89.57,1876,2.188,24.75,2.90,3.09
32719,91.35,1885,2.200,24.75,3.50,3.69
32839,90.80,1881,2.224,24.75,4.10,4.30
32960,90.54,1871,2.240,24.75,4.71,4.90
33081,79.36,1872,2.180,24.38,5.31,5.51
33200,75.54,1875,2.064,24.00,5.69,5.51
33320,70.05,1863,1.896,23.25,3.46,2.82
33439,68.06,1836,1.796,22.50,2.91,2.27
33559,68.27,1810,1.724,22.50,2.36,1.72
33639,67.13,1820,1.684,22.12,2.01,1.37
33718,67.49,1831,1.668,22.12,1.64,1.01
33798,67.68,1826,1.648,22.12,1.28,0.64
33878,67.91,1799,1.632,22.12,0.93,0.29
33959,67.66,1765,1.616,21.38,0.60,-0.04
34039,66.16,1742,1.604,21.38,0.27,-0.37
34119,64.82,1735,1.584,21.38,-0.06,-0.70
34199,64.76,1737,1.572,21.38,-0.39,-1.03
34280,65.46,1718,1.556,21.00,-0.72,-1.36
34399,65.10,1685,1.544,20.62,-1.21,-1.85
34479,66.39,1652,1.536,20.62,-1.54,-2.18
34559,66.92,1639,1.516,20.62,-1.83,-2.47
34640,62.26,1628,1.480,20.62,-2.12,-2.76
34759,57.45,1595,1.460,19.88,-2.56,-3.20
34839,48.61,1571,1.436,18.00,-2.86,-3.49
34918,45.20,1536,1.376,16.12,-3.15,-3.79
34999,45.35,1500,1.316,14.25,-3.44,-4.08
35078,48.50,1431,1.240,12.38,-3.72,-4.36
35158,52.13,1332,0.948,11.62,-3.98,-4.62
35240,58.00,1221,0.968,11.25,-4.22,-4.85
35360,83.91,1026,2.472,7.88,-4.40,-5.11
35438,107.48,969,2.320,8.62,-2.60,-3.35
35560,107.73,941,2.736,9.75,-2.35,-3.10
35680,104.85,927,2.896,9.75,-2.13,-2.88
35801,99.51,921,2.704,9.75,-4.08,-4.76
35919,93.58,920,2.556,9.75,-4.30,-4.98
35999,93.98,916,2.456,10.12,-4.45,-5.12
36080,93.36,922,2.432,10.12,-4.59,-5.27
36200,101.65,929,2.448,10.50,-4.81,-5.49
36320,112.26,940,2.544,10.88,-5.05,-5.73
36439,124.00,963,2.692,11.25,-5.35,-6.03
36520,123.58,1000,3.116,12.38,-5.57,-6.25
36639,112.69,1109,2.944,15.00,-5.90,-6.58
36718,111.37,1147,2.784,16.12,-6.15,-6.83
36800,116.33,1134,2.760,15.75,-6.41,-7.09
36919,127.44,1057,2.824,14.25,-6.76,-7.44
36999,135.23,996,2.940,12.38,-6.98,-7.66
37080,140.72,967,2.996,11.62,-7.20,-7.88
37159,141.25,983,3.360,12.00,-7.42,-8.10
37239,136.80,1015,3.348,12.75,-7.64,-8.32
37319,135.04,1018,3.276,13.12,-7.86,-8.54
37399,143.54,977,3.252,12.00,-8.08,-8.76
37479,147.78,949,3.224,11.25,-8.29,-8.97
37559,151.51,944,3.300,11.25,-8.51,-9.18
37639,147.76,968,3.368,11.62,-8.74,-9.42
37719,146.25,978,3.372,12.00,-9.00,-9.67
37798,148.84,961,3.368,11.62,-9.25,-9.93
37879,120.61,944,3.020,10.50,-9.50,-10.18
37958,73.08,931,2.960,9.38,-7.50,-10.40
38038,87.15,924,2.520,9.38,-7.31,-8.55
38119,80.16,918,2.492,9.38,-7.13,-8.37
38199,81.94,915,2.484,9.38,-6.95,-8.19
38280,80.71,929,2.436,9.75,-6.77,-8.00
38359,78.13,942,2.384,2.25,-6.58,-7.82
38440,73.70,942,2.248,2.25,-6.39,-7.63
38519,72.85,934,2.192,2.62,-6.21,-7.45
38639,76.71,905,2.040,3.00,-5.93,-7.17
38720,80.16,866,2.060,3.75,-5.77,-7.01
38839,89.25,809,2.036,5.25,-5.55,-6.79
38919,92.22,783,2.052,6.38,-5.41,-6.65
39039,97.22,757,2.136,8.25,-5.25,-6.48
39158,99.19,742,2.216,9.38,-5.08,-6.32
39240,102.64,744,2.196,9.38,-4.97,-6.21
39358,120.66,748,2.280,9.38,-4.81,-6.04
39439,129.77,749,2.340,9.38,-4.67,-5.91
39521,142.76,749,2.792,9.75,-4.52,-5.76
39639,161.21,758,3.340,9.75,-4.30,-5.54
39760,189.35,792,4.224,9.75,-4.08,-5.32
39879,198.83,866,4.828,10.12,-3.77,-5.01
39960,201.92,949,5.024,11.25,-3.50,-4.74
40080,187.38,1082,5.008,13.50,-3.04,-4.37
40199,160.45,1229,4.356,16.12,-5.75,-6.75
40279,152.76,1309,4.188,17.62,-6.18,-7.18
40360,143.41,1375,3.944,18.75,-6.61,-7.61
40479,137.31,1436,3.620,19.50,-7.26,-8.26
40599,135.72,1463,3.364,20.25,-7.87,-8.87
40679,137.33,1456,3.216,20.62,-8.25,-9.26
40758,143.01,1408,3.112,19.88,-8.62,-9.62
40839,157.23,1316,3.140,18.75,-8.97,-7.88
40920,184.06,1177,3.308,16.50,-6.85,-7.56
41039,236.16,982,4.552,14.25,-6.37,-7.09
41159,302.68,835,5.596,12.38,-5.92,-6.64
41240,354.08,753,6.684,8.25,-5.64,-6.36
41360,421.60,695,8.744,-0.38,-5.23,-5.94
41478,407.76,722,10.088,0.00,-4.73,-5.45
41559,321.56,786,9.820,3.38,-4.37,-5.09
41639,264.51,882,8.552,6.38,-3.97,-4.69
41719,225.91,1002,7.344,5.25,-3.91,-4.63
41799,201.90,1128,6.288,11.25,-6.45,-6.84
41879,192.24,1228,5.612,13.50,-7.00,-7.40
41959,190.84,1288,5.496,14.62,-7.58,-7.98
42038,190.73,1325,5.112,15.38,-8.14,-8.53
42119,194.23,1337,4.840,15.75,-8.69,-9.09
42199,197.19,1331,4.688,16.12,-6.81,-9.62
42280,202.00,1313,4.772,16.12,-6.30,-7.21
42400,209.93,1270,4.760,16.12,-5.53,-6.44
42520,218.83,1212,4.892,15.00,-4.80,-5.71
42641,227.26,1161,5.112,13.50,-4.09,-5.00
42759,234.53,1125,5.300,12.75,-3.39,-4.30
42840,231.65,1145,5.396,13.12,-2.91,-3.82
42959,209.93,1270,5.412,15.00,-2.14,-3.05
43079,203.74,1329,5.228,15.75,-1.32,-2.23
43158,203.87,1335,5.140,15.75,-0.80,-1.72
43240,200.12,1367,5.096,16.50,-0.26,-1.17
43358,188.80,1471,4.956,18.00,0.58,-0.33
43441,185.03,1516,4.844,18.75,1.15,0.24
43560,182.40,1553,4.712,19.88,2.01,1.10
43680,177.53,1627,4.628,21.75,2.87,1.96
43799,173.16,1716,4.504,24.00,3.31,2.84
43920,171.72,1771,4.456,25.12,0.70,2.84
44039,174.52,1822,4.256,25.12,-0.22,-0.17
44119,172.19,1871,4.212,25.50,-0.86,-0.81
44199,178.67,1904,4.196,25.50,-1.52,-1.47
44279,178.14,1941,4.300,25.50,-0.13,1.14
44359,178.14,1980,4.332,25.50,0.58,1.84
44479,181.60,2057,4.428,25.88,1.68,2.95
44559,183.74,2101,4.488,25.50,2.45,3.71
44639,180.96,2141,4.540,25.88,3.22,4.48
44720,184.61,2174,4.580,25.88,4.02,5.28
44840,177.13,2250,4.620,26.25,4.85,6.41
44959,179.27,2316,4.568,26.62,4.85,6.41
45039,176.98,2354,4.532,26.62,2.25,6.41
45119,175.18,2394,4.396,26.62,1.37,3.58
45199,173.36,2435,4.332,26.62,0.49,2.70
45279,172.32,2474,4.264,27.00,-0.41,1.80
45360,174.14,2512,4.200,27.00,-1.33,0.88
45480,168.84,2566,4.044,27.75,-2.72,-0.52
45600,171.19,2612,3.908,28.12,-4.10,-1.89
45720,169.20,2659,3.856,28.50,-2.78,-3.30
45839,166.62,2717,3.888,28.88,-1.35,-1.32
45958,160.70,2765,3.816,29.25,0.13,0.16
46039,114.09,2787,3.424,29.25,1.11,1.14
46159,63.02,2776,2.100,19.50,2.36,2.39
46279,67.00,2673,1.516,6.75,0.00,0.00
46359,66.41,2530,1.660,6.00,0.00,0.00
46438,64.71,2403,1.556,5.62,0.00,0.00
46521,61.43,2260,1.512,4.88,0.00,0.00
46639,56.60,2061,1.476,4.12,0.00,0.00
46719,54.59,1933,1.408,3.38,0.00,0.00
46800,52.89,1811,1.444,4.12,0.00,0.00
46919,59.78,1649,1.472,12.00,0.00,0.04
46999,68.76,1595,1.664,17.62,0.29,0.33
47079,86.29,1561,1.828,20.25,0.59,0.62
47160,110.08,1539,2.504,20.62,0.88,0.92
47279,147.04,1596,3.140,22.88,1.35,1.38
47359,165.13,1665,3.704,23.62,1.69,1.72
47439,178.97,1769,4.228,25.12,2.10,2.13
47519,185.41,1835,4.548,24.75,2.54,2.31
47600,191.90,1867,4.780,24.38,2.54,2.31
47719,206.45,1917,5.080,24.75,2.54,2.31
47800,209.36,1950,5.204,24.38,2.54,2.31
47879,211.09,1980,5.160,24.00,2.54,2.31
47958,211.86,1986,5.280,24.00,2.54,2.31
48040,208.02,1996,5.340,23.25,2.54,2.31
48158,213.36,1959,5.360,23.25,2.54,2.31
48239,220.33,1897,5.272,23.25,0.17,-0.46
48320,218.77,1898,5.320,22.88,-0.60,-1.23
48440,206.62,1996,5.172,23.25,-1.83,-2.45
48520,212.71,1952,5.060,23.25,-2.66,-3.29
48640,206.67,2009,4.936,23.25,-3.89,-4.52
48760,206.45,2038,4.896,23.62,-5.16,-2.45
48841,206.35,2039,4.936,23.62,-6.00,-1.61
48960,201.75,2113,4.984,24.00,-2.84,-0.31
49080,200.46,2099,4.952,24.38,-1.52,1.01
49160,199.21,2133,4.968,24.75,-0.68,1.85
49239,200.01,2173,4.984,24.75,0.20,2.73
49319,200.03,2166,4.972,24.75,1.08,3.61
49400,190.86,2190,4.952,25.12,1.96,4.49
49479,186.98,2228,4.896,25.12,2.83,5.37
49560,182.36,2231,4.816,25.12,3.69,6.01
49639,180.33,2241,4.740,25.50,4.53,6.01
49719,170.37,2266,4.584,25.88,4.53,6.01
49798,156.78,2285,4.368,26.25,4.53,6.01
49879,142.27,2284,4.044,26.62,4.53,6.01
50000,131.97,2315,3.668,27.00,4.53,6.01
50080,130.81,2325,3.488,27.00,4.53,6.01
50201,127.31,2334,3.308,27.00,4.53,6.01
50320,125.32,2349,3.208,27.00,4.53,3.83
50400,126.50,2360,3.084,27.00,2.27,3.18
50519,125.76,2374,3.076,27.00,1.28,2.19
50600,126.19,2377,3.024,27.00,0.62,1.53
50679,127.61,2383,3.004,27.00,-0.04,0.87
50760,126.44,2394,2.992,27.00,-0.70,0.21
50840,129.66,2399,2.980,27.00,-1.36,-0.45
50920,128.60,2408,2.972,27.00,-2.02,-1.11
51000,128.79,2415,2.972,27.00,-0.63,-1.77
51079,128.11,2417,2.944,27.00,0.03,-2.43
51159,127.22,2423,2.916,27.00,0.69,-3.09
