Time (msec),* Coolant Temperature (°C),* Electric fan (%),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Idle speed controller (%),* Idle speed duty cycle (%),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Knock sensor 1 (V),* Knock sensor 2 (V),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Lambda post cat heating 1 (%),* Lambda post cat heating 2 (%),* Lambda pre cat heating 1 (%),* Lambda pre cat heating 2 (%),* Mass Airflow (kg/h),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Throttle Position actual (°TPS),* Throttle Position pedal (°TPS),* Throttle adaptation (V),* Vehicle Speed (km/h),* Battery voltage (V),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
1068589,106.5,0,46.41,1765,1.576,0.501,37.184,13.50,48.0,0.31,0.45,-1.61,2.78,99,99,98,98,14.75,108.8,66.8,0.0,0.0,0.19,40,13.5,0.00,0.00,0.47,0.68
1068788,106.5,0,43.63,1750,1.444,0.501,36.094,8.25,48.0,0.31,0.43,-1.28,0.18,99,99,98,98,13.75,108.8,66.8,0.0,0.0,0.19,40,13.6,0.00,0.00,0.47,0.68
1068988,106.5,0,44.41,1719,1.368,0.501,36.168,3.00,48.0,0.31,0.41,-1.28,-0.64,99,99,98,98,13.75,108.8,66.8,0.0,0.0,0.19,40,13.6,0.00,0.00,0.47,0.68
1069148,106.5,0,44.50,1529,1.284,0.501,32.720,-2.25,48.0,0.31,0.41,-1.28,1.26,99,99,98,98,12.25,108.8,66.8,0.0,0.0,0.19,40,13.6,0.00,0.00,0.47,0.68
1069308,106.5,0,47.19,1324,0.800,0.501,32.490,-2.25,48.0,0.29,0.41,-1.28,1.79,99,99,98,98,11.25,108.8,66.8,0.0,0.0,0.19,40,13.4,0.00,0.00,0.47,0.68
1069468,106.5,0,58.34,1095,1.572,0.501,32.843,1.12,48.0,0.29,0.39,-1.28,2.24,99,99,98,98,11.50,108.8,66.8,0.0,0.0,0.19,40,13.2,0.00,0.00,0.47,0.68
1069628,106.5,0,79.38,962,1.724,5.683,38.710,3.38,48.0,0.27,0.37,-1.17,2.61,99,99,99,99,13.75,108.8,66.8,0.0,0.0,0.19,39,12.8,0.00,0.00,0.47,0.68
1069787,106.5,0,87.83,917,1.828,4.120,36.801,4.88,48.0,0.27,0.35,-0.85,2.93,99,99,99,99,14.50,108.8,66.8,0.0,0.0,0.19,39,12.8,0.00,0.00,0.47,0.68
1069947,106.5,0,77.70,965,2.116,2.558,35.078,4.88,48.0,0.27,0.33,-0.55,3.22,99,99,99,99,13.50,108.8,66.8,0.0,0.0,0.19,39,12.8,0.00,0.00,0.47,0.68
1070107,106.5,0,55.24,1131,1.864,-4.474,26.247,0.75,48.8,0.27,0.31,-0.18,3.59,99,99,99,99,11.25,108.8,66.8,0.0,0.0,0.19,39,13.1,0.00,0.00,0.47,0.68
1070269,105.8,0,36.26,1302,1.552,-3.791,27.019,1.12,48.8,0.27,0.31,0.26,3.89,99,99,99,99,8.50,108.8,66.8,0.0,0.0,0.19,39,13.5,0.00,0.00,0.47,0.68
1070468,105.8,0,32.21,1465,1.688,-2.326,28.742,1.12,48.8,0.27,0.29,0.26,3.89,99,99,99,99,8.50,108.8,66.8,0.0,0.0,0.19,39,13.6,0.00,0.00,0.47,0.68
1070668,106.5,0,33.99,1675,1.540,-0.861,33.911,1.88,48.8,0.27,0.29,0.26,3.89,99,99,99,99,10.25,108.8,66.8,0.0,0.0,0.19,36,13.6,0.00,0.00,0.47,0.68
1070869,106.5,0,40.58,1882,1.372,0.501,39.253,3.75,48.8,0.27,0.33,0.26,3.89,99,99,99,99,13.75,108.8,66.8,0.0,0.0,0.19,36,13.5,0.00,0.00,0.47,0.68
1071068,106.5,0,46.07,2140,1.404,0.501,44.703,3.00,48.8,0.31,0.37,0.26,3.89,99,99,99,99,17.75,108.8,66.8,0.0,0.0,0.19,36,13.6,0.00,0.00,0.47,0.68
1071269,106.5,0,54.54,2113,1.632,0.501,44.693,-2.62,48.8,0.37,0.49,0.00,0.00,99,99,99,99,20.75,108.8,66.8,0.0,0.0,0.19,36,13.6,0.00,0.00,0.47,0.68
1071469,106.5,0,52.57,2113,1.520,0.501,44.707,-2.62,48.8,0.41,0.49,0.00,0.00,99,99,99,99,20.00,108.8,66.8,0.0,0.0,0.19,36,13.5,0.00,0.00,0.47,0.68
1071668,106.5,0,53.19,2036,1.552,0.501,43.621,-3.00,48.8,0.43,0.51,0.00,0.00,99,99,99,99,19.50,108.8,66.0,0.0,0.4,0.19,32,13.6,0.00,0.00,0.47,0.68
1071829,106.5,0,54.52,2012,1.612,0.501,45.188,-4.12,48.8,0.45,0.53,0.00,0.00,99,99,99,99,19.75,108.8,66.0,0.0,2.3,0.19,32,13.5,0.00,0.00,0.47,0.68
1072029,106.5,0,59.31,1990,1.676,0.501,46.505,12.00,48.8,0.47,0.55,0.76,2.73,99,99,99,99,21.25,108.8,66.0,0.0,4.7,0.19,32,13.5,0.00,0.00,0.47,0.68
1072188,106.5,0,61.73,1957,1.744,0.501,46.195,20.25,48.8,0.47,0.57,1.56,3.53,99,99,99,99,21.75,108.8,66.0,0.0,4.7,0.19,32,13.6,0.00,0.00,0.47,0.68
1072388,106.5,0,62.36,1937,1.804,0.501,45.774,20.25,48.8,0.47,0.57,2.57,4.54,99,99,99,99,21.75,108.8,66.0,0.0,4.7,0.19,32,13.6,0.00,0.00,0.47,0.68
1072547,106.5,0,61.94,1928,1.836,0.501,45.890,20.25,48.8,0.47,0.53,3.30,5.27,99,99,99,99,21.50,108.8,66.0,0.0,4.7,0.19,29,13.6,0.00,0.00,0.47,0.68
1072707,106.5,0,62.68,1905,1.856,0.501,45.496,20.62,48.8,0.47,0.59,3.58,6.00,99,99,99,99,21.50,108.8,66.0,0.0,4.7,0.19,29,13.5,0.00,0.00,0.47,0.68
1072871,106.5,0,61.75,1889,1.872,0.501,45.612,20.62,48.8,0.47,0.61,3.58,6.46,99,99,99,99,21.00,108.8,66.0,0.0,4.7,0.19,29,13.5,0.00,0.00,0.47,0.68
1073069,106.5,0,62.98,1874,1.872,0.501,45.246,20.25,48.8,0.43,0.57,3.58,6.46,99,99,99,99,21.25,108.8,66.0,0.0,4.7,0.19,29,13.5,0.00,0.00,0.47,0.68
1073229,106.5,0,63.59,1856,1.884,0.501,45.342,20.25,48.8,0.41,0.55,3.58,6.46,99,99,99,99,21.25,108.8,66.0,0.0,4.7,0.19,29,13.6,0.00,0.00,0.47,0.68
1073428,106.5,0,62.76,1836,1.884,0.501,44.999,20.25,48.8,0.39,0.53,3.58,6.46,99,99,99,99,20.75,108.8,66.0,0.0,4.7,0.19,29,13.5,0.00,0.00,0.47,0.68
1073588,106.5,0,63.46,1816,1.844,0.501,44.576,20.25,48.8,0.37,0.53,1.34,6.46,99,99,99,99,20.75,108.8,66.0,0.0,4.7,0.19,28,13.5,0.00,0.00,0.47,0.68
1073787,106.5,0,63.36,1797,1.828,0.501,44.756,20.25,48.8,0.37,0.53,0.48,6.46,99,99,99,99,20.50,108.8,66.0,0.0,4.7,0.19,28,13.5,0.00,0.00,0.47,0.68
1073949,106.5,0,63.21,1779,1.820,0.501,44.387,20.25,48.8,0.35,0.51,-0.18,3.78,99,99,99,99,20.25,108.8,66.0,0.0,4.7,0.19,28,13.5,0.00,0.00,0.47,0.68
1074108,106.5,0,63.57,1769,1.812,0.501,44.529,20.25,48.8,0.35,0.51,-0.84,3.12,99,99,99,99,20.25,108.8,66.0,0.0,4.7,0.19,28,13.6,0.00,0.00,0.47,0.68
1074268,106.5,0,64.27,1750,1.808,0.501,44.553,20.25,48.8,0.35,0.49,-1.49,2.46,99,99,99,99,20.25,108.8,65.2,0.0,5.1,0.19,28,13.6,0.00,0.00,0.47,0.68
1074428,106.5,0,64.63,1740,1.840,0.501,46.003,20.25,48.8,0.35,0.49,-0.11,1.80,99,99,99,99,20.25,108.8,65.2,0.0,5.9,0.19,28,13.6,0.00,0.00,0.47,0.68
1074629,106.5,0,80.06,1717,1.972,0.501,50.451,20.62,49.5,0.35,0.47,0.71,3.51,99,99,99,99,24.75,108.8,65.2,0.0,7.4,0.19,26,13.5,0.00,0.00,0.47,0.68
1074829,106.5,0,94.99,1725,2.356,0.501,52.783,22.50,49.5,0.37,0.43,1.54,4.34,99,99,99,99,29.50,108.8,65.2,0.0,8.2,0.18,26,13.5,0.00,0.00,0.47,0.68
1074988,106.5,0,101.88,1690,2.660,0.501,53.824,22.88,49.5,0.35,0.41,2.22,5.02,99,99,99,99,31.00,108.8,65.2,0.0,8.2,0.17,26,13.5,0.00,0.00,0.47,0.68
1075150,106.5,0,109.91,1693,2.928,0.501,56.239,23.62,49.5,0.35,0.41,2.90,5.70,99,99,99,99,33.50,108.8,65.2,0.0,9.0,0.15,26,13.6,0.00,0.00,0.47,0.68
1075350,106.5,0,121.50,1680,3.304,0.501,57.091,23.62,49.5,0.35,0.39,3.82,6.62,99,99,99,99,36.75,108.8,65.2,0.0,9.0,0.14,26,13.5,0.00,0.00,0.47,0.68
1075548,106.5,0,126.31,1638,3.624,0.501,57.333,22.88,49.5,0.35,0.37,4.73,7.35,99,99,99,99,37.25,108.8,65.2,0.0,9.0,0.13,24,13.6,0.00,0.00,0.47,0.68
1075708,106.5,0,127.10,1617,3.800,0.501,57.825,22.50,49.5,0.35,0.35,5.10,7.35,99,99,99,99,37.00,108.8,65.2,0.0,9.4,0.13,24,13.5,0.00,0.00,0.47,0.68
1075870,106.5,0,125.19,1686,3.840,0.501,59.734,23.62,49.5,0.35,0.37,5.10,7.35,99,99,99,99,38.00,108.8,65.2,0.0,9.4,0.13,24,13.5,0.00,0.00,0.47,0.68
1076068,106.5,0,136.61,1667,4.004,0.501,64.571,23.25,49.5,0.35,0.35,5.10,7.35,99,99,99,99,41.00,108.8,65.2,0.0,10.2,0.13,24,13.6,0.00,0.00,0.47,0.68
1076268,106.5,0,168.46,1665,4.452,0.501,67.973,22.88,49.5,0.33,0.33,2.83,4.12,99,99,99,99,50.50,108.8,65.2,0.0,10.5,0.12,24,13.5,0.00,0.00,0.47,0.68
1076468,106.5,0,182.55,1681,5.176,0.501,74.386,23.25,49.5,0.33,0.33,5.59,6.76,99,99,99,99,55.25,108.8,65.2,0.4,11.3,0.12,24,13.5,0.00,0.00,0.47,0.68
1076668,106.5,0,186.77,1725,5.700,0.501,78.209,23.62,49.5,0.39,0.35,7.00,8.17,99,99,99,99,58.00,108.8,64.5,0.4,11.7,0.12,25,13.5,0.00,0.00,0.47,0.68
1076868,106.5,0,188.19,1734,5.964,0.501,79.128,23.25,49.5,0.47,0.35,7.22,8.46,99,99,99,99,58.75,108.8,64.5,0.4,11.7,0.11,25,13.6,0.00,0.00,0.47,0.68
1077028,106.5,0,194.76,1754,6.040,0.501,82.294,23.62,50.2,0.53,0.35,7.22,8.46,99,99,99,99,61.50,108.8,64.5,1.2,12.1,0.11,25,13.6,0.00,0.00,0.47,0.68
1077228,106.5,0,226.90,1891,6.832,0.501,91.948,22.50,50.2,0.62,0.39,7.22,8.46,99,99,99,99,77.25,108.8,64.5,3.1,13.7,0.11,25,13.6,0.00,0.00,0.47,0.68
1077388,106.5,0,232.18,1860,6.960,0.501,92.259,21.00,50.2,0.68,0.43,4.74,5.98,99,99,99,99,77.75,108.8,64.5,3.1,13.7,0.11,25,13.5,0.00,0.00,0.47,0.68
1077548,106.5,0,225.02,1876,6.900,0.501,92.233,19.88,50.2,0.74,0.49,3.13,4.37,98,98,98,98,76.00,108.8,64.5,3.1,13.7,0.11,26,13.5,0.00,0.00,0.47,0.68
1077748,106.5,0,217.92,1950,6.676,0.501,92.535,20.25,50.2,0.76,0.55,1.05,2.30,98,98,98,98,76.50,108.8,64.5,3.5,13.7,0.11,26,13.6,0.00,0.00,0.47,0.68
1077948,106.5,0,213.04,1988,6.772,0.501,92.329,20.62,50.2,0.74,0.57,3.75,0.16,98,98,98,98,76.25,108.8,64.5,3.1,13.3,0.11,26,13.6,0.00,0.00,0.47,0.68
1078108,106.5,0,210.25,2021,6.748,0.501,91.584,21.00,50.2,0.74,0.59,5.48,3.71,98,98,98,98,76.50,108.8,64.5,2.7,12.9,0.11,26,13.5,0.00,0.00,0.47,0.68
1078268,106.5,0,202.45,2044,6.656,0.501,91.166,21.38,50.2,0.80,0.62,7.16,5.39,98,98,98,98,74.50,108.8,64.5,2.7,12.9,0.10,26,13.6,0.00,0.00,0.47,0.68
1078429,106.5,0,205.14,2085,6.668,0.501,91.397,21.38,50.2,0.82,0.64,8.12,7.12,98,98,98,98,77.00,108.8,64.5,2.7,12.9,0.11,26,13.5,0.00,0.00,0.47,0.68
1078588,106.5,0,196.41,2121,6.640,0.501,90.255,21.75,50.2,0.80,0.64,8.12,7.67,97,97,96,96,75.00,108.8,64.5,2.0,12.5,0.11,29,13.6,0.00,0.00,0.47,0.68
1078748,106.5,0,173.74,2142,6.192,0.501,81.357,23.62,50.2,0.80,0.62,8.12,7.67,97,97,96,96,67.00,108.8,64.5,1.2,11.3,0.11,29,13.5,0.00,0.00,0.47,0.68
1078908,106.5,0,157.00,2167,5.584,0.501,75.676,25.12,50.2,0.72,0.61,8.12,7.67,97,97,96,96,61.25,108.8,64.5,0.8,10.5,0.11,29,13.5,0.00,0.00,0.47,0.68
1079069,106.5,0,149.14,2188,5.124,0.501,73.481,25.88,50.2,0.70,0.59,8.12,7.67,97,97,96,96,58.75,108.8,64.5,0.4,10.5,0.11,29,13.5,0.00,0.00,0.47,0.68
1079269,106.5,0,145.77,2210,4.708,0.501,72.821,25.88,50.2,0.64,0.57,4.90,5.03,97,97,96,96,58.00,108.8,64.5,0.4,10.5,0.11,29,13.6,0.00,0.00,0.47,0.68
1079469,106.5,0,143.35,2228,4.476,0.501,72.003,26.25,50.2,0.62,0.59,3.16,3.29,97,97,96,96,57.50,108.8,64.5,0.4,10.2,0.11,29,13.6,0.00,0.00,0.47,0.68
1079628,106.5,0,142.14,2237,4.336,0.501,71.183,26.25,50.2,0.61,0.57,1.84,1.96,98,98,97,97,57.25,108.8,64.5,0.4,10.2,0.11,32,13.5,0.00,0.00,0.47,0.68
1079788,106.5,0,136.63,2246,4.220,0.501,70.089,26.25,50.2,0.61,0.55,0.52,0.64,98,98,97,97,55.25,108.8,64.5,0.4,10.2,0.12,32,13.6,0.00,0.00,0.47,0.68
1079948,106.5,0,130.49,2256,4.136,0.501,67.290,26.25,50.2,0.57,0.53,2.08,2.36,98,98,97,97,53.00,108.8,64.5,0.0,9.4,0.12,32,13.5,0.00,0.00,0.47,0.68
1080108,106.5,0,121.44,2264,3.924,0.501,62.171,26.62,50.2,0.57,0.53,3.15,3.52,98,98,97,97,49.50,108.8,64.5,0.0,8.2,0.11,32,13.6,0.00,0.00,0.47,0.68
1080308,106.5,0,68.08,2264,2.992,0.501,46.743,24.00,50.2,0.57,0.53,3.15,3.52,98,98,97,97,27.75,108.8,64.5,0.0,0.0,0.16,32,13.6,0.00,0.00,0.47,0.68
1080508,106.5,0,56.01,2256,2.352,0.501,46.345,18.38,50.2,0.57,0.55,3.15,3.52,98,98,97,97,22.75,108.8,64.5,0.0,0.0,0.19,32,13.6,0.00,0.00,0.47,0.68
1080670,105.8,0,55.45,2228,2.080,0.501,45.876,13.50,49.5,0.59,0.57,3.15,3.52,99,99,98,98,22.25,108.8,63.8,0.0,0.0,0.19,33,13.5,0.00,0.00,0.47,0.68
1080868,105.8,0,54.10,2207,1.880,0.501,45.458,7.88,49.5,0.59,0.62,0.92,3.52,99,99,98,98,21.50,108.8,63.8,0.0,0.0,0.19,33,13.5,0.00,0.00,0.47,0.68
1081069,105.8,0,54.25,2176,1.784,0.501,45.516,1.88,49.5,0.62,0.62,-0.18,0.30,99,99,98,98,21.25,108.8,63.8,0.0,0.0,0.19,33,13.5,0.00,0.00,0.47,0.68
1081269,105.8,0,54.71,2157,1.716,0.501,47.559,4.12,49.5,0.61,0.62,-1.28,-0.80,99,99,98,98,21.25,108.8,63.8,0.0,2.3,0.19,33,13.6,0.00,0.00,0.47,0.68
1081429,105.8,0,66.56,2149,1.732,0.501,50.697,17.62,49.5,0.62,0.62,-2.16,-1.68,99,99,98,98,25.75,108.8,63.8,0.0,4.7,0.19,33,13.5,0.00,0.00,0.47,0.68
1081589,105.8,0,72.05,2120,1.856,0.501,51.521,22.12,49.5,0.61,0.62,-3.04,-2.56,99,99,99,99,27.50,108.8,63.8,0.0,5.5,0.19,32,13.5,0.00,0.00,0.47,0.68
1081790,105.8,0,81.88,2086,2.020,0.501,53.350,23.25,49.5,0.62,0.70,-4.14,-0.76,99,99,99,99,30.75,108.8,63.8,0.0,6.2,0.19,32,13.6,0.00,0.00,0.47,0.68
1081989,105.8,0,85.25,2085,2.292,0.501,53.506,24.00,49.5,0.62,0.66,-1.41,0.28,99,99,99,99,32.00,108.8,63.8,0.0,6.2,0.18,32,13.6,0.00,0.00,0.47,0.68
1082190,105.8,0,84.78,2047,2.396,0.501,52.720,24.00,49.5,0.62,0.62,-0.35,1.34,99,99,99,99,31.25,108.8,63.8,0.0,6.2,0.19,32,13.6,0.00,0.00,0.47,0.68
1082388,105.8,0,84.99,2042,2.468,0.501,52.444,24.00,49.5,0.57,0.62,0.75,2.44,99,99,99,99,31.25,108.8,63.8,0.0,6.2,0.18,32,13.6,0.00,0.00,0.47,0.68
1082549,105.8,0,83.49,2029,2.504,0.501,52.507,24.00,50.2,0.55,0.59,1.63,3.32,99,99,99,99,30.50,108.8,63.8,0.0,6.2,0.18,31,13.5,0.00,0.00,0.47,0.68
1082748,105.8,0,83.21,2019,2.492,0.501,50.318,24.00,50.2,0.51,0.59,1.69,4.36,99,99,99,99,30.25,108.8,63.8,0.0,5.5,0.18,31,13.5,0.00,0.00,0.47,0.68
1082909,105.8,0,74.50,2013,2.384,0.501,47.776,23.62,50.2,0.49,0.57,1.69,4.36,99,99,99,99,27.00,108.8,63.8,0.0,3.5,0.19,31,13.6,0.00,0.00,0.47,0.68
1083110,105.8,0,55.14,1989,2.164,0.501,43.103,19.12,50.2,0.51,0.57,1.69,4.36,99,99,99,99,19.75,108.8,63.8,0.0,0.0,0.19,31,13.6,0.00,0.00,0.47,0.68
1083309,105.8,0,51.45,1943,1.936,0.501,41.062,13.12,50.2,0.49,0.57,1.69,4.36,99,99,99,99,18.00,108.8,63.8,0.0,0.0,0.19,31,13.6,0.00,0.00,0.47,0.68
1083508,105.8,0,50.47,1953,1.688,0.501,42.157,7.50,50.2,0.47,0.55,-0.99,4.36,99,99,99,99,17.75,108.8,63.8,0.0,0.0,0.19,31,13.6,0.00,0.00,0.47,0.68
1083669,105.8,0,50.96,1907,1.592,0.501,42.679,4.88,50.2,0.45,0.55,-1.75,2.22,99,99,99,99,17.50,108.8,64.5,0.0,1.2,0.19,29,13.5,0.00,0.00,0.47,0.68
1083829,105.8,0,59.33,1919,1.600,0.501,47.524,16.88,50.2,0.43,0.55,-2.48,1.49,99,99,99,99,20.50,108.8,64.5,0.0,4.7,0.19,29,13.6,0.00,0.00,0.47,0.68
1084029,105.8,0,72.17,1866,1.744,0.501,51.269,20.25,50.2,0.41,0.57,-3.40,0.57,99,99,99,99,24.25,108.8,64.5,0.0,6.2,0.19,29,13.6,0.00,0.00,0.47,0.68
1084228,105.8,0,91.37,1869,2.120,0.501,52.940,23.25,50.2,0.39,0.53,-1.50,2.11,99,99,99,99,30.75,108.8,64.5,0.0,6.6,0.19,29,13.6,0.00,0.00,0.47,0.68
1084389,105.8,0,93.32,1845,2.400,0.501,52.684,23.62,50.2,0.37,0.51,-0.77,2.84,99,99,99,99,31.00,108.8,64.5,0.0,7.0,0.18,29,13.6,0.00,0.00,0.47,0.68
1084549,105.8,0,94.85,1830,2.600,0.501,52.980,23.62,50.2,0.35,0.49,0.01,3.61,99,99,99,99,31.25,108.8,64.5,0.0,7.0,0.17,27,13.5,0.00,0.00,0.47,0.68
1084707,105.8,0,95.44,1804,2.708,0.501,52.722,23.62,50.2,0.35,0.47,0.81,4.42,99,99,99,99,31.00,108.8,64.5,0.0,7.0,0.16,27,13.5,0.00,0.00,0.47,0.68
1084871,105.8,0,96.14,1762,2.788,0.501,54.440,23.62,50.2,0.35,0.47,1.55,2.65,99,99,99,99,30.50,108.8,64.5,0.0,7.4,0.16,27,13.5,0.00,0.00,0.47,0.68
1085069,105.8,0,121.02,1767,3.144,0.501,58.940,24.75,51.0,0.33,0.45,0.24,1.74,99,99,99,99,38.50,108.8,64.5,0.0,8.6,0.15,27,13.6,0.00,0.00,0.47,0.68
1085228,105.8,0,124.89,1790,3.356,0.501,60.274,24.75,51.0,0.33,0.43,-0.48,1.02,99,99,99,99,40.25,108.8,64.5,0.0,8.6,0.13,27,13.6,0.00,0.00,0.47,0.68
1085388,105.8,0,130.98,1760,3.672,0.501,60.848,24.75,51.0,0.35,0.43,2.06,3.50,99,99,99,99,41.50,108.8,64.5,0.0,9.0,0.12,27,13.6,0.00,0.00,0.47,0.68
1085549,105.8,0,130.93,1771,3.836,0.501,61.093,24.75,51.0,0.33,0.43,2.86,4.31,99,99,99,99,41.75,108.8,64.5,0.0,9.0,0.12,26,13.5,0.00,0.00,0.47,0.68
1085748,105.8,0,133.24,1782,3.852,0.501,62.535,25.12,51.0,0.31,0.41,0.87,2.42,99,99,99,99,42.75,108.8,64.5,0.0,9.4,0.12,26,13.5,0.00,0.00,0.47,0.68
1085948,105.8,0,180.14,1773,4.340,0.501,76.707,25.50,51.0,0.31,0.39,-0.24,1.31,99,99,99,99,57.50,108.8,64.5,0.8,11.3,0.12,26,13.6,0.00,0.00,0.47,0.68
1086108,105.8,0,186.09,1776,5.172,0.501,76.714,24.75,51.0,0.29,0.37,2.27,3.82,99,99,99,99,59.50,108.8,64.5,0.4,11.3,0.11,26,13.6,0.00,0.00,0.47,0.68
1086269,105.8,0,207.43,1821,5.624,0.501,85.213,24.38,51.0,0.31,0.37,3.49,5.05,99,99,99,99,68.00,108.8,64.5,1.6,12.5,0.11,26,13.6,0.00,0.00,0.47,0.68
1086429,105.8,0,212.85,1918,6.268,0.501,88.349,22.50,51.0,0.37,0.39,4.91,6.46,99,99,99,99,73.50,108.8,64.5,2.3,12.9,0.11,26,13.6,0.00,0.00,0.47,0.68
1086589,105.8,0,218.32,1851,6.576,0.501,87.827,18.00,51.0,0.43,0.41,5.67,3.91,98,98,98,98,72.75,108.8,64.5,2.3,12.9,0.11,26,13.5,0.00,0.00,0.47,0.68
1086788,105.8,0,209.99,1911,6.392,0.501,89.279,18.00,51.0,0.51,0.45,1.60,1.96,98,98,98,98,72.25,108.8,64.5,2.3,12.9,0.11,26,13.5,0.00,0.00,0.47,0.68
1086948,105.8,0,210.73,1944,6.452,0.501,89.820,18.00,51.0,0.57,0.47,2.66,0.34,98,98,98,98,73.75,108.8,64.5,2.3,12.9,0.11,26,13.5,0.00,0.00,0.47,0.68
1087108,105.8,0,209.31,1957,6.556,0.501,90.393,18.38,51.8,0.61,0.47,4.27,3.22,98,98,98,98,73.75,108.8,64.5,2.3,12.9,0.11,26,13.6,0.00,0.00,0.47,0.68
1087268,105.8,0,207.60,2000,6.592,0.501,90.622,18.38,51.8,0.62,0.51,5.95,4.89,98,98,98,98,74.75,108.8,64.5,2.7,12.9,0.11,26,13.5,0.00,0.00,0.47,0.68
1087429,105.8,0,204.91,2033,6.664,0.501,91.186,19.12,51.8,0.68,0.53,7.63,6.58,98,98,98,98,75.00,108.8,64.5,2.7,12.9,0.11,26,13.6,0.00,0.00,0.47,0.68
1087589,105.8,0,200.29,2073,6.648,0.501,90.582,21.38,51.0,0.68,0.57,8.16,4.50,97,97,96,96,74.75,108.8,64.5,2.3,12.5,0.11,28,13.5,0.00,0.00,0.47,0.68
1087748,105.8,0,186.34,2094,6.208,0.501,85.747,22.50,51.0,0.66,0.57,4.51,2.80,97,97,96,96,70.25,108.8,64.5,1.6,11.7,0.11,28,13.6,0.00,0.00,0.47,0.68
1087908,105.8,0,177.17,2124,5.728,0.501,83.082,24.00,51.0,0.66,0.57,2.87,1.16,97,97,96,96,67.75,108.8,64.5,1.2,11.3,0.11,28,13.5,0.00,0.00,0.47,0.68
1088069,105.8,0,171.00,2160,5.536,0.501,80.992,25.12,51.0,0.61,0.55,4.15,3.60,97,97,96,96,66.50,108.8,64.5,1.2,11.3,0.11,28,13.6,0.00,0.00,0.47,0.68
1088230,105.8,0,165.54,2181,5.432,0.501,80.042,25.50,51.0,0.61,0.53,5.74,5.19,97,97,96,96,65.00,108.8,65.2,1.2,11.3,0.11,28,13.5,0.00,0.00,0.47,0.68
1088429,105.8,0,159.03,2209,5.300,0.501,77.878,25.88,51.0,0.57,0.55,7.18,7.02,97,97,96,96,63.25,108.8,65.2,0.8,10.9,0.11,28,13.5,0.00,0.00,0.47,0.68
1088589,105.8,0,152.70,2228,4.928,0.501,74.215,25.88,51.0,0.55,0.57,4.36,4.29,96,96,94,94,61.25,108.8,65.2,0.8,10.5,0.11,32,13.5,0.00,0.00,0.47,0.68
1088748,105.8,0,144.05,2246,4.596,0.501,72.190,25.88,51.0,0.57,0.55,2.94,2.87,96,96,94,94,58.25,108.8,65.2,0.4,10.2,0.11,32,13.5,0.00,0.00,0.47,0.68
1088949,105.8,0,110.10,2270,4.016,0.501,48.049,24.38,51.0,0.55,0.51,1.17,1.10,96,96,94,94,45.00,108.8,65.2,0.0,0.0,0.12,32,13.5,0.00,0.00,0.47,0.68
1089148,105.8,0,55.56,2249,2.408,0.501,46.403,18.75,51.0,0.57,0.53,-0.32,-0.39,96,96,94,94,22.50,108.8,65.2,0.0,0.0,0.17,32,13.5,0.00,0.00,0.47,0.68
1089310,105.8,0,54.31,2275,2.180,0.501,46.737,14.62,51.0,0.57,0.57,-1.35,-1.42,96,96,94,94,22.25,108.8,65.2,0.0,0.0,0.19,32,13.6,0.00,0.00,0.47,0.68
1089509,105.8,0,55.94,2234,1.868,0.501,46.317,9.38,51.0,0.57,0.57,-2.52,-2.59,96,96,94,94,22.50,108.8,65.2,0.0,0.0,0.19,32,13.6,0.00,0.00,0.47,0.68
1089669,105.8,0,54.73,2258,1.784,0.501,46.308,4.88,51.0,0.59,0.57,-3.41,-3.48,97,97,95,95,22.25,108.8,65.2,0.0,0.0,0.19,33,13.5,0.00,0.00,0.47,0.68
1089830,105.8,0,55.52,2201,1.704,0.501,45.478,0.38,51.0,0.59,0.61,-4.32,-4.39,97,97,95,95,22.00,108.8,65.2,0.0,0.0,0.19,33,13.6,0.00,0.00,0.47,0.68
1090028,105.8,0,53.86,2191,1.636,0.501,45.475,-2.25,51.0,0.61,0.61,0.00,0.00,97,97,95,95,21.25,108.8,65.2,0.0,0.0,0.19,33,13.6,0.00,0.00,0.47,0.68
1090190,105.8,0,54.46,2167,1.616,0.501,45.073,-2.25,51.0,0.62,0.62,0.00,0.00,97,97,95,95,21.25,108.8,66.0,0.0,0.0,0.19,33,13.5,0.00,0.00,0.47,0.68
1090389,105.8,0,54.48,2115,1.600,0.501,44.715,-2.62,51.0,0.66,0.64,0.00,0.00,97,97,95,95,20.75,108.8,66.0,0.0,0.0,0.19,33,13.5,0.00,0.00,0.47,0.68
1090549,105.8,0,53.61,2098,1.580,0.501,44.423,-2.62,51.0,0.68,0.64,0.00,0.00,98,98,96,96,20.25,108.8,66.0,0.0,0.0,0.19,32,13.5,0.00,0.00,0.47,0.68
