Time (msec),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Knock sensor 1 (V),* Knock sensor 2 (V),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Lambda post cat heating 1 (%),* Lambda post cat heating 2 (%),* Lambda pre cat heating 1 (%),* Lambda pre cat heating 2 (%),* Mass Airflow (kg/h),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Throttle Position actual (°TPS),* Throttle Position pedal (°TPS),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
190602,93.8,287.59,2704,8.104,21.00,59.2,0.78,0.43,-1.27,-0.40,93,93,92,92,140.00,87.3,63.8,13.3,27.7,35,0.00,0.00,0.00,0.00
190802,93.8,285.94,2773,8.332,21.38,59.2,0.80,0.45,1.97,2.85,91,91,90,90,142.75,87.3,63.8,14.1,27.7,38,0.00,0.00,0.00,0.00
190962,93.8,286.93,2836,8.672,21.38,59.2,0.86,0.51,4.62,5.16,91,91,90,90,146.50,87.3,63.8,14.5,27.7,38,0.00,0.00,0.00,0.00
191163,93.8,290.60,2891,8.476,21.00,58.5,0.94,0.53,1.56,5.16,91,91,90,90,151.25,87.3,63.8,15.2,27.7,38,0.00,0.00,0.00,0.00
191362,93.8,304.69,2967,8.852,20.25,58.5,0.90,0.59,0.72,5.16,91,91,90,90,162.75,87.3,63.0,17.6,30.5,38,0.00,0.00,0.00,0.00
191523,93.8,306.81,3037,9.188,19.88,58.5,0.92,0.57,3.65,2.51,91,91,90,90,167.75,87.3,63.0,18.4,30.5,38,0.00,0.00,0.00,0.00
191722,93.8,311.18,3097,9.328,19.88,57.8,0.98,0.55,4.18,-1.22,90,90,88,88,173.50,87.3,63.0,18.4,30.5,42,0.00,0.00,0.00,0.00
191883,93.8,306.83,3168,9.060,20.25,57.8,1.03,0.53,1.16,-0.40,90,90,88,88,175.00,87.3,63.0,18.4,29.7,42,0.00,0.00,0.00,0.00
192042,93.8,307.34,3217,8.876,20.25,57.8,1.02,0.53,0.03,2.68,90,90,88,88,178.00,87.3,63.0,18.0,28.9,42,0.00,0.00,0.00,0.00
192241,93.8,306.34,3291,9.196,20.62,57.0,0.98,0.53,3.81,-1.92,90,90,88,88,181.50,87.3,63.0,18.4,28.9,42,0.00,0.00,0.12,0.00
192442,93.8,310.67,3357,9.200,20.62,57.0,0.94,0.51,3.53,0.82,90,90,88,88,187.75,87.3,63.0,18.8,28.9,42,0.00,0.00,0.12,-0.01
192643,93.8,304.95,3438,8.856,21.00,56.2,0.86,0.55,-0.50,2.24,89,89,86,86,188.75,87.3,63.0,18.8,28.1,48,0.00,0.00,0.12,-0.01
192841,93.8,305.16,3513,9.204,21.00,56.2,0.84,0.59,3.94,-1.87,89,89,86,86,193.00,87.3,62.2,18.4,27.7,48,0.00,0.00,0.12,-0.01
193003,93.8,302.15,3571,9.024,21.75,56.2,0.84,0.57,2.54,1.31,89,89,86,86,194.25,87.3,62.2,18.4,27.3,48,0.00,0.00,0.12,-0.01
193203,93.8,303.72,3644,8.728,22.12,54.8,0.84,0.61,-0.16,1.87,89,89,86,86,199.25,87.3,62.2,18.4,26.6,48,0.00,0.00,0.12,-0.01
193402,93.8,305.75,3706,9.096,22.88,54.8,0.78,0.61,4.13,-2.42,89,89,86,86,204.00,87.3,62.2,18.8,26.6,48,0.00,0.00,0.12,-0.01
193602,93.8,213.83,3773,7.500,24.38,54.8,0.76,0.62,1.93,1.68,89,89,86,86,145.25,87.3,62.2,7.0,9.8,48,0.00,0.00,0.12,-0.01
193803,93.8,71.56,3725,2.676,3.75,54.0,0.76,0.74,0.00,0.00,88,88,84,84,48.00,88.1,62.2,0.0,0.0,54,0.00,0.00,0.12,-0.01
194002,93.8,76.92,3412,2.084,3.38,54.0,0.70,0.88,0.00,0.00,88,88,84,84,47.25,88.1,62.2,0.0,0.0,54,0.00,0.00,0.12,-0.01
194203,93.8,73.78,3105,2.268,4.50,53.2,0.70,0.88,0.00,0.00,88,88,84,84,41.25,88.1,62.2,0.0,3.1,54,0.00,0.00,0.12,-0.01
194402,93.8,148.86,3069,3.564,24.75,53.2,0.61,0.78,2.72,2.88,88,88,84,84,82.25,88.1,62.2,5.9,15.2,54,0.00,0.00,0.12,-0.01
194602,93.8,289.54,2705,7.396,21.38,53.2,0.53,0.66,2.72,2.88,88,88,84,84,141.00,88.1,62.2,10.9,18.0,54,0.00,0.00,0.12,-0.01
194803,93.8,286.23,2518,8.600,21.00,53.2,0.66,0.64,2.72,2.88,87,87,82,82,129.75,88.1,62.2,11.7,18.0,55,0.00,0.00,0.12,-0.01
194962,93.8,275.98,2526,8.408,21.00,53.2,0.76,0.62,2.72,2.88,87,87,82,82,125.50,88.1,62.2,11.3,18.0,55,0.00,0.00,0.12,-0.01
195162,93.8,267.44,2565,7.892,21.75,53.2,0.86,0.64,0.56,1.02,87,87,82,82,123.50,88.1,62.2,10.5,17.6,55,0.00,0.00,0.12,-0.01
195362,93.8,244.21,2593,7.188,22.50,53.2,0.92,0.64,-2.41,-1.95,87,87,82,82,114.00,88.1,62.2,9.0,16.0,55,0.00,0.00,0.12,-0.01
195564,93.8,214.70,2613,6.632,23.62,53.2,0.86,0.66,-0.56,0.48,87,87,82,82,101.00,88.1,62.2,6.2,15.2,55,0.00,0.00,0.12,-0.01
195762,93.8,210.99,2626,6.220,24.75,53.2,0.78,0.66,2.18,2.27,86,86,80,80,99.75,88.1,62.2,5.9,14.5,58,0.00,0.00,0.12,-0.01
195963,93.8,190.88,2648,5.664,26.25,53.2,0.72,0.59,0.19,2.27,86,86,80,80,91.00,88.1,62.2,4.7,13.7,58,0.00,0.00,0.12,-0.01
196163,93.8,162.15,2655,4.972,27.75,53.2,0.66,0.57,-2.37,2.27,86,86,80,80,77.50,88.1,62.2,2.0,11.3,58,0.00,0.00,0.12,-0.01
196363,94.5,133.84,2656,4.188,27.75,53.2,0.61,0.51,-4.76,2.27,86,86,80,80,64.00,88.1,62.2,0.8,10.5,58,0.00,0.00,0.12,-0.01
196562,94.5,117.18,2666,3.488,27.75,53.2,0.57,0.47,-4.79,-1.78,86,86,80,80,56.25,88.1,62.2,0.4,9.4,58,0.00,0.00,0.12,-0.01
196722,94.5,109.70,2658,3.184,27.75,53.2,0.51,0.47,-3.37,-0.98,85,85,80,78,52.50,88.1,62.2,0.0,8.2,59,0.00,0.00,0.12,-0.01
196882,94.5,102.88,2659,2.968,27.38,53.2,0.49,0.47,-2.03,0.37,85,85,80,78,49.25,88.1,62.2,0.0,8.2,59,0.00,0.00,0.12,-0.01
197082,94.5,99.19,2660,2.876,27.00,53.2,0.49,0.55,-0.38,2.02,85,85,80,78,47.50,88.1,62.2,0.0,7.0,59,0.00,0.00,0.12,-0.01
197283,94.5,86.16,2659,2.700,26.62,53.2,0.55,0.59,1.17,3.09,85,85,80,78,41.25,88.1,62.2,0.0,2.3,59,0.00,0.00,0.12,-0.01
197442,94.5,63.65,2639,2.316,22.50,53.2,0.53,0.55,-1.74,-0.05,85,85,80,78,30.25,88.1,62.2,0.0,0.0,59,0.00,0.00,0.12,-0.01
197644,94.5,59.97,2616,1.912,17.62,53.2,0.51,0.53,-3.12,-1.43,85,85,80,76,28.25,88.1,62.2,0.0,0.0,59,0.00,0.00,0.12,-0.01
197843,94.5,58.76,2623,1.688,12.38,53.2,0.49,0.49,-4.40,-2.71,85,85,80,76,27.75,88.1,63.0,0.0,0.0,59,0.00,0.00,0.12,-0.01
198046,94.5,58.72,2601,1.616,7.12,53.2,0.47,0.47,-5.68,-3.99,85,85,80,76,27.50,88.1,63.0,0.0,0.0,59,0.00,0.00,0.12,-0.01
198243,94.5,59.16,2582,1.636,1.88,53.2,0.47,0.43,-3.93,-0.83,85,85,80,76,27.50,88.1,63.0,0.0,0.0,59,0.00,0.00,0.12,-0.01
198441,94.5,59.40,2548,1.680,-0.75,53.2,0.47,0.43,0.00,0.00,85,85,80,76,27.25,88.1,63.0,0.0,0.0,59,0.00,0.00,0.12,-0.01
198642,94.5,59.33,2527,1.680,-0.75,53.2,0.47,0.43,0.00,0.00,86,86,81,77,27.00,88.1,63.0,0.0,0.0,58,0.00,0.00,0.12,-0.01
198802,94.5,58.06,2511,1.668,-0.75,53.2,0.47,0.41,0.00,0.00,86,86,81,77,26.25,88.1,63.0,0.0,0.0,58,0.00,0.00,0.12,-0.01
198963,94.5,58.38,2497,1.664,-0.75,53.2,0.47,0.41,0.00,0.00,86,86,81,77,26.25,88.1,63.0,0.0,0.0,58,0.00,0.00,0.12,-0.01
199162,94.5,58.97,2472,1.664,-0.75,54.0,0.43,0.39,0.00,0.00,86,86,81,77,26.25,88.1,63.0,0.0,0.0,58,0.00,0.00,0.12,-0.01
199362,94.5,58.40,2449,1.664,-1.12,54.0,0.45,0.39,0.00,0.00,86,86,81,77,25.75,88.1,63.8,0.0,0.0,58,0.00,0.00,0.12,-0.01
199561,94.5,57.21,2427,1.652,-1.12,54.0,0.45,0.37,0.00,0.00,86,86,81,77,25.00,88.1,63.8,0.0,0.0,58,0.00,0.00,0.12,-0.01
199722,94.5,57.66,2408,1.644,-1.12,54.0,0.45,0.35,0.00,0.00,88,88,82,79,25.00,88.1,63.8,0.0,0.0,55,0.00,0.00,0.12,-0.01
199883,94.5,57.00,2387,1.640,-1.12,54.0,0.45,0.35,0.00,0.00,88,88,82,79,24.50,88.1,63.8,0.0,0.0,55,0.00,0.00,0.12,-0.01
200083,94.5,56.81,2371,1.632,-1.12,54.0,0.45,0.33,0.00,0.00,88,88,82,79,24.25,88.1,63.8,0.0,0.0,55,0.00,0.00,0.12,-0.01
200283,94.5,55.03,2346,1.624,-1.50,54.0,0.45,0.33,0.00,0.00,88,88,82,79,23.25,88.1,64.5,0.0,0.0,55,0.00,0.00,0.12,-0.01
200482,94.5,55.56,2324,1.620,-1.50,54.0,0.49,0.33,0.00,0.00,88,88,82,79,23.25,88.1,64.5,0.0,0.0,55,0.00,0.00,0.12,-0.01
200643,94.5,55.39,2306,1.600,-1.50,54.0,0.51,0.35,0.00,0.00,89,89,84,80,23.00,88.1,64.5,0.0,0.0,53,0.00,0.00,0.12,-0.01
200842,94.5,55.52,2276,1.588,-1.88,54.0,0.51,0.35,0.00,0.00,89,89,84,80,22.75,88.1,64.5,0.0,0.0,53,0.00,0.00,0.12,-0.01
201042,94.5,54.18,2255,1.584,-1.88,54.0,0.55,0.35,0.00,0.00,89,89,84,80,22.00,88.1,64.5,0.0,0.0,53,0.00,0.00,0.12,-0.01
201202,94.5,54.71,2233,1.580,-1.88,54.8,0.57,0.33,0.00,0.00,89,89,84,80,22.00,88.9,64.5,0.0,0.0,53,0.00,0.00,0.12,-0.01
201362,94.5,54.33,2198,1.572,-2.25,54.8,0.59,0.33,0.00,0.00,89,89,84,80,21.50,88.9,64.5,0.0,0.0,53,0.00,0.00,0.12,-0.01
201524,94.5,53.67,2199,1.552,-2.25,54.8,0.59,0.33,0.00,0.00,89,89,84,80,21.25,88.9,64.5,0.0,0.0,53,0.00,0.00,0.12,-0.01
201723,94.5,54.18,2178,1.544,-2.25,54.8,0.57,0.33,0.00,0.00,90,90,85,81,21.25,88.9,64.5,0.0,0.0,50,0.00,0.00,0.12,-0.01
201922,94.5,54.16,2153,1.552,-2.25,54.8,0.57,0.31,0.00,0.00,90,90,85,81,21.00,88.9,64.5,0.0,0.0,50,0.00,0.00,0.12,-0.01
202082,94.5,52.81,2130,1.552,-2.62,54.8,0.57,0.31,0.00,0.00,90,90,85,81,20.25,88.9,64.5,0.0,0.0,50,0.00,0.00,0.12,-0.01
202284,94.5,53.53,2101,1.544,-2.62,54.8,0.59,0.31,0.00,0.00,90,90,85,81,20.25,88.9,65.2,0.0,0.0,50,0.00,0.00,0.12,-0.01
202483,94.5,52.70,2081,1.536,-2.62,54.8,0.57,0.33,0.00,0.00,90,90,85,81,19.75,88.9,65.2,0.0,0.0,50,0.00,0.00,0.12,-0.01
202682,94.5,51.89,2060,1.524,-3.00,54.8,0.55,0.31,0.00,0.00,91,91,86,82,19.25,88.9,65.2,0.0,0.0,47,0.00,0.00,0.12,-0.01
202882,94.5,52.23,2020,1.520,-3.00,54.8,0.53,0.31,0.00,0.00,91,91,86,82,19.00,88.9,65.2,0.0,0.0,47,0.00,0.00,0.12,-0.01
203042,94.5,53.10,1935,1.484,-3.38,54.8,0.53,0.31,0.00,0.00,91,91,86,82,18.50,88.9,65.2,0.0,0.0,47,0.00,0.00,0.12,-0.01
203242,94.5,46.85,1630,1.360,-4.88,55.5,0.49,0.31,0.00,0.00,91,91,86,82,13.75,88.9,65.2,0.0,0.0,47,0.00,0.00,0.12,-0.01
203443,94.5,47.59,1342,0.624,-8.62,55.5,0.43,0.27,0.00,0.00,91,91,86,82,11.50,88.9,65.2,0.0,0.0,47,0.00,0.00,0.12,-0.01
203643,94.5,63.49,1028,1.872,-13.12,55.5,0.41,0.25,0.00,0.00,92,92,87,83,11.75,88.9,65.2,0.0,0.0,44,0.00,0.00,0.12,-0.01
203843,94.5,103.28,847,2.128,4.88,55.5,0.39,0.23,0.11,0.09,92,92,87,83,15.75,88.9,65.2,0.0,0.0,44,0.00,0.00,0.12,-0.01
204042,94.5,90.69,888,2.648,4.88,55.5,0.37,0.21,0.48,0.46,92,92,87,83,14.50,88.9,65.2,0.0,0.0,44,0.00,0.00,0.12,-0.01
204202,94.5,64.42,1164,2.128,1.12,55.5,0.33,0.21,0.83,0.81,92,92,87,83,13.50,88.9,65.2,0.0,0.0,44,0.00,0.00,0.12,-0.01
204362,94.5,37.74,1398,1.948,1.12,55.5,0.31,0.20,1.24,1.28,92,92,87,83,9.50,88.9,65.2,0.0,0.0,44,0.00,0.00,0.12,-0.01
204523,94.5,34.54,1608,1.756,1.50,55.5,0.29,0.18,1.24,1.31,92,92,87,83,10.00,88.9,65.2,0.0,0.0,44,0.00,0.00,0.12,-0.01
204723,94.5,39.77,1885,1.552,2.62,56.2,0.29,0.18,1.24,1.31,90,90,87,81,13.50,88.9,65.2,0.0,0.0,38,0.00,0.00,0.12,-0.01
204923,94.5,47.53,2191,1.504,4.88,56.2,0.29,0.20,1.24,1.31,90,90,87,81,18.75,88.9,65.2,0.0,0.0,38,0.00,0.00,0.12,-0.01
205122,94.5,55.62,2172,1.572,7.12,56.2,0.33,0.21,1.24,1.31,90,90,87,81,21.75,88.9,65.2,0.0,0.0,38,0.00,0.00,0.12,-0.01
205323,94.5,52.36,2068,1.576,-3.00,56.2,0.33,0.25,0.00,0.00,90,90,87,81,19.50,88.9,65.2,0.0,0.0,38,0.00,0.00,0.12,-0.01
205525,94.5,54.73,1928,1.520,-3.38,56.2,0.31,0.25,0.00,0.00,90,90,87,81,19.00,88.9,65.2,0.0,0.0,38,0.00,0.00,0.12,-0.01
205722,94.5,48.97,1843,1.448,-4.12,56.2,0.31,0.25,0.00,0.00,91,91,88,82,16.25,88.9,65.2,0.0,0.0,31,0.00,0.00,0.12,-0.01
205923,94.5,45.43,1681,1.344,-4.88,56.2,0.29,0.23,0.00,0.00,91,91,88,82,13.75,88.9,65.2,0.0,0.0,31,0.00,0.00,0.12,-0.01
206123,94.5,46.28,1380,0.624,-8.25,56.2,0.27,0.21,0.00,0.00,91,91,88,82,11.50,88.9,65.2,0.0,0.0,31,0.00,0.00,0.12,-0.01
206322,94.5,61.39,1063,1.784,-13.12,56.2,0.23,0.20,0.00,0.00,91,91,88,82,11.75,88.9,65.2,0.0,0.0,31,0.00,0.00,0.12,-0.01
206523,94.5,103.09,862,2.036,4.88,56.2,0.23,0.20,0.07,0.09,91,91,88,82,16.00,88.9,65.2,0.0,0.0,31,0.00,0.00,0.12,-0.01
206723,94.5,105.06,793,2.616,4.88,56.2,0.23,0.18,0.44,0.46,91,91,89,84,15.00,88.9,65.2,0.0,0.0,23,0.00,0.00,0.12,-0.01
206922,94.5,99.19,770,2.684,4.88,56.2,0.21,0.16,0.73,0.75,91,91,89,84,13.75,88.9,65.2,0.0,0.0,23,0.00,0.00,0.12,-0.01
207123,94.5,89.99,756,2.580,4.88,56.2,0.20,0.16,1.00,1.02,91,91,89,84,12.25,88.9,65.2,0.0,0.0,23,0.00,0.00,0.12,-0.01
207322,95.2,87.24,748,2.580,4.88,56.2,0.18,0.14,1.10,1.17,91,91,89,84,11.75,88.9,66.0,0.0,0.0,23,0.00,0.00,0.12,-0.01
207483,95.2,89.46,745,2.576,4.88,56.2,0.18,0.14,1.10,1.17,91,91,89,84,12.00,88.9,66.0,0.0,0.0,23,0.00,0.00,0.12,-0.01
207683,95.2,89.46,745,2.568,4.88,56.2,0.16,0.12,1.10,1.17,92,92,91,85,12.00,88.9,66.0,0.0,0.0,13,0.00,0.00,0.12,-0.01
207882,94.5,90.06,740,2.572,3.00,56.2,0.16,0.12,1.10,1.17,92,92,91,85,12.00,88.9,66.0,0.0,0.0,13,0.00,0.00,0.12,-0.01
208042,94.5,91.43,729,2.564,4.12,56.2,0.14,0.10,1.10,1.17,92,92,91,85,12.00,88.9,66.0,0.0,0.0,13,0.00,0.00,0.12,-0.01
208244,95.2,129.00,732,3.872,6.38,57.0,0.14,0.10,1.10,1.17,92,92,91,85,17.00,88.9,66.0,0.0,10.5,13,0.00,0.00,0.12,-0.01
208443,95.2,465.69,826,6.696,5.62,57.0,0.12,0.10,-1.09,-0.98,92,92,91,85,69.25,88.9,66.0,2.0,17.6,13,0.00,0.00,0.12,-0.01
208642,95.2,317.26,1230,9.320,11.25,57.0,0.16,0.10,-2.12,-2.01,93,93,92,86,70.25,88.9,66.0,3.9,20.7,8,0.00,0.00,0.12,-0.01
208843,95.2,266.65,1604,8.304,16.50,57.0,0.37,0.21,-3.91,-3.80,93,93,92,86,77.00,88.9,66.0,5.1,21.9,8,0.00,0.00,0.12,-0.01
209043,95.2,269.75,1601,7.768,14.25,57.0,0.39,0.25,-5.83,-5.72,93,93,92,86,77.75,88.9,66.0,5.1,21.9,8,0.00,0.00,0.12,-0.01
209243,95.2,292.36,1444,7.580,12.00,57.0,0.35,0.25,-7.70,-5.43,93,93,92,86,76.00,88.9,66.0,5.1,21.9,8,0.00,0.00,0.12,-0.01
209443,95.2,319.16,1240,8.328,9.00,57.0,0.37,0.25,-4.25,-3.79,93,93,92,86,71.25,88.9,66.0,5.1,21.9,8,0.00,0.00,0.12,-0.01
209642,95.2,337.71,1028,9.096,5.62,57.8,0.37,0.27,-2.83,-2.37,94,94,93,87,62.50,88.9,66.0,5.5,21.5,11,0.00,0.00,0.12,-0.01
209843,95.2,298.97,1059,9.744,5.62,57.8,0.35,0.27,-1.58,-1.12,94,94,93,87,57.00,88.9,66.0,5.5,21.5,11,0.00,0.00,0.12,-0.01
210044,95.2,288.82,1077,9.336,5.62,57.8,0.35,0.27,-0.20,0.26,94,94,93,87,56.00,88.9,66.0,3.9,20.7,11,0.00,0.00,0.12,-0.01
210242,95.2,273.71,1172,8.936,7.12,57.8,0.35,0.29,0.35,0.81,94,94,93,87,57.75,88.9,66.0,3.5,19.9,11,0.00,0.00,0.12,-0.01
210443,95.2,250.13,1238,8.128,10.12,57.8,0.37,0.29,0.35,0.81,94,94,93,87,55.75,88.9,66.0,2.0,18.8,11,0.00,0.00,0.12,-0.01
210603,95.2,234.17,1275,7.612,10.12,57.8,0.37,0.31,0.35,0.81,94,94,93,87,53.75,88.9,66.0,1.2,18.0,11,0.00,0.00,0.12,-0.01
210803,95.2,218.66,1340,7.004,11.62,57.8,0.37,0.29,0.35,0.81,95,95,94,88,52.75,88.9,66.0,0.8,17.6,16,0.00,0.00,0.12,-0.01
210962,95.2,215.10,1388,6.760,12.75,57.8,0.37,0.29,1.25,1.63,95,95,94,88,53.75,88.9,66.0,0.8,17.6,16,0.00,0.00,0.12,-0.01
211123,95.2,218.45,1424,6.660,13.50,57.8,0.35,0.31,2.42,2.80,95,95,94,88,56.00,88.9,66.0,0.8,17.6,16,0.00,0.00,0.12,-0.01
211322,95.2,217.39,1482,6.760,13.88,57.8,0.35,0.33,3.97,4.35,95,95,94,88,58.00,88.9,65.2,0.8,17.6,16,0.00,0.00,0.12,-0.01
211483,95.2,229.76,1523,6.904,15.38,57.8,0.35,0.33,5.21,5.59,95,95,94,88,63.00,88.9,65.2,1.6,17.6,16,0.00,0.00,0.12,-0.01
211683,95.2,241.63,1569,7.236,15.75,57.8,0.39,0.39,6.37,7.25,93,93,95,89,68.25,88.9,65.2,2.0,18.0,20,0.00,0.00,0.12,-0.01
211882,95.2,239.24,1631,7.408,17.25,57.8,0.43,0.39,6.37,8.12,93,93,95,89,70.25,88.9,65.2,2.7,18.4,20,0.00,0.00,0.12,-0.01
212084,95.2,243.90,1691,7.460,18.00,57.8,0.45,0.41,6.37,8.12,93,93,95,89,74.25,88.9,65.2,3.1,18.4,20,0.00,0.00,0.12,-0.01
212284,95.2,243.60,1750,7.552,19.12,57.8,0.47,0.45,6.37,8.12,93,93,95,89,76.75,88.9,65.2,3.9,18.4,20,0.00,0.00,0.12,-0.01
212482,95.2,246.46,1803,7.432,18.75,57.8,0.51,0.49,3.33,8.12,93,93,95,89,80.00,88.9,65.2,4.7,18.4,20,0.00,0.00,0.12,-0.01
212684,95.2,242.90,1858,7.236,18.75,57.8,0.57,0.51,1.28,4.43,92,92,96,91,81.25,89.7,65.2,5.1,18.4,25,0.00,0.00,0.12,-0.01
212884,95.2,247.69,1923,7.116,18.75,57.8,0.55,0.53,-0.85,2.30,92,92,96,91,85.75,89.7,65.2,5.9,18.4,25,0.00,0.00,0.12,-0.01
213083,95.2,249.36,1988,7.404,18.75,57.8,0.53,0.55,2.72,0.07,92,92,96,91,89.25,89.7,65.2,6.2,18.4,25,0.00,0.00,0.12,-0.01
213283,95.2,253.09,2052,7.760,19.12,57.8,0.55,0.55,5.09,2.79,92,92,96,91,93.50,89.7,65.2,7.0,18.4,25,0.00,0.00,0.12,-0.01
213483,95.2,260.62,2110,7.964,19.50,57.8,0.64,0.57,6.57,5.01,92,92,96,91,99.00,89.7,65.2,7.4,18.4,25,0.00,0.00,0.12,-0.01
213682,95.2,251.78,2173,7.916,19.88,57.8,0.68,0.59,6.57,5.01,91,91,95,89,98.50,89.7,65.2,7.0,18.0,30,0.00,0.00,0.12,-0.01
213844,95.2,244.00,2231,7.736,20.25,57.8,0.72,0.61,6.57,5.01,91,91,95,89,98.00,89.7,65.2,7.0,17.6,30,0.00,0.00,0.12,-0.01
214044,95.2,238.41,2295,7.596,20.62,57.8,0.82,0.59,6.57,5.01,91,91,95,89,98.50,89.7,65.2,6.6,16.8,30,0.00,0.00,0.12,-0.01
214242,95.2,206.75,2344,6.596,22.12,57.0,0.90,0.57,3.04,1.86,91,91,95,89,87.25,89.7,65.2,4.7,15.6,30,0.00,0.00,0.12,-0.01
214443,95.2,204.84,2393,6.064,22.88,57.0,0.94,0.55,0.60,-0.57,91,91,95,89,88.25,89.7,65.2,4.7,15.2,30,0.00,0.00,0.12,-0.01
214642,95.2,205.46,2440,5.856,23.25,57.0,0.82,0.53,-1.78,-0.26,90,90,93,87,90.25,89.7,65.2,4.7,15.2,33,0.00,0.00,0.12,-0.01
214803,95.2,212.47,2464,6.020,22.88,57.0,0.78,0.53,0.95,1.72,90,90,93,87,94.25,89.7,65.2,5.5,15.2,33,0.00,0.00,0.12,-0.01
214963,95.2,214.70,2516,6.284,23.25,57.0,0.72,0.55,2.93,3.69,90,90,93,87,97.25,89.7,65.2,5.9,15.2,33,0.00,0.00,0.12,-0.01
215122,95.2,216.65,2564,6.308,24.00,57.0,0.66,0.55,2.93,4.07,90,90,93,87,100.00,89.7,65.2,6.2,15.2,33,0.00,0.00,0.12,-0.01
215284,95.2,219.15,2598,6.184,23.62,57.0,0.64,0.53,0.11,4.07,90,90,93,87,102.50,89.7,64.5,6.2,15.2,33,0.00,0.00,0.12,-0.01
215483,95.2,223.07,2627,6.100,24.00,57.0,0.64,0.55,-2.61,4.07,90,90,93,87,105.50,89.7,64.5,7.0,15.6,33,0.00,0.00,0.12,-0.01
215683,95.2,228.09,2691,6.456,24.00,57.0,0.61,0.55,0.69,4.07,89,89,91,85,110.50,89.7,64.5,7.8,15.6,37,0.00,0.00,0.12,-0.01
215882,95.2,233.81,2744,6.784,24.38,57.0,0.61,0.55,3.53,-0.56,89,89,91,85,115.50,89.7,64.5,8.6,16.0,37,0.00,0.00,0.12,-0.01
216043,95.2,234.91,2796,7.016,24.00,57.0,0.62,0.53,4.99,-0.19,89,89,91,85,118.25,89.7,64.5,9.0,16.4,37,0.00,0.00,0.12,-0.01
216204,95.2,243.77,2837,6.924,24.00,57.0,0.62,0.53,1.16,2.27,89,89,91,85,124.50,89.7,64.5,9.8,16.8,37,0.00,0.00,0.12,-0.01
216403,95.2,248.58,2905,6.908,24.38,57.0,0.61,0.57,-0.20,5.40,89,89,91,85,130.00,89.7,64.5,10.2,17.2,37,0.00,0.00,0.12,-0.01
216603,95.2,252.73,2967,7.292,24.38,57.0,0.57,0.64,3.10,2.37,89,89,91,85,135.00,89.7,64.5,11.3,18.0,37,0.00,0.00,0.12,-0.01
216804,95.2,281.38,3050,7.944,23.25,56.2,0.57,0.70,3.48,-1.06,88,88,89,83,154.50,89.7,64.5,14.8,20.7,41,0.00,0.00,0.12,-0.01
217003,95.2,297.27,3125,8.712,21.00,56.2,0.61,0.74,2.89,3.92,88,88,89,83,167.25,89.7,64.5,17.2,22.7,41,0.00,0.00,0.12,-0.01
217203,95.2,306.20,3211,9.436,20.25,56.2,0.68,0.74,6.70,4.91,88,88,89,83,177.00,89.7,64.5,18.4,23.4,41,0.00,0.00,0.12,-0.01
217362,95.2,305.01,3278,9.208,20.62,56.2,0.64,0.78,4.05,1.81,88,88,89,83,180.00,89.7,64.5,18.8,23.8,41,0.00,0.00,0.12,-0.01
217563,95.2,314.08,3369,9.152,20.25,56.2,0.66,0.76,0.08,-2.16,88,88,89,83,190.50,89.7,64.5,19.9,25.0,41,0.00,0.00,0.12,-0.01
217723,95.2,319.91,3438,9.468,20.25,54.8,0.68,0.82,2.86,2.17,86,86,87,81,198.00,89.7,64.5,19.9,25.4,46,0.00,0.00,0.12,0.09
217923,95.2,321.18,3528,9.504,20.62,54.8,0.68,0.82,2.75,0.12,86,86,87,81,204.00,89.7,64.5,19.9,25.4,46,0.00,0.00,0.12,0.09
218123,95.2,317.57,3625,9.008,21.75,54.8,0.70,0.80,-1.53,-0.49,86,86,87,81,207.25,89.7,64.5,20.3,25.4,46,0.00,0.00,0.12,0.09
218283,95.2,317.57,3695,9.416,22.50,54.0,0.72,0.88,3.04,3.00,86,86,87,81,211.25,89.7,64.5,19.9,25.4,46,0.00,0.00,0.12,0.09
218482,95.2,316.68,3793,9.288,22.88,54.0,0.76,0.88,2.96,1.68,86,86,87,81,216.25,89.7,64.5,19.9,25.0,46,0.00,0.00,0.12,0.09
218644,95.2,306.75,3866,8.952,23.62,53.2,0.80,0.86,-0.58,-1.86,85,85,85,79,213.50,89.7,64.5,19.9,25.0,54,0.00,0.00,0.22,0.09
218842,96.0,306.41,3961,9.004,23.62,53.2,0.84,0.80,1.36,2.33,85,85,85,79,218.50,89.7,63.8,19.9,25.0,54,0.00,0.00,0.22,0.09
219003,96.0,305.79,4019,9.164,23.62,53.2,0.88,0.84,4.11,1.10,85,85,85,79,221.25,89.7,63.8,19.9,25.0,54,0.00,0.00,0.22,0.09
