Time (msec),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Ignition Angle (° CRK),* Intake Air Temperature (°C),* Knock sensor 1 (V),* Knock sensor 2 (V),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Lambda post cat heating 1 (%),* Lambda post cat heating 2 (%),* Lambda pre cat heating 1 (%),* Lambda pre cat heating 2 (%),* Mass Airflow (kg/h),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Throttle Position actual (°TPS),* Throttle Position pedal (°TPS),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
490528,105.0,172.04,2042,4.940,24.75,48.8,0.37,0.27,-0.24,0.12,88,88,90,83,63.25,104.1,62.2,0.8,11.3,28,0.00,0.00,-0.78,-1.07
490688,105.0,171.47,2065,5.004,25.12,48.8,0.37,0.27,-0.24,0.12,86,86,90,84,63.75,104.1,62.2,1.2,11.3,29,0.00,0.00,-0.78,-1.07
490847,105.0,191.79,2049,5.208,24.38,48.8,0.39,0.27,-0.24,0.12,86,86,90,84,70.75,104.1,62.2,1.6,11.7,29,0.00,0.00,-0.78,-1.07
491008,105.0,190.67,2083,5.528,24.00,48.8,0.39,0.27,-0.24,0.12,86,86,90,84,71.50,104.1,62.2,1.6,12.1,29,0.00,0.00,-0.78,-1.07
491208,105.0,188.40,2189,5.492,23.62,48.8,0.41,0.29,-3.02,0.12,86,86,90,84,74.25,104.1,62.2,2.0,12.5,29,0.00,0.00,-0.78,-1.07
491409,105.0,196.81,2159,5.388,23.62,48.8,0.43,0.31,-5.12,-3.50,86,86,90,84,76.50,104.1,62.2,2.3,12.5,29,0.00,0.00,-0.78,-1.07
491608,105.0,197.66,2192,5.588,23.25,48.8,0.45,0.29,1.29,-0.62,86,86,90,84,78.00,104.1,62.2,2.7,12.9,29,0.00,0.00,-0.78,-1.07
491808,105.0,198.83,2221,5.776,23.25,48.8,0.47,0.27,3.38,1.42,85,85,90,85,79.50,104.1,62.2,2.7,12.9,31,0.00,0.00,-0.78,-1.07
492008,105.0,200.75,2262,5.744,23.62,48.8,0.51,0.25,3.38,2.74,85,85,90,85,81.75,104.1,62.2,3.1,12.9,31,0.00,0.00,-0.78,-1.07
492208,105.0,194.59,2298,5.712,23.62,49.5,0.55,0.25,3.38,2.74,85,85,90,85,80.50,104.1,62.2,3.1,12.9,31,0.00,0.00,-0.78,-1.07
492368,105.0,191.64,2326,5.660,24.00,49.5,0.51,0.25,3.38,2.74,85,85,90,85,80.25,104.1,62.2,3.1,12.9,31,0.00,0.00,-0.78,-1.07
492567,105.0,190.67,2367,5.452,24.38,49.5,0.51,0.27,1.24,2.74,85,85,90,85,81.25,104.1,62.2,3.1,12.9,31,0.00,0.00,-0.78,-1.07
492728,105.0,189.10,2394,5.304,24.75,49.5,0.53,0.27,-0.59,-0.17,85,85,90,85,81.50,104.1,62.2,3.1,12.9,33,0.00,0.00,-0.78,-1.07
492929,104.2,185.94,2427,5.224,25.50,49.5,0.53,0.27,0.05,-0.22,85,85,90,85,81.25,104.1,62.2,3.1,12.9,33,0.00,0.00,-0.78,-1.07
493130,104.2,183.02,2466,5.348,25.88,49.5,0.51,0.29,2.38,2.12,85,85,90,85,81.25,104.1,62.2,3.1,12.9,33,0.00,0.00,-0.78,-1.07
493328,105.0,185.86,2503,5.332,25.88,49.5,0.51,0.33,2.86,3.19,85,85,90,85,83.75,104.1,62.2,3.1,12.9,33,0.00,0.00,-0.78,-1.07
493528,105.0,176.45,2534,5.180,26.62,49.5,0.49,0.33,2.86,3.19,85,85,90,85,80.50,104.1,62.2,2.7,12.5,33,0.00,0.00,-0.78,-1.07
493688,105.0,120.02,2557,4.504,26.62,49.5,0.49,0.31,2.86,3.19,84,84,88,83,55.25,104.1,62.2,0.0,0.0,36,0.00,0.00,-0.78,-1.07
493849,105.0,54.88,2606,2.160,4.88,49.5,0.49,0.31,2.86,3.19,84,84,88,83,25.75,104.1,63.0,0.0,0.0,36,0.00,0.00,-0.78,-1.07
494047,105.0,60.90,2394,2.108,3.75,49.5,0.47,0.35,2.86,3.19,84,84,88,83,26.25,104.1,63.0,0.0,0.0,36,0.00,0.00,-0.78,-1.07
494209,105.0,58.04,2177,1.924,2.25,48.8,0.45,0.37,2.86,3.19,84,84,88,83,22.75,104.1,63.0,0.0,0.0,36,0.00,0.00,-0.78,-1.07
494408,104.2,56.09,1906,1.884,-7.88,48.8,0.47,0.35,2.86,3.19,84,84,88,83,19.25,104.1,63.0,0.0,2.0,36,0.00,0.00,-0.78,-1.07
494608,104.2,58.99,1718,1.760,6.38,48.8,0.41,0.33,3.72,4.00,84,84,88,83,18.25,104.1,63.0,0.0,4.7,36,0.00,0.00,-0.78,-1.07
494810,104.2,57.64,1662,1.768,19.12,48.8,0.37,0.29,4.40,4.76,85,85,89,84,17.25,104.1,63.0,0.0,5.9,38,0.00,0.00,-0.78,-1.07
495008,104.2,62.07,1633,1.768,19.50,48.8,0.35,0.27,4.40,4.80,85,85,89,84,18.25,104.1,63.0,0.0,5.9,38,0.00,0.00,-0.78,-1.07
495208,104.2,64.10,1646,1.776,19.50,48.8,0.33,0.25,4.40,4.80,85,85,89,84,19.00,104.1,63.0,0.0,7.0,38,0.00,0.00,-0.78,-1.07
495408,104.2,69.29,1643,1.868,19.88,48.8,0.33,0.23,4.40,4.80,85,85,89,84,20.50,104.1,63.0,0.0,7.4,38,0.00,0.00,-0.78,-1.07
495608,104.2,67.43,1627,1.916,20.62,48.8,0.33,0.21,4.40,4.80,85,85,89,84,19.75,104.1,63.0,0.0,5.1,38,0.00,0.00,-0.78,-1.07
495808,105.0,51.20,1627,1.748,19.50,48.8,0.33,0.21,2.29,4.80,86,86,91,86,15.00,104.1,63.8,0.0,2.7,36,0.00,0.00,-0.78,-1.07
496009,105.0,42.23,1611,1.528,15.00,48.8,0.31,0.20,1.56,2.07,86,86,91,86,12.25,104.1,63.8,0.0,0.0,36,0.00,0.00,-0.78,-1.07
496209,105.0,40.85,1597,1.344,9.38,48.8,0.31,0.20,0.82,1.33,86,86,91,86,11.75,104.1,63.8,0.0,0.0,36,0.00,0.00,-0.78,-1.07
496408,105.0,40.56,1575,1.240,3.75,48.8,0.29,0.18,0.09,0.60,86,86,91,86,11.50,104.1,63.8,0.0,0.0,36,0.00,0.00,-0.78,-1.07
496612,105.0,40.56,1575,1.208,-2.25,48.8,0.27,0.18,-0.64,-0.13,86,86,91,86,11.50,104.1,63.8,0.0,0.0,36,0.00,0.00,-0.78,-1.07
496808,104.2,40.85,1563,1.224,-5.62,48.8,0.25,0.18,-1.19,-0.68,86,86,92,87,11.50,104.1,63.8,0.0,0.0,36,0.00,0.00,-0.78,-1.07
497008,104.2,40.41,1546,1.224,-6.00,48.8,0.23,0.18,-1.19,-0.68,86,86,92,87,11.25,104.1,63.8,0.0,0.0,36,0.00,0.00,-0.78,-1.07
497169,104.2,41.64,1534,1.220,-6.00,48.8,0.21,0.18,-1.19,-0.68,86,86,92,87,11.50,104.1,63.8,0.0,0.4,36,0.00,0.00,-0.78,-1.07
497370,105.0,47.93,1535,1.296,-1.12,48.8,0.21,0.18,1.25,1.72,86,86,92,87,13.25,104.1,63.8,0.0,3.5,36,0.00,0.00,-0.78,-1.07
497568,105.0,60.29,1520,1.484,13.88,48.8,0.21,0.18,1.98,2.46,86,86,92,87,16.50,104.1,63.8,0.0,5.5,36,0.00,0.00,-0.78,-1.07
497768,105.0,69.42,1500,1.672,18.75,48.8,0.20,0.18,2.72,3.19,87,87,93,88,18.75,104.1,63.8,0.0,5.9,34,0.00,0.00,-0.78,-1.07
497930,105.0,77.75,1518,1.896,19.12,48.8,0.20,0.18,3.30,3.78,87,87,93,88,21.25,104.1,63.8,0.0,7.0,34,0.00,0.00,-0.78,-1.07
498130,105.0,117.54,1465,2.828,20.25,48.8,0.20,0.16,4.03,4.50,87,87,93,88,31.00,104.1,63.8,0.0,11.7,34,0.00,0.00,-0.78,-1.07
498328,105.0,199.59,1482,4.620,16.88,48.8,0.20,0.16,4.23,5.05,87,87,93,88,53.25,104.1,64.5,0.4,13.7,34,0.00,0.00,-0.78,-1.07
498528,105.0,276.80,1510,6.868,9.38,48.8,0.23,0.16,4.23,5.05,87,87,93,88,75.25,104.1,64.5,2.3,15.2,34,0.00,0.00,-0.78,-1.07
498728,105.0,284.18,1510,8.128,9.38,49.5,0.27,0.18,4.23,2.94,88,88,94,89,77.25,104.1,64.5,3.9,16.0,33,0.00,0.00,-0.78,-1.07
498888,105.0,285.28,1543,8.148,14.62,49.5,0.29,0.20,0.85,1.50,88,88,94,89,79.25,104.1,64.5,5.1,16.4,33,0.00,0.00,-0.78,-1.07
499048,105.0,287.00,1558,8.256,14.25,49.5,0.35,0.21,-0.64,-0.00,88,88,94,89,80.50,104.1,64.5,5.9,16.8,33,0.00,0.00,-0.78,-1.07
499208,105.0,316.64,1592,8.596,13.50,49.5,0.33,0.21,-2.20,-1.55,88,88,94,89,90.75,104.1,64.5,10.5,18.8,33,0.00,0.00,-0.78,-1.07
499408,105.0,348.64,1661,9.456,13.12,49.5,0.33,0.21,-1.97,-3.66,88,88,94,89,104.25,104.1,64.5,14.1,20.7,33,0.00,0.00,-0.78,-1.07
499568,105.0,349.87,1667,10.044,13.12,49.5,0.35,0.21,-0.21,-0.88,88,88,94,89,105.00,104.1,64.5,16.0,20.7,33,0.00,0.00,-0.78,-1.07
499728,105.0,330.99,1716,10.308,12.75,49.5,0.37,0.21,1.61,0.93,87,87,92,87,102.25,104.1,64.5,15.6,21.1,35,0.00,0.00,-0.78,-1.07
499888,105.0,330.75,1755,10.344,12.75,49.5,0.37,0.23,2.07,2.79,87,87,92,87,104.50,104.1,64.5,16.0,21.1,35,0.00,0.00,-0.78,-1.07
500048,105.0,334.25,1774,10.260,13.12,49.5,0.39,0.25,2.07,3.26,87,87,92,87,106.75,104.1,64.5,16.0,21.1,35,0.00,0.00,-0.78,-1.07
500208,105.0,332.39,1809,10.152,13.88,49.5,0.43,0.25,2.07,3.26,87,87,92,87,108.25,104.1,64.5,15.6,20.7,35,0.00,0.00,-0.78,-1.07
500367,105.0,308.17,1843,9.752,15.00,49.5,0.47,0.27,2.07,3.26,87,87,92,87,102.25,104.1,64.5,12.9,18.8,35,0.00,0.00,-0.78,-1.07
500529,105.0,282.31,1879,8.796,16.12,49.5,0.51,0.29,-0.57,3.26,87,87,92,87,95.50,104.1,64.5,10.5,17.6,35,0.00,0.00,-0.78,-1.07
500729,105.0,251.48,1916,7.960,18.38,48.8,0.55,0.29,0.17,-0.55,86,86,90,85,86.75,104.1,64.5,7.0,15.6,40,0.00,0.00,-0.78,-1.07
500928,105.0,201.14,1947,6.764,16.88,48.8,0.61,0.31,2.47,1.37,86,86,90,85,70.50,104.1,64.5,2.7,12.9,40,0.00,0.00,-0.78,-1.07
501089,105.0,183.42,1976,6.212,18.00,48.8,0.66,0.31,4.20,3.11,86,86,90,85,65.25,104.1,64.5,0.8,11.3,40,0.00,0.00,-0.78,-1.07
501288,105.0,159.31,1996,5.532,23.62,48.0,0.76,0.33,1.24,0.15,86,86,90,85,57.25,104.1,64.5,0.4,10.9,40,0.00,0.00,-0.78,-1.07
501488,105.0,158.18,2019,5.132,24.75,48.0,0.78,0.33,1.44,0.72,86,86,90,85,57.50,104.1,64.5,0.4,10.9,40,0.00,0.00,-0.78,-1.07
501649,105.0,161.96,2032,4.972,25.12,48.0,0.74,0.31,1.44,0.72,85,85,90,85,59.25,104.1,64.5,0.4,10.9,44,0.00,0.00,-0.78,-1.07
501848,105.0,162.15,2064,4.924,25.12,48.0,0.68,0.29,1.44,0.72,85,85,90,85,60.25,104.1,65.2,0.4,10.9,44,0.00,0.00,-0.78,-1.07
502008,105.0,160.96,2062,4.836,25.12,48.0,0.62,0.29,1.44,0.72,85,85,90,85,59.75,104.1,65.2,0.8,10.9,44,0.00,0.00,-0.78,-1.07
502208,105.0,158.06,2091,4.680,25.50,48.0,0.59,0.29,-1.21,-2.10,85,85,90,85,59.50,104.1,65.2,0.8,10.9,44,0.00,0.00,-0.78,-1.07
502408,105.0,159.43,2099,4.576,25.50,48.0,0.55,0.29,-2.95,-3.84,85,85,90,85,60.25,104.1,65.2,0.8,10.9,44,0.00,0.00,-0.78,-1.07
502609,105.0,159.54,2115,4.488,25.50,48.0,0.53,0.29,-4.69,-2.79,85,85,90,85,60.75,104.1,65.2,0.8,10.9,44,0.00,0.00,-0.78,-1.07
502808,105.0,159.37,2126,4.368,25.50,48.0,0.53,0.29,-1.43,3.95,85,85,90,85,61.00,104.1,65.2,0.8,10.9,46,0.00,0.00,-0.78,-1.07
502968,105.0,156.89,2142,4.444,25.88,48.0,0.53,0.29,0.97,4.21,85,85,90,85,60.50,104.1,65.2,0.8,10.5,46,0.00,0.00,-0.78,-1.07
503168,105.0,146.78,2157,4.384,25.88,48.0,0.49,0.29,2.00,4.21,85,85,90,85,57.00,104.1,65.2,0.4,10.2,46,0.00,0.00,-0.78,-1.07
503368,105.0,140.53,2164,4.004,26.25,48.0,0.45,0.27,-1.43,4.21,85,85,90,85,54.75,104.1,65.2,0.0,9.8,46,0.00,0.00,-0.78,-1.07
503569,105.0,111.52,2179,3.736,26.25,48.0,0.43,0.27,0.09,4.65,85,85,90,85,43.75,104.1,65.2,0.0,6.6,46,0.00,0.00,-0.78,-1.07
503728,105.0,88.43,2167,3.224,26.25,48.0,0.43,0.27,1.06,1.56,86,86,91,86,34.50,104.1,65.2,0.0,6.2,48,0.00,0.00,-0.78,-1.07
503928,105.0,83.17,2187,2.692,25.88,48.0,0.43,0.29,-1.96,0.23,86,86,91,86,32.75,104.1,65.2,0.0,6.2,48,0.00,0.00,-0.78,-1.07
504088,105.0,85.44,2194,2.424,25.50,48.0,0.49,0.29,-2.97,-0.77,86,86,91,86,33.75,104.1,65.2,0.0,6.2,48,0.00,0.00,-0.78,-1.07
504289,105.0,83.19,2203,2.264,24.75,48.0,0.49,0.33,-4.16,-1.96,86,86,91,86,33.00,104.1,65.2,0.0,6.2,48,0.00,0.00,-0.78,-1.07
504489,105.0,84.29,2191,2.188,24.75,48.0,0.49,0.35,-5.35,-3.15,86,86,91,86,33.25,104.1,65.2,0.0,6.2,48,0.00,0.00,-0.78,-1.07
504689,105.0,84.89,2192,2.248,24.75,48.0,0.49,0.35,-2.98,-1.14,87,87,93,88,33.50,104.1,65.2,0.0,6.2,49,0.00,0.00,-0.78,-1.07
504887,105.0,84.40,2188,2.264,24.38,48.0,0.51,0.35,-1.79,0.05,87,87,93,88,33.25,104.1,65.2,0.0,6.2,49,0.00,0.00,-0.78,-1.07
505048,105.0,84.21,2193,2.228,24.38,48.0,0.51,0.35,-3.19,1.00,87,87,93,88,33.25,104.1,65.2,0.0,6.2,49,0.00,0.00,-0.78,-1.07
505248,105.0,84.21,2193,2.196,24.38,48.0,0.51,0.35,-4.38,1.65,87,87,93,88,33.25,104.1,65.2,0.0,6.2,49,0.00,0.00,-0.78,-1.07
505448,105.0,85.57,2191,2.248,24.38,48.0,0.51,0.35,-2.43,-1.42,87,87,93,88,33.75,104.1,65.2,0.0,6.2,49,0.00,0.00,-0.78,-1.07
505608,105.0,85.33,2197,2.268,24.38,48.0,0.53,0.35,-1.48,-2.37,87,87,93,88,33.75,104.1,65.2,0.0,6.2,49,0.00,0.00,-0.78,-1.07
505809,105.0,84.95,2190,2.304,24.75,48.0,0.53,0.37,-0.29,0.48,88,88,94,89,33.50,104.1,65.2,0.0,6.2,49,0.00,0.00,-0.78,-1.07
506008,105.0,84.53,2185,2.236,24.75,48.0,0.53,0.37,-3.24,1.67,88,88,94,89,33.25,104.1,65.2,0.0,6.2,49,0.00,0.00,-0.78,-1.07
506169,105.0,85.59,2190,2.208,24.75,48.0,0.53,0.37,-4.19,2.44,88,88,94,89,33.75,104.1,65.2,0.0,6.2,49,0.00,0.00,-0.78,-1.07
506368,105.0,84.34,2190,2.268,24.75,48.0,0.51,0.37,-1.88,-0.51,88,88,94,89,33.25,104.1,65.2,0.0,6.2,49,0.00,0.00,-0.78,-1.07
506529,105.0,84.44,2187,2.292,24.75,48.0,0.51,0.37,-0.93,-1.46,88,88,94,89,33.25,104.1,65.2,0.0,6.2,49,0.00,0.00,-0.78,-1.07
506728,105.0,84.40,2188,2.320,24.75,48.8,0.51,0.37,0.26,1.38,88,88,95,90,33.25,104.1,65.2,0.0,6.2,48,0.00,0.00,-0.78,-1.07
506890,105.0,85.57,2191,2.272,24.75,48.8,0.53,0.35,-1.73,2.34,88,88,95,90,33.75,104.1,65.2,0.0,6.2,48,0.00,0.00,-0.78,-1.07
507089,105.0,84.80,2194,2.244,24.75,48.8,0.53,0.39,-2.92,3.47,88,88,95,90,33.50,104.1,65.2,0.0,6.2,48,0.00,0.00,-0.78,-1.07
507288,105.0,84.76,2195,2.272,24.38,48.8,0.55,0.41,-1.51,0.46,88,88,95,90,33.50,104.1,65.2,0.0,6.2,48,0.00,0.00,-0.78,-1.07
507490,105.0,84.36,2189,2.308,24.75,48.8,0.57,0.41,-0.32,-0.73,88,88,95,90,33.25,104.1,65.2,0.0,6.2,48,0.00,0.00,-0.78,-1.07
507688,105.0,84.89,2192,2.340,24.75,48.8,0.59,0.41,0.87,2.11,89,89,96,91,33.50,104.1,65.2,0.0,6.2,49,0.00,0.00,-0.78,-1.07
507848,105.0,85.57,2191,2.280,24.75,48.8,0.55,0.39,-1.72,3.06,89,89,96,91,33.75,104.1,66.0,0.0,6.2,49,0.00,0.00,-0.78,-1.07
508008,105.0,84.89,2192,2.240,24.38,48.8,0.53,0.37,-2.67,1.42,89,89,96,91,33.50,104.1,66.0,0.0,6.2,49,0.00,0.00,-0.78,-1.07
508169,105.0,85.08,2187,2.232,24.38,48.8,0.53,0.35,-1.14,0.47,89,89,96,91,33.50,105.6,66.0,0.0,6.2,49,0.00,0.00,-0.78,-1.07
508369,105.0,84.93,2191,2.312,24.38,48.8,0.53,0.35,0.05,-0.72,89,89,96,91,33.50,105.6,66.0,0.0,6.2,49,0.00,0.00,-0.78,-1.07
508568,105.0,85.63,2189,2.352,24.75,48.8,0.55,0.37,1.24,2.36,89,89,96,91,33.75,105.6,66.0,0.0,6.2,49,0.00,0.00,-0.78,-1.07
508769,105.0,84.93,2191,2.264,24.75,48.8,0.53,0.35,-2.06,3.55,90,90,97,92,33.50,104.1,66.0,0.0,6.2,49,0.00,0.00,-0.78,-1.07
508968,105.0,83.89,2185,2.244,24.75,48.8,0.51,0.33,-2.96,1.14,90,90,97,92,33.00,104.1,66.0,0.0,6.2,49,0.00,0.00,-0.78,-1.07
509129,105.0,84.44,2187,2.312,24.75,48.8,0.53,0.31,-0.05,0.19,90,90,97,92,33.25,104.1,66.0,0.0,6.2,49,0.00,0.00,-0.78,-1.07
509288,105.0,85.71,2187,2.340,24.75,48.8,0.53,0.33,0.90,-0.77,90,90,97,92,33.75,104.1,66.0,0.0,6.2,49,0.00,0.00,-0.78,-1.07
509449,105.0,85.71,2187,2.288,24.75,48.8,0.53,0.33,-1.22,1.96,90,90,97,92,33.75,104.1,66.0,0.0,6.2,49,0.00,0.00,-0.78,-1.07
509648,105.0,84.78,2178,2.264,24.75,48.8,0.49,0.31,-2.41,3.15,91,91,98,93,33.25,105.6,66.0,0.0,6.2,48,0.00,0.00,-0.78,-1.07
509848,105.0,84.72,2180,2.240,24.75,48.8,0.49,0.29,-3.36,3.75,91,91,98,93,33.25,105.6,66.0,0.0,5.9,48,0.00,0.00,-0.78,-1.07
510048,105.0,84.68,2181,2.312,24.75,48.8,0.51,0.29,-0.22,0.44,91,91,98,93,33.25,105.6,66.0,0.0,5.9,48,0.00,0.00,-0.78,-1.07
510208,105.0,84.68,2181,2.340,24.75,49.5,0.49,0.29,0.73,-0.51,91,91,98,93,33.25,104.1,66.0,0.0,5.9,48,0.00,0.00,-0.78,-1.07
510368,105.8,84.23,2176,2.280,24.75,49.5,0.49,0.29,-1.50,1.14,91,91,98,93,33.00,104.1,66.0,0.0,5.9,48,0.00,0.00,-0.78,-1.07
510569,105.8,84.08,2180,2.240,24.38,49.5,0.47,0.29,-2.69,2.33,91,91,98,93,33.00,104.1,66.0,0.0,5.9,48,0.00,0.00,-0.78,-1.07
510770,105.8,83.59,2176,2.272,24.38,49.5,0.47,0.29,-1.16,3.52,91,91,99,95,32.75,105.6,66.0,0.0,5.9,48,0.00,0.00,-0.78,-1.07
510969,105.8,82.54,2170,2.288,24.38,49.5,0.45,0.27,0.03,1.29,91,91,99,95,32.25,105.6,66.0,0.0,5.9,48,0.00,0.00,-0.78,-1.07
511129,105.8,83.30,2167,2.292,24.38,49.5,0.45,0.29,-1.25,0.33,91,91,99,95,32.50,105.6,66.0,0.0,5.9,48,0.00,0.00,-0.78,-1.07
511329,105.8,82.56,2153,2.204,24.38,49.5,0.47,0.29,-2.44,-0.86,91,91,99,95,32.00,104.1,66.0,0.0,5.9,48,0.00,0.00,-0.78,-1.07
511529,105.8,83.13,2155,2.180,24.38,49.5,0.47,0.31,-3.63,1.39,91,91,99,95,32.25,104.1,66.0,0.0,5.9,48,0.00,0.00,-0.78,-1.07
511729,105.8,87.83,2166,2.272,24.38,49.5,0.47,0.31,-0.96,2.58,92,92,99,96,34.25,105.6,66.0,0.0,7.0,48,0.00,0.00,-0.78,-1.07
511929,105.8,95.57,2165,2.488,25.12,49.5,0.49,0.31,0.23,3.77,92,92,99,96,37.25,105.6,66.0,0.0,7.4,48,0.00,0.00,-0.78,-1.07
512129,105.8,113.43,2179,2.780,25.88,49.5,0.51,0.31,1.43,4.98,92,92,99,96,44.50,105.6,66.0,0.0,9.4,48,0.00,0.00,-0.78,-1.07
512328,105.8,207.30,2157,4.696,22.50,49.5,0.49,0.29,-1.83,2.37,92,92,99,96,80.50,105.6,66.0,3.1,13.3,48,0.00,0.00,-0.78,-1.07
512530,105.8,245.40,2173,5.880,20.25,49.5,0.47,0.29,-3.87,0.33,92,92,99,96,96.00,105.6,66.0,5.5,14.5,48,0.00,0.00,-0.78,-1.07
512730,105.8,249.30,2178,6.308,20.62,50.2,0.61,0.31,-6.15,-1.94,91,91,98,94,97.75,105.6,66.0,7.0,15.6,48,0.00,0.00,-0.78,-1.07
512928,105.8,360.91,2247,9.368,16.12,50.2,0.62,0.33,-2.74,-1.02,91,91,98,94,146.00,105.6,66.0,16.8,21.1,48,0.00,0.00,-0.78,-1.07
513088,105.8,308.25,2257,9.508,17.62,50.2,0.72,0.35,-0.45,1.26,91,91,98,94,125.25,105.6,66.0,14.1,19.1,48,0.00,0.00,-0.78,-1.07
513249,105.8,204.40,2269,7.448,19.12,50.2,0.78,0.37,1.43,-0.89,91,91,98,94,83.50,105.6,66.0,5.1,13.7,48,0.00,0.00,-0.78,-1.07
513410,105.8,189.99,2295,5.976,21.38,50.2,0.84,0.35,-2.06,-0.99,91,91,98,94,78.50,105.6,66.0,3.1,12.9,48,0.00,0.00,-0.78,-1.07
513568,105.8,172.83,2314,5.396,23.62,50.2,0.82,0.35,0.82,0.87,91,91,98,94,72.00,105.6,66.0,1.6,11.7,48,0.00,0.00,-0.78,-1.07
513728,105.8,172.76,2323,5.260,25.12,49.5,0.80,0.35,2.60,2.65,90,90,96,92,72.25,105.6,66.0,1.6,11.3,50,0.00,0.00,-0.78,-1.07
513929,105.8,131.42,2314,4.672,25.88,49.5,0.68,0.35,4.39,4.74,90,90,96,92,54.75,105.6,66.0,0.0,9.4,50,0.00,0.00,-0.78,-1.07
514129,105.8,61.07,2319,3.128,23.25,49.5,0.62,0.33,1.16,1.61,90,90,96,92,25.50,105.6,66.0,0.0,0.0,50,0.00,0.00,-0.78,-1.07
514329,105.8,55.24,2312,2.200,17.62,49.5,0.59,0.33,-0.27,0.17,90,90,96,92,23.00,105.6,66.0,0.0,0.0,50,0.00,0.00,-0.78,-1.07
514529,105.8,56.17,2299,1.852,12.00,49.5,0.57,0.33,-1.51,-1.07,90,90,96,92,23.25,105.6,66.0,0.0,0.0,50,0.00,0.00,-0.78,-1.07
514729,105.8,54.88,2302,1.700,6.38,48.8,0.53,0.33,-2.70,-2.26,91,91,97,93,22.75,105.6,66.0,0.0,0.0,52,0.00,0.00,-0.78,-1.07
514889,105.8,55.39,2281,1.608,1.50,48.8,0.51,0.33,-3.65,-3.21,91,91,97,93,22.75,105.6,66.0,0.0,0.0,52,0.00,0.00,-0.78,-1.07
515049,105.8,54.59,2264,1.644,-1.88,48.8,0.49,0.35,-0.06,-0.06,91,91,97,93,22.25,105.6,66.0,0.0,0.0,52,0.00,0.00,-0.78,-1.07
515208,105.8,56.47,2237,1.632,-1.88,48.8,0.51,0.35,0.00,0.00,91,91,97,93,22.75,105.6,66.0,0.0,0.0,52,0.00,0.00,-0.78,-1.07
515368,105.8,54.90,2225,1.604,-1.88,48.8,0.53,0.35,0.00,0.00,91,91,97,93,22.00,105.6,66.0,0.0,0.0,52,0.00,0.00,-0.78,-1.07
515569,105.8,54.90,2200,1.584,-2.25,48.8,0.49,0.35,0.00,0.00,91,91,97,93,21.75,105.6,66.0,0.0,0.0,52,0.00,0.00,-0.78,-1.07
515768,105.8,55.45,2178,1.576,-2.25,48.8,0.53,0.37,0.00,0.00,92,92,98,94,21.75,105.6,66.0,0.0,0.0,50,0.00,0.00,-0.78,-1.07
515969,105.8,54.84,2152,1.560,-2.25,48.8,0.51,0.41,0.00,0.00,92,92,98,94,21.25,105.6,66.0,0.0,0.0,50,0.00,0.00,-0.78,-1.07
516168,105.8,54.23,2125,1.548,-2.62,48.8,0.51,0.43,0.00,0.00,92,92,98,94,20.75,105.6,66.0,0.0,0.0,50,0.00,0.00,-0.78,-1.07
516328,105.8,54.16,2102,1.544,-2.62,48.8,0.51,0.43,0.00,0.00,92,92,98,94,20.50,105.6,66.0,0.0,0.0,50,0.00,0.00,-0.78,-1.07
516529,105.8,53.36,2082,1.536,-2.62,48.8,0.47,0.43,0.00,0.00,92,92,98,94,20.00,105.6,66.0,0.0,0.0,50,0.00,0.00,-0.78,-1.07
516729,105.8,54.78,2053,1.708,-6.38,48.8,0.47,0.41,0.00,0.00,93,93,99,95,20.25,105.6,66.0,0.0,3.5,47,0.00,0.00,-0.78,-1.07
516929,105.8,112.86,2030,2.464,9.75,48.8,0.45,0.39,2.63,2.57,93,93,99,95,41.25,105.6,66.0,0.0,10.9,47,0.00,0.00,-0.78,-1.07
517129,105.8,309.10,2107,6.888,-0.38,48.8,0.49,0.39,3.32,3.68,93,93,99,95,117.25,105.6,66.0,7.8,16.0,47,0.00,0.00,-0.78,-1.07
517328,105.8,284.77,2053,8.200,18.75,48.8,0.59,0.35,3.32,3.68,93,93,99,95,105.25,105.6,66.0,7.8,16.0,47,0.00,0.00,-0.78,-1.07
517489,105.8,259.49,2071,7.944,18.75,48.8,0.70,0.35,3.32,3.68,93,93,99,95,96.75,105.6,66.0,7.0,15.2,47,0.00,0.00,-0.78,-1.07
517649,105.8,218.66,2083,7.332,19.50,49.5,0.72,0.33,3.32,3.68,91,91,97,93,82.00,105.6,66.0,4.7,14.1,46,0.00,0.00,-0.78,-1.07
517848,105.8,208.42,2092,6.236,20.62,49.5,0.78,0.35,-0.07,1.00,91,91,97,93,78.50,105.6,66.0,3.5,13.7,46,0.00,0.00,-0.78,-1.07
518048,105.8,197.07,2107,6.080,21.38,49.5,0.84,0.35,2.86,2.98,91,91,97,93,74.75,105.6,66.0,2.3,12.5,46,0.00,0.00,-0.78,-1.07
