Time (msec),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Oil Temperature (°C),* Throttle Position pedal (°TPS),* Throttle Position actual (°TPS),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
382207,102.8,60.33,1910,1.756,51.0,-1.97,4.74,103.3,3.1,0.0,59,0.00,0.00,0.20,0.42
382368,102.8,60.37,1909,1.800,51.0,0.75,4.74,103.3,3.1,0.0,59,0.00,0.00,0.20,0.42
382529,102.8,60.37,1909,1.816,51.0,1.49,2.33,103.3,3.1,0.0,59,0.00,0.00,0.20,0.42
382728,102.8,59.88,1901,1.820,51.0,2.17,1.41,103.3,3.1,0.0,58,0.00,0.00,0.20,0.42
382887,102.8,59.95,1899,1.820,51.0,2.17,0.68,103.3,3.1,0.0,58,0.00,0.00,0.20,0.42
383048,102.8,60.65,1900,1.824,51.8,2.17,2.58,103.3,3.1,0.0,58,0.00,0.00,0.20,0.42
383209,102.8,60.77,1896,1.824,51.8,2.17,3.31,103.3,3.1,0.0,58,0.00,0.00,0.20,0.42
383368,102.8,61.11,1886,1.812,51.8,2.17,4.04,103.3,3.1,0.0,58,0.00,0.00,0.20,0.42
383527,102.8,60.37,1886,1.816,51.8,2.17,4.78,103.3,3.1,0.0,58,0.00,0.00,0.20,0.42
383688,102.8,61.26,1881,1.768,51.8,-0.43,4.91,103.3,3.1,0.0,58,0.00,0.00,0.20,0.42
383848,102.8,60.62,1878,1.756,51.8,-1.16,4.91,103.3,3.1,0.0,58,0.00,0.00,0.20,0.42
384047,102.8,60.07,1872,1.740,51.8,-2.07,4.91,103.3,3.1,0.0,58,0.00,0.00,0.20,0.42
384208,102.8,60.12,1871,1.728,51.8,-2.81,4.91,103.3,3.1,0.0,58,0.00,0.00,0.20,0.42
384369,102.8,59.44,1869,1.756,51.8,-0.54,4.91,103.3,2.3,0.0,58,0.00,0.00,0.20,0.42
384567,102.8,57.45,1861,1.672,51.8,0.37,2.32,103.3,0.0,0.0,57,0.00,0.00,0.20,0.42
384728,102.8,47.78,1860,1.696,51.8,1.11,1.58,103.3,0.0,0.0,57,0.00,0.00,0.20,0.42
384888,102.8,44.97,1853,1.628,51.8,1.61,0.85,103.3,0.0,0.0,57,0.00,0.00,0.20,0.42
385049,102.8,45.28,1840,1.576,51.8,1.61,0.12,103.3,0.0,0.0,57,0.00,0.00,0.20,0.42
385248,102.8,44.84,1827,1.508,51.8,1.61,-0.80,103.3,0.0,0.0,57,0.00,0.00,0.20,0.42
385409,102.8,44.35,1816,1.452,51.8,1.61,1.56,103.3,0.0,0.0,57,0.00,0.00,0.20,0.42
385608,102.8,44.69,1802,1.332,51.8,0.00,0.00,103.3,0.0,0.0,55,0.00,0.00,0.20,0.42
385768,102.8,43.31,1795,1.284,51.8,0.00,0.00,103.3,0.0,0.0,55,0.00,0.00,0.20,0.42
385928,102.8,44.27,1788,1.264,51.8,0.00,0.00,103.3,0.0,0.0,55,0.00,0.00,0.20,0.42
386089,102.8,43.78,1776,1.268,51.8,0.00,0.00,103.3,0.0,0.0,55,0.00,0.00,0.20,0.42
386247,102.8,43.16,1769,1.264,51.8,0.00,0.00,103.3,0.0,0.0,55,0.00,0.00,0.20,0.42
386407,102.8,43.48,1756,1.240,51.8,0.00,0.00,103.3,0.0,0.0,55,0.00,0.00,0.20,0.42
386568,102.8,42.91,1747,1.256,51.8,0.00,0.00,103.3,0.0,0.0,54,0.00,0.00,0.20,0.42
386728,102.8,42.27,1741,1.228,51.8,0.00,0.00,103.3,0.0,0.0,54,0.00,0.00,0.20,0.42
386888,102.8,42.51,1731,1.240,51.8,0.00,0.00,103.3,0.0,0.0,54,0.00,0.00,0.20,0.42
387049,102.8,42.76,1721,1.232,51.8,0.00,0.00,103.3,0.0,0.0,54,0.00,0.00,0.20,0.42
387248,102.8,42.27,1708,1.216,51.8,0.00,0.00,103.3,0.4,0.0,54,0.00,0.00,0.20,0.42
387407,102.8,44.92,1700,1.420,51.8,0.00,0.00,103.3,2.7,0.0,54,0.00,0.00,0.20,0.42
387568,102.8,58.34,1690,1.436,51.8,0.45,0.50,103.3,4.7,0.0,53,0.00,0.00,0.20,0.42
387728,102.8,63.25,1690,1.624,51.8,1.11,1.15,103.3,4.7,0.0,53,0.00,0.00,0.20,0.42
387888,102.8,65.46,1676,1.756,51.8,1.77,1.81,103.3,4.7,0.0,53,0.00,0.00,0.20,0.42
388048,102.8,64.82,1671,1.840,51.8,2.43,2.47,103.3,4.7,0.0,53,0.00,0.00,0.20,0.42
388208,102.8,65.84,1666,1.904,51.8,3.09,3.13,103.3,4.7,0.0,53,0.00,0.00,0.20,0.42
388369,102.8,64.44,1659,1.940,51.8,3.72,3.76,103.3,4.7,0.0,53,0.00,0.00,0.20,0.42
388528,102.8,65.43,1655,1.968,51.8,4.28,4.35,103.3,4.7,0.0,53,0.00,0.00,0.20,0.42
388687,102.8,64.84,1649,1.968,51.8,4.28,4.94,103.3,4.7,0.0,51,0.00,0.00,0.20,0.42
388848,102.8,65.18,1640,1.976,51.8,4.28,5.53,103.3,4.7,0.0,51,0.00,0.00,0.20,0.42
389008,102.8,67.21,1632,1.980,51.8,4.28,6.11,103.3,4.7,0.0,51,0.00,0.00,0.20,0.42
389208,102.8,65.54,1631,1.972,51.8,4.28,6.84,103.3,4.7,0.0,51,0.00,0.00,0.20,0.42
389369,102.8,66.03,1619,1.984,51.8,4.28,7.43,103.3,4.7,0.0,51,0.00,0.00,0.20,0.42
389528,102.8,65.50,1611,1.948,51.8,1.80,8.02,103.3,4.7,0.0,51,0.00,0.00,0.20,0.42
389689,102.8,66.71,1603,1.936,51.8,1.22,8.13,103.3,4.7,0.0,50,0.00,0.00,0.20,0.42
389887,102.8,66.94,1597,1.928,51.8,0.48,8.13,103.3,4.7,0.0,50,0.00,0.00,0.20,0.42
390049,102.8,67.15,1592,1.972,51.8,2.56,8.13,103.3,4.7,0.0,50,0.00,0.00,0.20,0.42
390208,102.8,63.82,1588,1.868,51.8,3.15,8.13,103.3,0.0,0.0,50,0.00,0.00,0.20,0.42
390368,102.8,44.50,1560,1.828,51.8,3.73,8.13,103.3,0.0,0.0,50,0.00,0.00,0.20,0.42
390528,102.8,43.29,1475,1.508,51.8,4.17,5.54,103.3,0.0,0.0,50,0.00,0.00,0.20,0.42
390728,102.8,48.29,1265,0.916,51.8,4.17,4.91,103.3,0.0,0.0,48,0.00,0.00,0.20,0.42
390928,102.8,61.81,1011,2.620,51.8,4.17,7.12,103.3,0.0,0.0,48,0.00,0.00,0.20,0.42
391089,102.8,74.02,1013,1.920,51.8,4.17,7.49,103.3,0.0,0.0,48,0.00,0.00,0.20,0.42
391248,102.8,58.17,1265,1.680,51.8,4.17,7.70,103.3,0.0,0.0,48,0.00,0.00,0.20,0.42
391409,102.8,46.41,1526,1.880,51.8,2.00,7.70,103.3,0.0,0.0,48,0.00,0.00,0.20,0.42
391569,102.8,37.55,1849,1.652,51.8,1.37,7.70,103.3,0.0,0.0,47,0.00,0.00,0.20,0.42
391729,102.8,43.50,2043,1.444,51.8,0.58,7.70,103.3,0.0,0.0,47,0.00,0.00,0.20,0.42
391889,102.8,51.56,1966,1.532,51.8,-0.21,7.70,103.3,0.0,0.0,47,0.00,0.00,0.20,0.42
392047,102.8,53.67,1940,1.580,51.8,1.51,5.02,103.3,0.0,0.0,47,0.00,0.00,0.20,0.42
392208,102.8,50.47,1953,1.616,51.8,2.30,4.23,103.3,0.0,0.0,47,0.00,0.00,0.20,0.42
392370,102.8,50.22,1935,1.592,51.8,2.77,3.48,103.3,0.0,0.0,47,0.00,0.00,0.20,0.42
392569,102.8,49.61,1903,1.464,51.8,0.00,0.00,103.3,0.8,0.0,44,0.00,0.00,0.20,0.42
392728,102.8,53.74,1886,1.564,51.8,0.00,2.08,103.3,5.1,0.0,44,0.00,0.00,0.20,0.42
392888,102.8,58.70,1869,1.616,51.8,0.00,2.81,103.3,5.1,0.0,44,0.00,0.00,0.20,0.42
393048,102.8,61.30,1857,1.700,51.8,0.00,3.55,103.3,5.1,0.0,44,0.00,0.00,0.20,0.42
393209,102.8,60.92,1846,1.748,51.8,0.00,4.28,103.3,5.1,0.0,44,0.00,0.00,0.20,0.42
393369,102.8,62.87,1833,1.780,51.8,0.37,5.01,103.3,5.1,0.0,44,0.00,0.00,0.20,0.42
393529,102.8,62.66,1817,1.808,51.8,1.10,5.74,103.3,5.1,0.0,44,0.00,0.00,0.20,0.42
393728,102.8,62.51,1799,1.840,51.8,1.74,5.84,103.3,5.1,0.0,41,0.00,0.00,0.20,0.42
393888,102.8,62.72,1793,1.828,51.8,1.74,5.84,103.3,2.7,0.0,41,0.00,0.00,0.20,0.42
394048,102.8,50.05,1775,1.776,51.8,1.74,5.84,103.3,0.0,0.0,41,0.00,0.00,0.20,0.42
394208,102.8,45.49,1709,1.664,51.8,1.74,5.84,103.3,0.0,0.0,41,0.00,0.00,0.20,0.42
394408,102.8,43.42,1567,1.532,51.8,1.74,5.84,103.3,0.0,0.0,41,0.00,0.00,0.20,0.42
394568,102.8,44.44,1406,0.916,51.8,1.74,3.35,103.3,0.0,0.0,40,0.00,0.00,0.20,0.42
394768,102.8,55.73,1121,1.220,51.8,1.49,4.85,103.3,0.0,0.0,40,0.00,0.00,0.20,0.42
394968,102.8,63.63,1091,1.692,51.8,1.95,5.32,103.3,0.0,0.0,40,0.00,0.00,0.20,0.42
395168,102.8,58.36,1285,1.492,51.8,2.49,5.78,103.3,0.0,0.0,40,0.00,0.00,0.20,0.42
395367,102.8,47.97,1447,1.808,51.8,2.62,5.78,103.3,0.0,0.0,40,0.00,0.00,0.20,0.42
395527,102.8,39.82,1639,1.664,51.8,2.62,5.78,103.3,0.0,0.0,40,0.00,0.00,0.20,0.42
395688,102.8,38.10,1822,1.508,51.8,2.62,5.78,103.3,0.0,0.0,37,0.00,0.00,0.20,0.42
395850,102.8,41.49,2008,1.428,51.8,2.62,5.78,103.3,0.0,0.0,37,0.00,0.00,0.20,0.42
396049,102.8,47.36,2257,1.452,51.8,0.00,2.79,103.3,0.0,0.0,37,0.00,0.00,0.20,0.42
396248,102.8,55.71,2218,1.552,51.8,-1.18,5.26,103.3,0.0,0.0,37,0.00,0.00,0.20,0.42
396409,102.8,54.69,2234,1.644,51.8,1.50,6.14,103.3,0.0,0.0,37,0.00,0.00,0.20,0.42
396568,102.8,55.98,2158,1.568,51.8,0.00,0.00,103.3,0.0,0.0,33,0.00,0.00,0.20,0.42
396729,102.8,53.65,2174,1.580,51.8,0.00,0.00,103.3,0.0,0.0,33,0.00,0.00,0.20,0.42
396888,102.8,54.59,2111,1.584,51.8,0.00,0.00,103.3,0.0,0.0,33,0.00,0.00,0.20,0.42
397048,102.8,54.82,2102,1.572,51.8,0.00,0.00,103.3,0.0,0.0,33,0.00,0.00,0.20,0.42
397207,102.8,54.44,2066,1.576,51.8,0.00,0.00,103.3,0.0,0.0,33,0.00,0.00,0.20,0.42
397368,102.8,54.48,2039,1.556,51.8,0.00,0.00,103.3,0.0,0.0,33,0.00,0.00,0.20,0.42
397528,102.8,54.42,2016,1.564,51.8,0.00,0.00,103.3,0.0,0.0,33,0.00,0.00,0.20,0.42
397728,102.8,52.59,1980,1.524,51.8,0.00,0.00,103.3,0.0,0.0,31,0.00,0.00,0.20,0.42
397888,102.8,51.98,1950,1.512,51.8,0.00,0.00,103.3,0.0,0.0,31,0.00,0.00,0.20,0.42
398048,102.8,49.94,1918,1.480,51.8,0.00,0.00,103.3,0.0,0.0,31,0.00,0.00,0.20,0.42
398208,102.8,48.84,1876,1.448,51.8,0.00,0.00,103.3,0.0,0.0,31,0.00,0.00,0.20,0.42
398368,102.8,46.89,1836,1.424,51.8,0.00,0.00,103.3,0.0,0.0,31,0.00,0.00,0.20,0.42
398529,102.8,46.89,1806,1.380,51.8,0.00,0.00,103.3,0.0,0.0,31,0.00,0.00,0.20,0.42
398689,102.8,44.88,1763,1.348,51.8,0.00,0.00,103.3,0.0,0.0,29,0.00,0.00,0.20,0.42
398849,102.8,44.12,1731,1.308,51.8,0.00,0.00,103.3,0.0,0.0,29,0.00,0.00,0.20,0.42
399009,102.8,43.57,1689,1.276,51.8,0.00,0.00,103.3,0.4,0.0,29,0.00,0.00,0.20,0.42
399170,102.8,43.99,1641,1.320,51.8,0.00,0.00,103.3,1.2,0.0,29,0.00,0.00,0.20,0.42
399368,102.8,45.62,1613,1.336,51.8,0.33,0.29,103.3,3.1,0.0,29,0.00,0.00,0.20,0.42
399529,102.8,52.45,1562,1.400,51.8,0.92,0.88,103.3,3.9,0.0,29,0.00,0.00,0.20,0.42
399728,102.8,61.58,1556,1.580,51.8,1.65,1.61,103.3,5.5,0.0,26,0.00,0.00,0.20,0.42
399889,102.8,73.08,1501,1.776,51.8,2.23,2.20,103.3,7.4,0.0,26,0.00,0.00,0.20,0.42
400048,102.8,98.26,1498,2.240,51.8,2.82,2.78,103.3,9.4,0.0,26,0.00,0.00,0.20,0.42
400208,102.8,128.11,1485,3.172,51.8,3.41,3.37,103.3,10.2,0.0,26,0.00,0.00,0.20,0.42
400370,102.8,146.87,1456,3.668,51.8,4.05,4.02,103.3,10.2,0.0,26,0.00,0.00,0.20,0.42
400568,102.8,160.77,1451,4.480,51.8,4.42,4.72,103.3,10.9,0.0,23,0.00,0.00,0.20,0.42
400728,102.8,187.55,1429,4.960,51.8,4.42,4.72,103.3,12.1,0.0,23,0.00,0.00,0.20,0.42
400888,102.8,232.24,1453,6.112,51.8,4.42,4.72,103.3,13.3,1.2,23,0.00,0.00,0.20,0.42
401049,102.8,257.76,1460,7.188,52.5,4.42,4.72,103.3,13.7,1.6,23,0.00,0.00,0.20,0.42
401208,102.8,266.46,1480,8.252,52.5,4.42,4.72,103.3,14.8,3.5,23,0.00,0.00,0.20,0.42
401368,102.8,304.59,1500,8.708,52.5,1.15,2.08,103.3,16.0,6.2,23,0.00,0.00,0.20,0.42
401569,102.8,289.07,1542,8.940,53.2,-0.71,0.22,103.3,16.0,6.6,22,0.00,0.00,0.20,0.42
401768,102.8,282.87,1571,8.648,53.2,-2.63,-1.70,103.3,16.0,6.6,22,0.00,0.00,0.20,0.42
401929,102.8,278.95,1613,8.776,53.2,0.12,1.44,103.3,16.0,6.6,22,0.00,0.00,0.20,0.42
402089,102.8,277.57,1631,8.780,52.5,1.66,2.98,103.3,16.0,6.6,22,0.00,0.00,0.20,0.42
402248,102.8,274.58,1674,8.868,52.5,3.27,4.59,103.3,16.0,7.0,22,0.00,0.00,0.20,0.42
402409,102.8,275.60,1688,8.972,52.5,4.88,5.90,103.3,16.0,7.0,22,0.00,0.00,0.20,0.42
402608,102.8,279.67,1728,8.916,52.5,5.92,5.90,103.3,16.0,7.4,23,0.00,0.00,0.20,0.42
402809,102.8,279.43,1799,8.892,52.5,5.92,5.90,103.3,16.4,8.2,23,0.00,0.00,0.20,0.42
402969,102.8,276.49,1798,9.012,52.5,5.92,5.90,103.3,16.8,8.6,23,0.00,0.00,0.20,0.42
403128,102.8,321.66,1852,9.700,51.8,5.92,3.62,103.3,18.8,12.5,23,0.00,0.00,0.20,0.42
403289,102.8,321.64,1904,10.100,51.8,5.92,1.72,103.3,19.9,13.7,23,0.00,0.00,0.20,0.42
403488,102.8,323.08,1960,10.172,51.8,3.78,3.91,103.3,20.7,15.6,23,0.00,0.00,0.20,0.42
403648,102.8,326.26,1992,10.632,51.8,5.89,6.01,103.3,20.7,15.6,26,0.00,0.00,0.20,0.42
403808,102.8,322.87,2073,10.684,51.8,6.42,7.74,103.3,20.7,15.6,26,0.00,0.00,0.20,0.42
403969,102.8,324.93,2124,10.724,51.8,6.42,7.74,103.3,20.7,15.6,26,0.00,0.00,0.20,0.42
404129,102.8,309.92,2182,10.488,51.0,6.42,7.74,103.3,19.1,14.1,26,0.00,0.00,0.20,0.42
404289,102.8,283.48,2224,9.904,51.0,6.42,7.74,103.3,18.0,11.7,26,0.00,0.00,0.20,0.42
404488,102.8,236.71,2282,8.256,51.0,1.98,4.57,103.3,15.2,7.0,26,0.00,0.00,0.20,0.42
404688,102.8,208.17,2328,6.984,50.2,-0.64,1.94,103.3,14.1,3.9,31,0.00,0.00,0.20,0.42
404848,102.8,164.03,2345,5.936,50.2,-0.36,-0.03,103.3,10.5,1.2,31,0.00,0.00,0.20,0.42
405009,102.8,130.85,2377,5.216,50.2,1.45,-1.84,103.3,9.8,0.0,31,0.00,0.00,0.20,0.42
405168,102.8,83.57,2376,3.796,49.5,1.78,-3.46,103.3,0.0,0.0,31,0.00,0.00,0.20,0.42
405328,102.8,58.93,2356,2.684,49.5,1.78,-1.35,103.3,0.0,0.0,31,0.00,0.00,0.20,0.42
405490,102.8,55.50,2352,2.292,49.5,1.78,-0.26,103.3,0.0,0.0,31,0.00,0.00,0.20,0.42
405688,102.8,55.56,2299,1.988,49.5,1.78,0.29,103.3,0.0,0.0,35,0.00,0.00,0.20,0.42
405849,102.8,55.41,2305,1.856,49.5,-0.52,0.29,103.3,0.0,0.0,35,0.00,0.00,0.20,0.42
406009,102.8,55.24,2262,1.776,49.5,-1.47,0.29,103.3,0.0,0.0,35,0.00,0.00,0.20,0.42
406209,102.8,54.99,2197,1.656,48.8,0.00,0.00,103.3,0.0,0.0,35,0.00,0.00,0.20,0.42
406408,102.8,53.38,2159,1.624,48.8,0.00,0.00,103.3,0.0,0.0,35,0.00,0.00,0.20,0.42
406569,102.8,54.10,2130,1.604,48.8,0.00,0.00,104.1,0.0,0.0,32,0.00,0.00,0.20,0.42
406729,102.8,53.25,2112,1.576,48.8,0.00,0.00,104.1,0.0,0.0,32,0.00,0.00,0.20,0.42
406888,102.8,52.76,2079,1.556,48.8,0.00,0.00,104.1,0.0,0.0,32,0.00,0.00,0.20,0.42
407048,102.8,53.04,2068,1.544,48.8,0.00,0.00,104.1,0.0,0.0,32,0.00,0.00,0.20,0.42
407209,102.8,53.02,2043,1.548,48.8,0.00,0.00,104.1,0.0,0.0,32,0.00,0.00,0.20,0.42
407370,102.8,52.85,2049,1.528,48.8,0.00,0.00,104.1,0.0,0.0,32,0.00,0.00,0.20,0.42
407568,102.8,52.00,2029,1.520,48.8,0.00,0.00,104.1,0.0,0.0,30,0.00,0.00,0.20,0.42
407730,102.8,52.09,2026,1.516,48.8,0.00,0.00,104.1,0.0,0.0,30,0.00,0.00,0.20,0.42
407929,102.8,52.21,1994,1.512,48.8,0.00,0.00,104.1,0.0,0.0,30,0.00,0.00,0.20,0.42
408128,102.8,52.25,1993,1.508,48.8,0.00,0.00,104.1,0.0,0.0,30,0.00,0.00,0.20,0.42
408289,102.8,52.32,1990,1.512,48.8,0.00,0.00,104.1,0.0,0.0,30,0.00,0.00,0.20,0.42
408489,102.8,51.60,1964,1.500,48.8,0.00,0.00,104.1,0.0,0.0,30,0.00,0.00,0.20,0.42
408648,102.8,49.35,1969,1.484,48.8,0.00,0.00,103.3,0.0,0.0,29,0.00,0.00,0.20,0.42
408809,102.8,49.61,1959,1.468,48.8,0.00,0.00,103.3,0.0,0.0,29,0.00,0.00,0.20,0.42
408969,102.8,49.25,1945,1.440,48.8,0.00,0.00,103.3,0.0,0.0,29,0.00,0.00,0.20,0.42
409129,102.8,48.61,1942,1.436,48.8,0.00,0.00,104.1,0.0,0.0,29,0.00,0.00,0.20,0.42
409288,102.8,48.82,1934,1.420,48.8,0.00,0.00,104.1,0.0,0.0,29,0.00,0.00,0.20,0.42
409449,102.8,47.66,1923,1.416,48.8,0.00,0.00,104.1,0.0,0.0,29,0.00,0.00,0.20,0.42
409609,102.8,47.83,1916,1.396,49.5,0.00,0.00,104.1,0.0,0.0,28,0.00,0.00,0.20,0.42
409769,102.8,46.55,1909,1.384,49.5,0.00,0.00,104.1,0.0,0.0,28,0.00,0.00,0.20,0.42
409928,102.8,47.78,1889,1.380,49.5,0.00,0.00,104.1,0.0,0.0,28,0.00,0.00,0.20,0.42
410088,102.8,47.23,1881,1.360,49.5,0.00,0.00,104.1,0.0,0.0,28,0.00,0.00,0.20,0.42
410249,102.8,45.92,1875,1.360,49.5,0.00,0.00,104.1,0.0,0.0,28,0.00,0.00,0.20,0.42
410408,102.8,45.56,1859,1.356,49.5,0.00,0.00,104.1,0.0,0.0,28,0.00,0.00,0.20,0.42
410609,102.8,45.86,1847,1.332,49.5,0.00,0.00,104.1,0.0,0.0,28,0.00,0.00,0.20,0.42
410809,102.8,44.52,1840,1.316,49.5,0.00,0.00,104.1,0.0,0.0,28,0.00,0.00,0.20,0.42
411008,102.8,44.94,1823,1.296,49.5,0.00,0.00,104.1,0.0,0.0,28,0.00,0.00,0.20,0.42
411170,102.8,44.60,1805,1.288,49.5,0.00,0.00,104.1,0.0,0.0,28,0.00,0.00,0.20,0.42
411369,102.8,44.88,1794,1.284,49.5,0.00,0.00,104.1,0.0,0.0,28,0.00,0.00,0.20,0.42
411529,102.8,43.63,1782,1.280,49.5,0.00,0.00,104.1,0.0,0.0,28,0.00,0.00,0.20,0.42
411689,102.8,44.10,1763,1.268,49.5,0.00,0.00,104.1,0.0,0.0,27,0.00,0.00,0.20,0.42
411849,102.8,43.55,1754,1.256,49.5,0.00,0.00,104.1,0.0,0.0,27,0.00,0.00,0.20,0.42
412008,102.8,43.12,1739,1.256,49.5,0.00,0.00,104.1,0.0,0.0,27,0.00,0.00,0.20,0.42
412169,102.8,44.35,1722,1.252,49.5,0.00,0.00,104.1,0.4,0.0,27,0.00,0.00,0.20,0.42
412329,102.8,44.46,1718,1.328,49.5,0.00,0.00,104.1,1.2,0.0,27,0.00,0.00,0.20,0.42
412489,102.8,47.32,1702,1.388,49.5,2.33,0.33,104.1,2.7,0.0,27,0.00,0.00,0.20,0.42
412649,102.8,57.91,1702,1.488,49.5,2.99,0.99,104.1,4.7,0.0,25,0.00,0.00,0.20,0.42
412809,102.8,65.60,1672,1.768,49.5,3.65,1.65,104.1,5.5,0.0,25,0.00,0.00,0.20,0.42
412969,102.8,88.45,1680,2.108,49.5,4.28,2.28,104.1,9.0,0.0,25,0.00,0.00,0.20,0.42
413129,102.8,136.72,1686,3.512,49.5,4.94,2.94,104.1,11.3,0.4,25,0.00,0.00,0.20,0.42
413289,102.8,253.90,1783,5.780,49.5,5.75,3.75,104.1,14.5,3.5,25,0.00,0.00,0.20,0.42
413450,102.8,262.93,1764,7.436,49.5,5.75,4.19,104.1,14.5,4.3,25,0.00,0.00,0.20,0.42
413649,102.8,254.49,1828,8.148,49.5,5.75,4.19,104.1,14.8,5.1,25,0.00,0.00,0.20,0.42
413810,102.8,241.99,1865,8.112,49.5,5.75,4.19,104.1,14.8,4.7,25,0.00,0.00,0.20,0.42
413969,102.8,235.55,1916,7.372,49.5,3.42,4.19,104.1,14.5,5.1,25,0.00,0.00,0.20,0.42
414129,102.8,224.34,1987,7.252,50.2,1.64,1.08,104.1,14.5,4.7,25,0.00,0.00,0.20,0.42
414330,102.8,222.94,2043,7.096,50.2,3.68,2.45,104.1,14.5,4.7,25,0.00,0.00,0.20,0.42
414529,102.8,223.85,2103,7.072,50.2,5.95,4.72,104.1,14.5,4.7,25,0.00,0.00,0.20,0.42
414729,102.8,199.10,2190,6.916,50.2,8.23,7.01,104.1,12.5,2.7,28,0.00,0.00,0.20,0.42
414889,102.8,161.40,2211,6.336,50.2,8.47,7.81,104.1,10.5,1.2,28,0.00,0.00,0.20,0.42
415050,102.8,137.82,2257,5.480,50.2,8.47,7.81,104.1,10.2,0.4,28,0.00,0.00,0.20,0.42
415249,102.8,131.02,2300,4.840,50.2,8.47,7.81,104.1,9.8,0.0,28,0.00,0.00,0.20,0.42
415408,102.8,118.45,2321,4.416,50.2,8.47,7.81,104.1,8.2,0.0,28,0.00,0.00,0.20,0.42
415568,102.8,107.54,2337,3.868,49.5,5.90,5.48,104.1,8.2,0.0,33,0.00,0.00,0.20,0.42
415729,102.8,107.09,2360,3.564,49.5,4.67,4.25,104.1,8.2,0.0,33,0.00,0.00,0.20,0.42
415929,102.8,105.46,2383,3.240,49.5,3.18,2.76,104.1,4.7,0.0,33,0.00,0.00,0.20,0.42
416129,102.8,65.65,2390,2.216,49.5,0.00,0.00,104.1,0.0,0.0,33,0.00,0.00,0.20,0.42
416329,102.8,60.65,2129,1.952,49.5,0.00,0.00,104.1,0.0,0.0,33,0.00,0.00,0.20,0.42
416530,102.8,55.31,1858,1.752,49.5,0.00,0.00,104.1,0.0,0.0,33,0.00,0.00,0.20,0.42
416729,102.8,45.41,1590,1.616,49.5,0.00,0.00,104.1,0.0,0.0,35,0.00,0.00,0.20,0.42
416929,102.8,47.13,1326,0.880,49.5,0.00,0.00,104.1,0.0,0.0,35,0.00,0.00,0.20,0.42
417129,102.8,57.74,1082,1.884,49.5,0.00,0.00,104.1,0.0,0.0,35,0.00,0.00,0.20,0.42
417289,102.8,71.69,949,1.724,49.5,0.00,0.00,104.1,0.4,0.0,35,0.00,0.00,0.20,0.42
417449,102.8,78.59,954,1.832,49.5,2.00,1.97,104.1,1.2,0.0,35,0.00,0.00,0.20,0.42
417609,102.8,81.22,906,2.000,49.5,2.29,2.27,104.1,2.0,0.0,35,0.00,0.00,0.20,0.42
417768,102.8,76.33,946,2.188,49.5,2.58,2.56,104.1,2.3,0.0,35,0.00,0.00,0.20,0.42
417929,102.8,66.37,1067,2.192,49.5,2.94,2.92,104.1,2.3,0.0,35,0.00,0.00,0.20,0.42
418089,102.8,54.06,1310,1.924,49.5,3.37,3.35,104.1,2.3,0.0,35,0.00,0.00,0.20,0.42
418248,102.8,46.19,1563,1.924,49.5,3.90,3.88,104.1,2.3,0.0,35,0.00,0.00,0.20,0.42
418408,102.8,48.78,1480,1.692,49.5,4.05,4.47,104.1,2.3,0.0,35,0.00,0.00,0.20,0.42
418569,102.8,46.13,1535,1.652,49.5,4.05,4.63,104.1,2.3,0.0,34,0.00,0.00,0.20,0.42
418729,102.8,49.14,1469,1.504,49.5,4.05,4.63,104.1,2.3,0.0,34,0.00,0.00,0.20,0.42
418889,102.8,47.97,1505,1.584,49.5,4.05,4.63,104.1,2.3,0.0,34,0.00,0.00,0.20,0.42
419089,102.8,47.93,1506,1.580,49.5,4.05,4.63,104.1,2.3,0.0,34,0.00,0.00,0.20,0.42
419289,102.8,48.46,1490,1.528,49.5,4.05,4.63,104.1,2.3,0.0,34,0.00,0.00,0.20,0.42
419488,102.8,48.16,1470,1.448,49.5,1.54,4.63,104.1,0.0,0.0,34,0.00,0.00,0.20,0.42
419648,102.8,43.52,1467,1.392,49.5,0.98,5.08,104.1,0.0,0.0,33,0.00,0.00,0.20,0.42
419809,102.8,42.68,1464,1.356,49.5,0.47,5.60,104.1,0.0,0.0,33,0.00,0.00,0.20,0.42
419968,102.8,42.91,1456,1.352,49.5,1.98,6.11,104.1,0.4,0.0,33,0.00,0.00,0.20,0.42
420129,102.8,42.36,1442,1.344,49.5,2.50,6.62,104.1,0.4,0.0,33,0.00,0.00,0.20,0.42
420290,102.8,43.55,1435,1.308,49.5,3.01,7.14,104.1,0.0,0.0,33,0.00,0.00,0.20,0.42
420489,102.8,42.85,1426,1.324,49.5,3.65,7.78,104.1,0.0,0.0,33,0.00,0.00,0.20,0.42
420648,102.8,43.02,1420,1.336,49.5,4.16,8.29,104.1,0.4,0.0,32,0.00,0.00,0.20,0.42
420809,102.8,43.61,1401,1.320,49.5,4.67,8.80,104.1,0.4,0.0,32,0.00,0.00,0.20,0.42
