Time (msec),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Oil Temperature (°C),* Throttle Position pedal (°TPS),* Throttle Position actual (°TPS),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
708294,99.8,85.14,897,1.640,53.2,0.06,0.07,108.8,0.0,0.0,28,0.00,0.00,0.17,0.23
708457,99.8,94.72,821,2.140,53.2,0.35,0.37,108.8,0.0,0.0,28,0.00,0.00,0.17,0.23
708656,99.8,93.53,772,2.572,53.2,0.68,0.70,108.8,0.0,0.0,19,0.00,0.00,0.17,0.23
708855,99.8,87.35,763,2.404,53.2,0.95,0.97,108.8,0.0,0.0,19,0.00,0.00,0.17,0.23
709015,99.8,84.59,755,2.420,53.2,1.17,1.19,108.8,0.0,0.0,19,0.00,0.00,0.17,0.23
709214,99.8,83.32,750,2.416,53.2,1.45,1.47,108.8,0.0,0.0,19,0.00,0.00,0.17,0.23
709374,99.8,84.89,736,2.436,53.2,1.67,1.69,108.8,0.0,0.0,19,0.00,0.00,0.17,0.23
709535,99.8,86.18,725,2.444,53.2,1.82,1.91,108.8,0.0,0.0,19,0.00,0.00,0.17,0.23
709695,99.8,88.00,710,2.476,53.2,1.82,2.12,108.8,0.0,0.0,9,0.00,0.00,0.17,0.23
709895,99.8,87.87,711,2.508,53.2,1.82,2.40,108.8,0.0,0.0,9,0.00,0.00,0.17,0.23
710095,99.8,88.64,705,2.528,53.2,1.82,2.67,108.8,0.0,0.0,9,0.00,0.00,0.17,0.23
710256,99.8,89.02,702,2.500,53.2,1.82,2.89,108.8,0.0,0.0,9,0.00,0.00,0.17,0.23
710414,99.8,89.15,701,2.540,53.2,1.82,3.11,108.8,0.0,0.0,9,0.00,0.00,0.17,0.23
710575,99.8,89.15,701,2.552,53.2,1.82,3.33,108.8,0.0,0.0,0,0.00,0.00,0.17,0.23
710735,99.8,89.15,701,2.576,53.2,2.02,3.55,108.8,0.0,0.0,0,0.00,0.00,0.17,0.23
710895,99.8,91.12,701,2.608,53.2,2.24,3.77,108.8,0.0,0.0,0,0.00,0.00,0.17,0.23
711056,99.8,91.77,696,2.632,53.2,2.46,3.99,108.8,0.0,0.0,0,0.00,0.00,0.17,0.23
711215,99.8,94.17,693,2.688,53.2,2.68,4.21,108.8,0.0,0.0,0,0.00,0.00,0.17,0.23
711375,99.8,98.17,693,2.744,53.2,2.90,4.43,108.8,0.0,0.0,0,0.00,0.00,0.17,0.23
711575,99.8,104.64,690,2.872,53.2,3.18,4.71,108.8,0.0,0.0,0,0.00,0.00,0.17,0.23
711774,99.8,106.97,701,2.988,53.2,3.51,5.04,108.8,0.0,0.0,0,0.00,0.00,0.17,0.23
711935,99.8,104.72,716,3.076,53.2,3.80,5.33,108.8,0.0,0.0,0,0.00,0.00,0.17,0.23
712136,99.8,101.73,737,3.112,53.2,4.17,5.70,108.8,0.0,0.0,0,0.00,0.00,0.17,0.23
712335,99.8,100.93,743,3.120,53.2,4.54,6.07,108.8,0.0,0.0,0,0.00,0.00,0.17,0.23
712496,99.8,98.53,761,3.104,53.2,4.83,6.36,108.8,0.0,0.0,0,0.00,0.00,0.17,0.23
712696,99.8,99.95,764,3.088,53.2,5.20,6.73,108.8,0.0,0.0,0,0.00,0.00,0.17,0.23
712895,99.8,99.57,767,3.080,53.2,5.56,7.09,108.8,0.0,0.0,0,0.00,0.00,0.17,0.23
713095,99.8,99.06,771,3.096,53.2,5.93,7.46,108.8,0.0,0.0,0,0.00,0.00,0.17,0.23
713255,99.8,99.32,769,3.092,53.2,6.22,7.75,108.8,0.0,0.0,0,0.00,0.00,0.17,0.23
713414,99.8,98.53,775,3.080,53.2,6.51,8.04,108.8,0.0,0.0,0,0.00,0.00,0.17,0.23
713575,99.8,99.44,768,3.076,53.2,6.81,8.34,108.8,0.0,0.0,0,0.00,0.00,0.17,0.23
713735,99.8,98.05,779,3.068,53.2,7.10,8.63,108.8,0.0,0.0,0,0.00,0.00,0.17,0.23
713896,99.8,98.53,775,3.068,53.2,7.39,8.92,108.8,0.4,0.0,0,0.00,0.00,0.17,0.23
714055,99.8,104.32,772,3.112,53.2,7.69,9.22,108.8,4.3,0.0,0,0.00,0.00,0.17,0.23
714215,99.8,121.29,790,3.240,53.2,8.00,9.53,108.8,7.4,0.0,0,0.00,0.00,0.17,0.23
714375,99.8,131.06,837,3.588,53.2,8.36,9.89,108.8,7.8,0.0,0,0.00,0.00,0.17,0.23
714535,99.8,121.76,901,3.996,53.2,8.73,10.26,108.8,9.0,0.0,0,0.00,0.00,0.17,0.23
714696,99.8,141.46,962,4.664,53.2,9.11,10.64,108.8,13.3,0.0,0,0.00,0.00,0.17,0.23
714895,99.8,231.44,1062,5.464,53.2,9.52,11.19,108.8,16.4,0.0,0,0.00,0.00,0.17,0.23
715055,99.8,275.83,1173,7.164,53.2,9.52,11.19,108.8,18.0,1.2,0,0.00,0.00,0.17,0.23
715215,99.8,258.18,1350,8.308,53.2,9.52,11.19,108.8,18.4,1.6,0,0.00,0.00,0.17,0.23
715375,99.8,226.56,1471,8.096,53.2,9.52,11.19,108.8,18.4,1.6,0,0.00,0.00,0.17,0.23
715534,99.8,225.14,1505,7.800,53.2,9.52,11.19,108.8,18.4,1.6,0,0.00,0.00,0.17,0.23
715694,99.8,238.47,1450,7.496,54.0,6.95,8.70,108.8,18.4,1.6,0,0.00,0.00,0.17,0.23
715856,99.8,249.96,1350,7.512,54.0,5.75,7.50,108.8,18.4,1.6,0,0.00,0.00,0.17,0.23
716017,99.8,260.02,1255,7.628,54.0,4.58,6.33,108.8,18.4,1.6,0,0.00,0.00,0.17,0.23
716216,99.8,281.42,1130,8.324,54.0,6.85,8.60,108.8,18.8,1.6,0,0.00,0.00,0.17,0.23
716375,99.8,280.24,1105,8.848,54.0,7.93,9.68,108.8,18.8,1.6,0,0.00,0.00,0.17,0.23
716535,99.8,237.69,1332,8.740,54.0,9.10,10.54,108.8,18.8,1.6,0,0.00,0.00,0.17,0.23
716695,99.8,234.59,1397,8.156,54.0,9.26,10.54,108.8,18.8,1.6,8,0.00,0.00,0.17,0.23
716856,99.8,225.80,1519,7.908,54.0,9.26,10.54,108.8,18.8,2.0,8,0.00,0.00,0.17,0.23
717015,99.8,214.55,1657,7.532,54.0,9.26,10.54,108.8,18.8,2.0,8,0.00,0.00,0.17,0.23
717177,99.8,221.86,1715,7.288,54.0,9.26,10.54,108.8,19.1,2.3,8,0.00,0.00,0.17,0.23
717375,99.8,208.62,1917,6.900,54.0,6.71,7.16,108.8,19.1,3.1,8,0.00,0.00,0.17,0.23
717536,99.8,216.33,1977,6.668,54.0,5.05,5.50,108.8,19.1,3.5,8,0.00,0.00,0.17,0.23
