Time (msec),* Coolant Temperature (°C),* Engine Load (mg/stroke),* Engine Speed (RPM),* Fuel Injector Pulse Width (ms),* Intake Air Temperature (°C),* Lambda Integrator - Bank 1 (%),* Lambda Integrator - Bank 2 (%),* Oil Temperature (°C),* Radiator outlet temperature (°C),* Throttle Position actual (°TPS),* Throttle Position pedal (°TPS),* Vehicle Speed (km/h),** Lambda Additive Adaptation - Bank 1 (ms),** Lambda Additive Adaptation - Bank 2 (ms),** Lambda Multiplicative Adaptation - Bank 1 (%),** Lambda Multiplicative Adaptation - Bank 2 (%)
635488,90.8,38.86,1643,1.072,37.5,0.00,0.00,87.3,53.2,0.0,0.0,38,0.00,0.00,-2.65,-2.21
635688,90.8,40.03,1630,1.040,37.5,0.00,0.00,87.3,53.2,0.0,0.0,38,0.00,0.00,-2.65,-2.21
635886,90.8,39.46,1619,1.056,37.5,0.00,0.00,87.3,53.2,0.0,0.0,38,0.00,0.00,-2.65,-2.21
636047,90.8,38.78,1611,1.036,37.5,0.00,0.00,87.3,53.2,0.0,0.0,38,0.00,0.00,-2.65,-2.21
636207,90.8,38.95,1604,1.044,37.5,0.00,0.00,87.3,53.2,0.0,0.0,38,0.00,0.00,-2.65,-2.21
636366,90.8,38.18,1600,1.060,37.5,0.00,0.00,87.3,53.2,0.0,0.0,36,0.00,0.00,-2.65,-2.21
636526,90.8,37.57,1589,1.100,37.5,0.00,0.00,87.3,54.0,0.0,0.0,36,0.00,0.00,-2.65,-2.21
636687,90.8,37.91,1575,1.072,37.5,0.00,0.00,87.3,54.0,0.0,0.0,36,0.00,0.00,-2.65,-2.21
636846,90.8,38.18,1563,1.072,37.5,0.00,0.00,87.3,54.0,0.0,0.0,36,0.00,0.00,-2.65,-2.21
637007,90.8,38.31,1558,1.064,37.5,0.00,0.00,87.3,54.0,0.0,0.0,36,0.00,0.00,-2.65,-2.21
637167,90.8,41.68,1366,0.728,37.5,0.00,0.00,87.3,54.0,0.0,0.0,36,0.00,0.00,-2.65,-2.21
637329,90.8,49.22,1128,0.896,37.5,0.00,0.00,87.3,54.0,0.0,0.0,36,0.00,0.00,-2.65,-2.21
637526,90.8,73.17,873,1.348,37.5,0.00,0.00,87.3,54.0,0.0,0.0,35,0.00,0.00,-2.65,-2.21
637687,90.8,91.35,760,1.468,37.5,0.25,0.27,87.3,54.0,0.0,0.0,35,0.00,0.00,-2.65,-2.21
637847,90.8,109.00,637,2.240,37.5,0.47,0.49,87.3,54.0,0.0,0.0,35,0.00,0.00,-2.65,-2.21
638006,90.8,111.50,685,2.840,37.5,0.69,0.71,87.3,54.0,0.0,0.0,35,0.00,0.00,-2.65,-2.21
638166,90.8,83.06,819,2.644,37.5,0.93,0.94,87.3,54.0,0.0,0.0,35,0.00,0.00,-2.65,-2.21
638327,90.8,63.78,936,2.388,37.5,1.22,1.24,87.3,54.0,0.0,0.0,35,0.00,0.00,-2.65,-2.21
638527,90.8,46.32,1049,1.740,37.5,1.67,1.69,87.3,54.0,0.0,0.0,34,0.00,0.00,-2.65,-2.21
638689,90.8,38.46,1083,1.632,37.5,2.03,2.05,87.3,54.0,0.0,0.0,34,0.00,0.00,-2.65,-2.21
638887,90.8,33.06,1134,1.456,37.5,2.50,2.52,87.3,54.0,0.0,0.0,34,0.00,0.00,-2.65,-2.21
639047,90.8,30.05,1155,1.296,37.5,2.94,2.96,87.3,54.0,0.0,0.0,34,0.00,0.00,-2.65,-2.21
639206,90.8,29.43,1179,1.236,37.5,3.38,3.40,87.3,54.0,0.0,0.0,34,0.00,0.00,-2.65,-2.21
639368,90.8,28.31,1226,0.788,37.5,3.82,3.84,87.3,54.0,0.0,0.0,33,0.00,0.00,-2.65,-2.21
639567,90.8,29.58,1267,1.060,37.5,4.37,4.39,87.3,54.0,0.0,0.0,33,0.00,0.00,-2.65,-2.21
639727,90.8,30.58,1317,1.064,37.5,4.85,4.87,87.3,54.0,0.0,0.0,33,0.00,0.00,-2.65,-2.21
639887,90.8,32.44,1369,1.048,37.5,5.37,5.38,87.3,54.0,0.0,0.0,33,0.00,0.00,-2.65,-2.21
640087,90.8,33.14,1466,1.068,37.5,6.01,6.02,87.3,54.0,0.0,0.0,33,0.00,0.00,-2.65,-2.21
640247,90.8,33.40,1538,1.068,37.5,0.00,0.00,87.3,54.0,0.0,0.0,33,0.00,0.00,-2.65,-2.21
640407,90.8,34.39,1615,0.988,37.5,0.00,0.00,87.3,54.0,0.0,0.0,29,0.00,0.00,-2.65,-2.21
640567,90.8,34.82,1715,0.988,37.5,0.00,0.00,87.3,54.0,0.0,0.0,29,0.00,0.00,-2.65,-2.21
640728,90.8,37.32,1823,1.004,37.5,0.00,0.00,87.3,54.0,0.0,0.0,29,0.00,0.00,-2.65,-2.21
640926,90.8,43.40,1824,1.056,37.5,0.00,0.00,87.3,54.0,0.0,0.0,29,0.00,0.00,-2.65,-2.21
641086,90.8,43.02,1807,1.108,37.5,0.00,0.00,87.3,54.0,0.0,0.0,29,0.00,0.00,-2.65,-2.21
641247,90.8,44.20,1759,1.112,37.5,0.00,0.00,87.3,54.0,0.0,0.0,29,0.00,0.00,-2.65,-2.21
641408,90.8,41.98,1753,1.208,37.5,0.00,0.00,87.3,54.0,0.0,0.0,27,0.00,0.00,-2.65,-2.21
641607,90.8,41.55,1704,1.160,37.5,0.00,0.00,87.3,54.0,0.0,0.0,27,0.00,0.00,-2.65,-2.21
641807,90.8,41.49,1673,1.128,37.5,0.00,0.00,87.3,54.0,0.0,0.0,27,0.00,0.00,-2.65,-2.21
642007,90.8,39.69,1644,1.100,37.5,0.00,0.00,87.3,54.0,0.0,0.0,27,0.00,0.00,-2.65,-2.21
642207,90.8,39.96,1598,1.120,37.5,0.00,0.00,87.3,54.0,0.0,0.0,27,0.00,0.00,-2.65,-2.21
642367,90.8,38.76,1576,1.112,37.5,0.00,0.00,87.3,54.0,0.0,0.0,25,0.00,0.00,-2.65,-2.21
642528,90.8,38.59,1547,1.096,37.5,0.00,0.00,87.3,54.0,0.0,0.0,25,0.00,0.00,-2.65,-2.21
642687,90.8,38.35,1520,1.092,37.5,0.00,0.00,87.3,54.0,0.0,0.0,25,0.00,0.00,-2.65,-2.21
642846,90.8,38.35,1484,0.976,37.5,0.00,0.00,87.3,54.0,0.0,0.0,25,0.00,0.00,-2.65,-2.21
643007,90.8,38.16,1455,0.908,37.5,0.00,0.00,87.3,54.8,0.0,0.0,25,0.00,0.00,-2.65,-2.21
643167,90.8,38.06,1423,0.948,37.5,0.00,0.00,87.3,54.8,0.0,0.0,25,0.00,0.00,-2.65,-2.21
643366,90.8,38.14,1383,0.956,37.5,0.00,0.00,87.3,54.8,0.0,0.0,21,0.00,0.00,-2.65,-2.21
643529,90.8,41.87,1293,0.712,37.5,0.00,0.00,87.3,54.8,0.0,0.0,21,0.00,0.00,-2.65,-2.21
643727,90.8,54.97,985,2.120,37.5,0.00,0.00,87.3,54.8,0.0,0.0,21,0.00,0.00,-2.65,-2.21
643887,90.8,80.23,848,1.372,37.5,0.11,0.09,87.3,54.8,0.0,0.0,21,0.00,0.00,-2.65,-2.21
644047,90.8,100.04,694,1.616,37.5,0.36,0.34,87.3,54.8,0.0,0.0,21,0.00,0.00,-2.65,-2.21
644247,90.8,118.18,611,2.612,37.5,0.64,0.62,87.3,54.8,0.0,0.0,21,0.00,0.00,-2.65,-2.21
644408,90.8,133.22,615,3.160,37.5,0.86,0.84,87.3,54.8,0.0,0.0,20,0.00,0.00,-2.65,-2.21
644607,90.8,114.51,667,3.264,37.5,1.17,1.15,87.3,54.8,0.0,0.0,20,0.00,0.00,-2.65,-2.21
644769,90.8,91.18,731,2.952,37.5,1.47,1.45,87.3,54.8,0.0,0.0,20,0.00,0.00,-2.65,-2.21
644967,90.8,79.76,766,2.744,37.5,1.83,1.81,87.3,54.8,0.0,0.0,20,0.00,0.00,-2.65,-2.21
645166,90.8,79.87,765,2.592,37.5,2.12,2.10,87.3,54.8,0.0,0.0,20,0.00,0.00,-2.65,-2.21
645327,90.8,80.69,740,2.516,37.5,2.34,2.32,87.3,54.8,0.0,0.0,20,0.00,0.00,-2.65,-2.21
645528,90.8,90.08,709,3.836,37.5,2.61,2.60,87.3,54.8,0.0,6.6,17,0.00,0.00,-2.65,-2.21
645688,90.8,225.44,733,5.544,37.5,2.84,2.83,87.3,54.8,1.2,15.6,17,0.00,0.00,-2.65,-2.21
645887,90.8,344.57,1072,9.064,38.2,3.00,3.04,87.3,54.8,1.2,18.0,17,0.00,0.00,-2.65,-2.21
646047,90.8,261.76,1374,8.388,38.2,3.00,3.04,87.3,54.8,1.6,19.1,17,0.00,0.00,-2.65,-2.21
646248,90.8,256.27,1398,8.288,38.2,3.00,3.04,87.3,54.8,2.0,19.1,17,0.00,0.00,-2.65,-2.21
646447,90.8,263.90,1326,8.088,38.2,0.70,0.89,87.3,54.0,2.0,19.1,15,0.00,0.00,-2.65,-2.21
646609,90.8,277.95,1229,8.184,38.2,-0.52,-0.32,87.3,54.0,2.0,19.1,15,0.00,0.00,-2.65,-2.21
646808,90.8,265.13,1278,8.524,38.2,1.22,1.85,87.3,54.0,2.0,19.1,15,0.00,0.00,-2.65,-2.21
647007,90.8,260.70,1289,8.532,38.2,2.77,3.41,87.3,54.0,2.0,19.1,15,0.00,0.00,-2.65,-2.21
647168,90.8,256.67,1358,8.388,38.2,4.08,4.71,87.3,54.0,2.0,19.1,15,0.00,0.00,-2.65,-2.21
647327,90.8,247.84,1412,8.308,38.2,5.39,6.02,87.3,54.0,2.0,19.5,15,0.00,0.00,-2.65,-2.21
647488,90.8,250.72,1440,8.324,39.0,6.71,6.35,87.3,54.0,2.3,19.5,17,0.00,0.00,-2.65,-2.21
647688,90.8,258.69,1503,8.384,39.0,8.41,6.35,87.3,54.0,3.1,19.9,17,0.00,0.00,-2.65,-2.21
647847,90.8,259.03,1560,8.644,39.0,9.80,6.35,87.3,54.0,3.9,19.9,17,0.00,0.00,-2.65,-2.21
648007,90.8,266.27,1601,8.728,39.0,9.89,6.35,87.3,54.0,4.3,20.3,17,0.00,0.00,-2.65,-2.21
648167,90.8,265.47,1653,8.776,39.0,9.89,3.76,87.3,54.0,4.7,20.3,17,0.00,0.00,-2.65,-2.21
648327,90.8,268.71,1695,8.836,39.0,9.89,2.22,87.3,54.0,5.5,20.3,17,0.00,0.00,-2.65,-2.21
648526,90.8,268.90,1761,8.900,39.0,9.89,5.46,87.3,54.0,5.9,20.3,22,0.00,0.00,-2.65,-2.21
648689,90.8,267.63,1816,8.668,39.0,7.38,7.18,87.3,54.0,6.6,20.3,22,0.00,0.00,-2.65,-2.21
648887,90.8,266.74,1869,8.484,38.2,5.14,8.18,87.3,54.0,7.0,20.3,22,0.00,0.00,-2.65,-2.21
649087,90.8,271.00,1937,8.612,38.2,5.21,8.18,87.3,54.0,7.8,20.3,22,0.00,0.00,-2.65,-2.21
649248,90.8,269.88,2017,8.888,38.2,7.15,8.18,87.3,54.0,8.2,19.9,22,0.00,0.00,-2.65,-2.21
649447,90.8,276.93,2081,9.256,38.2,9.27,8.18,87.3,54.0,9.0,19.9,27,0.00,0.00,-2.65,-2.21
649647,90.8,278.50,2149,9.304,38.2,9.27,4.38,87.3,54.0,9.0,19.9,27,0.00,0.00,-2.65,-2.21
649808,90.8,277.99,2203,9.304,38.2,9.27,2.27,87.3,54.0,9.4,19.9,27,0.00,0.00,-2.65,-2.21
650007,90.8,267.48,2274,9.240,38.2,9.27,6.05,87.3,54.0,9.0,19.5,27,0.00,0.00,-2.65,-2.21
650167,90.8,242.65,2335,8.528,38.2,6.62,6.32,87.3,54.0,6.6,17.2,27,0.00,0.00,-2.65,-2.21
650366,90.8,198.47,2386,7.204,38.2,4.00,6.32,87.3,54.0,3.9,15.6,32,0.00,0.00,-2.65,-2.21
650527,90.8,201.73,2423,6.568,38.2,2.03,6.32,87.3,54.8,4.3,15.2,32,0.00,0.00,-2.65,-2.21
650689,90.8,196.92,2461,6.192,38.2,0.10,6.32,87.3,54.8,3.9,14.8,32,0.00,0.00,-2.65,-2.21
650887,90.8,135.51,2480,5.000,38.2,-2.32,2.08,87.3,54.8,0.0,6.6,32,0.00,0.00,-2.65,-2.21
651047,90.8,71.60,2482,3.252,38.2,-4.02,0.38,87.3,54.8,0.0,0.0,32,0.00,0.00,-2.65,-2.21
651247,90.8,61.20,2496,2.536,38.2,-0.89,-1.24,87.3,54.8,0.0,0.0,32,0.00,0.00,-2.65,-2.21
651408,90.8,59.71,2488,2.172,37.5,0.16,-2.35,87.3,54.8,0.0,0.0,36,0.00,0.00,-2.65,-2.21
651568,90.8,58.99,2448,1.932,37.5,-2.34,-3.37,87.3,54.8,0.0,0.0,36,0.00,0.00,-2.65,-2.21
651767,90.8,58.89,2476,1.776,37.5,-3.62,-4.65,87.3,54.8,0.0,2.0,36,0.00,0.00,-2.65,-2.21
651927,90.8,61.37,2444,1.732,37.5,-4.65,-5.68,87.3,54.8,0.0,2.3,36,0.00,0.00,-2.65,-2.21
652087,90.8,63.32,2434,1.696,37.5,-5.67,-4.57,87.3,54.8,0.0,2.7,36,0.00,0.00,-2.65,-2.21
652247,90.8,63.19,2417,1.720,37.5,-4.31,-3.54,87.3,54.8,0.0,2.7,36,0.00,0.00,-2.65,-2.21
652408,90.8,63.36,2411,1.744,37.5,-3.32,-2.56,87.3,54.8,0.0,3.1,36,0.00,0.00,-2.65,-2.21
652568,90.8,67.17,2398,1.784,37.5,-2.36,-1.60,87.3,54.8,0.0,3.9,36,0.00,0.00,-2.65,-2.21
652768,90.8,68.72,2384,1.876,37.5,-1.17,-0.41,87.3,54.8,0.0,4.3,36,0.00,0.00,-2.65,-2.21
652967,90.8,70.27,2371,1.956,37.5,0.02,0.78,87.3,54.8,0.0,4.3,36,0.00,0.00,-2.65,-2.21
653127,90.8,69.69,2371,1.992,37.5,0.97,1.73,87.3,54.8,0.0,4.3,36,0.00,0.00,-2.65,-2.21
653287,90.8,71.20,2360,2.032,37.5,1.92,2.68,87.3,54.8,0.0,4.3,36,0.00,0.00,-2.65,-2.21
653448,90.8,70.99,2347,2.064,37.5,2.87,3.63,87.3,54.8,0.0,4.3,35,0.00,0.00,-2.65,-2.21
653647,90.8,70.44,2326,2.108,37.5,4.06,4.82,87.3,54.8,0.0,4.3,35,0.00,0.00,-2.65,-2.21
653806,90.8,70.58,2321,2.128,37.5,5.01,5.78,87.3,54.8,0.0,4.3,35,0.00,0.00,-2.65,-2.21
653968,90.8,71.50,2311,2.084,37.5,2.60,6.73,87.3,54.8,0.0,4.3,35,0.00,0.00,-2.65,-2.21
654167,90.8,71.30,2298,2.056,37.5,1.41,7.20,87.3,54.8,0.0,3.9,35,0.00,0.00,-2.65,-2.21
654367,90.8,71.77,2283,2.088,37.5,2.59,7.20,87.3,54.8,0.0,3.9,34,0.00,0.00,-2.65,-2.21
654527,90.8,70.35,2270,2.100,37.5,3.54,7.20,87.3,55.5,0.0,3.9,34,0.00,0.00,-2.65,-2.21
654688,90.8,69.59,2255,2.120,37.5,4.49,7.20,87.3,55.5,0.0,3.9,34,0.00,0.00,-2.65,-2.21
654889,90.8,69.52,2237,2.064,37.5,2.68,7.20,87.3,55.5,0.0,3.5,34,0.00,0.00,-2.65,-2.21
655087,90.8,67.11,2214,2.020,37.5,1.58,4.48,87.3,55.5,0.0,2.7,34,0.00,0.00,-2.65,-2.21
655287,90.8,64.88,2204,1.920,37.5,0.48,3.38,87.3,55.5,0.0,2.3,34,0.00,0.00,-2.65,-2.21
655448,90.8,62.85,2187,1.880,37.5,1.73,2.50,87.3,55.5,0.0,2.3,32,0.00,0.00,-2.65,-2.21
655607,90.8,62.11,2191,1.852,37.5,2.61,1.62,87.3,55.5,0.0,2.3,32,0.00,0.00,-2.65,-2.21
655807,90.8,63.29,2150,1.856,37.5,3.71,4.52,87.3,55.5,0.0,2.3,32,0.00,0.00,-2.65,-2.21
656007,90.8,60.46,2136,1.848,37.5,4.80,5.62,87.3,56.2,0.0,2.3,32,0.00,0.00,-2.65,-2.21
656167,90.8,60.96,2118,1.764,37.5,3.01,6.49,87.3,56.2,0.0,0.0,32,0.00,0.00,-2.65,-2.21
656327,90.8,57.59,2097,1.740,37.5,2.13,6.88,87.3,56.2,0.0,0.0,32,0.00,0.00,-2.65,-2.21
656487,90.8,54.95,2072,1.700,37.5,1.30,6.88,87.3,56.2,0.0,0.0,31,0.00,0.00,-2.65,-2.21
656648,90.8,54.63,2059,1.712,37.5,4.13,6.88,87.3,56.2,0.0,0.0,31,0.00,0.00,-2.65,-2.21
656807,90.8,54.97,2021,1.640,37.5,2.15,6.88,87.3,56.2,0.0,0.0,31,0.00,0.00,-2.65,-2.21
656967,90.8,53.53,1997,1.580,37.5,1.35,6.88,87.3,56.2,0.0,0.0,31,0.00,0.00,-2.65,-2.21
657128,90.8,51.60,1964,1.500,37.5,0.05,0.00,87.3,56.2,0.0,0.0,31,0.00,0.00,-2.65,-2.21
657327,90.8,50.05,1914,1.428,37.5,0.00,0.00,87.3,56.2,0.0,0.0,31,0.00,0.00,-2.65,-2.21
657488,90.8,49.50,1851,1.364,37.5,0.00,0.00,87.3,57.0,0.0,0.0,29,0.00,0.00,-2.65,-2.21
657647,90.8,48.63,1627,1.260,37.5,0.00,0.00,87.3,57.0,0.0,0.0,29,0.00,0.00,-2.65,-2.21
657808,90.8,43.74,1397,0.628,37.5,0.00,0.00,87.3,57.0,0.0,0.0,29,0.00,0.00,-2.65,-2.21
658006,90.8,49.63,1119,1.648,37.5,0.00,0.00,87.3,57.0,0.0,0.0,29,0.00,0.00,-2.65,-2.21
658168,90.8,66.41,899,1.412,37.5,0.00,0.00,87.3,57.0,0.0,0.0,29,0.00,0.00,-2.65,-2.21
658328,90.8,85.71,810,1.524,37.5,0.26,0.24,87.3,57.0,0.0,0.0,29,0.00,0.00,-2.65,-2.21
658488,90.8,99.19,686,2.064,38.2,0.50,0.48,87.3,57.0,0.0,0.0,27,0.00,0.00,-2.65,-2.21
658687,90.8,109.17,636,2.640,38.2,0.77,0.75,87.3,57.0,0.0,0.0,27,0.00,0.00,-2.65,-2.21
658848,90.8,110.40,654,2.852,38.2,0.99,0.97,87.3,57.0,0.0,0.8,27,0.00,0.00,-2.65,-2.21
659047,90.8,106.67,703,3.784,38.2,1.26,1.25,87.3,57.0,0.0,7.0,27,0.00,0.00,-2.65,-2.21
659247,90.8,131.34,793,3.880,38.2,1.61,1.59,87.3,57.0,0.0,8.2,27,0.00,0.00,-2.65,-2.21
659408,90.8,112.05,979,3.988,38.2,1.61,1.73,87.3,57.0,0.0,8.6,23,0.00,0.00,-2.65,-2.21
659607,90.8,86.14,1322,3.420,38.2,1.61,1.73,87.3,57.8,0.0,9.8,23,0.00,0.00,-2.65,-2.21
659807,90.8,81.69,1564,2.936,38.2,1.61,1.73,87.3,57.8,0.0,10.2,23,0.00,0.00,-2.65,-2.21
659967,90.8,96.54,1424,2.776,38.2,1.61,1.73,87.3,57.8,0.0,10.2,23,0.00,0.00,-2.65,-2.21
660128,90.8,94.72,1466,2.832,38.2,1.61,1.73,87.3,57.8,0.0,11.3,23,0.00,0.00,-2.65,-2.21
660287,90.8,110.70,1430,2.916,38.2,1.83,1.73,87.3,57.8,0.0,12.1,23,0.00,0.00,-2.65,-2.21
660447,90.8,122.35,1464,3.300,38.2,2.42,2.24,87.3,57.8,0.0,13.7,21,0.00,0.00,-2.65,-2.21
660608,90.8,156.02,1433,3.724,38.2,3.04,2.87,87.3,57.8,0.0,15.2,21,0.00,0.00,-2.65,-2.21
660767,90.8,185.35,1476,4.936,38.2,3.74,3.57,87.3,57.8,0.0,15.6,21,0.00,0.00,-2.65,-2.21
660927,90.8,197.43,1449,5.536,38.2,4.61,4.44,87.3,57.8,0.0,16.0,21,0.00,0.00,-2.65,-2.21
661087,90.8,193.61,1499,5.884,38.2,5.61,5.43,87.3,57.8,0.0,16.0,21,0.00,0.00,-2.65,-2.21
661248,90.8,198.76,1502,6.108,38.2,5.67,6.10,87.3,57.8,0.0,16.0,21,0.00,0.00,-2.65,-2.21
661408,90.8,201.98,1540,6.240,38.2,5.67,6.10,88.1,57.8,0.4,16.0,21,0.00,0.00,-2.65,-2.21
661567,90.8,204.08,1565,6.296,38.2,5.67,6.10,88.1,57.8,0.4,15.6,21,0.00,0.00,-2.65,-2.21
661727,90.8,183.70,1595,6.044,38.2,5.67,6.10,88.1,57.8,0.0,13.3,21,0.00,0.00,-2.65,-2.21
661888,90.8,149.92,1621,5.480,39.0,2.80,6.10,87.3,57.8,0.0,10.9,21,0.00,0.00,-2.65,-2.21
662047,90.8,114.79,1633,4.896,39.0,1.73,2.93,87.3,57.8,0.0,9.0,21,0.00,0.00,-2.65,-2.21
662207,90.8,101.12,1648,4.280,39.0,0.81,2.00,87.3,57.8,0.0,9.0,21,0.00,0.00,-2.65,-2.21
662367,90.8,100.38,1660,3.804,39.0,-0.01,1.19,88.1,57.8,0.0,9.0,24,0.00,0.00,-2.65,-2.21
662527,90.8,96.69,1666,3.468,39.0,-0.74,0.46,88.1,57.8,0.0,7.8,24,0.00,0.00,-2.65,-2.21
662728,90.8,85.95,1664,2.956,39.0,-1.66,-0.46,88.1,57.8,0.0,7.0,24,0.00,0.00,-2.65,-2.21
662927,90.8,80.65,1653,2.564,38.2,-2.49,-1.30,88.1,57.8,0.0,7.0,24,0.00,0.00,-2.65,-2.21
663088,90.8,77.79,1642,2.456,38.2,-0.27,0.44,88.1,57.8,0.0,6.6,24,0.00,0.00,-2.65,-2.21
663288,90.8,75.71,1632,2.380,38.2,0.46,1.18,88.1,57.8,0.0,5.5,24,0.00,0.00,-2.65,-2.21
663488,90.8,59.54,1609,2.164,38.2,1.19,1.91,88.1,58.5,0.0,3.1,25,0.00,0.00,-2.65,-2.21
663648,90.8,53.34,1588,1.912,38.2,1.78,2.49,88.1,58.5,0.0,3.1,25,0.00,0.00,-2.65,-2.21
663847,90.8,52.13,1545,1.704,38.2,1.96,2.82,87.3,58.5,0.0,3.1,25,0.00,0.00,-2.65,-2.21
664048,90.8,52.57,1532,1.584,38.2,1.96,2.82,87.3,58.5,0.0,3.1,25,0.00,0.00,-2.65,-2.21
664248,90.8,54.12,1488,1.520,38.2,1.96,2.82,87.3,58.5,0.0,3.1,25,0.00,0.00,-2.65,-2.21
664447,90.8,57.30,1454,1.524,38.2,1.96,2.82,88.1,58.5,0.0,5.1,24,0.00,0.00,-2.65,-2.21
664608,90.8,71.43,1419,1.708,38.2,1.99,2.92,88.1,58.5,0.0,7.4,24,0.00,0.00,-2.65,-2.21
664768,90.8,88.02,1404,2.028,38.2,2.51,3.43,88.1,58.5,0.0,7.8,24,0.00,0.00,-2.65,-2.21
664967,90.8,106.03,1375,2.580,38.2,3.15,4.07,88.1,58.5,0.0,9.0,24,0.00,0.00,-2.65,-2.21
665127,90.8,123.26,1397,3.068,38.2,3.67,4.60,88.1,58.5,0.0,9.8,24,0.00,0.00,-2.65,-2.21
665287,90.8,151.40,1339,3.648,38.2,4.25,5.18,88.1,58.5,0.0,10.2,24,0.00,0.00,-2.65,-2.21
665488,90.8,168.93,1381,4.684,38.2,5.04,5.96,88.1,58.5,0.0,10.5,21,0.00,0.00,-2.65,-2.21
665687,90.8,179.65,1399,5.372,38.2,5.78,6.76,88.1,58.5,0.0,10.9,21,0.00,0.00,-2.65,-2.21
665847,90.8,183.97,1404,5.520,39.0,5.78,6.76,88.1,58.5,0.0,10.9,21,0.00,0.00,-2.65,-2.21
666047,90.8,183.70,1459,5.772,39.0,5.78,6.76,88.1,58.5,0.0,10.9,21,0.00,0.00,-2.65,-2.21
666247,90.8,178.55,1501,5.776,39.0,5.78,4.29,88.1,58.5,0.0,10.9,21,0.00,0.00,-2.65,-2.21
666407,90.8,176.87,1523,5.560,39.0,2.61,3.26,88.1,58.5,0.0,10.9,21,0.00,0.00,-2.65,-2.21
666567,90.8,175.03,1563,5.432,39.0,1.58,2.24,88.1,58.5,0.0,10.9,21,0.00,0.00,-2.65,-2.21
666728,90.8,174.67,1590,5.480,39.0,3.26,1.21,88.1,58.5,0.0,10.9,21,0.00,0.00,-2.65,-2.21
666927,90.8,171.45,1636,5.472,39.0,4.63,4.38,88.1,58.5,0.0,10.9,21,0.00,0.00,-2.65,-2.21
667088,90.8,170.07,1682,5.500,39.0,5.73,5.48,88.1,58.5,0.0,10.5,21,0.00,0.00,-2.65,-2.21
667248,90.8,159.67,1696,5.428,39.0,6.83,6.58,88.1,58.5,0.0,9.8,21,0.00,0.00,-2.65,-2.21
667407,90.8,135.91,1747,4.976,39.0,6.90,6.99,88.1,58.5,0.0,7.4,25,0.00,0.00,-2.65,-2.21
667568,90.8,102.50,1761,4.524,39.0,6.90,6.99,88.1,58.5,0.0,6.2,25,0.00,0.00,-2.65,-2.21
667727,90.8,87.56,1792,3.956,39.0,6.90,6.99,88.1,58.5,0.0,6.2,25,0.00,0.00,-2.65,-2.21
667888,90.8,82.77,1812,3.484,39.0,6.90,6.99,88.1,58.5,0.0,6.2,25,0.00,0.00,-2.65,-2.21
668047,91.5,82.51,1834,2.996,39.0,4.22,4.56,88.1,58.5,0.0,5.9,25,0.00,0.00,-2.65,-2.21
668207,91.5,79.78,1845,2.696,39.0,3.42,3.76,88.1,58.5,0.0,5.9,25,0.00,0.00,-2.65,-2.21
668368,91.5,78.02,1851,2.524,39.0,2.65,2.99,88.1,58.5,0.0,5.9,27,0.00,0.00,-2.65,-2.21
668567,91.5,75.56,1856,2.368,39.0,1.73,2.07,88.1,58.5,0.0,5.1,27,0.00,0.00,-2.65,-2.21
668768,91.5,71.33,1869,2.216,39.0,0.82,1.16,88.1,58.5,0.0,5.1,27,0.00,0.00,-2.65,-2.21
668928,91.5,68.66,1881,2.104,39.0,0.08,0.42,88.1,58.5,0.0,4.7,27,0.00,0.00,-2.65,-2.21
669087,91.5,68.55,1884,2.028,39.0,-0.65,-0.31,88.1,58.5,0.0,4.7,27,0.00,0.00,-2.65,-2.21
669247,91.5,67.30,1898,2.040,39.0,1.43,1.22,88.1,58.5,0.0,4.3,27,0.00,0.00,-2.65,-2.21
669407,91.5,65.12,1898,2.008,39.0,2.16,1.96,88.1,58.5,0.0,3.5,28,0.00,0.00,-2.65,-2.21
669608,91.5,62.55,1887,1.932,39.0,3.08,2.87,88.1,58.5,0.0,3.1,28,0.00,0.00,-2.65,-2.21
669767,91.5,59.88,1878,1.892,39.0,3.81,3.51,88.1,58.5,0.0,2.0,28,0.00,0.00,-2.65,-2.21
669927,91.5,50.79,1886,1.808,39.0,4.13,3.51,88.1,58.5,0.0,0.0,28,0.00,0.00,-2.65,-2.21
670087,91.5,47.36,1876,1.684,39.0,4.13,3.51,88.1,58.5,0.0,0.0,28,0.00,0.00,-2.65,-2.21
670248,91.5,46.75,1871,1.564,39.0,4.13,3.51,88.1,58.5,0.0,0.0,28,0.00,0.00,-2.65,-2.21
670408,91.5,46.43,1854,1.444,39.0,4.13,3.51,88.1,58.5,0.0,0.0,28,0.00,0.00,-2.65,-2.21
670567,91.5,44.24,1851,1.392,39.0,4.13,3.51,88.1,58.5,0.0,0.0,28,0.00,0.00,-2.65,-2.21
670728,91.5,44.63,1836,1.280,39.0,0.00,0.05,88.1,58.5,0.0,0.0,28,0.00,0.00,-2.65,-2.21
670927,91.5,44.50,1810,1.240,39.0,0.00,0.00,88.1,58.5,0.0,0.0,28,0.00,0.00,-2.65,-2.21
671087,91.5,44.31,1786,1.208,39.0,0.00,0.00,88.1,58.5,0.0,0.0,28,0.00,0.00,-2.65,-2.21
671248,91.5,43.50,1755,1.184,39.0,0.00,0.00,88.1,58.5,0.0,0.0,28,0.00,0.00,-2.65,-2.21
